field_key	wire_key	semantic_row_key	class	applies_to_class	scope_status	scope_basis	scope_evidence_key	scope_evidence_ref	scope_blocker	scope_required_next_evidence	parent_chain	direction	offset_basis	storage_width	order	mask_bit	gate	offset	tag	len	structural_type	structural_status	default_value	default_writer_va	semantic_name	semantic_status	semantic_source_load_va	semantic_producer_va	semantic_consumer_va	semantic_evidence_span_start	semantic_evidence_span_end	semantic_evidence_span_sha256	semantic_support_spans	producer_va	consumer_va	consumer_slot	codec_slot	write_site_va	read_site_va	file_offset	span_start	span_end	span_sha256	origin_evidence_key	evidence_key	source	conflicts_with	open_conflicts_with	blocker	required_next_evidence	image_sha256
PetAttr@0x20.1#R	PetAttr@0x20.1#R	3687f89408a326be41d885ba912bb145ac686666feda265471a12e95bdb10615	PetAttr	PetAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e	c4e489043b67a82672f0dcd5a4e8870714fd7a5b53a7ed669fd616dbdb23d7b8	PF_ATTR_CLASS_CENSUS.tsv|class=PetAttr|census_status=RTTI_VTABLE_CODEC_LINKED_NO_REGISTRY|vtable_va=0x00F41B50|codec_target_va=0x006F4CA0|evidence_key=af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e;semantic_span=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;summon_handler=0x006FCFE0..0x006FD2BF@4f7c1bdf6d19fc7ac7f5375806bd868cbe419a659145693334e57cf8c9e5555d;PETDATA_singleton_initializer=0x006FCFB0..0x006FCFDD@2ad2b111d09fb503c78c45084a8ab92c685b2e72fafda2dcdbadefe3c8755532;PETDATA_loader=0x006F6D30..0x006F7737@89479f50b1c9defbb4d5354a4afb8755cb08548ddd12c48172d96fb4f14095f1;SAILOR_SKILL_TIP_payload_nonjoin_counterexample=0x006FA5E0..0x006FA788@f9974a2008882200e92e82382b27b06bc543029611ccbe1a53a770c0cf8d5c62;codec_span=0x006F4CA0..0x006F508D@cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac			PcRefObject>PetAttr	R	OBJECT	1	3	ALWAYS	ALWAYS	0x20	0x0B	1	uint8	PROVEN_EXACT	0	0x006F5C40	UNKNOWN	UNKNOWN	N/A	N/A	N/A	0x006F5C40	0x006F5D07	100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;summon_handler=0x006FCFE0..0x006FD2BF@4f7c1bdf6d19fc7ac7f5375806bd868cbe419a659145693334e57cf8c9e5555d;PETDATA_singleton_initializer=0x006FCFB0..0x006FCFDD@2ad2b111d09fb503c78c45084a8ab92c685b2e72fafda2dcdbadefe3c8755532;PETDATA_loader=0x006F6D30..0x006F7737@89479f50b1c9defbb4d5354a4afb8755cb08548ddd12c48172d96fb4f14095f1;SAILOR_SKILL_TIP_payload_nonjoin_counterexample=0x006FA5E0..0x006FA788@f9974a2008882200e92e82382b27b06bc543029611ccbe1a53a770c0cf8d5c62	0x006F4D1E	UNKNOWN	N/A	+0x10	N/A	0x006F4D1E	0x002F411E	0x006F4CA0	0x006F508D	cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac	3a74e1320b8c1676050b1ed23bdf8f725f3ca4d02de9eaa56dd229d48b07b2ba	fbb3d8a1e363653ff8b9a0430ee534c490ea4df76ac146066cbf150688e43532	IMAGE	c3d3ea8301686c6330ed24b7a008bad22de1e65c335404ba34aef3ade36ffe87		the observed 1/2 comparison belongs to separately looked-up PETDATA record +0x20, not PetAttr +0x20; SAILOR_SKILL_TIP tests its own payload byte and has no proved join	a provenance-backed non-codec PetAttr +0x20 producer/consumer or varied source-separated CAPTURE evidence	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
PetAttr@0x20.1#W	PetAttr@0x20.1#W	dd61c108515c579bd7d472045c6205e7a0a86885a04dd401c78b5291d43c3e17	PetAttr	PetAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e	c4e489043b67a82672f0dcd5a4e8870714fd7a5b53a7ed669fd616dbdb23d7b8	PF_ATTR_CLASS_CENSUS.tsv|class=PetAttr|census_status=RTTI_VTABLE_CODEC_LINKED_NO_REGISTRY|vtable_va=0x00F41B50|codec_target_va=0x006F4CA0|evidence_key=af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e;semantic_span=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;summon_handler=0x006FCFE0..0x006FD2BF@4f7c1bdf6d19fc7ac7f5375806bd868cbe419a659145693334e57cf8c9e5555d;PETDATA_singleton_initializer=0x006FCFB0..0x006FCFDD@2ad2b111d09fb503c78c45084a8ab92c685b2e72fafda2dcdbadefe3c8755532;PETDATA_loader=0x006F6D30..0x006F7737@89479f50b1c9defbb4d5354a4afb8755cb08548ddd12c48172d96fb4f14095f1;SAILOR_SKILL_TIP_payload_nonjoin_counterexample=0x006FA5E0..0x006FA788@f9974a2008882200e92e82382b27b06bc543029611ccbe1a53a770c0cf8d5c62;codec_span=0x006F4CA0..0x006F508D@cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac			PcRefObject>PetAttr	W	OBJECT	1	3	ALWAYS	ALWAYS	0x20	0x0B	1	uint8	PROVEN_EXACT	0	0x006F5C40	UNKNOWN	UNKNOWN	N/A	N/A	N/A	0x006F5C40	0x006F5D07	100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;summon_handler=0x006FCFE0..0x006FD2BF@4f7c1bdf6d19fc7ac7f5375806bd868cbe419a659145693334e57cf8c9e5555d;PETDATA_singleton_initializer=0x006FCFB0..0x006FCFDD@2ad2b111d09fb503c78c45084a8ab92c685b2e72fafda2dcdbadefe3c8755532;PETDATA_loader=0x006F6D30..0x006F7737@89479f50b1c9defbb4d5354a4afb8755cb08548ddd12c48172d96fb4f14095f1;SAILOR_SKILL_TIP_payload_nonjoin_counterexample=0x006FA5E0..0x006FA788@f9974a2008882200e92e82382b27b06bc543029611ccbe1a53a770c0cf8d5c62	0x006F5C40	0x006F4D17	N/A	+0x10	0x006F4D17	N/A	0x002F4117	0x006F4CA0	0x006F508D	cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac	760faf3ccfc76d7baee8227648f83cf15612ed446225ad52b99bb155e8afd58b	7c3dabfba0d2d5fad0a5241046a13b9a60c4d61a63eddc744f1377ef79fe5c0a	IMAGE	b67ef0380a3769b60588b912706a01ce06d37280421bab4e40b55709509c7f26		the observed 1/2 comparison belongs to separately looked-up PETDATA record +0x20, not PetAttr +0x20; SAILOR_SKILL_TIP tests its own payload byte and has no proved join	a provenance-backed non-codec PetAttr +0x20 producer/consumer or varied source-separated CAPTURE evidence	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
PetAttr@0x21.1#R	PetAttr@0x21.1#R	b3e418b825cf5ae5368acbbf9ccfce8c3714c2cf5fa213f2cc62654dd29a27cf	PetAttr	PetAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e	78c8e0b41e2cc949bf9877cf63168637297589fda58934b9a7558bd41bbda7a2	PF_ATTR_CLASS_CENSUS.tsv|class=PetAttr|census_status=RTTI_VTABLE_CODEC_LINKED_NO_REGISTRY|vtable_va=0x00F41B50|codec_target_va=0x006F4CA0|evidence_key=af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e;semantic_span=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_selector_1_route=0x006F5F90..0x006F60AC@199cab53a03e65ed273f73d992263a751861f9f1f8ba7c08aef45f029e344abc;codec_span=0x006F4CA0..0x006F508D@cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac			PcRefObject>PetAttr	R	OBJECT	1	4	ALWAYS	ALWAYS	0x21	0x0B	1	uint8	PROVEN_EXACT	0	0x006F5C40	secondary_record_route_selector_eq_1	PROVEN_ROLE_ONLY	N/A	N/A	0x006F5F90	0x006F5C40	0x006F5D07	100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_selector_1_route=0x006F5F90..0x006F60AC@199cab53a03e65ed273f73d992263a751861f9f1f8ba7c08aef45f029e344abc	0x006F4D38	UNKNOWN	N/A	+0x10	N/A	0x006F4D38	0x002F4138	0x006F4CA0	0x006F508D	cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac	0b3d21863db8443e201a516bf62770b6f24452c47db38a8fc54a66afc382a90f	da76064e589692260ec32e35fceb783e0426e67e0c9b4110954fb1aec9c995c2	IMAGE			the structural/consumer role is exact but a unique broader gameplay label is not proved	an exact named DATA/UI binding or independently varied CAPTURE evidence	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
PetAttr@0x21.1#W	PetAttr@0x21.1#W	a742ed968362e3850b8388a60f35c33160cd96a386dd9bd8b4fd68d7bb14f5b3	PetAttr	PetAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e	78c8e0b41e2cc949bf9877cf63168637297589fda58934b9a7558bd41bbda7a2	PF_ATTR_CLASS_CENSUS.tsv|class=PetAttr|census_status=RTTI_VTABLE_CODEC_LINKED_NO_REGISTRY|vtable_va=0x00F41B50|codec_target_va=0x006F4CA0|evidence_key=af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e;semantic_span=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_selector_1_route=0x006F5F90..0x006F60AC@199cab53a03e65ed273f73d992263a751861f9f1f8ba7c08aef45f029e344abc;codec_span=0x006F4CA0..0x006F508D@cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac			PcRefObject>PetAttr	W	OBJECT	1	4	ALWAYS	ALWAYS	0x21	0x0B	1	uint8	PROVEN_EXACT	0	0x006F5C40	secondary_record_route_selector_eq_1	PROVEN_ROLE_ONLY	N/A	N/A	0x006F5F90	0x006F5C40	0x006F5D07	100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_selector_1_route=0x006F5F90..0x006F60AC@199cab53a03e65ed273f73d992263a751861f9f1f8ba7c08aef45f029e344abc	0x006F5C40	0x006F4D31	N/A	+0x10	0x006F4D31	N/A	0x002F4131	0x006F4CA0	0x006F508D	cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac	61d140584b8d511b0993dd1b2be2a89d69114bd1ce1ea4699263fb0a57f15b3d	ce839b83ded4d9d116b14486291dcdcb0056aef32433fc345d88fc690bae90bf	IMAGE			the structural/consumer role is exact but a unique broader gameplay label is not proved	an exact named DATA/UI binding or independently varied CAPTURE evidence	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
PetAttr@0x24.4+N_utf16_bytes#R:b0x0001	PetAttr@0x24.4+N_utf16_bytes#R:b0x0001	062c334c3bd7f586b5876650aa9cc2e8b3de3645ac4482a4461a696674f9e798	PetAttr	PetAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e	c91196255b1e52dd712652f9886b3d3318a78f7baba365636421bba3efb74779	PF_ATTR_CLASS_CENSUS.tsv|class=PetAttr|census_status=RTTI_VTABLE_CODEC_LINKED_NO_REGISTRY|vtable_va=0x00F41B50|codec_target_va=0x006F4CA0|evidence_key=af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e;semantic_span=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;codec_span=0x006F4CA0..0x006F508D@cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac			PcRefObject>PetAttr	R	OBJECT	4+N_utf16_bytes	5	0x0001	(+0x10 & 0x0001) != 0	0x24	0x48	4+N_utf16_bytes	wstring_utf16le	PROVEN_EXACT	EMPTY	0x006F5C40	UNKNOWN	UNKNOWN	N/A	N/A	N/A	0x006F5C40	0x006F5D07	100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	0x006F4D53	UNKNOWN	N/A	+0x10	N/A	0x006F4D53	0x002F4153	0x006F4CA0	0x006F508D	cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac	6412989830f590f7f0c7cf60128f29e0952102eed17e8acf0c682e16490f5b41	8d9438ac22120ec142bd6376580c1b3dea2831539c3906e235f880daeafab647	IMAGE			no unique non-codec gameplay producer or consumer was proved	typed IMAGE xref/consumer proof or varied DUMP/CAPTURE evidence as a separate source	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
PetAttr@0x24.4+N_utf16_bytes#W:b0x0001	PetAttr@0x24.4+N_utf16_bytes#W:b0x0001	432f9322256d432e39419bcb72e3b1e8ceeddd4f2fd938e6155c2c268c41f8d8	PetAttr	PetAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e	c91196255b1e52dd712652f9886b3d3318a78f7baba365636421bba3efb74779	PF_ATTR_CLASS_CENSUS.tsv|class=PetAttr|census_status=RTTI_VTABLE_CODEC_LINKED_NO_REGISTRY|vtable_va=0x00F41B50|codec_target_va=0x006F4CA0|evidence_key=af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e;semantic_span=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;codec_span=0x006F4CA0..0x006F508D@cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac			PcRefObject>PetAttr	W	OBJECT	4+N_utf16_bytes	5	0x0001	(+0x10 & 0x0001) != 0	0x24	0x48	4+N_utf16_bytes	wstring_utf16le	PROVEN_EXACT	EMPTY	0x006F5C40	UNKNOWN	UNKNOWN	N/A	N/A	N/A	0x006F5C40	0x006F5D07	100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	0x006F5C40	0x006F4D4C	N/A	+0x10	0x006F4D4C	N/A	0x002F414C	0x006F4CA0	0x006F508D	cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac	a44f9e0c9ddf6482cf41932970abf7a6c227476429b9e40a0ce911cf81f8c5c8	06699dfe2a1db12c1c738bbfea759a9267b02c3a702831fd7be5266672237f69	IMAGE			no unique non-codec gameplay producer or consumer was proved	typed IMAGE xref/consumer proof or varied DUMP/CAPTURE evidence as a separate source	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
PetAttr@0x40.4#R:b0x0002	PetAttr@0x40.4#R:b0x0002	c40e9ca7259504601bb636643b26e4bc368372498e08be0444c6b948e0c4871b	PetAttr	PetAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e	0fe3f9a7affdcd4b7b623c479c3c9d29afb4841f4ed99ee60929383670f955b3	PF_ATTR_CLASS_CENSUS.tsv|class=PetAttr|census_status=RTTI_VTABLE_CODEC_LINKED_NO_REGISTRY|vtable_va=0x00F41B50|codec_target_va=0x006F4CA0|evidence_key=af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e;semantic_span=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_to_PETDATA_lookup=0x006E04C0..0x006E0505@cbb346cf928c8f6ee4ac3349087de0bce7a3fac4a063c8e415e5bab5eed44ae5;PETDATA_ordered_lookup=0x006F5230..0x006F5296@b4dd145ffc8e5d57aa27c4db4ad5d85808db90be9507b4a3afaaf997a120f456;PETDATA_loader=0x006F6D30..0x006F7737@89479f50b1c9defbb4d5354a4afb8755cb08548ddd12c48172d96fb4f14095f1;codec_span=0x006F4CA0..0x006F508D@cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac			PcRefObject>PetAttr	R	OBJECT	4	6	0x0002	(+0x10 & 0x0002) != 0	0x40	0x14	4	uint32	PROVEN_EXACT	0	0x006F5C40	PETDATA_record_lookup_key	PROVEN_EXACT	N/A	N/A	0x006F5230	0x006F5C40	0x006F5D07	100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_to_PETDATA_lookup=0x006E04C0..0x006E0505@cbb346cf928c8f6ee4ac3349087de0bce7a3fac4a063c8e415e5bab5eed44ae5;PETDATA_ordered_lookup=0x006F5230..0x006F5296@b4dd145ffc8e5d57aa27c4db4ad5d85808db90be9507b4a3afaaf997a120f456;PETDATA_loader=0x006F6D30..0x006F7737@89479f50b1c9defbb4d5354a4afb8755cb08548ddd12c48172d96fb4f14095f1	0x006F4D72	UNKNOWN	N/A	+0x10	N/A	0x006F4D72	0x002F4172	0x006F4CA0	0x006F508D	cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac	2dfcc28a4820620735efc4f635c7c19ff1af908f11387a596bdd72e6cb26faac	27f0bc64e070a9d6fab1e6f54c4a7174821fd3cd81f77f1ce901ff61fed52252	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
PetAttr@0x40.4#W:b0x0002	PetAttr@0x40.4#W:b0x0002	5e2cdc4d3b39a91f943a4cab5f4a081aa0c5e883185c0b77151be4082f7dcfda	PetAttr	PetAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e	0fe3f9a7affdcd4b7b623c479c3c9d29afb4841f4ed99ee60929383670f955b3	PF_ATTR_CLASS_CENSUS.tsv|class=PetAttr|census_status=RTTI_VTABLE_CODEC_LINKED_NO_REGISTRY|vtable_va=0x00F41B50|codec_target_va=0x006F4CA0|evidence_key=af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e;semantic_span=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_to_PETDATA_lookup=0x006E04C0..0x006E0505@cbb346cf928c8f6ee4ac3349087de0bce7a3fac4a063c8e415e5bab5eed44ae5;PETDATA_ordered_lookup=0x006F5230..0x006F5296@b4dd145ffc8e5d57aa27c4db4ad5d85808db90be9507b4a3afaaf997a120f456;PETDATA_loader=0x006F6D30..0x006F7737@89479f50b1c9defbb4d5354a4afb8755cb08548ddd12c48172d96fb4f14095f1;codec_span=0x006F4CA0..0x006F508D@cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac			PcRefObject>PetAttr	W	OBJECT	4	6	0x0002	(+0x10 & 0x0002) != 0	0x40	0x14	4	uint32	PROVEN_EXACT	0	0x006F5C40	PETDATA_record_lookup_key	PROVEN_EXACT	N/A	N/A	0x006F5230	0x006F5C40	0x006F5D07	100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_to_PETDATA_lookup=0x006E04C0..0x006E0505@cbb346cf928c8f6ee4ac3349087de0bce7a3fac4a063c8e415e5bab5eed44ae5;PETDATA_ordered_lookup=0x006F5230..0x006F5296@b4dd145ffc8e5d57aa27c4db4ad5d85808db90be9507b4a3afaaf997a120f456;PETDATA_loader=0x006F6D30..0x006F7737@89479f50b1c9defbb4d5354a4afb8755cb08548ddd12c48172d96fb4f14095f1	0x006F5C40	0x006F4D6B	N/A	+0x10	0x006F4D6B	N/A	0x002F416B	0x006F4CA0	0x006F508D	cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac	c0b51a44d4107ba989faee8f317d60587964eb9cab4dbae8caa21efe37bbaafc	6ab99f06139a5ac6bd104b69f3ca583413358e74f3933f6a28f2a07e03be5d4f	IMAGE					9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
PetAttr@0x44.4#R:b0x0004	PetAttr@0x44.4#R:b0x0004	471627d45bc631f509f8c31b073ce9ca8b8d0a589809638dfab57e36a5b96e2b	PetAttr	PetAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e	c91196255b1e52dd712652f9886b3d3318a78f7baba365636421bba3efb74779	PF_ATTR_CLASS_CENSUS.tsv|class=PetAttr|census_status=RTTI_VTABLE_CODEC_LINKED_NO_REGISTRY|vtable_va=0x00F41B50|codec_target_va=0x006F4CA0|evidence_key=af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e;semantic_span=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;codec_span=0x006F4CA0..0x006F508D@cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac			PcRefObject>PetAttr	R	OBJECT	4	7	0x0004	(+0x10 & 0x0004) != 0	0x44	0x14	4	uint32	PROVEN_EXACT	0	0x006F5C40	UNKNOWN	UNKNOWN	N/A	N/A	N/A	0x006F5C40	0x006F5D07	100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	0x006F4D91	UNKNOWN	N/A	+0x10	N/A	0x006F4D91	0x002F4191	0x006F4CA0	0x006F508D	cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac	4cc6afaf55708dfaba011e1f879dcfb2007088783bb37ffa1f23c7c20386e2d4	04b7dd472aca835e85422ffe2bc92b320141f61d8ef942664a432511232e7fff	IMAGE			no unique non-codec gameplay producer or consumer was proved	typed IMAGE xref/consumer proof or varied DUMP/CAPTURE evidence as a separate source	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
PetAttr@0x44.4#W:b0x0004	PetAttr@0x44.4#W:b0x0004	766c19a2a5fd8fdb4da706334812f2458412b4cca566d283cea33f99b4473e1b	PetAttr	PetAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e	c91196255b1e52dd712652f9886b3d3318a78f7baba365636421bba3efb74779	PF_ATTR_CLASS_CENSUS.tsv|class=PetAttr|census_status=RTTI_VTABLE_CODEC_LINKED_NO_REGISTRY|vtable_va=0x00F41B50|codec_target_va=0x006F4CA0|evidence_key=af07498122f42ba776f9018b8ddc0c68fb029357d687ba69835a5a48c4ff121e;semantic_span=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c;codec_span=0x006F4CA0..0x006F508D@cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac			PcRefObject>PetAttr	W	OBJECT	4	7	0x0004	(+0x10 & 0x0004) != 0	0x44	0x14	4	uint32	PROVEN_EXACT	0	0x006F5C40	UNKNOWN	UNKNOWN	N/A	N/A	N/A	0x006F5C40	0x006F5D07	100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	0x006F5C40	0x006F4D8A	N/A	+0x10	0x006F4D8A	N/A	0x002F418A	0x006F4CA0	0x006F508D	cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac	444a4b991b7e836bc9cd72a230a22b38afbc012724bb35a0872fdc20000a1ed1	3cb9a0f56291bb3161d2568b6fd7ea694ac319e92c1a057a73a8e715c27a3d62	IMAGE			no unique non-codec gameplay producer or consumer was proved	typed IMAGE xref/consumer proof or varied DUMP/CAPTURE evidence as a separate source	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
