class_key	class	registry_name	census_scope	family	parent_chain	parent_status	parent_evidence_key	registry_site_va	registry_file_offset	name_va	name_file_offset	id_global_va	getter_va	getter_file_offset	vtable_va	vtable_file_offset	slot18_target_va	slot18_pointer_file_offset	slot1c_target_va	slot1c_pointer_file_offset	slot34_target_va	slot34_pointer_file_offset	slot34_role	codec_slot	codec_target_va	codec_role	primary_table_size	next_vtable_va	next_vtable_class	boundary_status	decorated_type_name	type_descriptor_va	type_descriptor_file_offset	type_descriptor_name_hits	census_status	evidence_key	source	blocker	required_next_evidence	image_sha256
95186ceec6fc711d57f18b20b7f6602172f24b794306ffb83546332dce0b379d	CCooldownAttr	CCooldownAttr	REGISTRY_ATTR_RELATED	AttrRelated	PcRefObject>Attribute>DBAttribute>CCooldownAttr	PROVEN_EXACT	aa7a2b57c6cbc7f25a6a6f489a5dd8d7cb48b8c3d8ad9e469aef1f1c00dd0c96	0x00C019F0	0x00800DF0	0x00F3F0C8	0x00B3D4C8	0x01087544	0x006C9B10	0x002C8F10	0x00F3F088	0x00B3D488	0x0043BB80	0x00B3D4A0	0x00463710	0x00B3D4A4	0x006C9DC0	0x00B3D4BC	PAIRED_W_R_FIELD_CODEC	+0x34	0x006C9DC0	PAIRED_W_R_FIELD_CODEC	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCCooldownAttr@@	0x010214EC	0x00C1ECEC	1	REGISTRY_VTABLE_CODEC_LINKED	45c037cc039238e009d8c403fcb836a5e2a6e2c70cf92923651a6ecc487957cb	IMAGE		see PF_ATTR_FIELD_SEMANTICS.tsv and PF_A2_COOLDOWN_CODEC_CORRECTION.tsv	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
86a812007df199589c063eb090c4426417ae284901736424abd4974efa00258e	CGCAchievementsModule	CGCAchievementsModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>CGCAchievementsModule	PROVEN_EXACT	b5a71d489921e37410517d7681375c0334d48cf8325da264d684442cc9e386ec	0x00C050B0	0x008044B0	0x00F1768C	0x00B15A8C	0x01088580	0x00706B90	0x00305F90	0x00F42808	0x00B40C08	0x00706D60	0x00B40C20	0x0073D360	0x00B40C24	0x00706B20	0x00B40C3C	NON_CODEC_ROUTINE	+0x34	0x00706B20	NON_CODEC_ROUTINE	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCGCAchievementsModule@@	0x0101DB38	0x00C1B338	1	REGISTRY_VTABLE_CODEC_LINKED	b7f1060f11097093cca1f805d439cfc8fdfb5a032e54aec7fae464a2dd3e3200	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
c22b8276a286a0e792b5eee3113e0a5339182215ebd179a740a220859c5ef941	CGCBuffModule	CGCBuffModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>CGCBuffModule	PROVEN_EXACT	0be6121454ad2c0c400f3820509ce01776cd901a8dbba87da9144d59b9cc79b9	0x00BF6C80	0x007F6080	0x00F0E728	0x00B0CB28	0x0108422C	0x0064B7D0	0x0024ABD0	0x00F36EF8	0x00B352F8	0x0064AA00	0x00B35310	0x0064C560	0x00B35314	0x004CD2F0	0x00B3532C	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCGCBuffModule@@	0x0101BAB0	0x00C192B0	1	REGISTRY_VTABLE_CODEC_LINKED	ed57b06f3c9d199e3639c087895b07d5aefcb13a40c688507700d3a2554e9c46	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ddf715388d1f31fc2a3188296a817f47b010f1dcc4f6f6b1195c3dc0b95fd3ff	CGCCooldownModule	CGCCooldownModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>CGCCooldownModule	PROVEN_EXACT	fb6961eb78598a04f28991e20caaeedf9b9c5b157c74bc15901906caa9e23416	0x00C01C00	0x00801000	0x00F3F148	0x00B3D548	0x010875AC	0x006CA560	0x002C9960	0x00F3F100	0x00B3D500	0x006CA580	0x00B3D518	0x006CA5E0	0x00B3D51C	0x006CA4B0	0x00B3D534	NON_CODEC_ROUTINE	+0x34	0x006CA4B0	NON_CODEC_ROUTINE	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCGCCooldownModule@@	0x0101C8D8	0x00C1A0D8	1	REGISTRY_VTABLE_CODEC_LINKED	ff3e352d46c5d00b217788284cf3d6687b6dfb79f63ecb442768c13833ddcf7f	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
9a9eb4cd3644906d0fb211fd14c0816e27b978059e94d1b69c90751d06a8f2d6	CGCDriverModule	CGCDriverModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>CGCDriverModule	PROVEN_EXACT	36aac0479a8ef46841fc715012061fc323b82f1321362f95a5d7b3056259848a	0x00C02800	0x00801C00	0x00F40A70	0x00B3EE70	0x010879AC	0x006E18F0	0x002E0CF0	0x00F409F0	0x00B3EDF0	0x006E1910	0x00B3EE08	0x006E2830	0x00B3EE0C	0x006E1620	0x00B3EE24	NON_CODEC_ROUTINE	+0x34	0x006E1620	NON_CODEC_ROUTINE	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCGCDriverModule@@	0x0101D2B8	0x00C1AAB8	1	REGISTRY_VTABLE_CODEC_LINKED	19a75457a9900348fa7a6eea04f5e87b7a68618187c2243be9a3f9e0bfc16bdd	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
bfb63c61d2da578b4742c6b0e0f7ffb75d08f20cc6ccffea2fd429111a0d3436	CGCGuildModule	CGCGuildModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>ClientModule>CGCGuildModule	PROVEN_EXACT	c71cc6368e78e18fefa19498a5b6000e4eea03a514b73da95afd7665790d367e	0x00BF8C50	0x007F8050	0x00F2BDBC	0x00B2A1BC	0x01084D90	0x00667620	0x00266A20	0x00F387E0	0x00B36BE0	0x00710440	0x00B36BF8	0x0073D360	0x00B36BFC	0x006657E0	0x00B36C14	NON_CODEC_ROUTINE	+0x34	0x006657E0	NON_CODEC_ROUTINE	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCGCGuildModule@@	0x0101B1F4	0x00C189F4	1	REGISTRY_VTABLE_CODEC_LINKED	b50ca8ffffb0b94a02944175bd9b95621f2f98f7106c169f23ff3193fcca1f93	IMAGE		slot +0x34 has been proved as a non-wire module routine; see inheritance and UI/DATA bindings	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
7b9942f4ea94c22a49e7d8bbf3d0823d2a0aa917a50ebdc696b646948fc31323	CGCHitParadeModule	CGCHitParadeModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>CGCHitParadeModule	PROVEN_EXACT	21ca3dcf3219d8a25002e93de85f8e0019938b0362fbd79535dc5a3a21536c66	0x00C05BF0	0x00804FF0	0x00F4367C	0x00B41A7C	0x010887DC	0x00712BA0	0x00311FA0	0x00F43630	0x00B41A30	0x0073D3F0	0x00B41A48	0x0073D360	0x00B41A4C	0x00710430	0x00B41A64	NON_CODEC_ROUTINE	+0x34	0x00710430	NON_CODEC_ROUTINE	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCGCHitParadeModule@@	0x0101DC3C	0x00C1B43C	1	REGISTRY_VTABLE_CODEC_LINKED	f21d8f6bb10fd32fbe0b98699808aed4925072f5089efed00364d3676d9e00e5	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
35cbd9d68080fa0cb0d03cf83f59e8b0eab5d2cf1f3ca9751dd95f94727def38	CGCPotionModule	CGCPotionModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>CGCPotionModule	PROVEN_EXACT	5e95b15374b030e7b887e104392305e5e4850ac9a0a77bf43e86968abec45baf	0x00C071E0	0x008065E0	0x00F2D178	0x00B2B578	0x01088CC8	0x00722840	0x00321C40	0x00F45328	0x00B43728	0x00722860	0x00B43740	0x0073D360	0x00B43744	0x007227B0	0x00B4375C	NON_CODEC_ROUTINE	+0x34	0x007227B0	NON_CODEC_ROUTINE	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCGCPotionModule@@	0x0101C8F8	0x00C1A0F8	1	REGISTRY_VTABLE_CODEC_LINKED	62de92f96d050c1de742453e297ce898e46eec1ab3be0f91e5e3dfc4115fac16	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
b6efc0205eee0def09bf22a88335ecd11690902c45406feacea0a8c45cae2a57	CGCTracePathModule	CGCTracePathModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>CGCTracePathModule	PROVEN_EXACT	d7214295926ce2ea9175a84501704fc67dd5b014bdcb4b89ae8d5ab8df2bcfdc	0x00C03040	0x00802440	0x00F40FB0	0x00B3F3B0	0x01087AFC	0x006E9DE0	0x002E91E0	0x00F40F50	0x00B3F350	0x006E9270	0x00B3F368	0x006EACE0	0x00B3F36C	0x006E90E0	0x00B3F384	NON_CODEC_ROUTINE	+0x34	0x006E90E0	NON_CODEC_ROUTINE	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCGCTracePathModule@@	0x0101D5C4	0x00C1ADC4	1	REGISTRY_VTABLE_CODEC_LINKED	3ae9f53155889c478bb0cbc4b37cd2fa2ab6ed95c0ce6ef4fafd78d54ffbaddf	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
209fe6f6addd9dbcd4a87435a4f7102aeeb107d91e7d147c49615141f01fcfa8	CGCVehicleModule	CGCVehicleModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>CGCVehicleModule	PROVEN_EXACT	3a92201f820d160f74b0ec4dd8b23c2454ee30eb2a16cd7c730fb78415ff205f	0x00C027E0	0x00801BE0	0x00F40A5C	0x00B3EE5C	0x010879A8	0x006E16A0	0x002E0AA0	0x00F409A8	0x00B3EDA8	0x006E16C0	0x00B3EDC0	0x006E1750	0x00B3EDC4	0x006E15E0	0x00B3EDDC	NON_CODEC_ROUTINE	+0x34	0x006E15E0	NON_CODEC_ROUTINE	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCGCVehicleModule@@	0x0101D298	0x00C1AA98	1	REGISTRY_VTABLE_CODEC_LINKED	f9c9e0b3b7b3f82d1e1b3a88e1779236a5270d1736d9170e18138f45d12208a5	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
052e885c5d2ef61e87a92262ed651ec03969e5b04841a07c6dbb1249e67d83ef	CGuildStorageAttr	CGuildStorageAttr	REGISTRY_ATTR_RELATED	AttrRelated	PcRefObject>Attribute>DBAttribute>ItemBagAttr>BackpackAttr>CGuildStorageAttr	PROVEN_EXACT	7d92e1db7ea8c83be3ed5dc5bc8ddc807f146922feeb81ff084bfca7662ebdd0	0x00BF9650	0x007F8A50	0x00F39164	0x00B37564	0x01084EE8	0x00672050	0x00271450	0x00F39108	0x00B37508	0x0046E0A0	0x00B37520	0x0046D870	0x00B37524	0x00469FA0	0x00B3753C	PAIRED_W_R_FIELD_CODEC	+0x34	0x00469FA0	PAIRED_W_R_FIELD_CODEC	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCGuildStorageAttr@@	0x0101B1D4	0x00C189D4	1	REGISTRY_VTABLE_CODEC_LINKED	1985751896b8e8c852868991062f1986c9b958c35bb4f24d75c7b27bc2882ab1	IMAGE		see PF_ATTR_FIELD_SEMANTICS.tsv and PF_A2_ITEMBAG_CODEC_CORRECTION.tsv	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
b94754b227eff5b320309dde0bff2e2f03d7d32dbf3fe8708c1489f79e6803de	CPostProcessModule	CPostProcessModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>CPostProcessModule	PROVEN_EXACT	5245ed109dce7a9fe306ff75f48487c184c49e692e2da06ad8658be8ff295320	0x00BD9E50	0x007D9250	0x00F0F854	0x00B0DC54	0x010336FC	0x0047C300	0x0007B700	0x00F0F808	0x00B0DC08	0x00710440	0x00B0DC20	0x0047CC80	0x00B0DC24	0x004CD2F0	0x00B0DC3C	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCPostProcessModule@@	0x0101CB48	0x00C1A348	1	REGISTRY_VTABLE_CODEC_LINKED	b30df1e401fac91e69426554d67db9a310cf63b9f6143afdb55457925042011b	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
1ec376b56319489cc280d01bacfb47f8d100f5fe34fe71c2ebd08b016bf7ed09	CSkillAttr	CSkillAttr	REGISTRY_ATTR_RELATED	AttrRelated	PcRefObject>Attribute>DBAttribute>CSkillAttr	PROVEN_EXACT	914dbeb4cb4e8958b1c5b6d929d6011db8ff7b0ce5a79a6dfbec40962fdf682b	0x00C0C530	0x0080B930	0x00F48BB8	0x00B46FB8	0x0108A32C	0x00751BF0	0x00350FF0	0x00F48B78	0x00B46F78	0x0043BB80	0x00B46F90	0x00463710	0x00B46F94	0x007520B0	0x00B46FAC	PAIRED_W_R_FIELD_CODEC	+0x34	0x007520B0	PAIRED_W_R_FIELD_CODEC	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCSkillAttr@@	0x0101B1B8	0x00C189B8	1	REGISTRY_VTABLE_CODEC_LINKED	4080893f22ca53f221767e6e517375006c41093b0c3eea3edf69d012049788ff	IMAGE		see the dedicated class field/container/runtime tables	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
d9cb8f39dbed317bca203c9593b2f93cba98a2beace1e77699c9c13d8586c82b	CSkillModule	CSkillModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>CSkillModule	PROVEN_EXACT	a43ca4564639ce3d7b4af60166f3662a569afaeb9a3ec6bc164b2f05c78b8e59	0x00C0C800	0x0080BC00	0x00F48E84	0x00B47284	0x0108A3C0	0x00754D70	0x00354170	0x00F48D88	0x00B47188	0x00710440	0x00B471A0	0x0073D360	0x00B471A4	0x004CD2F0	0x00B471BC	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCSkillModule@@	0x0101E178	0x00C1B978	1	REGISTRY_VTABLE_CODEC_LINKED	223acb73601b56de96eaa02dc929e0f0a3493e529791750de2e18b51044f0cfd	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
d956cb27bb5f175e92f3a987297107010b13ff1ebd6bf38b5b3f44cf4aaf1648	CVehicleAttr	CVehicleAttr	REGISTRY_ATTR_RELATED	AttrRelated	PcRefObject>Attribute>CVehicleAttr	PROVEN_EXACT	cc76c9bddc8b013b081bca67ab6dce1ee3d0802e238f47b79bedd172d9c77f52	0x00C028C0	0x00801CC0	0x00F40ADC	0x00B3EEDC	0x010879BC	0x006E2DB0	0x002E21B0	0x00F40A80	0x00B3EE80	0x00515EC0	0x00B3EE98	0x00463710	0x00B3EE9C	0x006E31A0	0x00B3EEB4	PAIRED_W_R_FIELD_CODEC	+0x34	0x006E31A0	PAIRED_W_R_FIELD_CODEC	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCVehicleAttr@@	0x0101CB88	0x00C1A388	1	REGISTRY_VTABLE_CODEC_LINKED	7e5d8f1048bb2014890ff871e7dc1386c8a295648538715f75c4ff15985b00b9	IMAGE		see PF_ATTR_FIELD_SEMANTICS.tsv and PF_ATTR_CONTAINER_SEMANTICS.tsv	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
5e20b17a2c4f887bd5aada9e45bda39cbec38976e85da924088d782a4a4ca4e5	CWebGMModule	CWebGMModule	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>CWebGMModule	PROVEN_EXACT	9115b79638dd4689e850d384ffab9f39654f3b7099e9cf1a72d01c986226afd1	0x00C0A4F0	0x008098F0	0x00F478A8	0x00B45CA8	0x010899F0	0x0073D3D0	0x0033C7D0	0x00F47800	0x00B45C00	0x0073D3F0	0x00B45C18	0x0073D360	0x00B45C1C	0x004CD2F0	0x00B45C34	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCWebGMModule@@	0x0101E138	0x00C1B938	1	REGISTRY_VTABLE_CODEC_LINKED	0fe7902e20f5840b17c863c80565ec0c8d5cf868f2efc3825ac73d1e65ff2539	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
a99ed841166b4bdb7a3f955fcc6c80fcb5b8cea073249e0d62aa2ff3e4f56c5d	CastEquipmentModule_Client	CastEquipmentModule_Client	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>CastEquipmentModule_Client	PROVEN_EXACT	82175c04bb0c1520443592b986eec28aac9baf697dfa12323c79da357028930c	0x00C018D0	0x00800CD0	0x00F3F034	0x00B3D434	0x01087514	0x006C94B0	0x002C88B0	0x00F3EFE8	0x00B3D3E8	0x00697870	0x00B3D400	0x0073D360	0x00B3D404	0x004CD2F0	0x00B3D41C	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCastEquipmentModule_Client@@	0x0101C918	0x00C1A118	1	REGISTRY_VTABLE_CODEC_LINKED	8fc6761241d68f5afb433c24e5a15acfb17b79644e61c86babb3e5c39fb36bcf	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
96d4c3e7c43e98e9b7a1ee7ef2def810ce677cbbede978438b853d18fd2b37f8	ChangeEquipLevelModule_Client	ChangeEquipLevelModule_Client	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>ChangeEquipLevelModule_Client	PROVEN_EXACT	aaa9ebcfd75f44406d19c9c396b296f2758347c891c744ddc25f6e775fdc0f4e	0x00C08130	0x00807530	0x00F4646C	0x00B4486C	0x01088FD0	0x00729FB0	0x003293B0	0x00F46420	0x00B44820	0x00697870	0x00B44838	0x0073D360	0x00B4483C	0x004CD2F0	0x00B44854	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVChangeEquipLevelModule_Client@@	0x0101DEA0	0x00C1B6A0	1	REGISTRY_VTABLE_CODEC_LINKED	a7213b5f2f2e9f8c5a2ff0d99c616fff366cc99b1df1a31e72ff0d53cee32db8	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
15f7b94f1c0a7f27d0c46e022f7b07295108d54ca414828b9befc1a5cdc7650a	ChangeFeatureModule_Client	ChangeFeatureModule_Client	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>ChangeFeatureModule_Client	PROVEN_EXACT	26d79d62ec8937a83cb46624342fac41be8443caf25ad88691fab095f78ec735	0x00C0F0A0	0x0080E4A0	0x00F4B15C	0x00B4955C	0x0108B484	0x007767A0	0x00375BA0	0x00F4B110	0x00B49510	0x00775F90	0x00B49528	0x0073D360	0x00B4952C	0x00775FD0	0x00B49544	NON_CODEC_ROUTINE	+0x34	0x00775FD0	NON_CODEC_ROUTINE	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVChangeFeatureModule_Client@@	0x0101E670	0x00C1BE70	1	REGISTRY_VTABLE_CODEC_LINKED	51c8f2117e7bde9169c5101cc3ea62690b9e2ffde72d94922b2d5d8e8145f6ea	IMAGE	slot +0x34 is a concrete non-codec routine	inspect the routine call contract; do not parse it as a wire codec	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
bb6fe6c5e0f009d8f9132c80c0eee480e9bbf4b2bc3fb1fb3274662a4f07bc9b	ChannelModule_Client	ChannelModule_Client	REGISTRY_ATTR_RELATED	Module	PcRefObject>Module>ChannelModule_Client	PROVEN_EXACT	365b5c4f89bf63497775038df2444af15fb88449525c46bf7ebcebd8e0437afe	0x00BF7250	0x007F6650	0x00F22CB4	0x00B210B4	0x0108433C	0x0065A1D0	0x002595D0	0x00F377B8	0x00B35BB8	0x00697870	0x00B35BD0	0x0073D360	0x00B35BD4	0x004CD2F0	0x00B35BEC	EMPTY_NO_PAYLOAD	+0x34	0x004CD2F0	EMPTY_NO_PAYLOAD	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVChannelModule_Client@@	0x0101BACC	0x00C192CC	1	REGISTRY_VTABLE_CODEC_LINKED	d88d0bd7d81d7c542ebf414c6b999c3b5540da3a8bbde33db3405d2e610a629b	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
4614006594bc81dd3714630ccc245083d321cb8f8a38e93590f30a1cd9071eea	CollectableBookTypeAttr	CollectableBookTypeAttr	REGISTRY_EMBEDDED_STATE_DEPENDENCY	AttrRelated	PcRefObject>Attribute>DBAttribute>CollectableBookTypeAttr	PROVEN_EXACT	d29d62022d73b90c49d6a6dab781f0547bdb87d298e4cbe36709c5904341731b	0x00BFEED0	0x007FE2D0	0x00F3D70C	0x00B3BB0C	0x01086844	0x006A8930	0x002A7D30	0x00F3D5A0	0x00B3B9A0	0x0043BB80	0x00B3B9B8	0x00463710	0x00B3B9BC	0x006A89A0	0x00B3B9D4	PAIRED_W_R_FIELD_CODEC	+0x34	0x006A89A0	PAIRED_W_R_FIELD_CODEC	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCollectableBookTypeAttr@@	0x0101C44C	0x00C19C4C	1	REGISTRY_VTABLE_CODEC_LINKED	4b22976cc5bd7dc92c324d60e708672088ca19c60f159b51d891171facd316a0	IMAGE		see PF_ATTR_FIELD_SEMANTICS.tsv, PF_ATTR_CONTAINER_SEMANTICS.tsv, PF_ATTR_DATA_BINDINGS.tsv, and PF_A2_COLLECTION_CODEC_CORRECTION.tsv	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
81e668e285bb97dcee27f263fdfad7e6f4c226f2be0429a0bb57b666244990ba	CollectionBagAttr	CollectionBagAttr	REGISTRY_ATTR_RELATED	AttrRelated	PcRefObject>Attribute>DBAttribute>ItemBagAttr>UnlimitBagAttr>CollectionBagAttr	PROVEN_EXACT	6b09f46c26b4a54af4dfcee9ff4115188a548fca528424e5fb5a40c4dfaa0d1c	0x00BD97B0	0x007D8BB0	0x00F0EB40	0x00B0CF40	0x01033570	0x0046AEC0	0x0006A2C0	0x00F0EAF8	0x00B0CEF8	0x0046E0A0	0x00B0CF10	0x0046D870	0x00B0CF14	0x00471830	0x00B0CF2C	PAIRED_W_R_FIELD_CODEC	+0x34	0x00471830	PAIRED_W_R_FIELD_CODEC	UNKNOWN_NOT_A_LENGTH_PROOF	NOT_WITHIN_AUDITED_0x38_WINDOW	N/A	NO_REGISTERED_VTABLE_BOUNDARY_THROUGH_OWN_PLUS_0x34	.?AVCollectionBagAttr@@	0x010220A0	0x00C1F8A0	1	REGISTRY_VTABLE_CODEC_LINKED	8f6feeecbda6bfb1a8ca33d8fbf2a0d11039af2757a2affdd75961aa09b63575	IMAGE		see PF_ATTR_FIELD_SEMANTICS.tsv and PF_A2_ITEMBAG_CODEC_CORRECTION.tsv	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
