container_key	container_semantic_row_key	owner_class	applies_to_class	scope_status	scope_basis	scope_evidence_key	scope_evidence_ref	scope_blocker	scope_required_next_evidence	parent_chain	field_kind	object_offset	container_object_offset	count_storage_offset	container_owner_class	container_offset_basis	mask_offset	mask_bit	gate	negative_evidence	negative_evidence_scope	record_offset	tag	wire_len	semantic_name	semantic_status	structural_status	default_value	write_site_va	read_site_va	codec_span_start	codec_span_end	codec_span_sha256	semantic_consumer_va	semantic_support_spans	evidence_key	source	blocker	required_next_evidence	image_sha256
b14440fff8481adce52f725fe61de858fbec9eb42041c0c3b74378f92ff1e71d	c0a626a99f77b6115a66561a8f0bd69e12ee8413e33aa6052feddc1572c234fe	PetAttr.CollectionRecord	UNKNOWN_COLLECTION_RECORD(PetAttr)	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	outer owner and record layout/subcodec are exact, but the synthetic child label has no unique RTTI/type-descriptor/vtable-to-subcodec binding	prove allocator/constructor/vtable/type descriptor to the exact record subcodec, or retain source-separated DUMP RTTI identity	PcRefObject>PetAttr>CollectionRecord	wire_member	N/A	0x7C	0x98	PetAttr	OUTER_OBJECT	0x10	0x00008000	(+0x10 & 0x00008000) != 0			0x10	0x08	1	UNKNOWN	UNKNOWN	PROVEN_EXACT	0xFF	0x006F4F85	0x006F500D	0x006F4CA0	0x006F508D	cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac	N/A	PetAttr_record_factory=0x006D14D0..0x006D15BC@7c9e3b92ef156a469377a6be1e848739eb9f9f17fc481fa9e1966da52ae4df7f	916688a58a316520782633c00ebb51948b12cdc348e17b16622988ca812e8241	IMAGE	wire member width and location are exact but no unique gameplay meaning is proved	typed producer/consumer or varied CAPTURE/DUMP evidence kept as a separate source	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
157f39182efe11f014a83cf3c551bfcb62c50c786e03c32a4cbb740e017bfbb4	d87a10c0f5b147c7363baffcdd1fa1f3d29b06806dd5f7c692bff4cfa8b7a51f	PetAttr.CollectionRecord	UNKNOWN_COLLECTION_RECORD(PetAttr)	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	outer owner and record layout/subcodec are exact, but the synthetic child label has no unique RTTI/type-descriptor/vtable-to-subcodec binding	prove allocator/constructor/vtable/type descriptor to the exact record subcodec, or retain source-separated DUMP RTTI identity	PcRefObject>PetAttr>CollectionRecord	wire_member	N/A	0x7C	0x98	PetAttr	OUTER_OBJECT	0x10	0x00008000	(+0x10 & 0x00008000) != 0			0x12	0x0F	2	UNKNOWN	UNKNOWN	PROVEN_EXACT	0	0x006F4F94	0x006F501C	0x006F4CA0	0x006F508D	cb1b30d4d7d1b97c0247903c9e99e0ef497820514c43390d17065a88a9dc2aac	N/A	PetAttr_record_factory=0x006D14D0..0x006D15BC@7c9e3b92ef156a469377a6be1e848739eb9f9f17fc481fa9e1966da52ae4df7f	912b48f84a72fd4a47edf264930c8dc2480802c091c89cd9d8b8cf5aad757709	IMAGE	wire member width and location are exact but no unique gameplay meaning is proved	typed producer/consumer or varied CAPTURE/DUMP evidence kept as a separate source	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
b2af7ff75aeac579d47796766eba82eb7d6fb61c81751f165197175374352d59	5cebf16e7dfb0a606987cb8bbffa6d882198d3d6876b1d24342920330ebd5074	PetsData	PetsData	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:2e2b988b2aef6001f72ab99b14cbe1aa7a3bc0d677ae49cd14fdd3fcf6d9d4c0	709bdd2f45a69d226820a22efc3ebbf047d6cce0244a7ef9ad85d61a99f8b289	PF_ATTR_CLASS_CENSUS.tsv|class=PetsData|evidence_key=2e2b988b2aef6001f72ab99b14cbe1aa7a3bc0d677ae49cd14fdd3fcf6d9d4c0			PcRefObject>Attribute>DBAttribute>PetsData	wire_meta	0x44	0x28	0x44	PetsData	OUTER_OBJECT	N/A	N/A	ALWAYS_AFTER_DBATTRIBUTE_CODEC			N/A	0x12	2	PetAttr_record_count	PROVEN_EXACT	PROVEN_EXACT	CONTAINER_DERIVED	0x006F6833	0x006F68B3	0x006F67E0	0x006F6977	1dd4bb4196f240fd092cd9d7e7461365b8422fe59978e46ba066c78661bf27d2	N/A	PetsData_ctor=0x006F5DF0..0x006F5E56@06d47b8cd45c40b12f8311614c60b0de3d8fbc2539eaf9e5d166898c48cce045;PetsData_tree_init=0x0066A9D0..0x0066AA53@9ac82efeeee14f5b87a1eacaebdd5ac53579adf32795fd64e524d840575a63c7	6872d029a0fa4281a0fe8b44df627c0cca06ea6c11636c88b4021e2267858bd9	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
fea4d8f64447ea2768c86ad45591f31ef836fcca65de33b1fc5898fe6b4cfece	e985bd6a9ab0e949ca0aeb01dc3d3dd11ab76cef83d0f42dc3c66a561ec01b76	PetsData	PetsData	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:2e2b988b2aef6001f72ab99b14cbe1aa7a3bc0d677ae49cd14fdd3fcf6d9d4c0	0edf1bf4194c50da4aa99efbea935e91c8e10278cbe71b4dd0c142a2a787bd69	PF_ATTR_CLASS_CENSUS.tsv|class=PetsData|evidence_key=2e2b988b2aef6001f72ab99b14cbe1aa7a3bc0d677ae49cd14fdd3fcf6d9d4c0			PcRefObject>Attribute>DBAttribute>PetsData	wire_container	0x28	0x28	0x44	PetsData	OUTER_OBJECT	N/A	N/A	ALWAYS_AFTER_DBATTRIBUTE_CODEC			N/A	SUBCALL:+0x10	dynamic	PetAttr_record_list	PROVEN_EXACT	PROVEN_EXACT	EMPTY	0x006F688B	0x006F6906	0x006F67E0	0x006F6977	1dd4bb4196f240fd092cd9d7e7461365b8422fe59978e46ba066c78661bf27d2	N/A	PetsData_ctor=0x006F5DF0..0x006F5E56@06d47b8cd45c40b12f8311614c60b0de3d8fbc2539eaf9e5d166898c48cce045;PetsData_tree_init=0x0066A9D0..0x0066AA53@9ac82efeeee14f5b87a1eacaebdd5ac53579adf32795fd64e524d840575a63c7;PetsData_PetAttr_factory=0x006F60B0..0x006F61C4@25f833d7d0e9cd612a1a80792a42b5011a6d0a75ca9c7f8971f3de10c2b71f70;PetAttr_ctor=0x006F5C40..0x006F5D07@100059c5c6d7aef5cd957544ca242ab0e7795d0477d8861baa2d4d4247606c1c	b92692a851f23694ef4ccc40a14e0d747b85620265433e78d766d0f38780bd7a	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
eaba12ff725baf61a0fd148054fd2573dd675cf0d6ba7e18803d140da03d56dc	9306b23281cdc05e4f3c8bd7da643f2227e0ccb481e1a794abf5273bd8608751	PetsMergingData	PetsMergingData	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:2e255f7d423c13ad73eaa7559280eda99eab0924c632388b6e308c6a206ac6dc	93820d6d94f23f4451ec365c4c1624e1e0e98bd0554317718959ed610eb4a817	PF_ATTR_CLASS_CENSUS.tsv|class=PetsMergingData|evidence_key=2e255f7d423c13ad73eaa7559280eda99eab0924c632388b6e308c6a206ac6dc			PcRefObject>Attribute>DBAttribute>PetsMergingData	wire_meta	0x44	0x28	0x44	PetsMergingData	OUTER_OBJECT	N/A	N/A	ALWAYS_AFTER_DBATTRIBUTE_CODEC			N/A	0x12	2	PetsMergingRecord_count	PROVEN_EXACT	PROVEN_EXACT	CONTAINER_DERIVED	0x006F8543	0x006F85C3	0x006F84F0	0x006F8680	538ef92e9cea58187e92d20cff3da6601c53a44f5df2fb5e67de7a91b750ea1a	N/A	PetsMergingData_ctor=0x006F8BB0..0x006F8C16@42aceadd2c096f6cd03b8dd1c07eada1f66fc91c9af734a7f9b8408f891865b6;Shared_tree_init=0x0058CD10..0x0058CD93@9d270330ec69e39b2651e7477e8bb6c0f5423af6275afeeb3935896e51491660	51a6fcc97cd1704475f318b34cab34af99d0c8903bffd711af733c84ff714156	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
6e8364bd7a31d83ced0a02eef7eaa7c97d55e01d3bf61f4e0f73c9bda1db928a	39619d736b591999dc1d423ea4a34d5ac660d24f6268b9ee4719cd5de29f8442	PetsMergingData	PetsMergingData	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:2e255f7d423c13ad73eaa7559280eda99eab0924c632388b6e308c6a206ac6dc	f7f97227b09e4c7f8ec41aa399a7ed6b7b42e99c4b37305cc84c6a2834404e40	PF_ATTR_CLASS_CENSUS.tsv|class=PetsMergingData|evidence_key=2e255f7d423c13ad73eaa7559280eda99eab0924c632388b6e308c6a206ac6dc			PcRefObject>Attribute>DBAttribute>PetsMergingData	wire_container	0x28	0x28	0x44	PetsMergingData	OUTER_OBJECT	N/A	N/A	ALWAYS_AFTER_DBATTRIBUTE_CODEC			N/A	SUBCALL:+0x10	dynamic	PetsMergingRecord_list	PROVEN_ROLE_ONLY	PROVEN_EXACT	EMPTY	0x006F859B	0x006F8616	0x006F84F0	0x006F8680	538ef92e9cea58187e92d20cff3da6601c53a44f5df2fb5e67de7a91b750ea1a	N/A	PetsMergingData_ctor=0x006F8BB0..0x006F8C16@42aceadd2c096f6cd03b8dd1c07eada1f66fc91c9af734a7f9b8408f891865b6;Shared_tree_init=0x0058CD10..0x0058CD93@9d270330ec69e39b2651e7477e8bb6c0f5423af6275afeeb3935896e51491660;PetsMerging_record_factory=0x006F7C40..0x006F7D55@cf018234df735e7c2a615f4c230f49a592c5715fe195065dc3e303e7970f015c	23490184b4b40f09951b6d37d9588dd90c0cf222d97f97cadb55878ddd7dadb3	IMAGE	the exact collection/member role is proved but its broader gameplay noun is not unique	a named producer/consumer or varied CAPTURE evidence kept as a separate source	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
f31e65fc9bd584bfb93287468b0f5dbfefe287729137a29379426f51157c7127	475ddba43ea351b7a7a4995a7448d42dfdf62ebc6ea0b367bafc57593e69ad27	ActorLearnedPetsSkillData	ActorLearnedPetsSkillData	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:bbe50f569637b40b2508498c207009aafd4672dc2d9414df06de901f7b7c86f4	dd8af849e51021d7c5de79f6e3f64643b02b51a0742f052b30c668bf043ee724	PF_ATTR_CLASS_CENSUS.tsv|class=ActorLearnedPetsSkillData|evidence_key=bbe50f569637b40b2508498c207009aafd4672dc2d9414df06de901f7b7c86f4			PcRefObject>Attribute>DBAttribute>ActorLearnedPetsSkillData	wire_meta	0x44	0x28	0x44	ActorLearnedPetsSkillData	OUTER_OBJECT	N/A	N/A	ALWAYS_AFTER_DBATTRIBUTE_CODEC			N/A	0x12	2	learned_pet_skill_record_count	PROVEN_EXACT	PROVEN_EXACT	CONTAINER_DERIVED	0x006FDF93	0x006FE014	0x006FDF60	0x006FE058	357587a20115fd3ad22ff55a74dca38b4c6a3d96f69eed10ba79078b45502068	N/A	ActorLearnedPetsSkillData_ctor=0x006FE580..0x006FE5E6@b01695d75662aecb8b881264a08bf8ec10704b37d0f373f4ac99dbd481608f88;ActorLearnedPetsSkillData_tree_init=0x00657050..0x006570D3@b30a1782394f0f2cf8802be38a362fea9858b8dd881006f915f5aa1d47ea9ccc	73109118d8fd4ac546ae387ad2521fc8cd907528608ce2ccdedb6fb1465a1ac6	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
2df093f0be019c8b25d257807456fced8cc845d2ae1858a1814a459b4769c964	1491b038ae17aaaef75ba732050e1f0d6a06831a511f1facfada55dbc690d454	ActorLearnedPetsSkillData.RecordNode	UNKNOWN_RECORD_NODE(ActorLearnedPetsSkillData)	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	outer owner and record layout/subcodec are exact, but the synthetic child label has no unique RTTI/type-descriptor/vtable-to-subcodec binding	prove allocator/constructor/vtable/type descriptor to the exact record subcodec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>ActorLearnedPetsSkillData>RecordNode	wire_member	N/A	0x28	0x44	ActorLearnedPetsSkillData	OUTER_OBJECT	N/A	N/A	ALWAYS_AFTER_DBATTRIBUTE_CODEC			0x0C	0x0F	2	learned_pet_skill_record_u16	PROVEN_ROLE_ONLY	PROVEN_EXACT	N/A	0x006FDFED	0x006FE030	0x006FDF60	0x006FE058	357587a20115fd3ad22ff55a74dca38b4c6a3d96f69eed10ba79078b45502068	N/A		7cdb6f48960d3615dcdce947fbeb9836d819c2b5dc172168cdc364749fe90379	IMAGE	the exact collection/member role is proved but its broader gameplay noun is not unique	a named producer/consumer or varied CAPTURE evidence kept as a separate source	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
d42cf1d28a38d79a91f2ce42f7e7802e84560fa4a33a0fac609eeb0c33e5c4e7	c811d1e369b72e49daac2a0744bf163f42fa299f1e67333cc2647eb46b728f40	DailyActivityState	DailyActivityState	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:e922f5c6ee5d80fa377d17191e27f7db541b24a2e912a1cbd19e4ecd3cae04da	57cbb7d70409e38e1fb9a5f69552ec894942f867d7c33f3aa03747ec6a682d51	PF_ATTR_CLASS_CENSUS.tsv|class=DailyActivityState|evidence_key=e922f5c6ee5d80fa377d17191e27f7db541b24a2e912a1cbd19e4ecd3cae04da			PcRefObject>Attribute>DBAttribute>DailyActivityState	wire_meta	0x44	0x28	0x44	DailyActivityState	OUTER_OBJECT	N/A	N/A	ALWAYS_AFTER_DBATTRIBUTE_CODEC			N/A	0x12	2	daily_activity_record_count	PROVEN_EXACT	PROVEN_EXACT	CONTAINER_DERIVED	0x0069CB57	0x0069CBFE	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	N/A	DailyActivityState_ctor=0x0069CCF0..0x0069CD56@423f46497dba4785787b7174bf6b571677e6ff6443e2c4b280867022f54dc64f;Shared_tree_init=0x0058CD10..0x0058CD93@9d270330ec69e39b2651e7477e8bb6c0f5423af6275afeeb3935896e51491660	7fdc822a2945d585f2827ef129bc578f51a29536c14a0e0acf9feed9714c52ac	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
52bd53572e471238efecda8100f2d66bf1677fbcc2d6ab20a6adf6a019760cb4	b0478332d2f1be0242a1389a3eeb2f7f75a345bc944f4bf1200d2c285e8b1079	DailyActivityState.RecordNode	UNKNOWN_RECORD_NODE(DailyActivityState)	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	outer owner and record layout/subcodec are exact, but the synthetic child label has no unique RTTI/type-descriptor/vtable-to-subcodec binding	prove allocator/constructor/vtable/type descriptor to the exact record subcodec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>DailyActivityState>RecordNode	wire_member	N/A	0x28	0x44	DailyActivityState	OUTER_OBJECT	N/A	N/A	ALWAYS_AFTER_DBATTRIBUTE_CODEC			0x0C	0x14	4	UNKNOWN	UNKNOWN	PROVEN_EXACT	N/A	0x0069CBAF	0x0069CC1B	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	N/A		ec365060c9c5558c749cbbf8ad14913965c20ec32fddbdb76e6d93c120573a10	IMAGE	wire member width and location are exact but no unique gameplay meaning is proved	typed producer/consumer or varied CAPTURE/DUMP evidence kept as a separate source	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
a7ba2ab4dddbeb9679d782f3f6afe0291db244e5475e5ef8f3ddaaf9d732f11e	4388361b74493fafc2105aaebfda96ff11a3108304b05f1f95eddb84f005b175	DailyActivityState.RecordNode	UNKNOWN_RECORD_NODE(DailyActivityState)	UNKNOWN	OUTER_CODEC_ONLY_NO_UNIQUE_CHILD_RTTI_BINDING	N/A	N/A	outer owner and record layout/subcodec are exact, but the synthetic child label has no unique RTTI/type-descriptor/vtable-to-subcodec binding	prove allocator/constructor/vtable/type descriptor to the exact record subcodec, or retain source-separated DUMP RTTI identity	PcRefObject>Attribute>DBAttribute>DailyActivityState>RecordNode	wire_member	N/A	0x28	0x44	DailyActivityState	OUTER_OBJECT	N/A	N/A	ALWAYS_AFTER_DBATTRIBUTE_CODEC			0x10	0x0B	1	UNKNOWN	UNKNOWN	PROVEN_EXACT	N/A	0x0069CBCB	0x0069CC2B	0x0069CB20	0x0069CC63	28f27bb1158748030e9876e896e729d3b6fe1d18a988f7e90ed1d7b0745e31ca	N/A		5b6f35b0a41683a526f11bcb656bbc7ae18430caaf6910e04502b1169acbe9b7	IMAGE	wire member width and location are exact but no unique gameplay meaning is proved	typed producer/consumer or varied CAPTURE/DUMP evidence kept as a separate source	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
959b46312afade3ca180a6796b9f5dd1424b5dfe30f33d39376e8f32d9fc482d	61d5f491dc2d10b024ee6577f017cf9a683761ff9852fe1df60d9baab4b98c0b	Express_ClientGetExpressItemAttrsVital	Express_ClientGetExpressItemAttrsVital	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:52145b71de6579c66c9e1f18639f6e472f09ffc95c85af3d5ed7e1b31fa2fa1e	2f4fab9d0fd9fbd682305283a6dfbfbe37a48507239b4cd9b732cd689f85470a	PF_ATTR_CLASS_CENSUS.tsv|class=Express_ClientGetExpressItemAttrsVital|evidence_key=52145b71de6579c66c9e1f18639f6e472f09ffc95c85af3d5ed7e1b31fa2fa1e			UNKNOWN_RUNTIME_ROOT>VitalData>Express_BasicVtial>Express_ClientGetExpressItemAttrsVital	smart_pointer_vector	0x34	0x34	begin=+0x40;end=+0x44;capacity=+0x48	Express_ClientGetExpressItemAttrsVital	OUTER_OBJECT	N/A	N/A	uint16 count then entry_index < count	no per-entry outer type key or byte length	exact outer Get codec only	element_width=4 smart pointer	0x12;SUBCALL:+0x34	2+dynamic	lookup_item_attr_vector	PROVEN_EXACT	PROVEN_EXACT	empty vector	0x006E89B0;0x006E89E4	0x006E8A0B;0x006E8A51;0x006E8A5B	0x006E8920	0x006E8A8F	6a8e48502c4cede19f37d30d9e63dfc9e148a6f1f26922f5ed159be9dced48ae	0x006E6E6D;0x006E6E70	6675f67e0e3a6f57c24cfdfa8655a365bbbb8e32c007fc631b8c67ab4d65868a;2095511aa9a0f5d2d618612227644e7fa2c2f9f266b89400f80fd168b74af425;dae835e735364e4b116678a31fa8073be9bdcb1e682457a5c3141b50b19a392e;5db07529339034f3be924e0a461ea0703a5003623ab6efec37fa4ac00144a0a9;b473d845bd09bf64110489bd15d28acbf76742349a99106699a3abfe00a04b85;8ee197a89fa0d3e12bc40737b2f4193ec22b20ae781192bbfe66c2717c7823e6;e9c9d1247a70ad97878ad335cf83d1ced0a7e6580245b21d07bc42191562c5ba;638878c52ec6045dc6d7813996c6938a65a752e5e8df3388896fa308af7b5adf;6db0821f0cfc15f14805783a7607fbc59de3535b30035d8da01a1bca24d0d452;3634310320e186bff6c99996f6764557acb5038961b2bb05b7c0548eecbe1932;f3b2a6b9255a6fc9b2ed588c091a4ff10808778ac0b3bc4bf95781ce30cc45d8;8a996a4e9c1bf3bdfd81d1711fbf99dba817ee21d0a48bc3200978f3ca4d8924;5a5d9aba90e35eea8119d252751058561c125ff68e54c3416a8bef6230872ddc;b21137bde28452c08f8fa6a2eda18accf9c2d51b9b7d82a1b6997986feba86c1;81aeacd2225d12cf4588aa7d74f8cbb8ace467c13a514286bc8fe1240b1e865b;e604cee8a4369de821f635da19f3882286351f9dbf59959584c83d3f83dbdd80;89095ba06030f5b4878d274a4eb197e6715512fdc1fcc6827f0637e3f8d44c78	b3a8c911827b26fc47ae5be8de138fe73bdd1a2cd568fcb21570d14e16558e57	IMAGE			9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
240787b4db1718697ae1d61f525b6f3a9613369d8f7a299d40a3adedda2abc41	919cd0d3164003f953d9e35a62936c4eabb08d3ff2837e3bc73c1a8d0870872a	DailyRewardBagAttr	DailyRewardBagAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:af1b14ea625ee49f57b5bdb0f00ec5a4bed43f6a685991b1afe17353a4b0e937	b6c993d6d687e46e723bbbe2eeb3c6d67865878a601d5b5f7bf16742c6b6d180	PF_ATTR_CLASS_CENSUS.tsv|class=DailyRewardBagAttr|evidence_key=af1b14ea625ee49f57b5bdb0f00ec5a4bed43f6a685991b1afe17353a4b0e937			PcRefObject>Attribute>DBAttribute>DailyRewardBagAttr	wire_container	0x28	0x28	0x44	DailyRewardBagAttr	OUTER_OBJECT	N/A	N/A	W: iterator != end; R: loop_index_u8 < decoded_count_u8			N/A	SUBCALL:DailyRewardAttr+0x34	dynamic	daily_reward_attr_entry_repeated_by_count	PROVEN_EXACT	PROVEN_EXACT	EMPTY	0x0065D59D	0x0065D618	0x0065D4E0	0x0065D668	0d1d532c61444af80027d13768d4365cf01859ceef01a4b96091572983f0128e	0x0065CDA0;0x0065D160;0x0065D390;0x0065D59D;0x0065D618	attr_defaults=0x0065CDA0..0x0065CED0@e6ff4edf4403db5d8a57b9952952cca2439e39c0bd989ce72a45b8a4d6bd45a3;bag_copy=0x0065D390..0x0065D4D1@ce971e5b4ce512e885ace2f79ec5a0514c921a856a6b793078a1cc366c8cf2bf;bag_ctor=0x0065D2C0..0x0065D326@cf414ad58918cd8972ee41b7ee02ec3e0a0ef1386db8ef2bcb489d4784794065;bag_factory=0x0065D670..0x0065D77B@42c454c3b1aa961cbe04970172ceef02fc7a0b2a3e3bb0d3599a7f573127ac6c;bag_reconcile=0x0065D160..0x0065D2B3@6d7db0005603a4733bd3a837c6005fb5420e065827e111ea740ae46e59617ef2;bag_update=0x00660780..0x00660C43@269b072c277dca763d61e5b5f004cc2058501c6ad3b416e7207ab05575cec311;slot_init=0x0065F7D0..0x0065FD67@3d8dadf395bd203848ccf33f560fd34822fdf0eab81e0c21b75362a7f9e073cd;tree_init=0x0058CD10..0x0058CD93@9d270330ec69e39b2651e7477e8bb6c0f5423af6275afeeb3935896e51491660;ui_apply=0x0065F5B0..0x0065F7C1@6bcdf267f6555c483958697ea285b640077aff3af4b56e35367eb867906701d8;ui_state=0x0065D910..0x0065DCB4@775ddc5178bd2be164118cc4e866154ce103e879e11eac6649df7cb928a6e0ad;update_data_ctor=0x0065D860..0x0065D8A1@5c2109ae1c2c9625013a7c39ea6cd323980fd51c09bd556c4cb3cdc5f4fa88ff	dfebe7d30ae9e789f6761b289c378e556e5c1374e6f061d1b6ad4fe7af5f272d	IMAGE	malformed/allocation-failure divergence and duplicate slot replacement policy remain outside this structural proof	source-separated malformed/count-boundary validation and exact duplicate-key branch proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
bd90bd0e01ccf08668948261b68c6f4616f5dd879d637ef40f742aa46766b1ba	c00f7b6c21296526d86aa3eca564669f1834d6def0069d371d4a883a87be4a4c	DailyRewardBagAttr	DailyRewardBagAttr	PROVEN_EXACT	PF_ATTR_CLASS_CENSUS:af1b14ea625ee49f57b5bdb0f00ec5a4bed43f6a685991b1afe17353a4b0e937	6875859e60f3c3d8f46c81dd8df41b39eff1f5292fca9ea29874f3fac7a0a277	PF_ATTR_CLASS_CENSUS.tsv|class=DailyRewardBagAttr|evidence_key=af1b14ea625ee49f57b5bdb0f00ec5a4bed43f6a685991b1afe17353a4b0e937			PcRefObject>Attribute>DBAttribute>DailyRewardBagAttr	wire_meta	0x44	0x28	0x44	DailyRewardBagAttr	OUTER_OBJECT	N/A	N/A	ALWAYS_AFTER_DBATTRIBUTE_CODEC	W serializes only the low byte of the +0x44 size dword; no >255 guard is present in this codec	DailyRewardBagAttr codec only	N/A	0x0B	1	daily_reward_entry_count_low_u8_from_container_size_dword	PROVEN_EXACT	PROVEN_EXACT	0	0x0065D532	0x0065D5C8	0x0065D4E0	0x0065D668	0d1d532c61444af80027d13768d4365cf01859ceef01a4b96091572983f0128e	0x0065D532;0x0065D5C8;0x0065D5DA	attr_defaults=0x0065CDA0..0x0065CED0@e6ff4edf4403db5d8a57b9952952cca2439e39c0bd989ce72a45b8a4d6bd45a3;bag_copy=0x0065D390..0x0065D4D1@ce971e5b4ce512e885ace2f79ec5a0514c921a856a6b793078a1cc366c8cf2bf;bag_ctor=0x0065D2C0..0x0065D326@cf414ad58918cd8972ee41b7ee02ec3e0a0ef1386db8ef2bcb489d4784794065;bag_factory=0x0065D670..0x0065D77B@42c454c3b1aa961cbe04970172ceef02fc7a0b2a3e3bb0d3599a7f573127ac6c;bag_reconcile=0x0065D160..0x0065D2B3@6d7db0005603a4733bd3a837c6005fb5420e065827e111ea740ae46e59617ef2;bag_update=0x00660780..0x00660C43@269b072c277dca763d61e5b5f004cc2058501c6ad3b416e7207ab05575cec311;slot_init=0x0065F7D0..0x0065FD67@3d8dadf395bd203848ccf33f560fd34822fdf0eab81e0c21b75362a7f9e073cd;tree_init=0x0058CD10..0x0058CD93@9d270330ec69e39b2651e7477e8bb6c0f5423af6275afeeb3935896e51491660;ui_apply=0x0065F5B0..0x0065F7C1@6bcdf267f6555c483958697ea285b640077aff3af4b56e35367eb867906701d8;ui_state=0x0065D910..0x0065DCB4@775ddc5178bd2be164118cc4e866154ce103e879e11eac6649df7cb928a6e0ad;update_data_ctor=0x0065D860..0x0065D8A1@5c2109ae1c2c9625013a7c39ea6cd323980fd51c09bd556c4cb3cdc5f4fa88ff	9ad217823d08219b45be87ed40e52b71c41578ad547dc537f0416cbf581ce96b	IMAGE	malformed/allocation-failure divergence and duplicate slot replacement policy remain outside this structural proof	source-separated malformed/count-boundary validation and exact duplicate-key branch proof	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
