conflict_key	field_key	conflict_kind	frozen_claim	rederived_claim	rederived_evidence_key	rederived_evidence_artifact	resolution_status
cb227e584cf4094c8d042bea6181bedaa03febeb36b1b35e78401c952df56972	ActorAttr@0xA8.8#R:b0x00000800	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004668E3 file_off=0x00065CE3 mask=0x800 set	gate=+0x1B4 & 0x00000800 AND +0x1BC != 0	e2f310761711dcb003f0278b8b0238514d15601e0db8db282ea5ccd9075251d0	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
31a4b6b9516e095687378e732532aa9c1fb5a921df14a27765858beabc319d31	ActorAttr@0xA8.8#W:b0x00000800	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004663C6 file_off=0x000657C6 mask=0x800 set	gate=+0x1B4 & 0x00000800 AND +0x1BC != 0	2032ddecaaf5c53d5c40f0bca2ece5b8cc4235b43f41aa464dcb74dc6a562719	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
828ef39381c2ca0b5c8c49abe52de2333e3918eab7eaa473187b00cf1e7b274d	ActorAttr@0xB0.var#R:b0x00001000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466901 file_off=0x00065D01 mask=0x1000 set AND string_wire_call@0x00466916 file_off=0x00065D16 function=0x00466230 target=0x0089A880 stream_formal=entry+0x4 AND string_wire_helper target=0x0089A880 target_file_off=0x00499C80 proof_end=0x0089A95E proof_end_file_off=0x00499D5E proof_sha256=2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978 direction=R kind=basic_string<wchar_t> length_prefix=uint32le payload=N_bytes memcpy_thunk=0x00B37B80 memcpy_thunk_file_off=0x00736F80 memcpy_iat=0x00C3B504 imports=(0x00C3B47C@iat_file_off=0x0083987C@descriptor_file_off=0x00C1128C@lookup_file_off=0x00C11870@dll_name_file_off=0x00C15908@symbol_name_file_off=0x00C12A30@dll=MSVCP90.dll@symbol=??4?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QAEAAV01@PB_W@Z;0x00C3B504@iat_file_off=0x00839904@descriptor_file_off=0x00C112DC@lookup_file_off=0x00C118F8@dll_name_file_off=0x00C1647C@symbol_name_file_off=0x00C15D40@dll=MSVCR90.dll@symbol=memcpy) basis=exact_helper_bytes_and_pe_imports	gate=+0x1B4 & 0x00001000 AND +0x1BC != 0	781e9d26f7a7c958b704a9d341dea5857637a461462f2c917b5be7a6c7b62f44	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
bf9244e29f9d4d2d004d14aec9b868ce1423044bbbf3bd1d132eee82c5ae691f	ActorAttr@0xB0.var#W:b0x00001000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004663E4 file_off=0x000657E4 mask=0x1000 set AND string_wire_call@0x004663F9 file_off=0x000657F9 function=0x00466230 target=0x0089A810 stream_formal=entry+0x4 AND string_wire_helper target=0x0089A810 target_file_off=0x00499C10 proof_end=0x0089A875 proof_end_file_off=0x00499C75 proof_sha256=08d6f27f030f3e0f1a32873d296c7f2c35a9d67f547607cf95c2900a60ffdad4 direction=W kind=basic_string<wchar_t> length_prefix=uint32le payload=N_bytes memcpy_thunk=0x00B37B80 memcpy_thunk_file_off=0x00736F80 memcpy_iat=0x00C3B504 imports=(0x00C3B464@iat_file_off=0x00839864@descriptor_file_off=0x00C1128C@lookup_file_off=0x00C11858@dll_name_file_off=0x00C15908@symbol_name_file_off=0x00C12C18@dll=MSVCP90.dll@symbol=?length@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QBEIXZ;0x00C3B484@iat_file_off=0x00839884@descriptor_file_off=0x00C1128C@lookup_file_off=0x00C11878@dll_name_file_off=0x00C15908@symbol_name_file_off=0x00C12990@dll=MSVCP90.dll@symbol=?c_str@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QBEPB_WXZ;0x00C3B504@iat_file_off=0x00839904@descriptor_file_off=0x00C112DC@lookup_file_off=0x00C118F8@dll_name_file_off=0x00C1647C@symbol_name_file_off=0x00C15D40@dll=MSVCR90.dll@symbol=memcpy) basis=exact_helper_bytes_and_pe_imports	gate=+0x1B4 & 0x00001000 AND +0x1BC != 0	dbbb288dca39ba09cc8cd0296948578c9e0e00b3237c7eb819bbbafd1a1ca732	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
2b58c415015161b279dc046e42f05d19883d7d8062bbbc26c93e5afcdb88dc8a	ActorAttr@0xCC.var#R:b0x10000000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x00466AFE file_off=0x00065EFE mask=0x10000000 set AND string_wire_call@0x00466B13 file_off=0x00065F13 function=0x00466230 target=0x0089A880 stream_formal=entry+0x4 AND string_wire_helper target=0x0089A880 target_file_off=0x00499C80 proof_end=0x0089A95E proof_end_file_off=0x00499D5E proof_sha256=2f564cb5d4f68d035d9e60fa1a4a5334b0875262420851f463f3f904e22ad978 direction=R kind=basic_string<wchar_t> length_prefix=uint32le payload=N_bytes memcpy_thunk=0x00B37B80 memcpy_thunk_file_off=0x00736F80 memcpy_iat=0x00C3B504 imports=(0x00C3B47C@iat_file_off=0x0083987C@descriptor_file_off=0x00C1128C@lookup_file_off=0x00C11870@dll_name_file_off=0x00C15908@symbol_name_file_off=0x00C12A30@dll=MSVCP90.dll@symbol=??4?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QAEAAV01@PB_W@Z;0x00C3B504@iat_file_off=0x00839904@descriptor_file_off=0x00C112DC@lookup_file_off=0x00C118F8@dll_name_file_off=0x00C1647C@symbol_name_file_off=0x00C15D40@dll=MSVCR90.dll@symbol=memcpy) basis=exact_helper_bytes_and_pe_imports	gate=+0x1B4 & 0x10000000 AND +0x1BC != 0	f217cb3417a9246cd9a656595aa0adb184c972ec85b5d767bed4335279e17aa9	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
8123ad108ab4f1206c68bdceeb121f19b9fc5fbbe751baeca0821e807e19c0e3	ActorAttr@0xCC.var#W:b0x10000000	FROZEN_A2_OMITTED_NESTED_GROUP_GATE	gate=test@0x004665E2 file_off=0x000659E2 mask=0x10000000 set AND string_wire_call@0x004665F7 file_off=0x000659F7 function=0x00466230 target=0x0089A810 stream_formal=entry+0x4 AND string_wire_helper target=0x0089A810 target_file_off=0x00499C10 proof_end=0x0089A875 proof_end_file_off=0x00499C75 proof_sha256=08d6f27f030f3e0f1a32873d296c7f2c35a9d67f547607cf95c2900a60ffdad4 direction=W kind=basic_string<wchar_t> length_prefix=uint32le payload=N_bytes memcpy_thunk=0x00B37B80 memcpy_thunk_file_off=0x00736F80 memcpy_iat=0x00C3B504 imports=(0x00C3B464@iat_file_off=0x00839864@descriptor_file_off=0x00C1128C@lookup_file_off=0x00C11858@dll_name_file_off=0x00C15908@symbol_name_file_off=0x00C12C18@dll=MSVCP90.dll@symbol=?length@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QBEIXZ;0x00C3B484@iat_file_off=0x00839884@descriptor_file_off=0x00C1128C@lookup_file_off=0x00C11878@dll_name_file_off=0x00C15908@symbol_name_file_off=0x00C12990@dll=MSVCP90.dll@symbol=?c_str@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QBEPB_WXZ;0x00C3B504@iat_file_off=0x00839904@descriptor_file_off=0x00C112DC@lookup_file_off=0x00C118F8@dll_name_file_off=0x00C1647C@symbol_name_file_off=0x00C15D40@dll=MSVCR90.dll@symbol=memcpy) basis=exact_helper_bytes_and_pe_imports	gate=+0x1B4 & 0x10000000 AND +0x1BC != 0	7f11ed5f8605f10aa1d84926ba01f2be25ee0a715492d25278175a97c4e6c732	PF_A2_ACTOR_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
8af492c87359315032332081d41509261130bd51b252147f6032a330d15f01a8	BasicAttr@0x5C.2#R:b0x00000100	FROZEN_A2_OMITTED_BASIC_MASK_GATE	BasicAttr flattened row omits +0x70 & 0x00000100	gate=+0x70 & 0x00000100	b754bd7bc5de1cc912fb5edae546aeaabc103efe94c1c423f495c6c9e91868cf	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
9da155c0c50514a881cd13ca11dcfff1ddfb20a54b6b7cfe665e302f2c26a100	BasicAttr@0x5C.2#R:b0x00000100	FROZEN_A2_OMITTED_BASIC_MASK_GATE	ActorAttr flattened row omits +0x70 & 0x00000100	gate=+0x70 & 0x00000100	b754bd7bc5de1cc912fb5edae546aeaabc103efe94c1c423f495c6c9e91868cf	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
9af08f5b1c2840bdb4f52db8f928edd95cafbb189959ce55ced9e05aa8489774	BasicAttr@0x5C.2#W:b0x00000100	FROZEN_A2_OMITTED_BASIC_MASK_GATE	BasicAttr flattened row omits +0x70 & 0x00000100	gate=+0x70 & 0x00000100	618316ddde8a1224006af630323921ac6f50f2f2421691cc769498b9d0f53b03	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
c6f1082b5f8f324b512c935be59185cec1fa4a74bb3f17bd2a5620bc808ec496	BasicAttr@0x5C.2#W:b0x00000100	FROZEN_A2_OMITTED_BASIC_MASK_GATE	ActorAttr flattened row omits +0x70 & 0x00000100	gate=+0x70 & 0x00000100	618316ddde8a1224006af630323921ac6f50f2f2421691cc769498b9d0f53b03	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
cc82cae4f55be92d741a39d3a95448b64dfb27d352762350e9c5f076ba8a09c6	BasicAttr@0x60.8#R:b0x00000200	FROZEN_A2_OMITTED_BASIC_MASK_GATE	BasicAttr flattened row omits +0x70 & 0x00000200	gate=+0x70 & 0x00000200	8e027a08f30d3c6bf0048d53da7dab21b62258577630deaf01aae586b281d018	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
6a870d527fb32328be41fe0ac6cae91483833c3d547073fb09c0dff0e5cb7b34	BasicAttr@0x60.8#R:b0x00000200	FROZEN_A2_OMITTED_BASIC_MASK_GATE	ActorAttr flattened row omits +0x70 & 0x00000200	gate=+0x70 & 0x00000200	8e027a08f30d3c6bf0048d53da7dab21b62258577630deaf01aae586b281d018	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
1fa81124adf5634048f9e385e9b76c9538b2438f9247e4602744821be8b861d7	BasicAttr@0x60.8#W:b0x00000200	FROZEN_A2_OMITTED_BASIC_MASK_GATE	BasicAttr flattened row omits +0x70 & 0x00000200	gate=+0x70 & 0x00000200	d2b40a805da1dd462ce6fa95b4e056f21a06c3d6e26ac180cd5ae14380f16d83	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
7cb9b4bdd4639e2279a919fb54055c476fe230c585dfcad128529537296600cd	BasicAttr@0x60.8#W:b0x00000200	FROZEN_A2_OMITTED_BASIC_MASK_GATE	ActorAttr flattened row omits +0x70 & 0x00000200	gate=+0x70 & 0x00000200	d2b40a805da1dd462ce6fa95b4e056f21a06c3d6e26ac180cd5ae14380f16d83	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
8b247195b193d74371eacb0455dfc47d8da8cd6fbdc11e78c510299e2866b483	BasicAttr@0x68.4#R:b0x00000400	FROZEN_A2_OMITTED_BASIC_MASK_GATE	BasicAttr flattened row omits +0x70 & 0x00000400	gate=+0x70 & 0x00000400	d797b90b1dc61de85828a329ca767ee3bb95ea640bef6899b25ae1086be1701c	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
ba8e9cc5c1472bcf66d9919c506158fc46fd8a0c57da23f226dc3f24c15b7f96	BasicAttr@0x68.4#R:b0x00000400	FROZEN_A2_OMITTED_BASIC_MASK_GATE	ActorAttr flattened row omits +0x70 & 0x00000400	gate=+0x70 & 0x00000400	d797b90b1dc61de85828a329ca767ee3bb95ea640bef6899b25ae1086be1701c	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
20028ea98ea98f09de1fa5809efc285421a2110611a72f3cab7472af5588bd8d	BasicAttr@0x68.4#W:b0x00000400	FROZEN_A2_OMITTED_BASIC_MASK_GATE	BasicAttr flattened row omits +0x70 & 0x00000400	gate=+0x70 & 0x00000400	c5138fbda2353a8f3a7740c8c0a3b3126e1911750587976b0a7e3c925807d103	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
76e11917e5b09deb708f287312af3b9ab785c2ad3c36d928ca0fe100f08f170b	BasicAttr@0x68.4#W:b0x00000400	FROZEN_A2_OMITTED_BASIC_MASK_GATE	ActorAttr flattened row omits +0x70 & 0x00000400	gate=+0x70 & 0x00000400	c5138fbda2353a8f3a7740c8c0a3b3126e1911750587976b0a7e3c925807d103	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
cb6d2d760ae169689481b539b59522663b68b3c1736265608cfa05c405d9a720	BasicAttr@0x6C.4#R:b0x00000800	FROZEN_A2_OMITTED_BASIC_MASK_GATE	BasicAttr flattened row omits +0x70 & 0x00000800	gate=+0x70 & 0x00000800	1b4a2fdcbaa701a69fb652f473967479b23e19ff7d3019ed545b449e6fa98d38	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
587a8aa7b14e2b2f0bf5ddc675d6042985caa5db9cdb6d7457b376f212f17f5b	BasicAttr@0x6C.4#R:b0x00000800	FROZEN_A2_OMITTED_BASIC_MASK_GATE	ActorAttr flattened row omits +0x70 & 0x00000800	gate=+0x70 & 0x00000800	1b4a2fdcbaa701a69fb652f473967479b23e19ff7d3019ed545b449e6fa98d38	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
bf740f46da76550adbcf252db48693a7f6ab22307e24738ffedd27c212bda152	BasicAttr@0x6C.4#W:b0x00000800	FROZEN_A2_OMITTED_BASIC_MASK_GATE	BasicAttr flattened row omits +0x70 & 0x00000800	gate=+0x70 & 0x00000800	ed11bd3834d787a5994d699a39faca18f68139793bd4bd42f7869ce6b4731469	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
c4c595f9d21e87a2fd138eb676e539cdc5a806a65baf3b915c8c15ecd7ef067d	BasicAttr@0x6C.4#W:b0x00000800	FROZEN_A2_OMITTED_BASIC_MASK_GATE	ActorAttr flattened row omits +0x70 & 0x00000800	gate=+0x70 & 0x00000800	ed11bd3834d787a5994d699a39faca18f68139793bd4bd42f7869ce6b4731469	PF_A2_BASIC_CODEC_CORRECTION.tsv	OPEN_REDERIVED_IMAGE_CONFLICT
