n_ID	n_NPC_TALK1	n_PLAYER_ANSWER1_1	n_QUEST_FLAG1_1	n_PLAYER_ANSWER1_2	n_QUEST_FLAG1_2	n_PLAYER_ANSWER1_3	n_QUEST_FLAG1_3	n_PLAYER_ANSWER1_4	n_QUEST_FLAG1_4	n_NPC_TALK2	n_PLAYER_ANSWER2_1	n_QUEST_FLAG2_1	n_PLAYER_ANSWER2_2	n_QUEST_FLAG2_2	n_PLAYER_ANSWER2_3	n_QUEST_FLAG2_3	n_PLAYER_ANSWER2_4	n_QUEST_FLAG2_4	n_NPC_TALK3	n_PLAYER_ANSWER3_1	n_QUEST_FLAG3_1	n_PLAYER_ANSWER3_2	n_QUEST_FLAG3_2	n_PLAYER_ANSWER3_3	n_QUEST_FLAG3_3	n_PLAYER_ANSWER3_4	n_QUEST_FLAG3_4	n_NPC_TALK4	n_PLAYER_ANSWER4_1	n_QUEST_FLAG4_1	n_PLAYER_ANSWER4_2	n_QUEST_FLAG4_2	n_PLAYER_ANSWER4_3	n_QUEST_FLAG4_3	n_PLAYER_ANSWER4_4	n_QUEST_FLAG4_4	n_NPC_TALK5	n_PLAYER_ANSWER5_1	n_QUEST_FLAG5_1	n_PLAYER_ANSWER5_2	n_QUEST_FLAG5_2	n_PLAYER_ANSWER5_3	n_QUEST_FLAG5_3	n_PLAYER_ANSWER5_4	n_QUEST_FLAG5_4	n_NPC_ACCEPTED	n_PLAYER_ACCEPTED	n_NPC_COMPLETEL1	n_PLAYER_COMPLETEL1	n_NPC_COMPLETEL2	n_PLAYER_COMPLETEL2	n_NPC_COMPLETEL3	n_PLAYER_COMPLETEL3	n_NPC_BONUS	n_BONUS_QUEST_FLAG	s_ROLE_TALK	s_ROLE_ACCEPTED	s_ROLE_COMPLETE	s_ROLE_BONUS
515	1	2	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	5	6	1	7	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	12	13	0	0	0	0	14	2	1;SAILIAN_1\n2;SAILIAN_0\n3;SAILIAN_1\n4;SAILIAN_1\n		1;SAILIAN_0\n\n	SAILIAN_1
516	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	9	10	0	0	11	2	1;SAILIAN_1\n2;SAILIAN_0\n\n\n	1;SAILIAN_0	1;SAILIAN_2\n2;SAILIAN_2\n	SAILIAN_3
517	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2	1;SAILIAN_0\n\n\n\n		1;ANGELINA_1\n\n	ANGELINA_1
518	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_2\n2;ANGELINA_1\n\n\n			
519	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
520	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2		1;ANGELINA_1	1;ANGELINA_2\n\n	ANGELINA_1
521	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_1\n2;ANGELINA_1\n\n\n	1;ANGELINA_0	1;ANGELINA_1\n\n	ANGELINA_0
522	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
523	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	9	10	0	0	11	2	1;ANGELINA_2\n2;ANGELINA_0\n\n\n			
524	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2			1;ANGELINA_0\n\n	ANGELINA_1
525	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
526	1	2	0	0	0	0	0	0	0	3	4	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
527	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
528	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	9	10	0	0	11	2				
529	1	2	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	9	10	0	0	0	0	11	2				
530	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
531	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
532	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
533	1	2	0	3	0	4	1	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	9	10	0	0	0	0	11	2	1;SAILIAN_0\n2;SAILIAN_1\n\n\n		1;SAILIAN_3\n\n	SAILIAN_1
534	1	2	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	9	10	0	0	0	0	11	2	1;SAILIAN_1\n2;SAILIAN_1\n3;SAILIAN_0\n\n	1;SAILIAN_0	1;SAILIAN_0\n\n	SAILIAN_1
535	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
536	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
537	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
538	1	2	1	3	0	4	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	9	10	11	12	0	0	13	2	1;ANGELINA_0\n2;ANGELINA_1\n\n\n		1;ANGELINA_2\n2;ANGELINA_1\n	ANGELINA_2
539	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_0\n2;ANGELINA_0\n\n\n			
540	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_1\n2;ANGELINA_1\n\n\n	1;ANGELINA_0	1;ANGELINA_0\n\n	ANGELINA_1
541	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
542	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2		1;ANGELINA_0	1;ANGELINA_3\n\n	ANGELINA_0
543	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_0\n2;ANGELINA_0\n\n\n	1;ANGELINA_0	1;ANGELINA_0\n\n	ANGELINA_0
544	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_3\n2;ANGELINA_1\n\n\n			
545	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_2\n2;ANGELINA_0\n\n\n		1;ANGELINA_1\n\n	ANGELINA_2
546	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
547	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
548	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
549	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
550	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
551	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
552	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
553	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	0				
554	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
555	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
556	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
557	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;SAILIAN_1\n2;SAILIAN_3\n\n\n	1;SAILIAN_0	1;SAILIAN_0\n\n	SAILIAN_0
558	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
559	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
560	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2		1;SAILIAN_0	1;SAILIAN_0\n\n	SAILIAN_1
561	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;SAILIAN_0\n2;SAILIAN_0\n\n\n	1;SAILIAN_0	1;SAILIAN_3\n\n	SAILIAN_0
562	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2	1;SAILIAN_0\n\n\n\n			
563	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2	1;SAILIAN_0\n\n\n\n			
564	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2	1;SAILIAN_0\n\n\n\n			
565	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
566	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
567	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
568	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_0\n2;ANGELINA_1\n\n\n			
569	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2		1;ANGELINA_0	1;ANGELINA_0\n\n	ANGELINA_1
570	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
571	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
572	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_0\n2;ANGELINA_0\n\n\n		1;ANGELINA_0\n\n	ANGELINA_0
573	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_0\n2;ANGELINA_0\n\n\n	1;ANGELINA_0	1;ANGELINA_2\n\n	ANGELINA_3
574	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_0\n2;ANGELINA_0\n\n\n	1;ANGELINA_1	1;ANGELINA_0\n\n	ANGELINA_0
575	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_0\n2;ANGELINA_0\n\n\n	1;ANGELINA_0	1;ANGELINA_0\n\n	ANGELINA_3
576	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_3\n2;ANGELINA_0\n\n\n	1;ANGELINA_0	1;ANGELINA_0\n\n	ANGELINA_3
577	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_0\n2;ANGELINA_0\n\n\n	1;ANGELINA_0	1;ANGELINA_0\n\n	ANGELINA_0
578	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
579	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_0\n2;ANGELINA_0\n\n\n			
580	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
581	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
582	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
583	1	2	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	9	10	0	0	0	0	11	2	1;SHADOW_1\n2;SHADOW_3\n3;SHADOW_1\n\n	1;SHADOW_0	1;SHADOW_0\n\n	SHADOW_3
584	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;SHADOW_0\n2;SHADOW_0\n\n\n	1;SHADOW_0	1;SHADOW_0\n\n	SHADOW_0
585	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;SHADOW_0\n2;SHADOW_0\n\n\n	1;SHADOW_0	1;SHADOW_0\n\n	SHADOW_0
586	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	9	10	0	0	11	2	1;SHADOW_0\n2;SHADOW_0\n\n\n	1;SHADOW_0	1;SHADOW_0\n2;SHADOW_1\n	SHADOW_3
587	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
588	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;SHADOW_0\n2;SHADOW_0\n\n\n	1;SHADOW_0	1;SHADOW_0\n\n	SHADOW_0
589	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
590	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2				
591	1	2	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	9	10	0	0	0	0	11	2		1;ANGELINA_0	1;ANGELINA_3\n\n	ANGELINA_0
592	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_1\n2;ANGELINA_0\n\n\n	1;ANGELINA_0	1;ANGELINA_0\n\n	ANGELINA_2
593	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
594	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
595	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
596	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_3\n2;ANGELINA_0\n\n\n	1;ANGELINA_0	1;ANGELINA_0\n\n	ANGELINA_1
597	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	9	10	11	12	13	2	1;ANGELINA_0\n2;ANGELINA_0\n\n\n			
598	1	2	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	9	10	0	0	0	0	11	2	1;ANGELINA_2\n2;ANGELINA_3\n3;ANGELINA_0\n\n	1;SHADOW_0	1;SHADOW_0\n\n	SHADOW_3
599	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
600	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_0\n2;ANGELINA_0\n\n\n	1;ANGELINA_0	1;ANGELINA_2\n\n	ANGELINA_0
601	1	2	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	7	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	11	12	0	0	0	0	13	2	1;SAILIAN_1\n2;SAILIAN_0\n3;SAILIAN_0\n4;SAILIAN_0\n		1;COLUMBUS_0\n\n	COLUMBUS_3
602	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
603	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;COLUMBUS_0\n2;COLUMBUS_0\n\n\n	1;COLUMBUS_0	1;COLUMBUS_0\n\n	COLUMBUS_3
604	1	2	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	5	6	0	7	1	8	0	0	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	13	14	15	16	0	0	17	2	1;SAILIAN_0\n2;SAILIAN_1\n3;SAILIAN_1\n4;SAILIAN_1\n		1;SAILIAN_0\n2;SAILIAN_0\n	SAILIAN_0
605	1	2	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	9	10	0	0	0	0	11	2	1;SAILIAN_0\n2;SAILIAN_0\n3;SAILIAN_0\n\n	1;ANGELINA_2	1;ANGELINA_1\n\n	ANGELINA_3
606	1	2	0	0	0	0	0	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	8	0	0	0	0	9	2	1;ANGELINA_3\n2;ANGELINA_0\n\n\n			
607	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	6	0	0	0	0	7	2				
608	1	2	0	0	0	0	0	0	0	3	4	0	5	0	6	1	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	11	12	0	0	0	0	13	2				
