n_ID	s_NAME	n_TYPE	n_EQUIPTYPE	n_MOB_RANK	n_LEVEL_MIN	n_LEVEL_MAX	n_WEIGHT	n_EFFECT	n_ADDITIONAL_LEVEL	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
10504	傳奇	1	130943	478	1	255	15	20504	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10505	傳奇	1	130943	478	1	255	15	20505	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10506	傳奇	1	130943	478	1	255	15	20506	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10507	傳奇	1	130943	478	1	255	10	20507	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10508	傳奇	1	130943	478	1	255	10	20508	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10509	傳奇	1	130943	478	1	255	10	20509	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10510	傳奇	1	130943	478	1	255	10	20510	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10511	傳奇	1	130943	478	1	255	10	20511	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10512	傳奇	1	130943	478	1	255	10	20512	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10513	傳奇	1	130943	478	1	255	10	20513	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10514	傳奇	1	130943	478	1	255	10	20514	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10515	傳奇	1	130943	478	1	255	10	20515	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10516	傳奇	1	130943	478	1	255	10	20516	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10517	傳奇	1	130943	478	1	255	10	20517	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10518	傳奇	1	130943	478	1	255	10	20518	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10519	傳奇	1	130943	478	1	255	10	20519	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10520	傳奇	1	130943	478	1	255	10	20520	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10521	傳奇	1	130943	478	1	255	20	20521	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10522	傳奇	1	130943	478	1	255	20	20522	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10523	傳奇	1	130943	478	1	255	20	20523	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10524	傳奇	1	130943	478	1	255	20	20524	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10525	傳奇	1	130943	478	1	255	20	20525	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10526	傳奇	1	130943	478	1	255	20	20526	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10527	傳奇	1	130943	478	1	255	20	20527	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10528	傳奇	1	130943	478	1	255	20	20528	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10529	傳奇	1	130943	478	1	255	20	20529	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10530	傳奇	1	130943	478	1	255	20	20530	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10531	傳奇	1	130943	478	1	255	20	20531	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10532	傳奇	1	130943	478	1	255	20	20532	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10533	傳奇	1	130943	478	1	255	20	20533	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10534	傳奇	1	130943	478	1	255	20	20534	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10535	傳奇	1	130943	478	1	255	15	20535	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10536	傳奇	1	130943	478	1	255	15	20536	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10537	傳奇	1	130943	478	1	255	15	20537	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10538	傳奇	1	130943	478	1	255	15	20538	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10539	傳奇	1	130943	478	1	255	15	20539	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10540	傳奇	1	130943	478	1	255	15	20540	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10541	傳奇	1	130943	478	1	255	15	20541	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10542	傳奇	1	130943	478	1	255	15	20542	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10543	傳奇	1	130943	478	1	255	15	20543	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10544	傳奇	1	130943	478	1	255	15	20544	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10545	傳奇	1	130943	478	1	255	15	20545	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10546	傳奇	1	130943	478	1	255	15	20546	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10547	傳奇	1	130943	478	1	255	15	20547	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10548	傳奇	1	130943	478	1	255	15	20548	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10549	傳奇	1	130943	478	1	255	10	20549	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10550	傳奇	1	130943	478	1	255	10	20550	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10551	傳奇	1	130943	478	1	255	10	20551	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10552	傳奇	1	130943	478	1	255	10	20552	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10553	傳奇	1	130943	478	1	255	10	20553	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10554	傳奇	1	130943	478	1	255	10	20554	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10555	傳奇	1	130943	478	1	255	10	20555	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10556	傳奇	1	130943	478	1	255	10	20556	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10557	傳奇	1	130943	478	1	255	10	20557	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10558	傳奇	1	130943	478	1	255	10	20558	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10559	傳奇	1	130943	478	1	255	10	20559	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10560	傳奇	1	130943	478	1	255	10	20560	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10561	傳奇	1	130943	478	1	255	10	20561	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10562	傳奇	1	130943	478	1	255	10	20562	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10563	傳奇	1	130943	478	1	255	20	20563	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10564	傳奇	1	130943	478	1	255	20	20564	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10565	傳奇	1	130943	478	1	255	20	20565	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10566	傳奇	1	130943	478	1	255	20	20566	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10567	傳奇	1	130943	478	1	255	20	20567	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10568	傳奇	1	130943	478	1	255	20	20568	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10569	傳奇	1	130943	478	1	255	20	20569	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10570	傳奇	1	130943	478	1	255	20	20570	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10571	傳奇	1	130943	478	1	255	20	20571	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10572	傳奇	1	130943	478	1	255	20	20572	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10573	傳奇	1	130943	478	1	255	20	20573	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10574	傳奇	1	130943	478	1	255	20	20574	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10575	傳奇	1	130943	478	1	255	20	20575	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10576	傳奇	1	130943	478	1	255	20	20576	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10577	傳奇	1	130943	478	1	255	15	20577	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10578	傳奇	1	130943	478	1	255	15	20578	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10579	傳奇	1	130943	478	1	255	15	20579	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10580	傳奇	1	130943	478	1	255	15	20580	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10581	傳奇	1	130943	478	1	255	15	20581	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10582	傳奇	1	130943	478	1	255	15	20582	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10583	傳奇	1	130943	478	1	255	15	20583	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10584	傳奇	1	130943	478	1	255	15	20584	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10585	傳奇	1	130943	478	1	255	15	20585	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10586	傳奇	1	130943	478	1	255	15	20586	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10587	傳奇	1	130943	478	1	255	15	20587	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10588	傳奇	1	130943	478	1	255	15	20588	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10589	傳奇	1	130943	478	1	255	15	20589	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10590	傳奇	1	130943	478	1	255	15	20590	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10591	傳奇	1	130943	478	1	255	10	20591	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10592	傳奇	1	130943	478	1	255	10	20592	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10593	傳奇	1	130943	478	1	255	10	20593	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10594	傳奇	1	130943	478	1	255	10	20594	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10595	傳奇	1	130943	478	1	255	10	20595	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10596	傳奇	1	130943	478	1	255	10	20596	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10597	傳奇	1	130943	478	1	255	10	20597	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10598	傳奇	1	130943	478	1	255	10	20598	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10599	傳奇	1	130943	478	1	255	10	20599	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10600	傳奇	1	130943	478	1	255	10	20600	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10601	傳奇	1	130943	478	1	255	10	20601	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10602	傳奇	1	130943	478	1	255	10	20602	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10603	傳奇	1	130943	478	1	255	10	20603	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10604	傳奇	1	130943	478	1	255	10	20604	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10605	傳奇	1	130943	478	1	255	20	20605	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10606	傳奇	1	130943	478	1	255	20	20606	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10607	傳奇	1	130943	478	1	255	20	20607	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10608	傳奇	1	130943	478	1	255	20	20608	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10609	傳奇	1	130943	478	1	255	20	20609	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10610	傳奇	1	130943	478	1	255	20	20610	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10611	傳奇	1	130943	478	1	255	20	20611	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10612	傳奇	1	130943	478	1	255	20	20612	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10613	傳奇	1	130943	478	1	255	20	20613	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10614	傳奇	1	130943	478	1	255	20	20614	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10615	傳奇	1	130943	478	1	255	20	20615	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10616	傳奇	1	130943	478	1	255	20	20616	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10617	傳奇	1	130943	478	1	255	20	20617	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10618	傳奇	1	130943	478	1	255	20	20618	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10619	傳奇	1	130943	478	1	255	15	20619	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10620	傳奇	1	130943	478	1	255	15	20620	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10621	傳奇	1	130943	478	1	255	15	20621	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10622	傳奇	1	130943	478	1	255	15	20622	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10623	傳奇	1	130943	478	1	255	15	20623	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10624	傳奇	1	130943	478	1	255	15	20624	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10625	傳奇	1	130943	478	1	255	15	20625	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10626	傳奇	1	130943	478	1	255	15	20626	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10627	傳奇	1	130943	478	1	255	15	20627	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10628	傳奇	1	130943	478	1	255	15	20628	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10629	傳奇	1	130943	478	1	255	15	20629	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10630	傳奇	1	130943	478	1	255	15	20630	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10631	傳奇	1	130943	478	1	255	15	20631	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10632	傳奇	1	130943	478	1	255	15	20632	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10633	傳奇	1	130943	478	1	255	10	20633	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10634	傳奇	1	130943	478	1	255	10	20634	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10635	傳奇	1	130943	478	1	255	10	20635	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10636	傳奇	1	130943	478	1	255	10	20636	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10637	傳奇	1	130943	478	1	255	10	20637	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10638	傳奇	1	130943	478	1	255	10	20638	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10639	傳奇	1	130943	478	1	255	10	20639	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10640	傳奇	1	130943	478	1	255	10	20640	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10641	傳奇	1	130943	478	1	255	10	20641	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10642	傳奇	1	130943	478	1	255	10	20642	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10643	傳奇	1	130943	478	1	255	10	20643	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10644	傳奇	1	130943	478	1	255	10	20644	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10645	傳奇	1	130943	478	1	255	10	20645	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10646	傳奇	1	130943	478	1	255	10	20646	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10647	傳奇	1	130943	478	1	255	20	20647	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10648	傳奇	1	130943	478	1	255	20	20648	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10649	傳奇	1	130943	478	1	255	20	20649	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10650	傳奇	1	130943	478	1	255	20	20650	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10651	傳奇	1	130943	478	1	255	20	20651	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10652	傳奇	1	130943	478	1	255	20	20652	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10653	傳奇	1	130943	478	1	255	20	20653	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10654	傳奇	1	130943	478	1	255	20	20654	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10655	傳奇	1	130943	478	1	255	20	20655	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10656	傳奇	1	130943	478	1	255	20	20656	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10657	傳奇	1	130943	478	1	255	20	20657	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10658	傳奇	1	130943	478	1	255	20	20658	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10659	傳奇	1	130943	478	1	255	20	20659	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10660	傳奇	1	130943	478	1	255	20	20660	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10661	傳奇	1	130943	478	1	255	15	20661	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10662	傳奇	1	130943	478	1	255	15	20662	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10663	傳奇	1	130943	478	1	255	15	20663	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10664	傳奇	1	130943	478	1	255	15	20664	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10665	傳奇	1	130943	478	1	255	15	20665	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10666	傳奇	1	130943	478	1	255	15	20666	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10667	傳奇	1	130943	478	1	255	15	20667	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10668	傳奇	1	130943	478	1	255	15	20668	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10669	傳奇	1	130943	478	1	255	15	20669	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10670	傳奇	1	130943	478	1	255	15	20670	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10671	傳奇	1	130943	478	1	255	15	20671	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10672	傳奇	1	130943	478	1	255	15	20672	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10673	傳奇	1	130943	478	1	255	15	20673	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10674	傳奇	1	130943	478	1	255	15	20674	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10675	傳奇	1	130943	478	1	255	10	20675	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10676	傳奇	1	130943	478	1	255	10	20676	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10677	傳奇	1	130943	478	1	255	10	20677	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10678	傳奇	1	130943	478	1	255	10	20678	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10679	傳奇	1	130943	478	1	255	10	20679	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10680	傳奇	1	130943	478	1	255	10	20680	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10681	傳奇	1	130943	478	1	255	10	20681	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10682	傳奇	1	130943	478	1	255	10	20682	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10683	傳奇	1	130943	478	1	255	10	20683	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10684	傳奇	1	130943	478	1	255	10	20684	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10685	傳奇	1	130943	478	1	255	10	20685	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10686	傳奇	1	130943	478	1	255	10	20686	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10687	傳奇	1	130943	478	1	255	10	20687	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10688	傳奇	1	130943	478	1	255	10	20688	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10689	傳奇	1	130943	478	1	255	20	20689	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10690	傳奇	1	130943	478	1	255	20	20690	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10691	傳奇	1	130943	478	1	255	20	20691	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10692	傳奇	1	130943	478	1	255	20	20692	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10693	傳奇	1	130943	478	1	255	20	20693	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10694	傳奇	1	130943	478	1	255	20	20694	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10695	傳奇	1	130943	478	1	255	20	20695	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10696	傳奇	1	130943	478	1	255	20	20696	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10697	傳奇	1	130943	478	1	255	20	20697	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10698	傳奇	1	130943	478	1	255	20	20698	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10699	傳奇	1	130943	478	1	255	20	20699	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10700	傳奇	1	130943	478	1	255	20	20700	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10701	傳奇	1	130943	478	1	255	20	20701	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10702	傳奇	1	130943	478	1	255	20	20702	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10703	傳奇	1	130943	478	1	255	15	20703	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10704	傳奇	1	130943	478	1	255	15	20704	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10705	傳奇	1	130943	478	1	255	15	20705	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10706	傳奇	1	130943	478	1	255	15	20706	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10707	傳奇	1	130943	478	1	255	15	20707	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10708	傳奇	1	130943	478	1	255	15	20708	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10709	傳奇	1	130943	478	1	255	15	20709	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10710	傳奇	1	130943	478	1	255	15	20710	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10711	傳奇	1	130943	478	1	255	15	20711	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10712	傳奇	1	130943	478	1	255	15	20712	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10713	傳奇	1	130943	478	1	255	15	20713	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10714	傳奇	1	130943	478	1	255	15	20714	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10715	傳奇	1	130943	478	1	255	15	20715	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10716	傳奇	1	130943	478	1	255	15	20716	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10717	傳奇	1	130943	478	1	255	10	20717	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10718	傳奇	1	130943	478	1	255	10	20718	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10719	傳奇	1	130943	478	1	255	10	20719	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10720	傳奇	1	130943	478	1	255	10	20720	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10721	傳奇	1	130943	478	1	255	10	20721	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10722	傳奇	1	130943	478	1	255	10	20722	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10723	傳奇	1	130943	478	1	255	10	20723	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10724	傳奇	1	130943	478	1	255	10	20724	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10725	傳奇	1	130943	478	1	255	10	20725	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10726	傳奇	1	130943	478	1	255	10	20726	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10727	傳奇	1	130943	478	1	255	10	20727	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10728	傳奇	1	130943	478	1	255	10	20728	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10729	傳奇	1	130943	478	1	255	10	20729	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10730	傳奇	1	130943	478	1	255	10	20730	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10731	傳奇	1	130943	478	1	255	20	20731	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10732	傳奇	1	130943	478	1	255	20	20732	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10733	傳奇	1	130943	478	1	255	20	20733	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10734	傳奇	1	130943	478	1	255	20	20734	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10735	傳奇	1	130943	478	1	255	20	20735	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10736	傳奇	1	130943	478	1	255	20	20736	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10737	傳奇	1	130943	478	1	255	20	20737	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10738	傳奇	1	130943	478	1	255	20	20738	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10739	傳奇	1	130943	478	1	255	20	20739	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10740	傳奇	1	130943	478	1	255	20	20740	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10741	傳奇	1	130943	478	1	255	20	20741	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10742	傳奇	1	130943	478	1	255	20	20742	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10743	傳奇	1	130943	478	1	255	20	20743	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10744	傳奇	1	130943	478	1	255	20	20744	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10745	傳奇	1	130943	478	1	255	15	20745	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10746	傳奇	1	130943	478	1	255	15	20746	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10747	傳奇	1	130943	478	1	255	15	20747	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10748	傳奇	1	130943	478	1	255	15	20748	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10749	傳奇	1	130943	478	1	255	15	20749	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10750	傳奇	1	130943	478	1	255	15	20750	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10751	傳奇	1	130943	478	1	255	15	20751	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10752	傳奇	1	130943	478	1	255	15	20752	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10753	傳奇	1	130943	478	1	255	15	20753	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10754	傳奇	1	130943	478	1	255	15	20754	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10755	傳奇	1	130943	478	1	255	15	20755	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10756	傳奇	1	130943	478	1	255	15	20756	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10757	傳奇	1	130943	478	1	255	15	20757	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10758	傳奇	1	130943	478	1	255	15	20758	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
10759	傳奇	1	130943	478	1	255	10	20759	3	1.00.0000	1.07.0000	1.07.0000	1.07.0000
