n_ID	s_NAME	s_COMMON	s_EQUIPED	s_USED
3085	Territory Crystal Lv.2	เมื่อเลเวลเครื่องป้องกันถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3086	Lockout Crystal Lv.2	เมื่อเลเวลเครื่องป้องกันถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3087	Chain Ring Crystal Lv.2	เมื่อเลเวลเครื่องป้องกันถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3088	One Heart Crystal Lv.2	เมื่อเลเวลเครื่องป้องกันถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3089	Improve Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3090	Familiar Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3091	Fracture Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3092	Security Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3093	Ministry Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3094	Compete Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3095	Calm Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3096	Guide Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3097	Safe Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3098	Inspiration Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3099	Sober Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3100	Silent Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3101	Superiority Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3102	Curtain Night Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3103	Hope Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3104	Support Crystal Lv.2	เมื่อเลเวลเครื่องประดับถึง Lv.31 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3105	War Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3106	Flame Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3107	Turmoil Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3108	Wrangle Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3109	Justice Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3110	Weapon Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3111	Wrestle Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3112	Confrontation Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3113	Outcome Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3114	Declare War Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3115	Coercion Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3116	Horror Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3117	Tight Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3118	Violence Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3119	Blood Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3120	Madness Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3121	Poor Soldier Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3122	Biochemistry Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3123	Kill Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3124	Defeat Crystal Lv.3	เมื่อเลเวลอาวุธกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3125	Modivid Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3126	Protect Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3127	Fort Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3128	Imperial Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3129	Aversion Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3130	Cache Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3131	Predator Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3132	Cushion Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3133	Warn Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3134	Monitoring Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3135	Guard Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3136	Appease Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3137	Thunder Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3138	Sanction Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3139	Territory Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3140	Lockout Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3141	Chain Ring Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3142	One Heart Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3143	Border Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3144	Wilderness Crystal Lv.3	เมื่อเลเวลเครื่องป้องกันถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3145	Improve Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3146	Familiar Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3147	Fracture Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3148	Security Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3149	Ministry Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3150	Compete Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3151	Calm Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3152	Guide Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3153	Safe Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3154	Inspiration Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3155	Sober Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3156	Silent Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3157	Superiority Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3158	Curtain Night Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3159	Hope Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3160	Support Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3161	Eternal Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3162	Intervene Crystal Lv.3	เมื่อเลเวลเครื่องประดับถึง Lv.51 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3163	War Crystal Lv.4	เมื่อเลเวลอาวุธกันถึง Lv.66 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
3164	Flame Crystal Lv.4	เมื่อเลเวลอาวุธกันถึง Lv.66 ขึ้นไปสามารถนำมาฝังประดับเพื่อเสริมพลังได้\n(แนะนำ: เมื่อถอดผลึกออกระดับแสงจะลดลง หากระดับแสงเหลือ 0 จะไม่สามารถฝังประดับได้)	พลังที่ได้เมื่อฝังประดับ	
