n_ID	s_NAME	s_COMMON	s_EQUIPED	s_USED
442	Silver Chamber Silver Ticket 15 W	ตั๋วเงินที่ได้จาก Merchant marine Federation สามารถนำไปแลกเป็นทองได้		
443	 Special Wine	ไวน์ที่ใช้สูตรพิเศษในการหมัก		
444	 Special Wine Transaction Receipt	ไอเทมนี้สามารถรับรองได้ว่าทำธุระทางการเงินเสร็จสิ้น		
445	Silver Chamber Silver Ticket 10 W	ตั๋วเงินที่ได้จาก Merchant marine Federation สามารถนำไปแลกเป็นทองได้		
446	Silver Chamber Silver Ticket 15 W	ตั๋วเงินที่ได้จาก Merchant marine Federation สามารถนำไปแลกเป็นทองได้		
447	Silver Chamber Silver Ticket 20 W	ตั๋วเงินที่ได้จาก Merchant marine Federation สามารถนำไปแลกเป็นทองได้		
448	Rare Musket	ปืนที่ผ่านการปรับปรุงมาแล้ว		
449	Rare Musket Transaction Receipt	ไอเทมนี้สามารถรับรองได้ว่าทำธุระทางการเงินเสร็จสิ้น		
450	Silver Chamber Silver Ticket 15 W	ตั๋วเงินที่ได้จาก Merchant marine Federation สามารถนำไปแลกเป็นทองได้		
451	Silver Chamber Silver Ticket 20 W	ตั๋วเงินที่ได้จาก Merchant marine Federation สามารถนำไปแลกเป็นทองได้		
452	Silver Chamber Silver Ticket 25 W	ตั๋วเงินที่ได้จาก Merchant marine Federation สามารถนำไปแลกเป็นทองได้		
453	Warrior Soul-Trusty	ผู้กล้าเต็มไปด้วยจิตแห่งนักรบ สามารถบรรลุถึงแก่นแท้ของแก่นแท้ของความน่าเชื่อถือ		
454	Warrior Soul-Brave	ผู้กล้าเต็มไปด้วยจิตแห่งนักรบ สามารถบรรลุถึงแก่นแท้ของความกล้าหาญ		
455	Warrior Soul-Benevolence	ผู้กล้าเต็มไปด้วยจิตแห่งนักรบ สามารถบรรลุถึงแก่นแท้ของเมตตา		
456	Warrior Soul-Courtesy	ผู้กล้าเต็มไปด้วยจิตแห่งนักรบ สามารถบรรลุถึงแก่นแท้ของมารยาท		
457	Warrior Soul-Sincere	ผู้กล้าเต็มไปด้วยจิตแห่งนักรบ สามารถบรรลุถึงแก่นแท้ของความจริงใจ		
458	Warrior Soul-Reputation	ผู้กล้าเต็มไปด้วยจิตแห่งนักรบ สามารถบรรลุถึงแก่นแท้ของชื่อเสียง		
459	Warrior Soul-Loyal	ผู้กล้าเต็มไปด้วยจิตแห่งนักรบ สามารถบรรลุถึงแก่นแท้ของความภักดี		
460	Warrior Soul-Subdue	ผู้กล้าเต็มไปด้วยจิตแห่งนักรบ สามารถบรรลุถึงแก่นแท้ของเผด็จการ		
461	Wolf Soul-Hunting	หมาป่าที่ผอมและมีแต่ซี่โครงเต็มไปด้วยจิตแห่งความคลั่ง สามารถรับรู้ความจริงของการไล่		
462	Wolf Soul-Hunt	หมาป่าที่ผอมและมีแต่ซี่โครงเต็มไปด้วยจิตแห่งความคลั่ง สามารถรับรู้ความจริงของการล่า		
463	Wolf Soul-Fight	หมาป่าที่ผอมและมีแต่ซี่โครงเต็มไปด้วยจิตแห่งความคลั่ง สามารถรับรู้ความจริงของการต่อสู้		
464	Wolf Soul-Dispute	หมาป่าที่ผอมและมีแต่ซี่โครงเต็มไปด้วยจิตแห่งความคลั่ง สามารถรับรู้ความจริงของการขัดแย้ง		
465	Wolf Soul-Mad	หมาป่าที่ผอมและมีแต่ซี่โครงเต็มไปด้วยจิตแห่งความคลั่ง สามารถรับรู้ความจริงของความคลั่ง		
466	Wolf Soul-Turmoil	หมาป่าที่ผอมและมีแต่ซี่โครงเต็มไปด้วยจิตแห่งความคลั่ง สามารถรับรู้ความจริงของความวุ่นวาย		
467	Wolf Soul-Fierce	หมาป่าที่ผอมและมีแต่ซี่โครงเต็มไปด้วยจิตแห่งความคลั่ง สามารถรับรู้ความจริงของความชั่วร้าย		
468	Wolf Soul-Evil	หมาป่าที่ผอมและมีแต่ซี่โครงเต็มไปด้วยจิตแห่งความคลั่ง สามารถรับรู้ความจริงของความน่ากลัว		
469	Wolf Soul-Violent	หมาป่าที่ผอมและมีแต่ซี่โครงเต็มไปด้วยจิตแห่งความคลั่ง สามารถรับรู้ความจริงของความรุนแรง		
470	Wolf Soul-Against	หมาป่าที่ผอมและมีแต่ซี่โครงเต็มไปด้วยจิตแห่งความคลั่ง สามารถรับรู้ความจริงของการต่อต้าน		
471	Wolf Soul-Free	หมาป่าที่ผอมและมีแต่ซี่โครงเต็มไปด้วยจิตแห่งความคลั่ง สามารถรับรู้ความจริงของอิสระ		
500	Shipbuilding Timber	ไม้ที่นำมาทำเรือ		
501	Iron Ore	Iron Ore ที่ได้จากการหลอม		
502	Not Broken Feather	ขนนกที่ไม่มีวันสูญสิ้น		
503	Oil Coconut	มะพร้าวที่สามารถกลั่นกะทิออกมาได้		
504	Doom Pudding	พุดดิ้งที่หากินได้ยาก		
505	Doom Sashimi	เนื้อปลาซาซิมิที่หากินได้ยาก		
506	Doom Spirit	เหล้าที่หากินได้ยาก		
507	Organic Apple	รับลองว่าไม่มียาพิษ		
508	Heaven Eye	ตาที่สามารภมองเห็นประตูสวรรค์		
509	Magic Tree Timber	ไม้ที่ได้จากต้นไม้ในตำนาน		
510	Super Fuel	น้ำมันคุณภาพดี		
511	Possession Musket	ปืนที่ยิงได้แม่นยำ		
512	Red Wine	เหล้าเข้มข้น แต่ไม่ดีต่อสุขภาพ		
513	Rampant Pirate Flag	Pirate Flag ที่เต็มไปด้วยความน่าสพรึง		
514	Prestige Bomb	ระเบิดอานุภาพสูง		
515	Vested gun	อานุภาพเหมือนปืนใหญ่		
516	Damp Wood	ท่อนไม้ที่ใกล้จะมีราขึ้น		
517	Damp Mushroom	เห็ดที่เกิดจาความชื้น		
518	Cold Timber	ท่อนไม้ที่ถูกความเย็นผนึกไว้		
519	Cold Meat	เนื้อแข็ง		
520	Dead Flower	ดอกไม้จากทะเลแห่งความตาย		
521	Dead Worm	แมลงที่เต็มไปด้วยกลิ่นอายของธรรมชาติ		
522	Dead Claw	เล็บของสัตว์ร้าย		
523	Hell Coin	เหรียญที่โดนคำสาป		
524	Hell Captain Cap 	หมวกกัปตันที่มาจากนรก		
525	Hell Blood Diamond 	เพรชที่มีแสงแห่งคำสาป		
526	 Hijack  bomb	ระเบิดที่ Hijack คิดค้นขึ้น		
527	 Hijack  Doping	ยาที่ Hijack ใช้เพิ่มพลัง		
528	 Hijack  Food Stock	เสบียงของ Hijack 		
529	Justice Flag	ธงทหาร		
530	Thunder Bomb 	ระเบิดที่มีพลังทำลายล้างสูง		
531	Officer Nameplate	นามบัตรเจ้าหน้าที่		
532	Deteriorated Fruit	ผลไมม้ที่มีรสชาติดี		
533	Licorice Gel	มีกลิ่นหอม		
534	Cheated Jewelry	ของล้ำค่าที่ Jewelry Lady ทำหาย		
535	Suspicious Stone	หินที่มีลายสลักอยู่		
536	Suspicious Parchment 	หินที่มีลายสลักอยู่		
537	Low Pearl	มุกคุณภาพต่ำ		
538	Dietrich Gold 	ตำนานเล่าว่า บนเหรียญมีเบาะแสของสมบัติอยู่ แต่ดูยังไงก็ดูไม่ออก		
539	Red Berry 	ผลไม้สีแดงน่ากิน		
540	Missing Cargo	ของที่ได้กลับคืน		
541	Caisson	กล่องที่บรรจุลูกระเบิดไว้		
542	Fire Crystal	ผลึกที่มีไฟลุกไหม้อยู่ด้านในตลอดเวลา		
543	Strengthen Steel	เหล็กที่มีความแข็งแกร่งมาก		
544	High Energy crystal	ผลึกที่มีพลังงานสูง		
545	Propeller Design(1)	แบบแปลนเครื่องจักรใหม่ล่าสุด		
546	Propeller Design(2)	แบบแปลนเครื่องจักรใหม่ล่าสุด		
547	Blessing God	รูปปั้นเทพที่คอยให้คำอวยพร		
548	Brass Bell	กระดิ่งสีทอง		
549	gold Bullion	เหรียญที่ส่องแสงแวววาว		
550	Blue Conifer Cone	ผลไม้สีฟ้า สีของมันน่ากินมาก		
551	Red Conifer Cone	ผลไม้สีแดง สีของมันน่ากินมาก		
552	Head Mushroom	เห็ดรูปร่างน่ารัก		
553	Volvacea	ไม่แน่ใจว่ากินได้หรือไม่		
554	Dried Pineapple	สับปะรดอบแห้ง สามารถเก็บไว้ได้นานขึ้น		
555	Hard Mushroom	เห็ดแข็งและรสชาติไม่ดี		
556	Raft Material	ไม้คุณภาพดี สามารถนำไปสร้างเรือได้		
557	Coconut Turtle  Juice	ได้ยินมาว่า Coconut Turtle มันจะมีน้ำตาแห่งการขอบคุณ ซึ่งมีรสชาติหวาน		
558	Thick Fur	หนังของ Cold Bristle Ape เมื่อสวยใส่มันจะอบอุ่นมาก		
559	Polar Deer Fur	ขนของ Plar deer ขายได้ในราคาแพง		
560	Bone Sheep Steak	เนื้อฉ่ำไปด้วยน้ำอันแสนอร่อย		
561	Black Organization Command	จดหมายน่าสงสัย อาจเกี่ยวข้องกับชายชุดดำ		
562	Talu Ya Coconut	ผลไม้ที่ต้องมีบนตัวของ Rock turtle		
563	Blue Stone	หินสีฟ้า		
564	Pirate Order Signage	มีพลังลึกลับ มีโจรสลัดบางคนเท่านั้นที่จะครอบครองได้		
565	Ship Contraband	ของที่โจรสลัดปล้นมา		
566	Secret Book	บันทึกเรื่องลับอยู่มากมาย		
567	Flying Bird Egg 	ไข่ของ Flying Bird ขายได้ราคาแพง		
568	Hammer of Judgment	เครื่องจักรที่ทหารเรือพัฒนาขึ้น หากได้อยู่ในมือของโจรสลัด..จบเห่แน่		
569	Free Emblem	สัญลักษณ์ของทหารเรือ		
570	Poseidon Feast	ของล้ำค่าที่สามารถหมักได้เหล้ารสชาติดี		
571	Frost Giant Tortoise Blood	เลือดของ Frost Giant Tortoise		
572	Dust Dragon Turtle Blood	เลือดของ Dragon Turtle		
573	Signboard Black Beer	เบียร์ที่จะต้องมีพร้อมทุกงานปาร์ตี้		
574	Banana Wine	เหล้าผลไม้ที่มีรสหวาน เป็นที่นิยมของผู้หญิง		
575	Fallen Commander	เหล้าที่เก็บไว้ในห้องเก็บเหล้าของบาร์ ว่ากันว่าเมื่อกินแล้วจะลืมเรื่องทุกข์โศกทันที		
576	Grandfather Antique Armor	อาจเป็นสมบัติล้ำค่าของใครบางคน		
577	Grandfather Tattered Armor	เกราะที่บิดเบี้ยว		
578	Burning Vodka	เหล้าหมักสไตล์ Foreign ดีกรีของมันสูงมาก		
579	Bloody Mary	เหล้าที่มีชื่อเสียงในเมืองๆหนึ่ง		
580	Purgatory Whisky	เหล้าแรงที่สามารถทำให้คนคอแข็งเมาได้ในพริบตา		
581	Deadly Maguey	เหล้าที่มีรสชาติเป็นเอกลักษณ์		
582	Aged Plum Wine	เหล้าผลไม้ที่หมักจากลูกพลัม มีกลิ่นผลไม้หอม		
583	Lost Eagle Feather	ขนของ Desert Eagle		
584	Ancyn Hammer	เครื่องมือช่างในตำนาน ชิ้นส่วนสมบัติของ Ancyn		
585	Ancyn Awl	เครื่องมือช่างในตำนาน ชิ้นส่วนสมบัติของ Ancyn		
586	Ancyn Toolkit	เครื่องมือช่างในตำนาน สมบัติของ Ancyn		
587	Kenbal Ring	แหวนลึกลับ อาจมีพลังแฝงอยู่		
588	Legacy Warm Cloth	เสื้อที่โจนสลัดทิ้งไว้ ดูแล้วน่าจะเป็นของผู้หญิง		
589	Morning Light Ring	หนึ่งในสมบัติที่ราชวงศ์ทำหาย		
590	Twilight Crown	หนึ่งในสมบัติที่ราชวงศ์ทำหาย		
591	Royal Necklace	สร้อยคอที่สละกรูปโพไซดอน เจ้าหญิง Angelina สวมใส่อยู่		
592	Air Route Map	แผนที่ติดตามโจรสลัด		
593	Antiquity Mech Key	กุญแจที่สามารถขัยเคลื่อนเครื่องจักโบราณได้		
594	Smelter Core	แก่นเตาหลอมที่ใช้ในการสร้าง Fly Airship		
595	Roam Red Crystal	ผลึกสีแดงที่ใช้เสริม Fly Airship		
596	Hematite	แร่ที่ใข้สร้างเกราะ Fly Airship		
597	Stimulus Mechanism	เครื่องมือที่ Hijack พัฒนาขึ้นเพื่อการต่อสู้		
598	Power Core	แก่นพลังงานที่สามารถนำมาใช้ขับเคลื่อน Fly Airship ได้		
599	Melt Block	กล่องสี่เหลี่ยมที่ถูกแปรรูป		
600	BurnBomb	ระเบิดที่ใช้ได้ดีกับแมลง		
601	Heaven Spice	เครื่องเทศจาก Spice Paradise Island  สามารถหาได้จากมอนสเตอรบางตัวในเกาะ		
602	Preciou Wool	ขนของ Angel Sheep สามารถให้ความอุ่นได้		
603	Queen Corpse	ซากของราชินี ได้ยินมาว่าสามารถนำไปทำยาได้		
604	Empire of Mu Runestone	หินแกะสลักบนตัว Al Timo มาจากสถานที่โบราณใน Empire of Mu		
605	Arrear Tip	เงินติ๊บ Judge Beirut		
606	Mystery Gift	ของขวัญที่พันริบบิ้นไว้		
607	Prison Passage Key	กุญแจห้องขังอาชญากรร้าย		
608	Felon Key	กุญแจห้องขังอาชญากรร้าย		
609	Navy Ship Cap	หมวกทหารเรือ		
610	Strong Blood	เลือดของนักรบผู้กล้าหาญ		
611	Ancient Pirate Bones	กระดูกโจรสลัดโบราณ 		
612	Guard Stone	ศิลาโบราณของ Empire of Mu เป็นคีย์ของกิจกรรมประเภทAl Timo		
613	Sinner Flame	ไฟนรกที่ไม่มีวันมอด		
614	Mech Control Panel	เครื่องประกอบเทคโนโลยีของ Empire of Mu		
615	Rupture Rough Diamond	มีส่วนของเพรชดิบทที่แตกออก		
616	Polish Tool	เครื่องมือที่สามารถนำมาเปิดศิลาได้		
617	Platinum	จี้ที่นำมาใส่ศิลา		
618	Silver Star Chain	สร้อยที่ทำมาจากเงินขาว		
619	Rupture Rough Diamond	มีส่วนของเพรชดิบทที่แตกออก		
620	Friendship Pendant	ผ่านการทดสอบกับเพื่อน สามารถเพิ่มระดับเป็นเพื่อนร่วมเดินทางได้		
621	Friendship Pendant	ผ่านการทดสอบกับเพื่อน สามารถเพิ่มระดับเป็นเพื่อนร่วมเดินทางได้		
622	Oz Reward Bill	บิลรางวัลของ Navy Spy [Elephant Oz] 		
623	Nautical Chart Upper Half	มีรายงานที่ต้องไปถึง [Rough Sea Fortress] และต้องประกอบเป็นสองชิ้น		
624	Nautical Chart Lower Half	มีรายงานที่ต้องไปถึง [Rough Sea Fortress] และต้องประกอบเป็นสองชิ้น		
625	Counterfeit File	ลายมือของ [Jason] ต้องนำจดหมายนี้ไปให้ Khayredin		
626	Rough Sea Compass	จะต้องใช้ถาดนี้ จึงจะอ่านแผนที่ได้		
627	Champions Cup	รางวัลชนะ Football กิลด์ Pirates Fan Boy [Jim] อยากได้ของสิ่งนี้		
628	True Crystal	ผลึกที่เต็มไปด้วยความความจริงใจ (สามารถส่งให้เพื่อน เพื่อสำเร็จภารกิจ)		
629	Warmly Crystal	ผลึกที่เต็มไปด้วยความความกระตือรือร้น (สามารถส่งให้เพื่อน เพื่อสำเร็จภารกิจ)		
630	Theft Poseidon Instrument	อาวุธของ Poseidon ที่มาจากโลกคู่ขนาน ไม่รู้ว่าจะส่งผลกระทบด้านลบหรือเปล่า		
631	Toy Pack	ของขวัญสำหรับเด็ก ด้านในเป็นของเล่น		
632	Sooty	ของรับรองการส่งของขวัญ		
633	Deer milk	ประโยชน์ทางโภชนาการสูง		
634	Ganoderma	เห็ดที่ใช้ทำเป็นยา สามารถห้ามเลือดได้		
635	Alienation Scale	เกล็ดของ Alienation Wolf สามารถใช้ทำเป็นยาชาได้		
636	Navy Vulnerary	ยารักษาสำหรับทหารเรือ		
637	Fresh Fruit	ผลไม้สดแสนอร่อย		
638	Beetle Egg	ไข่แมลง		
639	Advanced Tobacco	ใบยาสูบอบแห้ง มีกลิ่นหอมโดดเด่น		
640	Tender	เนื้อที่มีรสชาติดี		
641	Filet Lamb Chop	เนื้อแพะฉ่ำน้ำ		
642	Cold Meat	เนื้ออ่อนของสัตว์ มีรสฝาด		
643	Fishy Honey	น้ำผึ้งที่มีกลิ่นเลือดแฝงอยู่		
644	Burnt Steak	สเต็กที่มีกลิ่นอายความมืด		
645	Fire Bud	ต้นอ่อนของ Volcano 		
646	Fruity Raw Meat	เนื้อที่มีกลิ่นของผลไม้แฝงอยู่		
647	Super Nutrition Dragon Blood	เลือดสดของเผ่ามังกร มีประโยชน์ทางโภชนาการ		
648	Energy Crystal	ผลึกคริสตัลที่มีพลังลึกลับ		
649	Thermal Wine	เหล้านี้ ไม่เย็นเลยซักนิด		
650	Urgent Intelligence	ไม่เกี่ยวกับผู้เปิด การตัดสินของศาล		
651	Princess Love Letter	มีกลิ่มหอมที่เป็นเอกลักษณ์		
652	Important Part	เครื่องมือที่มีวิธีการใช้ซับซ้อน		
653	Banquet Order	ออเดอร์หมาปึก ด้านบนเขียนรายการอาหารไว้มากมาย		
654	Instruction Book	หนังสือลับ		
655	Affliction Bean	ถั่ว Wang Willie เป็นวัสดุสำหรับทำชอคโกแลตของ Wang Willie		
656	Sweet Milk	น้ำตาลที่มีคุณภาพ เป็นวัสดุสำหรับทำชอคโกแลตของ Wang Willie		
657	Tasty Granulated Sugar	น้ำตาลที่มีคุณภาพ เป็นวัสดุสำหรับทำชอคโกแลตของ Wang Willie		
658	Perceptual Gratitude	จดหมายขอบคุณจากคนที่ได้รับชอคโกแลต		
659	Playful Gratitude	จดหมายขอบคุณจากคนที่ได้รับชอคโกแลต		
660	Reset Crystal	มีน้ำหนักมาก ได้ยินมาว่ามันสามารถฟื้นฟูผลึกให้กลับคงเดิมได้		
661	Sea Phantom Map Trail	เก่าแก่ไปบ้าง แต่ด้านบนมีแผนที่ที่ไม่ทราบที่สลักอยู่		
662	Jasmine			
701	Al Timo Reply	ใบรับรองการให้ความช่วยเหลือ [Al Timo] กรุณาส่งให้เจ้าหน้าที่กิลด์		
702	Medea Reply	ใบรับรองการให้ความช่วยเหลือ [Medea] กรุณาส่งให้เจ้าหน้าที่กิลด์		
703	Empire Armoured Car Reply	ใบรับรองการให้ความช่วยเหลือ [Empire Armoured Car] กรุณาส่งให้เจ้าหน้าที่กิลด์		
704	Dante Reply	ใบรับรองการให้ความช่วยเหลือ [Dante] กรุณาส่งให้เจ้าหน้าที่กิลด์		
705	 Nora Jana Sword Reply	ใบรับรองการให้ความช่วยเหลือ [ Nora Jana Sword] กรุณาส่งให้เจ้าหน้าที่กิลด์		
720	Graphene Gear	กราฟิน เป็นวัตถุที่มีความแข็งแกร่งทนทานที่สุดในปัจจุบัน		
721	Walrus Fat	นำไปรวมกับเกลือสามารถทำเป็นน้ำมันได้		
722	Poseidon Keel	ความทนทานสูงกว่าเหล็กกล้าหลายเท่า		
723	Mecha Chain	สามารถนำไปขับเคลื่อนเครื่องกลได้		
724	Akejim Blueprint	ทำตำในแบบพิมพ์เขียวสามารถสร้าง Akejim ได้		
725	Nuclear Ship Powerplant	มีรังสีอันตราย กรุณาใส่เครื่องป้องกันให้แน่นหนา		
726	High Carbon Steel	ความแกร่งสูง ทุนสร้างต่ำ คือเครื่องกลที่ต้องการในปัจจุบัน		
727	Tough Hair	ผม 1 เส้น ดึงก็ขาด แต่ผม 1 มัดสามารถนำไปลากรถได้ อย่าดูถูกความสามัคคี		
728	Beef Tallow	น้ำมันที่ใช้สำหรับกิน มีผลต่อเครื่องยนต์กลไกเป็นอย่างดี		
729	Titanium Gear	แร่แกร่งที่ดาวินชี่ออกแบบ สูตรของแร่มีเพียง 3 คนบนโลกนี้เท่านั้นที่รู้...		
730	Navy Tiger Mech Blueprint	ทำตำในแบบพิมพ์เขียวสามารถสร้าง Navy Tiger Mech ได้		
731	Zero Energy	แหล่งรวมพลังงาน Zero สามารถผลิตพลังงานได้อย่างไม่มีที่สิ้นสุด		
732	Martensitic Steel Plate	สร้างจากความร้อนอย่างรวดเร็ว มีความแกร่งสูง		
733	機油	通過KMA皇家油品認證的高級機油。		
734	鮭魚口糧	由返鄉的鮭魚精製而成的口糧。		
735	金屬材料	輕金屬，密度僅是鐵三分之一左右。在攝氏300度左右失去抗張強度，熔點約660度。		
736	秘密帳冊	只要有神秘人士簽名過的，都會被列為機密。		
737	海皇龍戰士的頭	這個頭看起來有一點龍的樣貌。		
738	走私贓物	上面印著大大的「絕無不法」字樣。		
739	通訊錄	封面的一小角好像寫著什麼CLOUD?		
740	牛排	這是三分熟的，還帶有點兒血。		
741	隱寧精華	有時候是固體，有時候是液體。你抓不住它。		
742	奈米精沙	直徑大約是十的負九次方的一粒砂。		
743	堅韌的髮辮	一大束的頭髮可是比繩子還堅固。		
744	磁爆線圈	又稱特斯拉線圈，被它電到的話可不只是有點痛可以形容了。		
900	Success Certificate	ใบรับรองนี้สามารถรับรองว่าท่านผ่าน [Falling Sun] มาแล้ว		
901	Challenge Exchange Reward  Coupon	คูปองแลกรับรางวัล สามารถได้รับรางวัล BIG CBT		
3001	Guild Happy Cup	เอาไปให้ Chairman เพื่อสำเร็จภาพกิจ~~		
3002	Guild Happy Cup	เอาไปให้ Chairman เพื่อสำเร็จภาพกิจ~~		
3003	Guild Happy Cup	เอาไปให้ Chairman เพื่อสำเร็จภาพกิจ~~		
3004	Guild Happy Cup	เอาไปให้ Chairman เพื่อสำเร็จภาพกิจ~~		
3005	Ono Plum	เปรี้ยวๆหวานๆ มีประโยชน์!เมื่อกินจะเพิ่มค่าพลัง 2 แต้ม เป็นเวลา 10 นาที		คลิกขวาใช้จะเกิดผลทันที
3006	Green Honey Nut	ผลไม้หวานหอม เด็กๆชื่นชอบ~เมื่อกินจะเพิ่มค่าว่องไว 2 แต้ม เป็นเวลา 10 นาที		คลิกขวาใช้จะเกิดผลทันที
3007	Cape Mount Banana	ผลไม้ในพื้นที่ รสชาติมีเอกลักษณ์ เป็นของโปรดของพวกอุรังอุตัง!เมื่อกินจะเพิ่มค่ากาย 2 แต้ม เป็นเวลา 10 นาที		คลิกขวาใช้จะเกิดผลทันที
3008	Pear	มีรสหวาน แก้กระหายได้!เมื่อกินจะเพิ่มค่าปัญญา 2 แต้มเป็นเวลา 10 นาที		คลิกขวาใช้จะเกิดผลทันที
3009	Loquat Fruit	ผลไม้เปลืองบาง มีรสหวานและน้ำเยอะ เมื่อกินจะเพิ่มค่ารู้สึก 2 แต้ม เป็นเวลา 10 นาที		คลิกขวาใช้จะเกิดผลทันที
7000	Flares	ไอเทมสำหรับการสำรวจถ้ำลึก		เมื่อใช้และคลิกที่พื้น สามารถสร้างพื้นที่ที่แมลงไม่สามารถเข้าใกล้ได้ เป็นเวลา 10 วินาที
7001	Weapon Box  Key	สามารถเปิดกล่องได้บางกล่อง		
7002	Relic Chamber Key	สามารถเปิดประตูได้บางประตู		
7003	Treasury Key	สามารถเปิดประตูได้บางประตู		
7004	Pyrotechnics	เมื่อใช้สามารถเรียกเรือรบมาเป็นกำลังเสริมได้		กดใช้ และคลิกที่พื้น สามารถยกเลิกโหมดผู้ลี้ภัยใน [Nora Jana Sword] ได้
