n_ID	s_NAME	s_COMMON	s_EQUIPED	s_USED
4216	Muse Armor	เกราะที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4217	Muse Armor	เกราะที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4218	Muse Armor	เกราะที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4219	Muse Armor	เกราะที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4220	Hercules Armor	เกราะที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4221	Hercules Armor	เกราะที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4222	Hercules Armor	เกราะที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4223	Hercules Armor	เกราะที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4224	Hercules Armor	เกราะที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4225	War Bloody Armor Lv.40	อุปกรณ์ที่ทำมาจากผ้าที่มีความทนทาน		
4226	Misty Armor	น้ำหวานที่หยดจากดอกสวรรค์สีม่วงลงบนผ้า และทิ้งร่องรอยเอาไว้		
4227	Soft Armor	เครื่องประดับผมที่ออกแบบมาอย่างสวยงาม ดูแล้วสบายตา		
4228	Cloud Armor	แสงแดดที่ส่องลงมายามหนาวเหน็บ ช่างอบอุ่นและผ่อนคลายเหลือเกิน!		
4229	Asura Armor	เงาของคนที่โผล่มาจากความมืดมิด บนตัวสวมใส่ความพ่ายแพ้และวอดวาย		
4230	Inca Armor			
4401	Exile Legging	เครื่องสวมใส่พื้นฐานสามารถป้องกันตนเองได้ในโลกใบใหม่		
4402	Ocean Legging	เหมือนอยู่ในอ้อมกอดของมหาสมุทร อบอุ่นและทั่วถึง		
4403	Bloody Legging	จะต้องฆ่าอีกเท่าไหร่ถึงจะเป็นสีแดงสด ทางที่ดีตอนนี้อย่าเพิ่งเข้าใกล้จะดีกว่า		
4404	Wild Legging	ทำมาจากผ้าที่สวยงามจากสถานที่อันไกลห่าง ขอขอบคุณที่ฟ้าประทานสิ่งนี้มาให้		
4405	Star Legging			
4406	Navy Legging Lv5	ชุดฝึกทหารเรือ มีพลังป้องกันเป็นพื้นฐาน		
4407	Navy Legging Lv15	ชุดฝึกทหารเรือ มีพลังป้องกันเป็นพื้นฐาน		
4408	Navy Legging Lv25	ชุดฝึกทหารเรือ มีพลังป้องกันเป็นพื้นฐาน		
4409	Navy Legging Lv35	ชุดฝึกทหารเรือ มีพลังป้องกันเป็นพื้นฐาน		
4410	Aris Legging	กางเกงที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4411	Aris Legging	กางเกงที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4412	Aris Legging	กางเกงที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4413	Aris Legging	กางเกงที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4414	Aris Legging	กางเกงที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4415	Muse Legging	กางเกงที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4416	Muse Legging	กางเกงที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4417	Muse Legging	กางเกงที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4418	Muse Legging	กางเกงที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4419	Muse Legging	กางเกงที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4420	Hercules Legging	กางเกงที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4421	Hercules Legging	กางเกงที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4422	Hercules Legging	กางเกงที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4423	Hercules Legging	กางเกงที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4424	Hercules Legging	กางเกงที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4425	War Bloody Legging Lv.40	อุปกรณ์ที่ทำมาจากผ้าที่มีความทนทาน		
4426	Misty Legging	น้ำหวานที่หยดจากดอกสวรรค์สีม่วงลงบนผ้า และทิ้งร่องรอยเอาไว้		
4427	Soft Legging	เครื่องประดับผมที่ออกแบบมาอย่างสวยงาม ดูแล้วสบายตา		
4428	Cloud Legging	แสงแดดที่ส่องลงมายามหนาวเหน็บ ช่างอบอุ่นและผ่อนคลายเหลือเกิน!		
4429	Asura Legging	เงาของคนที่โผล่มาจากความมืดมิด บนตัวสวมใส่ความพ่ายแพ้และวอดวาย		
4430	Inca Legging			
4601	Exile Glove	เครื่องสวมใส่พื้นฐานสามารถป้องกันตนเองได้ในโลกใบใหม่		
4602	Ocean Glove	เหมือนอยู่ในอ้อมกอดของมหาสมุทร อบอุ่นและทั่วถึง		
4603	Bloody Glove	จะต้องฆ่าอีกเท่าไหร่ถึงจะเป็นสีแดงสด ทางที่ดีตอนนี้อย่าเพิ่งเข้าใกล้จะดีกว่า		
4604	Wild Glove	ทำมาจากผ้าที่สวยงามจากสถานที่อันไกลห่าง ขอขอบคุณที่ฟ้าประทานสิ่งนี้มาให้		
4605	Star Glove			
4606	Aris Glove	ถุงมือที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4607	Aris Glove	ถุงมือที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4608	Aris Glove	ถุงมือที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4609	Aris Glove	ถุงมือที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4610	Aris Glove	ถุงมือที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4611	Muse Glove	ถุงมือที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4612	Muse Glove	ถุงมือที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4613	Muse Glove	ถุงมือที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4614	Muse Glove	ถุงมือที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4615	Muse Glove	ถุงมือที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4616	Hercules Glove	ถุงมือที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4617	Hercules Glove	ถุงมือที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4618	Hercules Glove	ถุงมือที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4619	Hercules Glove	ถุงมือที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4620	Hercules Glove	ถุงมือที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4621	Misty Glove	น้ำหวานที่หยดจากดอกสวรรค์สีม่วงลงบนผ้า และทิ้งร่องรอยเอาไว้		
4622	Soft Glove	ถุงมืออันอ่อนนุ่ม ให้ความรู้สึกเบาสบาย		
4623	Cloud Glove	แสงแดดที่ส่องลงมายามหนาวเหน็บ ช่างอบอุ่นและผ่อนคลายเหลือเกิน!		
4624	Needle Glove	ไม่เหมือนถุงมือธรรมดา ตำนานกล่าวว่าเคยมีแม่มดเคยใช้มัน แถมยังทิ้งกลิ่นน้ำหอมไว้ด้วย		
4625	Spiked Glove	ไม่เหมือนถุงมือธรรมดา ตำนานกล่าวว่าเคยมีแม่มดเคยใช้มัน แถมยังทิ้งกลิ่นน้ำหอมไว้ด้วย		
4626	Thorn Glove	ไม่เหมือนถุงมือธรรมดา ตำนานกล่าวว่าเคยมีแม่มดเคยใช้มัน แถมยังทิ้งกลิ่นน้ำหอมไว้ด้วย		
4627	Cockroach Glove	ถุงมือที่ [Cockroach]ใช้บ่อยๆ แต่ดูแล้วเหมือนใหม่ น่าจะพึ่งซักได้ไม่นาน		
4628	Thin Ralph Glove	ถุงมือที่ [Thin Ralph] ใช้บ่อยๆ อาจมีรูเล็กน้อย แต่ถ้าไม่สังเกตก็ไม่เห็นมัน		
4629	Fertilizer Glove	ถุงมือที่ [Fertilizer] ใช้บ่อยๆ ถึงแม้ว่าจะเปื้อนรอยน้ำมันไปนิด แต่ก็ยังถือว่าสะอาดอยู่นะ		
4630	Rescue Glove	ถุงมือของกลุ่ม Madisen เมื่อสวมใส่จะทำให้ดูทะมัดทะแมงขึ้นมาทันที		
4631	Search Glove	ถุงมือของกลุ่ม Madisen เมื่อสวมใส่จะทำให้ดูทะมัดทะแมงขึ้นมาทันที		
4632	Explore Glove	ถุงมือของกลุ่ม Madisen เมื่อสวมใส่จะทำให้ดูทะมัดทะแมงขึ้นมาทันที		
4633	Asura Glove	เงาของคนที่โผล่มาจากความมืดมิด บนตัวสวมใส่ความพ่ายแพ้และวอดวาย		
4634	Inca Glove			
4801	Exile Sandal	เครื่องสวมใส่พื้นฐานสามารถป้องกันตนเองได้ในโลกใบใหม่		
4802	Ocean Sandal	เหมือนอยู่ในอ้อมกอดของมหาสมุทร อบอุ่นและทั่วถึง		
4803	Bloody Sandal	จะต้องฆ่าอีกเท่าไหร่ถึงจะเป็นสีแดงสด ทางที่ดีตอนนี้อย่าเพิ่งเข้าใกล้จะดีกว่า		
4804	Wild Sandal	ทำมาจากผ้าที่สวยงามจากสถานที่อันไกลห่าง ขอขอบคุณที่ฟ้าประทานสิ่งนี้มาให้		
4805	Star Sandal			
4806	Aris Shoe	รองเท้าที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4807	Aris Shoe	รองเท้าที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4808	Aris Shoe	รองเท้าที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4809	Aris Shoe	รองเท้าที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4810	Aris Shoe	รองเท้าที่ได้มาจากพลังของ Aris เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Aris：\n\nAris Headdress\nAris Armor\nAris Legging\nAris Glove\nAris Shoe		
4811	Muse Boot	รองเท้าที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4812	Muse Boot	รองเท้าที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4813	Muse Boot	รองเท้าที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4814	Muse Boot	รองเท้าที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4815	Muse Boot	รองเท้าที่ได้มาจากพลังของ Muse เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Muse：\n\nMuse Headdress\nMuse Armor\nMuse Legging\nMuse Glove\nMuse Boot		
4816	Hercules Footwear	รองเท้าที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4817	Hercules Footwear	รองเท้าที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4818	Hercules Footwear	รองเท้าที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4819	Hercules Footwear	รองเท้าที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4820	Hercules Footwear	รองเท้าที่ได้มาจากพลังของ Hercules เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว สามารถรับพรของ Hercules：\n\nHercules Headdress\nHercules Armor\nHercules Legging\nHercules Glove\nHercules Footwear		
4821	Misty Sandal	น้ำหวานที่หยดจากดอกสวรรค์สีม่วงลงบนผ้า และทิ้งร่องรอยเอาไว้		
4822	Soft Sandal	รองเท้าใส่สบายที่ทำมาจากไหมธรรมชาติ ให้ความรู้สึกนุ่มนวล		
4823	Cloud Sandal	แสงแดดที่ส่องลงมายามหนาวเหน็บ ช่างอบอุ่นและผ่อนคลายเหลือเกิน!		
4824	Cage Sandal	มันไม่เหมือนรองเท้าธรรมดาๆทั้งไป Paulเคยบอกว่ามีแม่มดเคยสวมมันมาก่อน		
4825	Imprisonment Sandal	มันไม่เหมือนรองเท้าธรรมดาๆทั้งไป Paulเคยบอกว่ามีแม่มดเคยสวมมันมาก่อน		
4826	Restrain Sandal	มันไม่เหมือนรองเท้าธรรมดาๆทั้งไป Paulเคยบอกว่ามีแม่มดเคยสวมมันมาก่อน		
4827	Travel Sandal	[Rosemary] อยากจะใส่คู่นี้ไปทั่วทุกปฐพี		
4828	Bound Sandal	เป็นสัญลักษณ์ของ [Rosemary] ทายาทราชวงศ์จะต้องแสดงความเคารพ		
4829	Dream Sandal	[Rosemary] ที่อยู่ในวังมานานหลายใน ได้แต่ฝันกลางวันว่าจะมีคนมาปลอบใจ		
4830	Despair Sandal	[Rosemary] เมื่อเขารู้สึกเศร้าหรือสนุก เขามักจะชอบตั้งชื่อให้กับชุดเสื้อผ้าของเขา		
4831	Sad Sandal	[Rosemary] เมื่อเขารู้สึกเศร้าหรือสนุก เขามักจะชอบตั้งชื่อให้กับชุดเสื้อผ้าของเขา		
4832	Grieved Sandal	[Rosemary] เมื่อเขารู้สึกเศร้าหรือสนุก เขามักจะชอบตั้งชื่อให้กับชุดเสื้อผ้าของเขา		
4833	Asura Sandal	เงาของคนที่โผล่มาจากความมืดมิด บนตัวสวมใส่ความพ่ายแพ้และวอดวาย		
4834	Inca Sandal			
5001	Blue Necklace	เครื่องประดับสุดทันสมัย เรียบง่ายและดูไม่เบื่อ		
5002	Gold Necklace	เครื่องประดับที่มีสีทองแวววาว ใส่แล้วดูหรูหรา		
5003	Eielson Necklace	งานสร้อยที่ได้จากช่าง [Eielson] ในสร้อยเต็มไปด้วยกลิ่นอายของป่าไม้		
5004	House Necklace	งานสร้อยที่ได้จากพี่น้องของ [House] พวกเขาชอบออกแบบงานที่เรียบง่าย และดูหรูหรา		
5005	Loie Necklace	ผลงานจาก [Loie] จากสร้อยนี้สามารถดูออกเลยว่าเขามีความชำนาญขนาดไหน		
5006	Apollo Necklace	สร้อยที่ได้มาจากพลังของ Apollo เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Apollo：\n\nApollo Necklace\nApollo Ring\nApollo Talisman\nApollo Wristband		
5007	Apollo Necklace	สร้อยที่ได้มาจากพลังของ Apollo เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Apollo：\n\nApollo Necklace\nApollo Ring\nApollo Talisman\nApollo Wristband		
5008	Apollo Necklace	สร้อยที่ได้มาจากพลังของ Apollo เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Apollo：\n\nApollo Necklace\nApollo Ring\nApollo Talisman\nApollo Wristband		
5009	Apollo Necklace	สร้อยที่ได้มาจากพลังของ Apollo เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Apollo：\n\nApollo Necklace\nApollo Ring\nApollo Talisman\nApollo Wristband		
5010	Apollo Necklace	สร้อยที่ได้มาจากพลังของ Apollo เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Apollo：\n\nApollo Necklace\nApollo Ring\nApollo Talisman\nApollo Wristband		
5011	Hermes Necklace	สร้อยที่ได้มาจากพลังของ Hermes เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Hermes：\n\nHermes Necklace\nHermes Ring\nHermes Talisman\nHermes Wristband		
5012	Hermes Necklace	สร้อยที่ได้มาจากพลังของ Hermes เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Hermes：\n\nHermes Necklace\nHermes Ring\nHermes Talisman\nHermes Wristband		
5013	Hermes Necklace	สร้อยที่ได้มาจากพลังของ Hermes เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Hermes：\n\nHermes Necklace\nHermes Ring\nHermes Talisman\nHermes Wristband		
5014	Hermes Necklace	สร้อยที่ได้มาจากพลังของ Hermes เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Hermes：\n\nHermes Necklace\nHermes Ring\nHermes Talisman\nHermes Wristband		
5015	Hermes Necklace	สร้อยที่ได้มาจากพลังของ Hermes เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Hermes：\n\nHermes Necklace\nHermes Ring\nHermes Talisman\nHermes Wristband		
5016	Forest Blue Necklace	ได้มาจากการตีมอนสเตอร์พิเศษใน Guild Island (ไอเทมนี้ไม่สามารถทำการหลอมซ้ำได้)		
5017	Hippocampal Gold Necklace	ได้มาจากการตีมอนสเตอร์พิเศษใน Guild Island (ไอเทมนี้ไม่สามารถทำการหลอมซ้ำได้)		
5018	Mechanical Moonstar Necklace	ได้มาจากการตีมอนสเตอร์พิเศษใน Guild Island (ไอเทมนี้ไม่สามารถทำการหลอมซ้ำได้)		
5019	Volcano Totem Necklace	ได้มาจากการตีมอนสเตอร์พิเศษใน Guild Island (ไอเทมนี้ไม่สามารถทำการหลอมซ้ำได้)		
5020	Moonstar Necklace	ไม่ต้องกังวลเรื่องความมืด พระจันทร์และดาวจะนำทางท่าน		
5021	Totem Necklace	อารยธรรมที่ไม่สามารถระบุได้ แต่สามารถดึงดูดความสนใจของผู้คนได้ แต่ละรายละเอียดดูออกเลยว่าใช้ความตั้งใจและแน่วแน่		
5022	Demon Wolf Of Chain	อาจเป็นเครื่องประดับที่ Sea Phantom หลงเหลือไว้ในตัวของ Demon Wolf ก็เป็นได้ (ไอเทมนี้ไม่สามารถแยกได้)		
5023	Remain Of Chain			
5024	Yellow Moon Necklace			
5025	Evil Chain			
5026	Dark Totem Necklace	สร้อยที่ได้จากการกำจัดมอนสเตอร์ที่บุกรุกเข้ามาใน Guild Island (ไอเทมนี้ไม่สามารถทำการหลอมซ้ำได้)		
5027	Feather Necklace	ไอเทมที่ระลึกจากการกำจัด Tornado Eagle (ไอเทมที่ไม่สามารถหลอมซ้ำได้)		
5028	Ape Necklace	ไอเทมที่ระลึกจากการกำจัด Ward Apes (ไอเทมที่ไม่สามารถหลอมซ้ำได้)		
5029	Hard Blade Necklace	ไอเทมที่ระลึกจากการกำจัด Hard Blade Eagle (ไอเทมที่ไม่สามารถหลอมซ้ำได้)		
5201	Blue Ring	เครื่องประดับสุดทันสมัย เรียบง่ายและดูไม่เบื่อ		
5202	Gold Ring	เครื่องประดับที่มีสีทองแวววาว ใส่แล้วดูหรูหรา		
5203	Eielson Ring	งานแหวนที่ได้จากช่าง [Eielson] ในสร้อยเต็มไปด้วยกลิ่นอายของป่าไม้		
5204	House Ring	งานแหวนที่ได้จากพี่น้องของ [House] พวกเขาชอบออกแบบงานที่เรียบง่าย และดูหรูหรา		
5205	Loie Ring	ผลงานจาก [Loie] จากแหวนนี้สามารถดูออกเลยว่าเขามีความชำนาญขนาดไหน		
5206	Apollo Ring	แหวนที่ได้มาจากพลังของ Apollo เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Apollo：\n\nApollo Necklace\nApollo Ring\nApollo Talisman\nApollo Wristband		
5207	Apollo Ring	แหวนที่ได้มาจากพลังของ Apollo เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Apollo：\n\nApollo Necklace\nApollo Ring\nApollo Talisman\nApollo Wristband		
5208	Apollo Ring	แหวนที่ได้มาจากพลังของ Apollo เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Apollo：\n\nApollo Necklace\nApollo Ring\nApollo Talisman\nApollo Wristband		
5209	Apollo Ring	แหวนที่ได้มาจากพลังของ Apollo เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Apollo：\n\nApollo Necklace\nApollo Ring\nApollo Talisman\nApollo Wristband		
5210	Apollo Ring	แหวนที่ได้มาจากพลังของ Apollo เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Apollo：\n\nApollo Necklace\nApollo Ring\nApollo Talisman\nApollo Wristband		
5211	Hermes Ring	แหวนที่ได้มาจากพลังของ Hermes เมื่อสวมใส่กับเครื่องสวมใส่ดังกล่าว จะได้รับพรของ Hermes：\n\nHermes Necklace\nHermes Ring\nHermes Talisman\nHermes Wristband		
