n_ID	s_NAME	s_COMMON	s_EQUIPED	s_USED
294	(黑)DMM-頭飾			
295	2014_12_1_M-頭飾			
296	2014_12_1_M-上身			
297	2014_12_1_M-下身			
298	2014_12_1_F-頭飾			
299	2014_12_1_F-上身			
300	2014_12_1_F-下身			
301	2014_12_2_M-頭飾			
302	2014_12_2_M-上身			
303	2014_12_2_M-下身			
304	2014_12_2_F-頭飾			
305	2014_12_2_F-上身			
306	2014_12_2_F-下身			
307	2015_1_1_M-頭飾			
308	2015_1_1_M-上身			
309	2015_1_1_M-下身			
310	2015_1_1_F-頭飾			
311	2015_1_1_F-上身			
312	2015_1_1_F-下身			
313	2015_1_2_M-頭飾			
314	2015_1_2_M-上身			
315	2015_1_2_M-下身			
316	2015_1_2_F-頭飾			
317	2015_1_2_F-上身			
318	2015_1_2_F-下身			
319	DMM神火-頭飾			
320	DMM神火-上身			
321	DMM神火-下身			
322	黛安娜-頭飾			
323	黛安娜-上身			
324	黛安娜-下身			
325	亞米克絲-頭飾			
326	亞米克絲-上身			
327	亞米克絲-下身			
328	愛朵拉-頭飾			
329	愛朵拉-上身			
330	愛朵拉-下身			
2001	Goggle	ตอนบินรู้สึกว่าลืมตาไม่ขึ้นบ้างไหม? ลองใส่แว่นกันแดดนี่ดูสิ ป้องกันการเป็นต้อลมได้ด้วยนะ(แนะนำ: ไม่ต้องตกใจไป หากใส่แล้วทำให้มองเห็นภาพไม่ชัด เพราะเป็นเรื่องปกติ)		
2002	Antelope Red Horn	เขาสีแดงหายาก นำมาล้างแล้วสามารถสวมใส่ได้		
2003	Beast Bone Face	กระดูกที่ไม่รู้ว่าช่างใหญ่ [Jason] นำมาจากไหน แต่เมื่อนำมาตัดแต่งแล้วสามารถสวมใส่เป็นหน้ากากได้		
2004	Guawa Decoration	หน้ากากของ Guawa family Dlansman เมื่อใส่จะทำให้ไม่กลายเป็น Guawa family Dlansman		
2005	Seven herb	เมื่อเคี้ยวจะรู้รสถึงความหอมของมัน เหมาะกับการเคี้ยวก่อนออกเดท		
2201	Purple Snake Wing	[งานฝีมือ] งานปีกอันล้ำค่า ดูตัวอย่างจากของจริงตามธรรมชาติ		
2202	Gold Midge Wing	[งานฝีมือ] งานปีกอันล้ำค่า ดูตัวอย่างจากของจริงตามธรรมชาติ		
2203	Jet Equipment	[งานฝีมือ] อุปกรณ์ไอพ่นชั้นดี แต่น่าเสียดายที่ปัจจุบันยังไม่มีพลังงานมากขนาดใช้งานมันได้ ตอนนี้ได้เพียงแค่สวมใส่มันไปก่อน		
2204	Little Angel	[งานฝีมือ] งานปีกอันล้ำค่า ดูตัวอย่างจากของจริงตามธรรมชาติ		
2205	Tiamat Wing	[งานฝีมือ] งานปีกอันล้ำค่า ดูตัวอย่างจากของจริงตามธรรมชาติ		
2206	Velvet Long Ears			
2207	Bat Wing Ears			
2208	Dust Mask			
2209	Fam Thin Wing			
2210	Skysea Fin			
2211	Holy Light Hoop			
2212	Ancient Civilization Fragment			
2213	兔子背包	BABY制作、うさくみゃリュック白(背中装備)		
2214	粉紅兔子背包	BABY制作、うさくみゃリュックピンク(背中装備)		
2215	紅色眼帶	BABY制作、Captain hollowアイパッチ赤(女性専用)		
2216	Black Rabbit Bag			
2217	Black Eye With			
2218	測試特效			測試用道具，內部使用，請勿外流！！
2219	測試滑翔翼特效			測試用道具，內部使用，請勿外流！！
2501	Miracle Chest	รางวัลกิจกรรม ขอบคุณทุกท่านที่ให้ความสนใจ ทางเราขอตอบแทนด้วยหีมสมบัตล้ำค่า ขอให้ผู้เล่นทุกท่านโชคดีและร่ำรวย!		
2502	Pumpkin Headdress	รางวัลกิจกรรมวันฮาโลวีน		
2503	Christmas Hat	รางวัลกิจกรรมวันคริสมาสต์		
2700	Canvas Wing	ปีกที่ทำจากผ้า เมื่อใส่สามารถบินไปในที่ต่างๆได้		
2701	Gargantia	ใช้ทดสอบ สามารถย้อมสีได้		
2702	Gargantia-Purple	ใช้ทดสอบ		
2703	Freedom Wing	สร้างขึ้นตามปีกที่ปรมจารย์ออกแบบไว้ เปรียบถึงความมีเกรียติ ดั่งมีเทวดาคอบคุ้มกัน		
2704	妖精的翅膀	由小頹老師特別設計的滑翔翼，特色是蘿莉妖精。		
2999	Unknown Glider	อุปกรณ์ที่ไม่ทราบชื่อ ปัจจุบันไม่สามารถเก็บสะสมได้		
3001	Gray Boy - Underwear			
3002	Camouflage-Underwear			
3003	Underpants 3			
3004	Pink Girl-Underwear			
3005	Pink Girl-Underclothes			
3006	Purple Wave-Underwear			
3007	Purple Wave-Underclothes			
3008	Pure Lily-Underwear			
3009	Pure Lily-Underclothes			
8001	Olivia Cap	เครื่องประดับหัวของ Olivia		
8002	Olivia Cloth	เสื้อตัวโปรดของ Olivia		
8003	Elizabeth Cap	เครื่องประดับหัวของ Elizabeth		
8004	Elizabeth Cloth	เสื้อตัวโปรดของ Elizabeth		
8005	Diana-Headdress			
8006	Diana-Armor			
8007	Diana-Legging			
8008	Yamicks-Headdress			
8009	Yamicks-Armor			
8010	Yamicks-Legging			
8011	Adora-Headdress			
8012	Adora-Armor			
8013	Adora-Legging			
8014	伊莉莎白帽_聖誕	伊莉莎白為了慶祝聖誕節，特別換上的頭飾。		
8015	伊莉莎白服_聖誕	伊莉莎白為了慶祝聖誕節，特別換上的連身衣裝。		
8016	卡蓮-頭飾			測試用道具，內部使用，請勿外流！！
8017	卡蓮-上身			測試用道具，內部使用，請勿外流！！
8018	卡蓮-下身			測試用道具，內部使用，請勿外流！！
9001	Old Siren Wing	เครื่องประดับหลัง		
9005	New Siren Cap	เครื่องสวมใส่ภายนอกรูปแบบต่างๆ		
9006	New Siren Cloth	เครื่องสวมใส่ภายนอกรูปแบบต่างๆ		
9901	Testing Underwear	เครื่องสวมใส่ภายนอกรูปแบบต่างๆ		
9902	但丁-頭飾	狂人-但丁的標準穿著。\n穿著以下裝備可觸發套裝技能-【漿紅鎖鍊】：\n【但丁-頭飾】\n【但丁-衣裝】	攻擊時有機率觸發【漿紅鎖鍊】使目標造成傷害，並有機會牽制目標，持續3秒。	測試用道具，內部使用，請勿外流！！
9903	但丁-衣裝	狂人-但丁的標準穿著。\n穿著以下裝備可觸發套裝技能-【漿紅鎖鍊】：\n【但丁-頭飾】\n【但丁-衣裝】	攻擊時有機率觸發【漿紅鎖鍊】使目標造成傷害，並有機會牽制目標，持續3秒。	測試用道具，內部使用，請勿外流！！
9904	煉獄女王-頭飾	穿著以下裝備可觸發套裝技能-【漿紅鎖鍊】：\n【煉獄女王-頭飾】\n【煉獄女王-衣裝】	攻擊時有機率觸發【漿紅鎖鍊】使目標造成傷害，並有機會牽制目標，持續3秒。	測試用道具，內部使用，請勿外流！！
9905	煉獄女王-衣裝	穿著以下裝備可觸發套裝技能-【漿紅鎖鍊】：\n【煉獄女王-頭飾】\n【煉獄女王-衣裝】	攻擊時有機率觸發【漿紅鎖鍊】使目標造成傷害，並有機會牽制目標，持續3秒。	測試用道具，內部使用，請勿外流！！
9906	闇鎧騎士-頭飾	穿著以下裝備可觸發套裝技能-【榮耀射擊】：\n【闇鎧騎士-頭飾】\n【闇鎧騎士-上身】\n【闇鎧騎士-下身】	攻擊時有機率觸發【榮耀射擊】使目標造成傷害，並有機會擊倒目標。	測試用道具，內部使用，請勿外流！！
9907	闇鎧騎士-上身	穿著以下裝備可觸發套裝技能-【榮耀射擊】：\n【闇鎧騎士-頭飾】\n【闇鎧騎士-上身】\n【闇鎧騎士-下身】	攻擊時有機率觸發【榮耀射擊】使目標造成傷害，並有機會擊倒目標。	測試用道具，內部使用，請勿外流！！
9908	闇鎧騎士-下身	穿著以下裝備可觸發套裝技能-【榮耀射擊】：\n【闇鎧騎士-頭飾】\n【闇鎧騎士-上身】\n【闇鎧騎士-下身】	攻擊時有機率觸發【榮耀射擊】使目標造成傷害，並有機會擊倒目標。	測試用道具，內部使用，請勿外流！！
9909	冒險公爵-頭飾	穿著以下裝備可觸發套裝技能-【鏡花游雷】：\n【冒險公爵-頭飾】\n【冒險公爵-上身】\n【冒險公爵-下身】	攻擊時有機率觸發【鏡花游雷】，擊飛目標並造成傷害。	測試用道具，內部使用，請勿外流！！
9910	冒險公爵-上身	穿著以下裝備可觸發套裝技能-【鏡花游雷】：\n【冒險公爵-頭飾】\n【冒險公爵-上身】\n【冒險公爵-下身】	攻擊時有機率觸發【鏡花游雷】，擊飛目標並造成傷害。	測試用道具，內部使用，請勿外流！！
9911	冒險公爵-下身	穿著以下裝備可觸發套裝技能-【鏡花游雷】：\n【冒險公爵-頭飾】\n【冒險公爵-上身】\n【冒險公爵-下身】	攻擊時有機率觸發【鏡花游雷】，擊飛目標並造成傷害。	測試用道具，內部使用，請勿外流！！
9912	賽費羅斯-頭飾	賞金獵人-賽費羅斯的標準穿著。\n穿著以下裝備可觸發套裝技能-【沁光泡沫】：\n【賽費羅斯-頭飾】\n【賽費羅斯-上身】\n【賽費羅斯-下身】	攻擊時若目標血量大於90%時，會觸發【沁光泡沫】使目標受到的傷害增加，持續5秒。	測試用道具，內部使用，請勿外流！！
9913	賽費羅斯-上身	賞金獵人-賽費羅斯的標準穿著。\n穿著以下裝備可觸發套裝技能-【沁光泡沫】：\n【賽費羅斯-頭飾】\n【賽費羅斯-上身】\n【賽費羅斯-下身】	攻擊時若目標血量大於90%時，會觸發【沁光泡沫】使目標受到的傷害增加，持續5秒。	測試用道具，內部使用，請勿外流！！
9914	賽費羅斯-下身	賞金獵人-賽費羅斯的標準穿著。\n穿著以下裝備可觸發套裝技能-【沁光泡沫】：\n【賽費羅斯-頭飾】\n【賽費羅斯-上身】\n【賽費羅斯-下身】	攻擊時若目標血量大於90%時，會觸發【沁光泡沫】使目標受到的傷害增加，持續5秒。	測試用道具，內部使用，請勿外流！！
9915	菲歐娜-眼罩	賞金獵人-菲歐娜的標準穿著。\n穿著以下裝備可觸發套裝技能-【沁光泡沫】：\n【菲歐娜-眼罩】\n【菲歐娜-上身】\n【菲歐娜-下身】	攻擊時若目標血量大於90%時，會觸發【沁光泡沫】使目標受到的傷害增加，持續5秒。	測試用道具，內部使用，請勿外流！！
9916	菲歐娜-上身	賞金獵人-菲歐娜的標準穿著。\n穿著以下裝備可觸發套裝技能-【沁光泡沫】：\n【菲歐娜-眼罩】\n【菲歐娜-上身】\n【菲歐娜-下身】	攻擊時若目標血量大於90%時，會觸發【沁光泡沫】使目標受到的傷害增加，持續5秒。	測試用道具，內部使用，請勿外流！！
9917	菲歐娜-下身	賞金獵人-菲歐娜的標準穿著。\n穿著以下裝備可觸發套裝技能-【沁光泡沫】：\n【菲歐娜-眼罩】\n【菲歐娜-上身】\n【菲歐娜-下身】	攻擊時若目標血量大於90%時，會觸發【沁光泡沫】使目標受到的傷害增加，持續5秒。	測試用道具，內部使用，請勿外流！！
9918	賽蓮-頭飾	海神之女-賽蓮的標準穿著。\n穿著以下裝備可觸發套裝技能-【鏡花游雷】：\n【賽蓮-頭飾】\n【賽蓮-衣裝】\n【賽蓮-背翅】	攻擊時有機率觸發【鏡花游雷】，擊飛目標並造成傷害。	測試用道具，內部使用，請勿外流！！
9919	賽蓮-衣裝	海神之女-賽蓮的標準穿著。\n穿著以下裝備可觸發套裝技能-【鏡花游雷】：\n【賽蓮-頭飾】\n【賽蓮-衣裝】\n【賽蓮-背翅】	攻擊時有機率觸發【鏡花游雷】，擊飛目標並造成傷害。	測試用道具，內部使用，請勿外流！！
9920	賽蓮-背翅	海神之女-賽蓮的標準穿著。\n穿著以下裝備可觸發套裝技能-【鏡花游雷】：\n【賽蓮-頭飾】\n【賽蓮-衣裝】\n【賽蓮-背翅】	攻擊時有機率觸發【鏡花游雷】，擊飛目標並造成傷害。	測試用道具，內部使用，請勿外流！！
9921	麗鎧騎士-頭飾	穿著以下裝備可觸發套裝技能-【榮耀射擊】：\n【麗鎧騎士-頭飾】\n【麗鎧騎士-上身】\n【麗鎧騎士-下身】	攻擊時有機率觸發【榮耀射擊】使目標造成傷害，並有機會擊倒目標。	測試用道具，內部使用，請勿外流！！
9922	麗鎧騎士-上身	穿著以下裝備可觸發套裝技能-【榮耀射擊】：\n【麗鎧騎士-頭飾】\n【麗鎧騎士-上身】\n【麗鎧騎士-下身】	攻擊時有機率觸發【榮耀射擊】使目標造成傷害，並有機會擊倒目標。	測試用道具，內部使用，請勿外流！！
9923	麗鎧騎士-下身	穿著以下裝備可觸發套裝技能-【榮耀射擊】：\n【麗鎧騎士-頭飾】\n【麗鎧騎士-上身】\n【麗鎧騎士-下身】	攻擊時有機率觸發【榮耀射擊】使目標造成傷害，並有機會擊倒目標。	測試用道具，內部使用，請勿外流！！
9951	囚犯-頭飾	監獄中的犯人穿的服裝，樣式受到某一部分人的喜歡，所以特別模仿製作。		測試用道具，內部使用，請勿外流！！
9952	囚犯-上身	監獄中的犯人穿的服裝，樣式受到某一部分人的喜歡，所以特別模仿製作。		測試用道具，內部使用，請勿外流！！
9953	囚犯-下身	監獄中的犯人穿的服裝，樣式受到某一部分人的喜歡，所以特別模仿製作。		測試用道具，內部使用，請勿外流！！
9954	囚犯-頭飾	監獄中的犯人穿的服裝，樣式受到某一部分人的喜歡，所以特別模仿製作。		測試用道具，內部使用，請勿外流！！
9955	囚犯-上身	監獄中的犯人穿的服裝，樣式受到某一部分人的喜歡，所以特別模仿製作。		測試用道具，內部使用，請勿外流！！
9956	囚犯-下身	監獄中的犯人穿的服裝，樣式受到某一部分人的喜歡，所以特別模仿製作。		測試用道具，內部使用，請勿外流！！
