n_ID	n_TYPE	n_NOTIFY_TYPE	s_MESSAGE
419	8	1	<text style="101" openui="Pet_Mix">รวมสัตว์เลี้ยง</text> ของลูกเรือ ทำการรวมสำเร็จ สามารถรับได้แล้ว!
420	3	0	เวลารีเซ็ทดันเจี้ยนยังคูลดาวน์ไม่สำเร็จ
421	3	0	จำนวนคนในทีมเกินจำนวนคนที่ดันเจี้ยนกำหนด
422	5	0	เลยเวลาลงทะเบียน PK แล้ว!
423	5	0	ผู้ที่ท่านเชิญอยู่ใน PK แล้ว!
424	35	0	วันนี้ยังไม่สามารถขอพรได้!
425	9	1	น่าเสียดาย! ภารกิจไม่มีใครช่วยให้สำเร็จได้!
426	5	0	ขอพรสำเร็จ!
427	67	0	พบเหตุการณ์กลางทะเล
428	35	0	พลังวิญญาณไม่เพียงพอ
429	35	0	มีคนกำลังทำความสะอาด
430	35	0	กำลังทำความสะอาดอย่างอื่นอยู่
431	0	0	กอบกู้พบสมบัติ! ลูกเรือได้รับการกระตุ้น ค่าขวัญเพิ่มขึ้น!!
432	4	0	ว้าว! ผ่านด่านแล้ว! ด่านใหม่กำลังเปิดขึ้น!
433	2	0	ฝ่ายใดฝ่ายหนึ่งยังไม่ได้ปลดล็อกเนื้อหาการซื้อขาย!
434	34	0	การซื้อถึงจำนวนจำกัดแล้ว!
435	66	0	ไอเทมวางขายแล้ว!
436	2	0	ไอเทมถูกนำออกแล้ว!
437	66	0	ซื้อไอเทมนี้สำเร็จ รีบไปดูที่ตู้นิรภัยสิ!
438	36	0	ไม่สามารถนำออกได้ กรุณาดูให้แน่ชัดว่าสินค้านี้ทำการขายไปแล้วหรือไม่!
439	36	0	ไม่มีสินค้านี้อยู่!
440	36	0	ไม่สามารถซื้อของที่ตนเองขายออกไปได้!
441	1	0	ใช้ยาฟื้นฟูสำเร็จ ฟื้นฟู $V1HP ยาฟื้นฟูถูกหัก 1 หน่วย
442	2	0	เรียก [ $V1 ] แล้ว!
443	2	0	เรียก [ $V1 ] กลับ!
444	3	0	หยุดการติดตาม!
445	3	0	เริ่มการติดตาม $V1 ...
446	2	0	กรุณาเลือกกล่อง!
447	35	0	เลเวลต่างกันมากเกินไป ไม่สามารถโอนย้ายได้!
448	2	0	การกดติดตามไม่สามารถทำการเหาะได้!
449	3	0	มีเพียงหัวหน้ากิลด์เท่านั้นที่สามารถลงทะเบียนได้!
450	3	0	กิลด์เลเวล3 จึงจะลงทะเบียนได้!
451	3	0	เลยเวลาลงทะเบียนแล้ว ครั้งหน้ากรุณามาล่วงหน้า!
452	3	0	ท่านลงทะเบียนแล้ว!
453	5	0	กิลด์ลงทะเบียน Guild War แล้ว! กรุณาเตรียมตัวให้พร้อม!
454	5	0	การจับคู่ต่อสู้ Guild War สำเร็จ! กิลด์ที่ลงทะเบียนสามารถตรวจสอบได้ในหน้า Guild
455	5	0	การรบในสมรภูมิ Guild War เริ่มแล้ว!
456	5	0	การรบในสมรภูมิสิ้นสุด! สนามจะเริ่มใน $V1 วินาที! กรุณาเตรียมตัวให้พร้อม
457	3	0	การรบในสมรภูมิเริ่มแล้ว ไม่สามารถทำการเลือกได้!
458	35	0	อีกนิดเดียวท่านก็จะได้ผลึกแล้ว!
459	66	0	การเปลี่ยนแปลงสำเร็จ!
460	66	0	เปิดช่องหลอมผลึกสำเร็จ!
461	66	0	ท่านขยายถึงขั้นสูงสุดแล้ว!
462	66	0	เพิ่มอัตราการหลอมแล้ว!
463	66	0	เพิ่มจำนวนความปลอดภัยแล้ว!
464	66	0	เพิ่มเลเวลผลึกแล้ว!
465	66	0	รีเซ็ทจำนวนการส่งด่วนแล้ว!
466	66	0	ดันเจี้ยนรีเซ็ทแล้ว!
467	3	0	 Field Guide  นี้รวบรวมครบแล้ว!
468	5	0	ถูกตัดออกจากเซิร์ฟเวอร์
469	35	0	ประเภทผลึกไม่ถูกต้อง!
470	35	0	ผลึกไม่สามารถหลอมได้!
471	1	0	ส่งคำเชิญแล้ว!
472	35	0	เครื่องสวมใส่ยังไม่ได้ตีบวก!
473	35	0	การประเมินถูกตัด!
474	35	0	แผนที่กำลังรีเซ็ท กรุณาสอดส่องใหม่อีกครั้ง
475	35	0	ปัจจุบันไม่จำเป็นต้องสอดส่อง
476	35	0	กำลังสอดส่องอยู่
477	35	0	สอดส่องไม่พบเหตุการณ์ใดในทะเล
478	35	0	เก็บไม่ได้ไอเทมอะไรซักอย่าง
479	35	0	เข้าเหตุการณ์การเดินเรือล้มเหลว
480	66	0	เริ่มหมักเหล้า!
481	66	0	ตัวละครเกิดใหม่แล้ว!
482	66	0	อัพเดทข้อมูลรางวัลแล้ว!
483	66	0	เริ่มนับถอยหลัง!
484	66	0	ได้รับรางวัล VIP!
485	3	0	ไอเทมกำลังรีเซ็ท!
486	66	0	ให้ยาวิเศษไปแล้ว!
487	1	0	ตู้นิรภัยเต็มแล้ว! เพื่อป้องกันการรับ <text style="101" path="622">กล่อง</text> ผิดพลาด กรุณาว่างไว้ 1 ช่อง!
488	40	3	มีกล่องที่ใกล้หมดอายุ กรุณาไปหา <text style="101" path="622">ผู้ดูแลตู้นิรภัย</text> เพื่อรับกล่องนั้น!
489	3	0	ตู้นิรภัยของฝ่างตรงข้ามเต็มแล้ว ไม่สามารถส่งกล่องได้!
490	66	0	ฟื้นฟูระดับความพอใจของลูกเรือท่านนี้สูงสุดแล้ว!
491	66	0	รีเซ็ทค่าสเตตัสแล้ว!
492	66	0	ฟื้นฟูระดับความพอใจของลูกเรือท่านนี้สูงสุดแล้ว!
493	35	0	ยังไม่ได้ร่วมทีม! ไม่สามารถแชร์ภารกิจได้!
494	35	0	ภารกิจกำลังดำเนินการ ไม่สามารถแชร์ภารกิจได้!
495	35	0	ภารกิจของเพื่อนในทีมกำลังดำเนินการ ไม่สามารถแชร์ภารกิจได้!
496	35	0	ไม่สามารถแชร์ภารกิจที่ล้มเหลวได้!
497	35	0	รับภารกิจเกินจำนวนจำกัด
498	66	0	สร้างตัวละครสำเร็จ!
499	3	0	ใส่ส่วนบำรุงแล้ว!
500	3	0	ใส่ผลึกแล้ว!
501	35	0	ในช่องหลอมผลึกมีผลึกอื่นอยู่แล้ว!
502	259	0	การหลอมล้มเหลว ผลของ Refined Guarantee รักษาผลึกไว้!
503	1	0	สถานะไม่เปลี่ยนแปลง!
504	35	0	ไอเทมที่มีเวลาจำกัดไม่สามารถวางขายได้!
505	35	0	ล้มเหลว! จดหมายของฝ่ายตรงข้ามเต็มแล้ว!
506	8	1	[ $V1 ] ใกล้จะหมดเวลา เพื่อป้องกันการสูญเสีย กรุณานำมาใช้!
507	8	1	[ $V1 ] หมดเวลาแล้ว หากมีความต้องการในสิ่งนี้หาซื้อได้ที่ร้านค้า!
508	35	0	ผสมไอเทมไม่สามารถทำซ้ำได้!
509	8	3	ตู้นิรภัยเต็มแล้ว <text style="101" path="622">กล่อง</text> ใหม่ ไม่สามารถเก็บได้ กรุณาจัดเรียงตู้ใหม่!
510	1	0	ได้รับคุกกี้ $V1 คุกกี้!
511	1	0	ได้รับ Token $V1 เหรียญ!
512	3	0	นำผลึกออกแล้ว!
513	3	0	บันทึกข้อมูลเครื่องสวมใส่ของลูกเรือแล้ว!
514	3	0	ต้องเลือกดันเจี้ยนอย่างน้อย 1 ดัน
515	3	0	ซื้อ $V1 เสร็จสิ้น!
516	3	0	ตัวละครยังไม่ผ่านภารกิจ ไม่สามารถเล่นได้!
517	3	0	รอสร้างตัวละคร~
518	3	0	อาชีมไม่ถูกต้อง ไม่สามารถเปิดหน้าสกิลได้!
519	3	0	ลบตัวละครสำเร็จ!
520	3	0	การยกเลิกสำเร็จ!
521	3	0	ล้มเหลว!ไม่มีตัวละครนี้อยู่!
522	3	0	ล้มเหลว!ตัวละครเป็นหัวหน้ากิลด์!
523	3	0	ล้มเหลว!อยู่ในสถานะลบแล้ว!
524	3	0	ล้มเหลว!ข้อมูลคลังผิดพลาด!
525	3	0	ล้มเหลว!รหัสเกมผิด!
526	3	0	ล้มเหลว!ตัวละครไม่ได้อยู่ในสถานะลบ!
527	33	0	อยู่ในเวลาการแบนคำพูด ไม่สามารถส่งคำพูดได้!
528	3	0	มีคำสั่งกำลังดำเนินการอยู่
529	2	0	รหัสเกมเกิดความผิดพลาด!
530	3	0	เป้าหมายไม่ใช่ที่นี่!
531	35	0	ปัจจุบันยังไม่สามารถผสม ไอเทมสัตว์สวยงามในจำนวนนี้ได้!
532	35	0	ผสมล้มเหลว ไอเทมสัตว์สวยงามไม่สูญหาย!
533	35	0	ช่องว่างในตู้นิรภัยไม่เพียงพอ ไม่สามารถให้บริการได้!
534	35	0	เกินจำนวนวางขายที่กำหนด!
535	33	0	เลยเวลาการลงทะเบียน! ไม่สามารถเข้าร่วมกิจกรรมได้!
536	3	0	 [ $V1 ] กลายเป็นหัวหน้าทีม!
537	3	0	มอบของขวัญสำเร็จ!
538	3	0	 [ $V1 ] เชิญท่านเข้าดันเจี้ยน [$V2] !
539	1	0	ปิดประกาศเพื่อนแล้ว!
540	1	0	เปิดประกาศเพื่อนแล้ว!
541	2	0	ไม่มีไอเทมที่ต้องการ ไม่สามารถเรียกได้!
542	2	0	มีลูกเรือตัวอื่นถูกเรียกอยู่ กรุณาเรียกตัวนี้กลับก่อน!
543	2	0	มีสัตว์เลี้ยงตัวอื่นถูกเรียกอยู่!
544	2	0	ยังไม่ได้อัพเกรดวัสดุใดๆ!
545	2	0	สวมใส่เรียบร้อยแล้ว！
546	3	0	บันทึกข้อมูลเครื่องสวมใส่ของลูกเรือแล้ว！
547	2	0	เปลี่ยนโหมดการต่อสู้แล้ว!
548	35	0	ลูกเรือกำลังรอการคืนชีพ ไม่สามารเรียกซ้ำได้!
549	3	0	รายชื่อของฝ่ายตรงข้ามเต็มแล้ว!
550	3	0	Token ไม่เพียงพอ!
551	3	0	โหมด Token สามารถใช้ Token ซื้อได้เท่านั้น
552	3	0	ภายในผิดพลาด
553	3	0	Gashapon ผิดพลาด ไม่ใช่ไอเทมสำหรับ Gashapon
554	3	0	Gashapon ผิดพลาด ไม่มีลำดับ Gashapon
555	3	0	Gashapon ผิดพลาด ช่องว่างในกระเป๋าไม่เพียงพอ
556	3	0	Gashapon ผิดพลาด การแลกเปลี่ยนในกระเป๋าถูกล็อกไว้
557	3	0	Gashapon ผิดพลาด ไอเทม Gashapon ถูกล็อก
558	3	0	ไม่สามารถส่งของขวัญให้คนที่ไม่ใช่เพื่อน!
559	3	0	ข้อมูลคลังผิดพลาด ไม่สามารถซื้อได้!
560	3	0	มีประสิทธิผลที่เท่ากันหรือดีกว่าแล้ว!
561	3	0	คูปองแลกเปลี่ยนนี้ถูกใช้ไปแล้ว!
562	3	0	ในดันเจี้ยนไม่สามารถทำการรีเซ็ทดันเจี้ยนได้
563	3	0	ยังไม่เลยเวลาการรับของจากร้านค้าคืน!
564	3	0	ของขวัญไม่มีอยู่ (ไม่มีไอเทมนี้)!
565	3	0	ไม่สามารถลบสถานะการขี่ได้!
566	3	0	จดหมายขวดแก้วทิ้งลงแม่น้ำแล้ว~
567	3	0	กรุณาใส่เนื้อหาในจดหมาย!
568	3	0	กำลังจับคู่ ยังส่งไม่ได้!
569	3	0	ขวดจดหมายเกิดความผิดพลาด!
570	3	0	ยกเลิกการจำนำ $V1 !
571	3	0	ลูกเรือท่านนี้ถูกเรียกอยู่ ไม่สามารถเก็บได้!
572	3	0	ลูกเรือท่านนี้ถูกเรียกอยู่!
573	3	0	ในแผนที่นี้ไม่สามารถเรียกลูกเรือหรือเรียกลูกเรือกลับได้!
574	3	0	ในฉากนี้ไม่สามารถเรียกสัตว์สวยงามหรือเรียกสัตว์สวยงามกลับได้!
575	35	0	ล้มเหลว!เงินของฝ่ายตรงข้ามไม่เพียงพอ!
576	3	0	ข้อมูลสังคมเป็นข้อมูลเริ่มต้น!
577	3	0	กรุณาเลือกภารกิจ 1 อย่าง!
578	8	3	ปัจจุบันมี $V1 个<text style="101" path="622">กล่อง</text>ที่ยังไม่ได้รับ กรุณากดรับก่อนหมดอายุ!
579	1	0	เปิดการใช้ยาฟื้นฟูอัตโนมัติแล้ว
580	1	0	ปิดการใช้ยาฟื้นฟูอัตโนมัติแล้ว
581	3	0	ปิดการใช้ยาฟื้นฟูอัตโนมัติแล้ว
582	3	0	ดูดซับส่วนบำรุงแล้ว!
583	3	0	จำนวนการซื้อหรือเงินห้ามเป็น 0!
584	3	0	เนื่องจาก [ $V1 ] สะสม Field Guide ของดันเจี้ยนนี้ คะแนนสรุปของรอบนี้+$V2
585	3	0	ในการต่อสู้ ไม่สามารถเปลี่ยนแชนแนลได้!
586	3	0	ในการแลกเปลี่ยน ไม่สามารถเปลี่ยนแชนแนลได้!
587	3	0	ในดันเจี้ยน ไม่สามารถเปลี่ยนแชนแนลได้!
588	1	0	ท่านถูกไล่ออกจากกิลด์!
589	35	0	เหตุการณ์การเดินเรือนี้ไม่สามารถดำเนินการในแชนแนลนี้ได้!
590	3	0	แชร์ภารกิจ [ $V1 ] ให้ [$V2] ล้มเหลว
591	1	0	ปรับชื่อตำแหน่งแล้ว
592	3	0	ระดับความพอใจถึงระดับสูงสุดแล้ว!
593	3	0	ฝ่ายตรงข้ามเหลือไอเทมแค่อย่างเดียวแล้ว
594	3	0	จำนวนเลือดของลูกเรือเต็มแล้ว!
595	3	0	จำนวนของตำแหน่งนี้เต็มแล้ว!
596	3	0	ไม่มีการตั้งค่า Token แลกกล่อง!
597	3	0	ไม่สามารถใช้ตอนที่ยังไม่ได้เรียกลูกเรือได้!
598	3	0	เพิ่มจำนวนประกันการหลอมแล้ว สามารถไปดูได้ที่หน้าหลอมผลึก!
599	3	0	ร้านค้านี้ขายหมดแล้ว!
600	3	0	เกินจำนวนการซื้อเดี่ยวที่กำหนด!
601	3	0	รวมภาพสำเร็จ!
602	3	0	พลังชีวิตเต็มหมดแล้ว
603	131	0	ได้รับธาตุหายาก- [World Essence] x $V1!
604	3	0	ผลึกทั้งหมดได้อัพถึงเลเวลสูงสุดแล้วหรือปัจจุบันไม่มีผลึกที่สามารถอัพเกรดได้อีก!
605	3	0	ค่าขวัญถึงจำนวนสูงสุดแล้ว!
606	3	0	เพิ่มค่าขวัญ $V1 แต้ม!
607	3	0	ไม่สามารถนำทางสู่มอนสเตอร์ได้หากอยู่ในสถานะนี้
608	3	0	ยังไม่ถึงเวลาการลงทะเบียนกิจกรรม!
609	3	0	เลเวลเครื่องสวมใส่น้อยเกินไปหรือมีเครื่องสวมใส่ที่มีผลดีกว่าอยู่แล้ว!
610	3	0	ลดเลเวลสำเร็จ!
611	3	0	เพิ่มระดับแสงของผลึกแล้ว!
612	3	0	ระดับแสงของผลึกถึงจำนวนสูงสุดแล้ว!
613	1	0	ท่านไม่มีสิทธิ์ GM ในการดำเนินการฟังก์ชั่นนี้!
614	1	0	กรุณาใส่เลขหรือตัวอักษรตามช่อง!
615	1	0	ไอดีถูกแบน กรุณาติดต่อเจ้าหน้าที่!
616	3	0	ตัวละครนี้ถูกล็อก!
617	1	0	ดำเนินการฟังก์ชั่น GM สำเร็จ
618	1	0	ท่านไม่ใช่ GM ไม่สามารถใช้คำสั่ง GM ได้
619	1	0	ท่านไม่มีสิทธิ์ในการใช้คำสั่ง GM 
620	1	0	ไม่มีผู้เล่นท่านนี้หรือผู้เล่นท่านนี้ไม่อยู่ในระบบ ไม่สามารถใช้คำสั่งนี้ได้
621	1	0	ผู้เล่นปัจจุบันกำลังย้ายแชนแนล ไม่สามารถใช้คำสั่งนี้ได้
622	3	0	แผนที่นี้ได้ถูก GM แบนคำพูดไว้!
623	3	0	ยกเลิกการแบนคำพูดแล้ว!
624	3	0	เนื่องจากท่าน $V1 จึงถูก GM แบนคำพูดเป็นเวลา $V2 นาที
625	3	0	เนื่องจากท่าน $V1 GM แบนคำพูดถาวร
626	3	0	ปลดสถานะห้ามพูดแล้ว
627	3	0	ท่านอยู่ในสถานะห้ามพูด ไม่สามารถส่งคำพูดได้
628	9	1	$V1 เปิดแล้ว สามารถเปิด <text style="101" openui="Activity_Main_Client">$V1</text> ได้จากเมนูหลัก！ （ในแต่ละวันสามารถเล่นได้ 1 ครั้งเท่านั้น！）
629	1	0	 $V1  วันนี้ยังสามารถเล่นได้อยู่ ไม่จำเป็นต้องทำการรีเซ็ท
630	3	0	สินค้านี้ยังไม่วางจำหน่าย!
631	3	0	ไม่สามารถใช้ไอเทมนี้ได้ในสถานะนี้!
632	3	0	เปลี่ยนแชนแนลสำเร็จ
633	3	0	กำลังทำภารกิจ!
634	3	0	ภารกิจสำเร็จ ยังสามารถทำได้อีก 1 ครั้ง
635	75	1	 $V1  รีเซ้ทแล้ว สามารถเล่นได้อีก 1 ครั้ง!
636	9	1	กิจกรรม<text style="101" openui="Activity_Confirm_Know">Knowledge Master</text>ใกล้เริ่มแล้ว รีบมาลงทะเบียนกันเลย
637	3	0	กรุณาใส่รหัสลับ!
638	3	0	กรุณาใส่รหัสลับอีกครั้ง!
639	3	0	จะต้องอยู่ใน Guild Island จึงจะทำการขอพรได้
640	3	0	ท่านขอพรของวันนี้ไปแล้ว!
641	67	0	ยินดีด้วยท่านทายถูก!
642	35	0	น่าเสียดาย ท่านทายไม่ถูก
643	3	0	ท่านทำได้ไม่ถึงคะแนนขั้นต่ำ! คราวต่อไปพยายามเข้านะ!
644	3	0	ในตัวท่านตอนนี้ไม่เหลือยาฟื้นฟูแล้ว!
645	1	0	ไม่สามารถใช้สกิลหรือการแสดงใดๆได้ในสถานะนี้
646	1	0	ไม่สามารถเข้าด่านและเก็บของได้ในสถานะนี้
647	2	0	เลยเวลา $V1 วินาที ยังไม่สามารถรับข้อมูล Server ได้ กรุณาออกจาระบบ เพื่อป้องกันการสูญหายของข้อมูล
648	2	0	ไม่สามารถเข้าร่วมกิลด์ได้ เนื่องจากกิลด์ล่มสลายแล้ว
649	2	0	เลเวลของกิลด์ไม่เพียงพอ ไม่สามารถไล่สมาชิกออกได้
650	2	0	การอัพเลเวลล้มเหลว ผู้เล่นท่านนี้ทำการอัพเลเวลไปแล้ว!
651	2	0	วันนี้เลือกรับรางวัลไปแล้ว ไม่สามารถขอพรได้อีก
652	2	0	รูปร่างไม่ถูกต้อง
653	2	0	สร้างตัวละครล้มเหลว
654	2	0	ข้อมูลตัวละครไม่ถูกต้อง
655	2	0	ข้อมูลผู้เล่นท่านนี้ไม่มีอยู่แล้ว
656	2	0	ออกจากระบบล้มเหลว
657	2	0	เปลี่ยนแชนแนลล้มเหลว
658	2	0	แชนแนลปัจจุบันกำลังปรับปรุงอยู่
659	2	0	จำนวนคนในแชนแนลเป้าหมายเต็มแล้ว
660	2	0	ยังไม่ได้เรียนสกิลนี้
661	4	0	ช่องว่างไม่เพียงพอ กรุณาเว้นว่างไว้อย่างน้อย $V1 ช่อง!
662	2	0	ไม่มีสมบัติ! จะต้องเป็นการเข้าใจผิดแน่ๆ...
663	2	0	ท่านสามารถเข้าใกล้สมบัติอีกก้าวนึงแล้วนะ!
664	2	0	โอว้! มีคนขุดสมบัติชิ้นนี้อยู่เหมือนกัน!
665	2	0	พระเจ้า! เป็นไปได้อย่างไร! กล่องสมบัติว่างเปล่า...
666	2	0	ด่านกำลังคลูดาวน์ กรุณารอสักครู่
667	1	0	รูปถูกบันทึกไว้ที่: $V1 
668	35	0	ผลึกนี้ไม่สามารถฝังประดับได้! กรุณาอัพเกรดผลึกก่อน!
669	35	0	ฉากนี้ไม่สามารถใช้สัตว์ขี่ได้!
670	3	0	เลเวลผลึกถึงจำนวนสูงสุดแล้ว
671	2	0	ไม่มีส่วนบำรุงที่สามารถดูดซับได้
672	2	0	ช่วยเหลือสำเร็จ!
673	2	0	รอการเปลี่ยนแชนแนล
674	2	0	กรุณาสร้างตัวละครก่อน
675	2	0	สกิลผิดพลาด
676	2	0	ตั้งค่าสกิลผิดพลาด
677	2	0	สกิลผิด
678	2	0	ขยายช่องในกระเป๋าสูงสุดแล้ว ไม่สามารถขยายได้อีก!
679	2	0	กระเป๋าถูกขยายแล้ว!
680	2	0	อัพเกรดผลึกถึงเลเวลสูงสุดแล้ว ไม่สามารภทำการดูดซับได้!
681	5	0	หยุดการเสนอเซิร์ฟเวอร์!
682	3	0	ไอเทมนี้ไม่สามารถเพิ่มจำนวนสูงสุดของการตีบวกได้!
683	3	0	เพิ่มจำนวนสูงสุดของการตีบวกเครื่องสวมใส่แล้ว!
684	4	0	ตัวละครตัวนี้ไม่ได้ถูกแบนคำพูด
685	3	0	ใน Guild Island ไม่สามารถเปลี่ยนแชนแนลได้!
686	9	1	ไอเทมหมดเวลา หัก [ $V1 ] !
687	35	0	กิลด์ฝ่ายตรงข้ามคนเต็มแล้ว ไม่สามารถเข้าร่วมได้!
688	5	0	ซื้อล้มเหลว! คลังร้านค้าที่ว่างไม่เพียงพอ!
689	5	0	รับล้มเหลว!คลังร้านค้าที่ว่างไม่เพียงพอ!
690	3	0	จำนวนสูงสุดของการตีบวกของเครื่องสวมใส่เป้าหมายสูงเกินที่ไอเทมนี้จะเพิ่มค่าตีบวกได้!
691	66	0	ใช้การตั้งค่าระบบนี้แล้ว
692	8	2	 $V1  ได้ใส่ข้อความลงในกระดานฝากข้อความกิลด์แล้ว
693	3	0	เลเวลสูงสุดของเครื่องสวมใส่เป้าหมายต่ำเกินไป ไม่สามารถโอนย้ายได้!
694	3	0	กรุณานำสกิลนี้ใส่ลงไปยังช่องคีย์ลัด
695	3	0	สกิลนี้ไม่สามารถใส่ลงในนี้ได้
696	3	0	อยู่ในการต่อสู้ไม่สามารถเปลี่ยนสกิลได้
697	3	0	ท่านไม่สามารถเปลี่ยนสกิลที่กำลังคูลดาวน์ได้
698	3	0	จำนวนสกิลตำแหน่งพิเศษไม่สามารถเกิน 3 อัน
699	3	0	รายชื่อเพื่อนของฝ่านตรงข้ามเต็มแล้ว ไม่สามารถสร้างสัมพันธ์แบบเพื่อนทางจดหมายได้
700	67	0	เพิ่ม $V1 ในเพื่อนทางจดหมายแล้ว
701	3	0	จำนวนที่เปลี่ยนมือได้ของเครื่องสวมใส่นี้เหลือ 0 ไม่สามารถขายต่อได้!
702	5	0	ไม่ได้เปลี่ยนการตั้งค่ารูปลักษณ์ใดๆทั้งสิ้น!
703	66	0	เปลี่ยนรูปลักษณ์สำเร็จ!
704	66	0	เปลี่ยนนามแฝง!
705	515	0	แลกเปลี่ยนสำเร็จ!
706	1	0	สเปคคอมไม่เพียงพอ เราแนะนำให้ไปที่ [<text style="101" openui="SystemSetting_Main">ตั้งค่าระบบ</text>] ตั้งค่าเป็น [ผลลัพธ์ที่ดีที่สุด] 
707	2	0	เก็บได้ $V1 *$V2!
708	2	0	ยังไม่ได้เปลี่ยนนามแฝงก่อนหน้า กรุณาตั้งค่าใหม่!
709	2	0	นามแฝงไม่สามารถเว้นว่าง กรุณาตั้งค่าใหม่!
710	2	0	ตัวอักษรนามแฝงยาวเกินไป หรือใช้ตัวหนังสือที่ไม่ถูกต้อง!
711	2	0	SERVER ล่าช้า! กรุณารอสักครู่ และค่อยกลับมาใส่นามแฝงอีกครั้ง!
712	2	0	ในตัวมีจดหมายขวดแก้วจากเพื่อนทางจดหมายแล้ว!
713	66	0	เขียนจดหมายถึงเพื่อนทางจดหมายสำเร็จ!
714	2	0	เนื้อหาจดหมายไม่สามารถเว้นว่าง!
715	66	0	ขว้างจดหมายขวดแก้วของเพื่อนสำเร็จ
716	2	0	จดหมายขวดแก้วจะต้องทิ้งกลางทะเลเท่านั้นนะ!
717	2	0	เลเวลไม่เพียงพอไม่สามารถขว้างได้!
718	2	0	จดหมายขวดแก้ว 1 ขวด สามารถขว้างได้ 1 ครั้งเท่านั้น!
719	2	0	จดหมายลอยเป็นเวลานานเกินไป กรุณาเขียนใหม่อีกครั้ง!
720	2	0	เกิดความผิดพลาดขณะเปิด กรุณาลองใหม่อีกครั้ง
721	2	0	เนื้อหาในจดหมายไม่ชัดเจน ไม่สามารถอ่านได้!
722	2	0	ยกเลิกคำเชิญของเพื่อนทางจดหมาย...
723	2	0	อยู่ในรายชื่อเพื่อนแล้ว ไม่สามารถเพิ่มเป็นเพื่อนทางจดหมายได้
724	2	0	รายชื่อเพื่อนเต็มแล้ว
725	2	0	บันทึกลงในบัญชีดำแล้ว ไม่สามารถเพิ่มเป็นเพื่อนทางจดหมายได้
726	2	0	ด่านนี้ไม่สามารถทำการต่อสู้ได้
727	66	0	ท่านได้เป็นเพื่อนทางจดหมายกับ $V1 แล้ว! เริ่มติดต่อกันเลย!
728	3	0	การเชื่อมต่อกับเซิรืฟเวอร์มีปัญหา ถูกบังคับให้ออกจากกิจกรรม!
729	2	0	ต้องการ Soul Gather 1 ขั้น จึงจะใช้งานได้
730	2	0	ต้องการ Soul Gather 2 ขั้น จึงจะใช้งานได้
731	2	0	ต้องการ Soul Gather 3 ขั้น จึงจะใช้งานได้
732	2	0	ต้องการ Soul Gather 4 ขั้น จึงจะใช้งานได้
733	2	0	ต้องการ Soul Gather 5 ขั้น จึงจะใช้งานได้
734	2	0	หาเรืออับปางไม่พบ! จะต้องเป็นการเข้าใจผิดแน่ๆ...
735	2	0	ท่านสามารถเข้าใกล้เรืออับปางอีกก้าวนึงแล้วนะ!
736	3	0	ตัวละครได้รับ Editing Character Service กรุณาไปหน้าสร้างตัวละครเพื่อนตั้งค่าตัวละคร!
737	34	0	เรียนสกิลถึงระดับสูงสุดแล้ว!
738	3	0	ไอเทมถูกเพิ่มจำนวนการเปลี่ยนมือแล้ว!
739	2	0	เพื่อนทางจดหมายไม่ถูกต้อง กรุณาเปิดหน้าใหม่เพื่ออัพเดทข้อมูล
740	3	0	หน้าเต็มแล้ว ไม่สามารถตั้งค่าอีกได้!
741	3	0	ท่านถูก GM แบนคำพูด $V2 นาที
742	3	0	ท่านถูก GM แบนคำพูดถาวร
743	3	0	จำนวนเพื่อนเพิ่มขึ้นแล้ว!
744	3	0	ผู้เล่นยังไม่ได้เข้าร่วมกิลด์ ไม่สามารถใช้ไอเทมได้!
745	34	0	ในน้ำไม่สามารถเรียกสัตว์ขี่ได้!
746	65	0	ใช้แต็มสำเร็จ!
747	33	0	การใช้แต้มผิดพลาด กรุณาทำใหม่อีกครั้ง
748	34	0	ไม่สามารถทำท่าทางได้ในน้ำ
749	35	0	กรุณาตรวจสอบรอบตัวท่าน อาจมีสมบัติตดหล่นอยู่ก็เป็นได้!
750	8	1	ห้องเก็บเหล้าได้เหล้าหอมกรุ่น รีบไปนำมาดื่มเลยสิ!
751	66	0	เปลี่ยนแปลงสำเร็จ
752	35	0	ไอเทมไม่สามารถหลอมซ้ำได้!
753	34	0	ท่านจะต้องมีหุ่นยนต์ก่อน ถึงจะใช้ไอเทมนี้ได้!
754	34	0	ไม่สามารถใช้ในน้ำได้!
755	3	0	เข้าทีมโจมสลัดแล้ว
756	3	0	เข้าทีมทหารเรือแล้ว
757	35	0	ตัวละครที่ยังไม่มีกิลด์เท่านั้นที่สามารถเปลี่ยนค่ายได้ และต้องไม่ได้อยู่ในแชลแนล PVP
758	2	0	ท่านไม่สามารถทำท่าทางได้
759	66	0	ตั้งค่าข้อมูลส่วนตัวแล้ว
760	3	0	อัพเกรดคุณภาพลูกเรือแล้ว ดูท่าทางพึ่งได้มากขึ้นนะ!
761	3	0	เพิ่มคุณภาพล้มเหลว ลองอีกครั้งสิ!
762	68	0	เปิดกล่องสมบัติบนเกาะทั้งหมด! ได้รับผล Treasure Bowl!
763	34	0	การตั้งค่าครั้งใหม่ เหมือนค่าเริ่มต้น!
764	34	0	ตัวหนังสือเกินจำนวนที่กำหนด
765	2	0	สถานะต่อสู้สิ้นสุด
766	3	0	การคืน Token ผิดพลาด กรุณารอสักครู่และลองใหม่อีกครั้ง!
