n_ID	s_NAME	s_ID_ICON	s_ID_MODEL_PARTS	n_ID_MODEL	n_ID_MAP	n_DROPMODEL_TYPE	s_MODEL_EFFECT	n_TAG_TRADE	n_QUALITY	n_ITEMLV	n_CONDITION_LV	n_CONDITION_GENDER	n_CONDITION_CLASS	n_CONDITION_CAMPS	n_CONDITION_SKILL	n_CONDITION_SKILLLV	n_ICONSLOT	n_EQUIPSLOT	n_EQUIPTYPE	n_EQUIPTYPE_EFFECT	n_TAG_LOOT	s_TAG_EXTRA	n_ID_USAGE	n_CD	n_PRICE_BUY	n_PRICE_VENDER	n_QUATITY_STACK	s_ITEM_EXIST	n_ID_BUFF	s_EQUIPFX	s_VARYDATA	n_BROADCAST	n_BROADCAST_QUANTITY	n_AVATAR_ADMIX	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
137	冒險公爵-頭飾	ICON_HT_029_000	HT	29	0	2		0	1	1	0	1	0	0	0	0	1	1	131072	1	256		0	0	10	1	1		17507			0	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
138	冒險公爵-上身	ICON_CT_029_000	CT	29	0	2		0	1	1	0	1	0	0	0	0	2	2	262144	0	256		0	0	10	1	1		17507			0	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
139	冒險公爵-下身	ICON_LG_029_000	LG	29	0	2		0	1	1	0	1	0	0	0	0	4	4	262144	0	256		0	0	10	1	1		17507			0	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
140	蘿辣-頭飾	ICON_HT_018_000_F	HT	18	0	2		0	1	1	0	2	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		17511			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
141	蘿辣-上身	ICON_CT_018_000_F	CT	18	0	2		0	1	1	0	2	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		17511			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
142	蘿辣-下身	ICON_LG_018_000_F	LG	18	0	2		0	1	1	0	2	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		17511			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
143	賽費羅斯-頭飾	ICON_HT_019_000_M	HT	19	0	2		0	1	1	0	1	0	0	0	0	1	1	131072	0	256		0	0	10	1	1		17505			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
144	賽費羅斯-上身	ICON_CT_019_000_M	CT	19	0	2		0	1	1	0	1	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		17505			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
145	賽費羅斯-下身	ICON_LG_019_000_M	LG	19	0	2		0	1	1	0	1	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		17505			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
146	菲歐娜-眼罩	ICON_MK_001_000_F	MK	1	0	2		0	1	1	0	2	0	0	0	0	4096	4096	262144	0	256		0	0	10	1	1		17505			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
147	菲歐娜-上身	ICON_CT_019_000_F	CT	19	0	2		0	1	1	0	2	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		17505			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
148	菲歐娜-下身	ICON_LG_019_000_F	LG	19	0	2		0	1	1	0	2	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		17505			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
149	賽蓮-頭飾	ICON_HT_020_000	HT	20	0	2		0	1	1	0	2	0	0	0	0	1	1	131072	0	260		0	0	10	1	1		17507	1;L_VF_HT_020_000_000		0	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
150	賽蓮-衣裝	ICON_CT_020_000	CT	20	0	2		0	1	1	0	2	0	0	0	0	2	6	262144	0	260		0	0	10	1	1		17507			0	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
151	賽蓮-背翅	ICON_BK_007_000	BK	7	0	2		0	1	1	0	2	0	0	0	0	2048	2048	262144	0	256		0	0	10	1	1		17507			0	0	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
152	席爾巴-頭飾	ICON_HT_017_000_M	HT	17	0	2		0	1	1	0	1	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
153	席爾巴-上身	ICON_CT_017_000_M	CT	17	0	2		0	1	1	0	1	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
154	席爾巴-下身	ICON_LG_017_000_M	LG	17	0	2		0	1	1	0	1	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
155	達文西-頭飾	ICON_HT_018_000_M	HT	18	0	2		0	1	1	0	1	0	0	0	0	1	1	131072	1	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
156	達文西-上身	ICON_CT_018_000_M	CT	18	0	2		0	1	1	0	1	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
157	達文西-下身	ICON_LG_018_000_M	LG	18	0	2		0	1	1	0	1	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
158	麗鎧騎士-頭飾	ICON_HT_028_000_F	HT	28	0	2		0	1	1	0	2	0	0	0	0	1	1	131072	0	256		0	0	10	1	1		17503	1;L_VF_HT_028_000		0	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
159	麗鎧騎士-上身	ICON_CT_028_000_F	CT	28	0	2		0	1	1	0	2	0	0	0	0	2	2	262144	0	256		0	0	10	1	1		17503			0	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
160	麗鎧騎士-下身	ICON_LG_028_000_F	LG	28	0	2		0	1	1	0	2	0	0	0	0	4	4	262144	0	256		0	0	10	1	1		17503			0	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
161	鬼骸艦長-頭飾	ICON_HT_046_000	HT	46	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	256		0	0	10	1	1		17513			0	0	0	1.06.0000	1.07.0000	1.07.0000	1.07.0000
162	鬼骸艦長-衣裝	ICON_CT_046_000	CT	46	0	2		0	1	1	0	0	0	0	0	0	2	6	262144	0	256		0	0	10	1	1		17513			0	0	0	1.06.0000	1.07.0000	1.07.0000	1.07.0000
207	律法執行者-頭飾	ICON_HT_030_001	HT	30	1	2		0	1	1	0	1	0	0	0	0	1	1	131072	3	256		0	0	10	1	1		17512			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
208	律法執行者-上身	ICON_CT_030_001	CT	30	1	2		0	1	1	0	1	0	0	0	0	2	2	262144	0	256		0	0	10	1	1		17512			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
209	律法執行者-下身	ICON_LG_030_001	LG	30	1	2		0	1	1	0	1	0	0	0	0	4	4	262144	0	256		0	0	10	1	1		17512			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
213	千帆鬥者-頭飾	ICON_HT_032_001	HT	32	1	2		0	1	1	0	1	0	0	0	0	1	1	131072	3	256		0	0	10	1	1		17511			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
214	千帆鬥者-上身	ICON_CT_032_001	CT	32	1	2		0	1	1	0	1	0	0	0	0	2	2	262144	0	256		0	0	10	1	1		17511			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
215	千帆鬥者-下身	ICON_LG_032_001	LG	32	1	2		0	1	1	0	1	0	0	0	0	4	4	262144	0	256		0	0	10	1	1		17511			0	0	0	OUT	1.08.0000	1.08.0000	1.08.0000
219	鬼骸艦長-眼罩	ICON_MK_011_000	MK	11	0	2		0	1	1	0	0	0	0	0	0	4096	4096	262144	0	256		0	0	10	1	1		17513			0	0	0	1.06.0000	1.07.0000	1.07.0000	1.07.0000
220	聖誕情人(溫暖)-上身	ICON_CT_047_000_M	CT	47	0	2		0	1	1	0	1	0	0	0	0	2	2	262144	0	256		0	0	10	1	1		17514			0	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
221	聖誕情人(溫暖)-下身	ICON_LG_047_000_M	LG	47	0	2		0	1	1	0	1	0	0	0	0	4	4	262144	0	256		0	0	10	1	1		17514			0	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
222	聖誕情人(俏麗)-上身	ICON_CT_047_000_F	CT	47	0	2		0	1	1	0	2	0	0	0	0	2	2	262144	0	256		0	0	10	1	1		17514			0	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
223	聖誕情人(俏麗)-下身	ICON_LG_047_000_F	LG	47	0	2		0	1	1	0	2	0	0	0	0	4	4	262144	0	256		0	0	10	1	1		17514			0	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
224	浪漫情人-頭飾	ICON_HT_049_000_M	HT	49	0	2		0	1	1	0	1	0	0	0	0	1	1	131072	1	256		0	0	10	1	1		17515			0	0	0	1.13.0000	1.07.0000	1.07.0000	1.07.0000
225	浪漫情人-上身	ICON_CT_049_000_M	CT	49	0	2		0	1	1	0	1	0	0	0	0	2	2	262144	0	256		0	0	10	1	1		17515			0	0	0	1.13.0000	1.07.0000	1.07.0000	1.07.0000
226	浪漫情人-下身	ICON_LG_049_000_M	LG	49	0	2		0	1	1	0	1	0	0	0	0	4	4	262144	0	256		0	0	10	1	1		17515			0	0	0	1.13.0000	1.07.0000	1.07.0000	1.07.0000
227	紅粉佳人-頭飾	ICON_HT_049_000_F	HT	49	0	2		0	1	1	0	2	0	0	0	0	1	1	131072	0	256		0	0	10	1	1		17515			0	0	0	1.13.0000	1.07.0000	1.07.0000	1.07.0000
228	紅粉佳人-上身	ICON_CT_049_000_F	CT	49	0	2		0	1	1	0	2	0	0	0	0	2	2	262144	0	256		0	0	10	1	1		17515			0	0	0	1.13.0000	1.07.0000	1.07.0000	1.07.0000
229	紅粉佳人-下身	ICON_LG_049_000_F	LG	49	0	2		0	1	1	0	2	0	0	0	0	4	4	262144	0	256		0	0	10	1	1		17515			0	0	0	1.13.0000	1.07.0000	1.07.0000	1.07.0000
230	衛兵-頭飾	ICON_HT_034_000	HT	34	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	2	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
231	衛兵-上身	ICON_CT_034_000	CT	34	0	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
232	衛兵-下身	ICON_LG_034_000	LG	34	0	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
233	炎十字-頭飾	ICON_HT_048_001	HT	48	1	2		0	1	1	0	0	0	0	0	0	1	1	131072	0	260		0	0	10	1	1		0			0	0	0	OUT	1.07.0000	1.08.0000	1.08.0000
234	炎十字-上身	ICON_CT_048_001	CT	48	1	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	OUT	1.07.0000	1.08.0000	1.08.0000
235	炎十字-下身	ICON_LG_048_001	LG	48	1	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	OUT	1.07.0000	1.08.0000	1.08.0000
236	靛之守護-頭飾	ICON_HT_048_002	HT	48	2	2		0	1	1	0	0	0	0	0	0	1	1	131072	0	260		0	0	10	1	1		0			0	0	0	OUT	1.07.0000	1.08.0000	1.08.0000
237	靛之守護-上身	ICON_CT_048_002	CT	48	2	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	260		0	0	10	1	1		0			0	0	0	OUT	1.07.0000	1.08.0000	1.08.0000
238	靛之守護-下身	ICON_LG_048_002	LG	48	2	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	260		0	0	10	1	1		0			0	0	0	OUT	1.07.0000	1.08.0000	1.08.0000
239	囚犯-頭飾	ICON_HT_015_000	HT	15	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	256		0	0	10	2	1		0			0	0	0	OUT	1.07.0000	1.08.0000	1.08.0000
240	囚犯-上身	ICON_CT_015_000	CT	15	0	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	256		0	0	10	2	1		0			0	0	0	OUT	1.07.0000	1.08.0000	1.08.0000
241	囚犯-下身	ICON_LG_015_000	LG	15	0	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	256		0	0	10	2	1		0			0	0	0	OUT	1.07.0000	1.08.0000	1.08.0000
242	自由-頭飾	ICON_HT_015_004	HT	15	4	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	256		0	0	10	2	1		0			0	0	0	OUT	1.07.0000	1.08.0000	1.08.0000
243	自由-上身	ICON_CT_015_004	CT	15	4	2		0	1	1	0	0	0	0	0	0	2	2	262144	0	256		0	0	10	2	1		0			0	0	0	OUT	1.07.0000	1.08.0000	1.08.0000
244	自由-下身	ICON_LG_015_004	LG	15	4	2		0	1	1	0	0	0	0	0	0	4	4	262144	0	256		0	0	10	2	1		0			0	0	0	OUT	1.07.0000	1.08.0000	1.08.0000
276	男性傳統服裝-上身	ICON_CT_055_000_M	CT	55	0	2		0	1	1	0	1	0	0	0	0	2	2	262144	0	256		0	0	10	1	1		17525			0	0	0	OUT	OUT	OUT	1.31.0000
277	男性傳統服裝-下身	ICON_LG_055_000_M	LG	55	0	2		0	1	1	0	1	0	0	0	0	4	4	262144	0	256		0	0	10	1	1		17525			0	0	0	OUT	OUT	OUT	1.31.0000
279	女性傳統服裝-衣裝	ICON_CT_055_000_F	CT	55	0	2		0	1	1	0	2	0	0	0	0	2	6	262144	0	256		0	0	10	1	1		17526			0	0	0	OUT	OUT	OUT	1.31.0000
2001	護目鏡	ICON_MK_002_000	MK	2	0	2		0	1	1	0	0	0	0	0	0	4096	4096	262144	0	256		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2002	紅羚角	ICON_MK_003_000	MK	3	0	2		0	1	1	0	0	0	0	0	0	4096	4096	262144	0	256		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2003	獸骨面	ICON_MK_004_000	MK	4	0	2		0	1	1	0	0	0	0	0	0	4096	4096	262144	0	256		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2004	瓜娃裝飾	ICON_MK_005_000	MK	5	0	2		0	1	1	0	0	0	0	0	0	4096	4096	262144	0	256		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2005	七香草	ICON_MK_006_000	MK	6	0	2		0	1	1	0	0	0	0	0	0	4096	4096	262144	0	256		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2201	紫蛇翅	ICON_BK_002_000	BK	2	0	2		0	1	1	0	0	0	0	0	0	2048	2048	262144	0	256		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2202	金蛉羽	ICON_BK_003_000	BK	3	0	2		0	1	1	0	0	0	0	0	0	2048	2048	262144	0	256		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2203	噴射裝置	ICON_BK_004_000	BK	4	0	2		0	1	1	0	0	0	0	0	0	2048	2048	262144	0	256		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2204	小天使	ICON_BK_005_000	BK	5	0	2		0	1	1	0	0	0	0	0	0	2048	2048	262144	0	256		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2205	魔龍翅	ICON_BK_006_000	BK	6	0	2		0	1	1	0	0	0	0	0	0	2048	2048	262144	0	256		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2501	奇蹟寶箱	ICON_BK_010_000		0	0	2		0	1	1	0	0	0	0	0	0	2048	2048	262144	0	256		0	0	10	1	1		15086			0	0	0	1.05.0000	1.07.0000	1.07.0000	1.07.0000
2502	南瓜頭飾	ICON_HT_801_000	HT	801	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	3	256		0	0	10	1	1		0	1;FX_PUMPKIN		0	0	0	1.06.0000	1.07.0000	1.07.0000	1.07.0000
2503	聖誕帽	ICON_HT_047_000	HT	47	0	2		0	1	1	0	0	0	0	0	0	1	1	131072	1	256		0	0	10	1	1		0			0	0	0	1.11.0000	1.07.0000	1.07.0000	1.07.0000
2700	帆布滑翔翼	ICON_HG_000_000	HG	0	0	2		0	1	1	0	0	0	0	0	0	2097152	2097152	2097152	0	256		0	0	10	1	1		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
2703	自由天翔	ICON_FLY_002_000	HG	2	0	2		0	1	1	0	0	0	0	0	0	2097152	2097152	2097152	0	260		0	0	10	1	1		0			0	0	0	OUT	1.07.0000	1.07.0000	1.07.0000
2999	不知名滑翔翼	ICON_NULL	HG	0	0	2		0	1	1	0	0	0	0	0	0	2097152	2097152	2097152	0	256		0	0	10	2	1		0			0	0	0	0.00.0000	0.00.0000	1.40.0000	1.40.0000
3001	灰色男孩-內褲	ICON_PA_100_000	PA	100	0	2		0	1	1	0	1	0	0	0	0	8192	8192	262144	0	256		0	0	10	1	1		17523			0	0	0	OUT	1.00.0000	1.10.0000	1.20.0000
3002	迷彩幻光-內褲	ICON_PA_100_001	PA	100	1	2		0	1	1	0	1	0	0	0	0	8192	8192	262144	0	256		0	0	10	1	1		17524			0	0	0	OUT	1.30.0000	1.30.0000	1.30.0000
3004	粉紅少女-內褲	ICON_PA_000_000	PA	0	0	2		0	1	1	0	2	0	0	0	0	8192	8192	262144	0	256		0	0	10	1	1		17516			0	0	0	OUT	1.09.0000	1.09.0000	1.09.0000
3005	粉紅少女-內衣	ICON_BR_000_000	BR	0	0	2		0	1	1	0	2	0	0	0	0	2	2	262144	0	256		0	0	10	1	1		17516			0	0	0	OUT	1.09.0000	1.09.0000	1.09.0000
3006	紫色波浪-內褲	ICON_PA_000_001	PA	0	1	2		0	1	1	0	2	0	0	0	0	8192	8192	262144	0	256		0	0	10	1	1		17517			0	0	0	OUT	1.09.0000	1.09.0000	1.09.0000
3007	紫色波浪-內衣	ICON_BR_000_001	BR	0	1	2		0	1	1	0	2	0	0	0	0	2	2	262144	0	256		0	0	10	1	1		17517			0	0	0	OUT	1.09.0000	1.09.0000	1.09.0000
3008	純潔百合-內褲	ICON_PA_000_002	PA	0	2	2		0	1	1	0	2	0	0	0	0	8192	8192	262144	0	256		0	0	10	1	1		17518			0	0	0	OUT	1.09.0000	1.09.0000	1.09.0000
3009	純淨百合-內衣	ICON_BR_000_002	BR	0	2	2		0	1	1	0	2	0	0	0	0	2	2	262144	0	256		0	0	10	1	1		17518			0	0	0	OUT	1.09.0000	1.09.0000	1.09.0000
8001	奧利薇帽		HT	950	0	2		0	4	100	0	2	0	0	0	0	1	1	131072	3	256		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
8002	奧利薇服	ICON_CT_950_000	CT	950	0	2		0	4	100	0	2	0	0	0	0	2	6	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
8003	伊莉莎白帽		HT	951	0	2		0	4	100	0	2	0	0	0	0	1	1	131072	0	256		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
8004	伊莉莎白服	ICON_CT_951_000	CT	951	0	2		0	4	100	0	2	0	0	0	0	2	6	262144	0	260		0	0	10	1	1		0			0	0	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
8014	伊莉莎白帽_聖誕		HT	951	1	2		0	4	100	0	2	0	0	0	0	1	1	131072	0	256		0	0	10	1	1		0			0	0	0	1.40.0000	1.40.0000	1.40.0000	1.40.0000
8015	伊莉莎白服_聖誕	ICON_CT_951_001	CT	951	1	2		0	4	100	0	2	0	0	0	0	2	6	262144	0	260		0	0	10	1	1		0			0	0	0	1.40.0000	1.40.0000	1.40.0000	1.40.0000
