n_ID	n_TYPE	n_SCENE	n_FOLLOW	s_LUASCRIPT	n_LEVEL_QUEST	n_LEVEL_EXP	n_NEXT	n_VARI_1	n_VARI_2	n_VARI_3	n_VARI_4	n_VARI_5	n_VARI_6	n_VARI_7	n_VARI_8	n_VARI_9	n_VARI_10	n_VARI_11	n_VARI_12	n_VARI_13	n_VARI_14	n_VARI_15	n_VARI_16	n_VARI_17	n_VARI_18	n_VARI_19	n_VARI_20	s_VARI_1	s_VARI_2	n_REWARD_ITEM1	n_REWARD_NUM1	n_REWARD_ITEM2	n_REWARD_NUM2	n_REWARD_ITEM3	n_REWARD_NUM3	n_REWARD_ITEM4	n_REWARD_NUM4	n_REWARD_ITEM5	n_REWARD_NUM5	n_REWARD_ITEM6	n_REWARD_NUM6	n_REWARD_CHOOSE1	n_REWARD_CHOOSENUM1	n_REWARD_CHOOSE2	n_REWARD_CHOOSENUM2	n_REWARD_CHOOSE3	n_REWARD_CHOOSENUM3	n_REWARD_CHOOSE4	n_REWARD_CHOOSENUM4	n_REWARD_CHOOSE5	n_REWARD_CHOOSENUM5	n_REWARD_CHOOSE6	n_REWARD_CHOOSENUM6	f_CASH	f_EXP	f_SP	n_GM_SWITCH	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
316	2	5	0	Q_SET14	67	69	0	0	314	147	25	148	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_ATTACK_001	_F_ATTACK_002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
317	2	5	0	Q_MOVIE_CON1	68	69	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ROSE_000.wmv	ROSE_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
318	2	5	1	Q_MOVIE_SET2	69	70	0	0	319	320	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	JOSEPH_000.wmv	JOSEPH_000.wmv	2405096	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
319	2	5	0	Q_SET4	69	70	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
320	2	5	0	Q_SET14	69	70	0	0	318	149	25	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMPOWER_000	2205443	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
321	2	5	0	Q_MOVIE_KILL1	69	70	0	0	525	1	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	MYRINA_000.wmv	MYRINA_000.wmv	2600002	1	2400705	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
322	1	6	0	Q_MOVIE_CON2	70	70	324	863	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	ODYSSEY_000.wmv	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
323	2	2	0	Q_GATHER1	20	26	0	157	2500038	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_014	_F_EMPOWER_000	2205027	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
324	1	6	0	Q_CON1	70	71	325	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
325	1	6	0	Q_GATHER1	70	71	326	324	2500130	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
326	1	6	0	Q_KILL1	70	71	327	325	220	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	2401106	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
327	1	6	0	Q_GATHER1	70	72	328	326	2500131	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
328	1	6	0	Q_SEND3	70	72	329	327	2500131	3	2500132	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
329	1	6	0	Q_CON1	70	72	330	328	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	_F_TALK_000	_F_HAPPY_000	2401016	1	2400704	3	2600341	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
330	1	6	0	Q_CON1	70	73	331	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_HAPPY_000	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
331	1	6	0	Q_KILL1	70	73	332	330	524	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
332	1	6	0	Q_KILL1	70	73	333	331	221	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_HAPPY_000	2401009	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
333	25	0	0	Q_ENTER_INSTANCE1	70	74	0	332	334	2038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
334	1	6	0	Q_INSTANCE_KILL1	70	74	0	332	333	0	593	3	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	2401206	3	2600342	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
335	1	6	1	Q_SET2	72	74	746	334	336	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	2401106	3	2405096	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
336	1	6	0	Q_SET6	72	75	337	334	335	2500133	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_005	_F_EMOTION_005	2205630	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
337	1	6	1	Q_SET9	72	75	0	336	335	8519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_005	_F_EMOTION_005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
338	1	6	0	Q_CON1	72	75	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
339	1	6	0	Q_CON2	72	76	340	338	60	0	0	0	0	0	0	0	0	0	0	206	207	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
340	1	6	0	Q_ADD_MOBBUFF1	72	76	0	339	8500	255	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	207	0	_F_EMOTION_015	_F_FLEX_000	2401009	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
341	1	6	0	Q_CON1	73	76	342	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
342	1	6	0	Q_KILL1	73	77	343	341	223	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
343	1	6	0	Q_GATHER1	73	77	344	342	2500135	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
344	1	6	0	Q_CON1	73	77	345	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMPOWER_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
345	1	6	1	Q_SET1	73	78	0	344	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMPOWER_000	_F_EMOTION_008	2401206	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
346	1	6	0	Q_SET7	73	78	0	344	345	225	30	0	0	0	0	0	0	0	0	0	0	211	753	0	0	0	0	_F_EMOTION_014	_F_EMOTION_015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
347	40	0	0	Q_INSTANCE_ADD_MOBBUFF1	74	78	0	345	356	8500	255	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
348	1	6	0	Q_KILL1	74	78	349	356	228	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
349	1	6	0	Q_CON1	74	79	350	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
350	1	6	0	Q_CON1	74	79	351	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_FLEX_000	2401106	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
351	1	6	0	Q_GATHER1	74	79	352	350	2500136	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
352	1	6	0	Q_GATHER10	74	79	353	351	3168	2500139	1	2500137	20	2500138	1	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	2205248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
353	1	6	0	Q_SEND1	74	79	0	352	2500139	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_TALK_000	2208990	1	2208990	1	2208990	1	2401009	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
354	1	6	0	Q_CON1	80	80	0	855	0	0	0	0	0	0	0	0	0	0	0	0	0	214	216	0	826	0	0	_F_FLEX_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
355	2	6	0	Q_MOVIE_GATHER2	72	72	0	328	2500128	1	2500145	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BISMARCK_000.wmv	BISMARCK_000.wmv	2405096	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
356	1	6	0	Q_GATHER1	74	78	348	345	2500152	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMPOWER_000	_F_EMOTION_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
357	1	2	0	Q_GATHER1	20	30	71	70	2500027	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_EMOTION_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
358	1	6	0	Q_CON1	80	80	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
359	1	6	0	Q_GATHER10	80	80	360	358	3169	2500142	1	2500140	15	2500141	15	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
360	1	6	0	Q_CON1	80	80	0	359	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	_F_FLEX_000	_F_TALK_000	2401106	3	2401023	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
361	1	127	0	Q_MOVIE_CON2	81	81	387	0	0	0	0	0	0	0	0	0	0	0	0	0	8008	0	0	0	0	0	0	PLATO_000.wmv	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
362	2	6	0	Q_KILL1	71	71	0	0	220	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
363	2	6	0	Q_GATHER1	71	71	0	0	2500129	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_014	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
364	2	6	0	Q_GATHER1	72	72	0	0	2500143	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_005	_F_EMOTION_005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
365	2	6	0	Q_KILL1	72	72	0	0	219	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
366	2	6	1	Q_MOVIE_CHECKBUFF	73	73	368	329	8520	8540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HAYREDIN_000.wmv	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
367	2	6	0	Q_GATHER1	73	73	0	0	2500144	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_SAD_000	_F_SAD_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
368	2	6	0	Q_MOVIE_KILL5	73	74	0	366	222	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_SAD_000	HAYREDIN_000.wmv	2405096	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
369	2	6	0	Q_MOVIE_CON1	74	74	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EDWARD_000.wmv	EDWARD_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
370	2	6	0	Q_GATHER1	78	78	0	374	2500158	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMPOWER_000	_F_EMOTION_000	2405096	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
371	2	6	0	Q_GATHER1	75	75	0	364	2500146	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_005	_F_EMOTION_005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
372	2	6	0	Q_KILL4	76	76	373	356	224	15	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
373	2	6	0	Q_KILL4	76	76	374	372	225	15	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
374	2	6	0	Q_KILL4	76	77	0	373	226	1	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMPOWER_000	_F_EMOTION_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
375	40	0	0	Q_INSTANCE_ADD_MOBBUFF1	78	78	0	374	370	8500	255	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMPOWER_000	_F_EMPOWER_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
376	2	6	0	Q_KILL1	77	77	377	345	228	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_000	_F_EMOTION_008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
377	2	6	0	Q_GATHER2	77	78	0	376	2500147	15	2500148	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_008	_F_EMOTION_008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
378	2	6	1	Q_CHECKBUFF1	78	78	0	0	8518	8586	0	0	0	0	0	0	0	0	0	0	217	217	0	0	0	0	0	_F_FLEX_000	_F_HAPPY_000	2208985	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
379	40	0	0	Q_SET10	78	78	0	0	378	8517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_006	_F_EMOTION_006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
380	40	0	0	Q_SET10	78	78	0	0	378	8518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_EMOTION_006	_F_EMOTION_006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
381	2	6	0	Q_GATHER1	79	79	0	0	2500149	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_HAPPY_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
382	2	6	0	Q_KILL3	79	79	0	0	225	10	227	10	228	10	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
383	2	6	0	Q_MOVIE_CON1	79	79	384	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EDWARD_000.wmv	EDWARD_000.wmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
384	2	6	0	Q_MOVIE_KILL1	79	79	385	383	229	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EDWARD_000.wmv	EDWARD_000.wmv	2405096	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
385	2	6	1	Q_MOVIE_CHECKBUFF	79	79	0	384	8526	8540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	EDWARD_000.wmv	EDWARD_000.wmv	2405096	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.00.0000	1.00.0000	1.00.0000	1.00.0000
386	25	0	0	Q_ENTER_INSTANCE2	81	81	0	0	361	387	2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
387	1	127	0	Q_INSTANCE_KILL2	81	81	0	361	386	8557	618	2	619	1	98	0	0	0	0	0	0	8008	363	0	0	0	0	_F_TALK_000	_F_FLEX_000	2600020	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
388	1	7	0	Q_CON1	81	81	389	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_FLEX_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
389	1	7	0	Q_KILL1	81	81	0	388	385	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_TALK_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
390	1	7	0	Q_GATHER1	81	81	391	389	2500160	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_F_TALK_000	_F_FLEX_000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.5	1.0	0	1.01.0000	1.01.0000	1.01.0000	1.01.0000
