n_ID	n_CLINE_TYPE	n_CREATURE_TYPE	n_TACTIC_AI	n_LEADER_BK1	n_LEADER_BK2	n_LEADER_BK3	n_CREW1	n_CREW1_NUMBER	n_CREW2	n_CREW2_NUMBER	n_CREW3	n_CREW3_NUMBER	n_CREW4	n_CREW4_NUMBER	n_CREW5	n_CREW5_NUMBER	n_CREW6	n_CREW6_NUMBER
1235	2	36	1	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1236	2	37	1	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1237	2	38	1	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1238	2	39	1	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1239	2	40	1	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1240	2	101	1	10003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1241	2	102	1	10004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1242	2	41	1	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1243	2	103	1	917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1244	2	104	1	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1400	3	1	1	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1401	3	2	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1402	3	3	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1403	3	4	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1404	3	5	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1405	3	6	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1406	3	7	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1407	3	8	1	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1408	3	9	1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1409	3	10	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1410	3	11	1	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1411	3	12	1	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1412	3	13	1	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1413	3	14	1	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1414	3	15	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1415	3	16	1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1416	3	17	1	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1417	3	18	1	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1418	3	19	1	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1419	3	20	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1420	3	21	1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1421	3	22	1	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1422	3	23	1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1423	3	24	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1424	3	25	1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1425	3	26	1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1426	3	27	1	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1427	3	28	1	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1428	3	29	1	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1429	3	30	1	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1430	3	31	1	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1431	3	32	1	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1432	3	33	1	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1433	3	34	1	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1434	3	35	1	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1435	3	36	1	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1436	3	101	1	10005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1437	3	102	1	10006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1438	3	103	1	10007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1439	3	104	1	10008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1440	3	105	1	10009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1441	3	106	1	10010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1442	3	107	1	10011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1443	3	108	1	10012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1444	3	109	1	10013	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1445	3	37	1	907	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1446	3	38	1	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1447	3	39	1	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1448	3	40	1	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1449	3	110	1	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1450	3	111	1	7042	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600	4	1	1	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1601	4	2	1	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1602	4	3	1	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1603	4	4	1	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1604	4	5	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1605	4	6	1	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1606	4	7	1	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1607	4	8	1	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1608	4	9	1	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1609	4	10	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1610	4	11	1	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1611	4	12	1	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1612	4	13	1	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1613	4	14	1	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1614	4	15	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1615	4	16	1	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1616	4	17	1	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1617	4	18	1	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1618	4	19	1	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1619	4	20	1	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1620	4	21	1	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1621	4	22	1	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1622	4	23	1	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1623	4	24	1	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1624	4	25	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1625	4	26	1	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1626	4	27	1	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1627	4	28	1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1628	4	29	1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1629	4	30	1	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1630	4	31	1	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1631	4	32	1	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1632	4	33	1	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1633	4	34	1	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1634	4	35	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1635	4	36	1	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1636	4	37	1	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1637	4	38	1	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1638	4	39	1	640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1639	4	40	1	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1640	4	41	1	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1641	4	42	1	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1642	4	43	1	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1643	4	44	1	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1644	4	45	1	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1645	4	46	1	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1646	4	47	1	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1647	4	101	1	10014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1648	4	102	1	10015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1649	4	103	1	10016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1650	4	104	1	10017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1651	4	105	1	10018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1652	4	106	1	10019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1653	4	107	1	917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1654	4	108	1	7043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1655	4	109	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1656	4	110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1657	4	111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1658	4	112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1659	4	113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1660	4	114	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1800	5	1	1	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1801	5	2	1	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1802	5	3	1	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1803	5	4	1	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1804	5	5	1	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1805	5	6	1	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1806	5	7	1	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1807	5	8	1	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1808	5	9	1	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1809	5	10	1	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810	5	11	1	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1811	5	12	1	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1812	5	13	1	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1813	5	14	1	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1814	5	15	1	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1815	5	16	1	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1816	5	17	1	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1817	5	18	1	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1818	5	19	1	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1819	5	20	1	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1820	5	21	1	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1821	5	22	1	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1822	5	23	1	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1823	5	24	1	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1824	5	25	1	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1825	5	26	1	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1826	5	27	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1827	5	28	1	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1828	5	29	1	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1829	5	30	1	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1830	5	31	1	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1831	5	32	1	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1832	5	33	1	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1833	5	34	1	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1834	5	35	1	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1835	5	36	1	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1836	5	37	1	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1837	5	38	1	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1838	5	39	1	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1839	5	40	1	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1840	5	41	1	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1841	5	42	1	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1842	5	43	1	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1843	5	44	1	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1844	5	45	1	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1845	5	46	1	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1846	5	47	1	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1847	5	48	1	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1848	5	49	1	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1849	5	50	1	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1850	5	51	1	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1851	5	52	1	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1852	5	53	1	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1853	5	54	1	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1854	5	55	1	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1855	5	56	1	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1856	5	57	1	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1857	5	58	1	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1858	5	101	1	10020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1859	5	102	1	10021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1860	5	103	1	10022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1861	5	104	1	10023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1862	5	59	1	854	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1863	5	105	1	7044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	6	1	1	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	6	2	1	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	6	3	1	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	6	4	1	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	6	5	1	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	6	6	1	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	6	7	1	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	6	8	1	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	6	9	1	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	6	10	1	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	6	11	1	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	6	12	1	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	6	13	1	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	6	14	1	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	6	15	1	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	6	16	1	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	6	17	1	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017	6	18	1	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018	6	19	1	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019	6	20	1	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	6	21	1	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021	6	22	1	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022	6	23	1	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023	6	24	1	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024	6	25	1	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025	6	26	1	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026	6	27	1	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2027	6	28	1	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2028	6	29	1	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2029	6	30	1	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2030	6	31	1	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2031	6	32	1	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2032	6	33	1	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2033	6	34	1	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2034	6	35	1	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2035	6	36	1	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2036	6	37	1	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2037	6	38	1	826	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2038	6	101	1	10024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2039	6	102	1	10025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2040	6	103	1	10026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2041	6	104	1	10027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2042	6	105	1	10028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2043	6	106	1	10029	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2044	6	107	1	10030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2045	6	108	1	10031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2046	6	109	1	10032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2047	6	110	1	7045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2048	6	111	1	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2049	6	112	1	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2050	6	113	1	941	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2051	6	114	1	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2200	7	1	1	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2201	7	2	1	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2202	7	3	1	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2203	7	4	1	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2204	7	5	1	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2205	7	6	1	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2206	7	7	1	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2207	7	8	1	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2208	7	9	1	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2209	7	10	1	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210	7	11	1	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2211	7	12	1	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2212	7	13	1	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2213	7	14	1	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2214	7	15	1	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2215	7	16	1	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2216	7	17	1	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2217	7	18	1	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2218	7	19	1	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2219	7	20	1	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2220	7	21	1	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2221	7	22	1	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2222	7	23	1	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2223	7	24	1	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2224	7	25	1	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2225	7	26	1	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2226	7	27	1	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2227	7	28	1	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2228	7	29	1	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2229	7	30	1	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2230	7	31	1	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2231	7	32	1	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2232	7	33	1	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2233	7	34	1	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2234	7	35	1	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2235	7	36	1	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2236	7	37	1	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2237	7	38	1	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2238	7	39	1	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2239	7	40	1	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2240	7	41	1	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2241	7	42	1	747	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2242	7	43	1	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2243	7	44	1	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2244	7	45	1	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2245	7	101	1	10033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2246	7	102	1	10034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2247	7	103	1	10035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2248	7	104	1	10036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2249	7	105	1	10037	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2250	7	106	1	10038	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2251	7	107	1	10039	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2252	7	108	1	10040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2253	7	109	1	10041	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2254	7	110	1	10042	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2255	7	111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2400	8	1	1	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2401	8	2	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2402	8	3	1	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2403	8	4	1	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2404	8	5	1	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2405	8	6	1	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2406	8	7	1	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2407	8	8	1	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2408	8	9	1	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2409	8	10	1	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410	8	11	1	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2411	8	12	1	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2412	8	13	1	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2413	8	14	1	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2414	8	15	1	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2415	8	16	1	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2416	8	17	1	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2417	8	18	1	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2418	8	19	1	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2419	8	20	1	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2420	8	21	1	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2421	8	22	1	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2422	8	23	1	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2423	8	24	1	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2424	8	25	1	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2425	8	26	1	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2426	8	27	1	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2427	8	28	1	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2428	8	29	1	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2429	8	30	1	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2430	8	31	1	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2431	8	32	1	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2432	8	33	1	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2433	8	34	1	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2434	8	35	1	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2435	8	36	1	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2436	8	37	1	721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2437	8	38	1	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2438	8	39	1	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2439	8	40	1	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2440	8	41	1	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2441	8	42	1	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2442	8	101	1	10043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2443	8	102	1	10044	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2444	8	103	1	10045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2445	8	104	1	10046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2446	8	105	1	10047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2447	8	106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2600	9	1	1	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2601	9	2	1	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2602	9	3	1	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2603	9	4	1	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2604	9	5	1	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2605	9	6	1	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2606	9	7	1	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2607	9	8	1	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2608	9	9	1	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2609	9	10	1	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
