n_ID	n_GROUP	n_MIN_LEVEL	n_MAX_LEVEL	n_QUEST	n_QUESTFLAG	n_NUMBER	n_SCENE_ID	n_CLINE_TYPE	n_LASTING_TIME	n_SCORECOUNT_ID	n_REFRESH_TIME	n_EXIT	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
227	2	120	999	0	0	6	251	919	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
1013	128	92	999	0	0	6	121	2013	3600	1013	180	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
228	2	120	999	0	0	6	246	920	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
1023	1024	70	999	0	0	6	116	2023	3600	1023	180	0	1.05.0000	1.07.0000	1.07.0000	1.07.0000
1026	4096	45	999	0	0	2	298	609	3600	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
1027	4096	70	999	0	0	2	299	610	3600	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
1028	4096	40	999	0	0	2	112	2026	3600	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
1029	4096	55	999	0	0	2	140	2027	3600	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
1034	1	1	999	0	0	6	301	115	3600	0	180	0	1.07.0000	1.07.0000	1.07.0000	1.07.0000
1035	16	105	999	0	0	6	140	2032	3600	1026	180	0	OUT	1.09.0000	1.09.0000	1.09.0000
2000	2	1	999	0	0	6	66	3056	1800	0	43200	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2001	2	1	999	0	0	6	76	3057	1800	0	43200	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2002	2	1	999	0	0	6	104	3058	1800	0	43200	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2003	2	1	999	0	0	6	155	3059	1800	0	43200	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2004	2	1	999	0	0	6	81	3060	1800	0	43200	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2005	2	1	999	0	0	6	170	3061	1800	0	43200	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2006	2	1	999	0	0	6	98	3062	1800	0	43200	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2007	2	1	999	0	0	6	84	3063	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2008	2	1	999	0	0	6	173	3064	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2009	2	1	999	0	0	6	86	3065	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2010	2	1	999	0	0	6	186	3066	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2011	2	1	999	0	0	6	57	3067	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2012	2	1	999	0	0	6	89	3068	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2013	2	1	999	0	0	6	22	3069	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2014	2	1	999	0	0	6	152	3070	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2015	2	1	999	0	0	6	36	3071	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2016	2	1	999	0	0	6	188	3072	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2017	2	1	999	0	0	6	106	3073	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2018	2	1	999	0	0	6	184	3074	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2019	2	1	999	0	0	6	154	3075	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2020	2	1	999	0	0	6	43	3076	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2021	2	1	999	0	0	6	26	3077	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2022	2	1	999	0	0	6	49	3078	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2023	2	1	999	0	0	6	111	3079	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2024	2	1	999	0	0	6	53	3080	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2025	2	1	999	0	0	6	95	3081	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2026	2	1	999	0	0	6	159	3082	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2027	2	1	999	0	0	6	50	3083	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2028	2	1	999	0	0	6	30	3084	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2029	2	1	999	0	0	6	61	3085	1800	0	43200	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2030	1	1	999	0	0	1	202	3031	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2031	1	1	999	0	0	1	193	3032	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2032	1	1	999	0	0	1	194	3033	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2033	1	1	999	0	0	1	195	3034	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2034	1	1	999	0	0	1	196	3035	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2035	1	1	999	0	0	1	192	3036	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2036	1	1	999	0	0	1	192	3037	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2037	1	1	999	0	0	1	197	3038	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2038	1	1	999	0	0	1	198	3039	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2039	1	1	999	0	0	1	200	3040	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2040	1	1	999	0	0	1	201	3041	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2041	1	1	999	0	0	1	199	3042	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2042	1	1	999	0	0	1	203	3043	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2043	1	1	999	0	0	1	204	3044	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2044	1	1	999	0	0	1	205	3045	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2045	1	1	999	0	0	1	203	3046	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2046	1	1	999	0	0	1	204	3047	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2047	1	1	999	0	0	1	206	3048	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2048	1	1	999	0	0	1	207	3049	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2049	1	1	999	0	0	1	207	3050	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2050	1	1	999	0	0	1	208	3051	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2051	1	1	999	0	0	1	209	3052	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2052	1	1	999	0	0	1	210	3053	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2053	1	1	999	0	0	1	211	3054	1800	0	4294967295	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2054	1	1	999	0	0	2	110	3055	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2055	1	1	999	0	0	1	125	125	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2056	1	1	999	0	0	1	114	114	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2057	1	1	999	0	0	1	124	124	1800	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
2061	4	1	999	0	0	1	254	5000	1800	0	180	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2062	4	1	999	0	0	1	257	5003	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2063	4	1	999	0	0	1	255	5001	1800	0	180	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2064	4	1	999	0	0	1	258	5004	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2065	4	1	999	0	0	1	256	5002	1800	0	180	0	1.01.0000	1.07.0000	1.07.0000	1.07.0000
2066	4	1	999	0	0	1	259	5005	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2068	4	1	999	0	0	1	261	5007	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2069	4	1	999	0	0	1	262	5008	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2070	4	1	999	0	0	1	263	5009	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2071	4	1	999	0	0	1	264	5010	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2072	4	1	999	0	0	1	265	5011	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2073	4	1	999	0	0	1	266	5012	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2074	4	1	999	0	0	1	267	5013	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2075	4	1	999	0	0	1	268	5014	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2076	4	1	999	0	0	1	269	5015	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2077	4	1	999	0	0	1	270	5016	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2078	4	1	999	0	0	1	271	5017	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2079	4	1	999	0	0	1	272	5018	1800	0	180	0	1.02.0000	1.07.0000	1.07.0000	1.07.0000
2080	1	1	999	0	0	6	278	5019	4294967295	0	4294967295	0	1.06.0000	1.07.0000	1.07.0000	1.07.0000
2081	1	1	999	0	0	1	192	3086	1800	0	4294967295	0	1.03.0000	1.07.0000	1.07.0000	1.07.0000
2082	1	1	999	0	0	6	279	5019	900	0	4294967295	0	1.06.0000	1.07.0000	1.07.0000	1.07.0000
2083	1	1	999	0	0	2	297	5020	600	0	4294967295	0	1.05.0000	1.07.0000	1.07.0000	1.07.0000
2084	1	1	999	0	0	1	290	5021	900	0	4294967295	0	1.06.0000	1.07.0000	1.07.0000	1.07.0000
2085	1	1	999	0	0	6	291	5022	900	0	4294967295	0	1.08.0000	1.08.0000	1.08.0000	1.08.0000
2086	1	1	999	0	0	2	293	5023	600	0	4294967295	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
2087	1	1	999	0	0	2	294	5024	600	0	4294967295	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
2088	1	1	999	0	0	1	292	5025	600	0	4294967295	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
2089	1	1	999	0	0	2	297	5026	600	0	4294967295	0	1.10.0000	1.07.0000	1.07.0000	1.07.0000
2090	65536	25	999	0	0	6	300	5027	900	0	4294967295	316	OUT	1.07.0000	1.07.0000	1.07.0000
2091	1	1	999	0	0	1	303	5028	1200	0	4294967295	0	OUT	1.09.0000	1.09.0000	1.09.0000
2092	32768	1	999	0	0	6	307	5029	1800	0	4294967295	0	OUT	1.20.0000	1.10.0000	1.20.0000
9000	2048	1	999	0	0	999	119	9000	4294967295	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
9997	1	1	999	0	0	1	139	4003	4294967295	0	4294967295	0	1.00.0000	1.07.0000	1.07.0000	1.07.0000
9998	1	90	999	0	0	6	142	2010	3600	9998	1800	0	1.10.0500	1.10.0500	1.10.0500	1.10.0500
