n_ID	n_PROPERTIES_USING	n_USETYPE	n_DELETETYPE	n_Var_x	n_Var_y	f_Var_z	s_Var_s	s_note
524	31	0	1	13	0	0.0		紅焰魔犬契約
525	5	0	1	6638	0	0.0		原性藥水1
526	5	0	1	6639	0	0.0		原性藥水2
527	5	0	1	6640	0	0.0		原性藥水3
528	5	0	1	6641	0	0.0		元沌藥水1
529	5	0	1	6642	0	0.0		元沌藥水2
530	5	0	1	6643	0	0.0		元沌藥水3
531	5	0	1	6644	0	0.0		天鏡藥水1
532	5	0	1	6645	0	0.0		天鏡藥水2
533	5	0	1	6646	0	0.0		天鏡藥水3
534	5	0	1	6647	0	0.0		巧心藥水1
535	5	0	1	6648	0	0.0		巧心藥水2
536	5	0	1	6649	0	0.0		巧心藥水3
537	39	0	1	1000	0	0.0		副本圖鑑送代幣
538	40	2	1	1	2600096	142.0	1=32;2	轉換成船魂白玉
539	40	2	1	2	2600096	142.0	1=32;2	轉換成船魂白玉
540	31	0	1	14	0	0.0		白玉合成碧玉
541	31	0	1	15	0	0.0		碧玉合成藍玉
542	31	0	1	16	0	0.0		白玉煉台5>>10
543	31	0	1	17	0	0.0		白玉煉台10>>20
544	31	0	1	18	0	0.0		白玉煉台20>>40
545	31	0	1	19	0	0.0		白玉煉台40>>80
546	31	0	1	20	0	0.0		白玉煉台80>>100
547	31	0	1	21	0	0.0		碧玉煉台5>>10
548	31	0	1	22	0	0.0		碧玉煉台10>>20
549	31	0	1	23	0	0.0		碧玉煉台20>>40
550	31	0	1	24	0	0.0		碧玉煉台40>>80
551	31	0	1	25	0	0.0		碧玉煉台80>>100
552	31	0	1	26	0	0.0		藍玉煉台5>>10
553	31	0	1	27	0	0.0		藍玉煉台10>>20
554	31	0	1	28	0	0.0		藍玉煉台20>>40
555	31	0	1	29	0	0.0		藍玉煉台40>>80
556	31	0	1	30	0	0.0		藍玉煉台80>>100
557	6	0	1	2800091	1	0.0		每日跳跳任務轉蛋
558	17	0	1	0	199	0.0		CCB經驗加倍(24hr)
559	6	0	1	2700110	2	0.0		揚帆展翅禮盒
560	39	0	1	0	0	0.0		海洋大亨禮盒
561	6	0	1	2800092	6	0.0		CB海賊王紀念禮盒
562	17	0	1	0	200	0.0		隨身倉庫(1hr)
563	17	0	1	0	201	0.0		隨身交易所(1hr)
564	5	0	1	10014	0	0.0		南瓜濃湯
565	5	0	1	6650	0	0.0		南瓜酒
566	6	0	1	2800093	1	0.0		驚喜紫南瓜
567	7	1	0	0	0	0.0	OTHER_NOTE	藏寶圖線索
568	23	0	0	1	0	0.0		#永久爐石-入口點
569	17	0	1	0	202	0.0		寶箱多選10次
570	17	0	1	0	205	0.0		寶箱多選1次
571	17	0	1	0	208	0.0		寶箱多選3次
572	7	1	0	0	0	0.0	EQUIP_DYEING_REMOVE	去除染色
573	6	0	1	2800095	1	0.0		伴侶道具轉蛋
574	6	0	1	2800096	2	0.0		#強化寶石包2
575	5	0	1	10015	0	0.0		薑餅人
576	6	0	1	2800097	1	0.0		聖誕禮物盒
577	5	0	1	6651	0	0.0		聖誕紅酒
578	17	0	1	0	209	0.0		#競技換貨，經驗+20%
579	42	0	1	0	0	0.0		回復劍魂等級
580	45	0	1	10	0	50.0		#10以下回收技能點50%
581	45	0	1	50	0	50.0		#50以下回收技能點50%
582	45	0	1	120	0	50.0		#120以下回收技能點50%
583	45	0	1	10	0	90.0		#10以下回收技能點90%
584	45	0	1	50	0	90.0		#50以下回收技能點90%
585	45	0	1	120	0	90.0		#120以下回收技能點90%
586	46	0	1	0	0	100.0		#遺忘副職+回收100%技能點
587	46	0	1	0	0	0.0		#遺忘副職，保留技能
588	46	0	1	0	0	1.0		#遺忘副職+回收1%技能點
589	6	0	1	2800451	1	0.0		可愛寵物蛋
590	6	0	1	2800452	1	0.0		俏皮寵物蛋
591	6	0	1	2800453	1	0.0		活潑寵物蛋
592	6	0	1	2800454	1	0.0		健康寵物蛋
593	5	0	1	6652	0	0.0		#喝酒B4-命中+HP
594	5	0	1	6653	0	0.0		#喝酒B4-迴避+HP
595	5	0	1	6654	0	0.0		#喝酒B4-暴擊+HP
596	5	0	1	6655	0	0.0		#喝酒B4-抗暴擊+HP
597	5	0	1	6656	0	0.0		#喝酒B5-命中+HP
598	5	0	1	6657	0	0.0		#喝酒B5-迴避+HP
599	5	0	1	6658	0	0.0		#喝酒B5-暴擊+HP
600	5	0	1	6659	0	0.0		#喝酒B5-抗暴擊+HP
601	5	0	1	6660	0	0.0		#喝酒A2-力量+HP
602	5	0	1	6661	0	0.0		#喝酒A2-體質+HP
603	5	0	1	6662	0	0.0		#喝酒A2-敏捷+HP
604	5	0	1	6663	0	0.0		#喝酒A2-感知+HP
605	5	0	1	6664	0	0.0		#喝酒A2-智力+HP
606	5	0	1	6665	0	0.0		#喝酒A3-力量+HP
607	5	0	1	6666	0	0.0		#喝酒A3-體質+HP
608	5	0	1	6667	0	0.0		#喝酒A3-敏捷+HP
609	5	0	1	6668	0	0.0		#喝酒A3-感知+HP
610	5	0	1	6669	0	0.0		#喝酒A3-智力+HP
611	5	0	1	6670	0	0.0		#喝酒A4-力量+HP
612	5	0	1	6671	0	0.0		#喝酒A4-體質+HP
613	5	0	1	6672	0	0.0		#喝酒A4-敏捷+HP
614	5	0	1	6673	0	0.0		#喝酒A4-感知+HP
615	5	0	1	6674	0	0.0		#喝酒A4-智力+HP
616	5	0	1	6675	0	0.0		#喝酒A5-力量+HP
617	5	0	1	6676	0	0.0		#喝酒A5-體質+HP
618	5	0	1	6677	0	0.0		#喝酒A5-敏捷+HP
619	5	0	1	6678	0	0.0		#喝酒A5-感知+HP
620	5	0	1	6679	0	0.0		#喝酒A5-智力+HP
621	6	0	1	2800461	1	0.0		營養蘇打包
622	6	0	1	2800462	1	0.0		營養餅乾包
623	6	0	1	2800463	1	0.0		營養鯛魚燒包
624	6	0	1	2800464	1	0.0		營養串丸子包
625	6	0	1	2800465	2	0.0		大包營養包
626	44	0	1	510	0	0.0		船隻補耐久1
627	44	0	1	511	0	0.0		船隻補耐久2
628	44	0	1	512	0	0.0		船隻補耐久3
629	44	0	1	513	0	0.0		船隻補耐久4
630	6	0	1	2700116	6	0.0		Lv5戰備箱(帝國騎士)
631	6	0	1	2700117	6	0.0		Lv5戰備箱(劍鬥士)
632	6	0	1	2700118	5	0.0		Lv5戰備箱(風暴使者)
633	6	0	1	2700119	5	0.0		Lv5戰備箱(神槍手)
634	6	0	1	2700120	5	0.0		Lv5戰備箱(日曜祭司)
635	6	0	1	2800201	4	0.0		船員友好秘訣
636	6	0	1	2800202	4	0.0		特殊材料袋
637	6	0	1	2800203	3	0.0		史萊姆寶箱
638	6	0	1	2800204	1	0.0		奇蹟之槌寶箱
639	31	0	1	31	0	0.0		合成海神僕役：海洋
640	31	0	1	32	0	0.0		合成海神僕役：怒濤
641	6	0	1	2800158	1	0.0		巧克力驚奇盒
642	31	0	1	101	0	0.0		古老悠久娃娃
643	6	0	1	2800159	1	0.0		悠久膠囊
644	6	0	1	2700125	7	0.0		Lv5戰備箱(巫毒使)
645	6	0	1	2700126	7	0.0		Lv15戰備箱(巫毒使)
646	6	0	1	2700127	7	0.0		Lv25戰備箱(巫毒使)
647	6	0	1	2700128	7	0.0		Lv35戰備箱(巫毒使)
651	8	0	1	1	1000	10.0		#航海-錢袋1
652	8	0	1	1	2000	10.0		#航海-錢袋2
653	8	0	1	1	3500	10.0		#航海-錢袋3
654	8	0	1	1	5500	10.0		#航海-錢袋4
655	8	0	1	1	1300	10.0		#航海-錢袋5
656	8	0	1	1	1300	10.0		#航海-錢袋6
657	8	0	1	1	1300	10.0		#航海-錢袋7
658	8	0	1	1	1300	10.0		#航海-錢袋8
659	8	0	1	1	1300	10.0		#航海-錢袋9
661	6	0	1	2700151	1	0.0		LV.40湛藍碎片包
662	6	0	1	2700152	1	0.0		LV.50湛藍碎片包
663	6	0	1	2700153	1	0.0		LV.60湛藍碎片包
664	6	0	1	2700154	1	0.0		LV.70湛藍碎片包
665	6	0	1	2700155	1	0.0		LV.80湛藍碎片包
666	6	0	1	2700156	1	0.0		LV.90湛藍碎片包
667	6	0	1	2700157	1	0.0		LV.100湛藍碎片包
668	6	0	1	2700158	1	0.0		LV.110湛藍碎片包
669	6	0	1	2700159	1	0.0		LV.115湛藍碎片包
701	5	0	1	10020	0	0.0		#LV1.療傷果凍
702	5	0	1	10021	0	0.0		#LV2.療傷果凍
703	5	0	1	10022	0	0.0		#LV3.療傷果凍
704	5	0	1	10023	0	0.0		#LV4.療傷果凍
705	5	0	1	10024	0	0.0		#LV5.療傷果凍
706	5	0	1	10025	0	0.0		#LV6.療傷果凍
707	5	0	1	10026	0	0.0		#LV7.療傷果凍
708	5	0	1	10027	0	0.0		#LV8.療傷果凍
709	5	0	1	10028	0	0.0		#LV9.療傷果凍
710	5	0	1	10029	0	0.0		#LV10.療傷果凍
711	5	0	1	10030	0	0.0		#LV11.療傷果凍
731	8	0	1	3	500	0.0		#商店販售技能點1
732	8	0	1	3	5000	0.0		#商店販售技能點2
733	8	0	1	3	50000	0.0		#商店販售技能點3
734	8	0	1	3	500000	0.0		#商店販售技能點4
741	31	0	1	301	0	0.0		設計圖：火焰放射器
742	31	0	1	302	0	0.0		設計圖：衝撞裝置
743	31	0	1	303	0	0.0		設計圖：鐵甲戰船
744	31	0	1	304	0	0.0		設計圖：十字水雷
745	31	0	1	305	0	0.0		設計圖：漁網【前】
746	31	0	1	306	0	0.0		設計圖：漁網【後】
747	31	0	1	307	0	0.0		設計圖：加速
748	31	0	1	308	0	0.0		設計圖：鎖鍊魚叉
749	31	0	1	309	0	0.0		設計圖：迫擊砲【左】
750	31	0	1	310	0	0.0		設計圖：燒夷彈【左】
751	31	0	1	311	0	0.0		設計圖：連射砲【左】
752	31	0	1	312	0	0.0		設計圖：強力貫穿砲【左】
753	31	0	1	313	0	0.0		設計圖：黑鐵球【左】
754	31	0	1	314	0	0.0		設計圖：煙霧彈【左】
755	31	0	1	315	0	0.0		設計圖：迫擊砲【右】
756	31	0	1	316	0	0.0		設計圖：燒夷彈【右】
757	31	0	1	317	0	0.0		設計圖：連射砲【右】
758	31	0	1	318	0	0.0		設計圖：強力貫穿砲【右】
759	31	0	1	319	0	0.0		設計圖：黑鐵球【右】
760	31	0	1	320	0	0.0		設計圖：煙霧彈【右】
801	17	0	1	0	2501	0.0		#看板租用_賽蓮
802	17	0	1	0	2502	0.0		#看板租用_奧德賽
803	17	0	1	0	2503	0.0		#看板租用_柏拉圖
804	17	0	1	0	2504	0.0		#看板租用_美狄亞
805	17	0	1	0	2505	0.0		#看板租用_蘿絲瑪莉
806	17	0	1	0	2506	0.0		#看板租用_安潔莉娜(公主)
807	17	0	1	0	2507	0.0		#看板租用_蘿絲瑪莉(海盜)
808	17	0	1	0	2508	0.0		#看板租用_哥倫布
809	17	0	1	0	2509	0.0		#看板租用_山本五十六
810	17	0	1	0	2510	0.0		#看板租用_蘿辣
831	43	0	1	1	0	0.0		商城_擺攤擴充用1
832	43	0	1	2	0	0.0		商城_擺攤擴充用2
833	43	0	1	3	0	0.0		商城_擺攤擴充用3
834	43	0	1	4	0	0.0		商城_擺攤擴充用4
835	47	2	1	0	0	0.0		商城_鑲嵌格數擴充工具
836	48	1	0	0	0	0.0		商城_外觀變更道具
837	17	0	1	0	251	0.0		商城_重置收納點數服務(不使用)
861	17	0	1	0	252	0.0		商城_隨機附魔卷(不使用)
901	6	0	1	2703001	2	0.0		商城禮盒_粉紅少女禮盒
902	6	0	1	2703002	2	0.0		商城禮盒_紫色波浪禮盒
903	6	0	1	2703003	2	0.0		商城禮盒_純淨百合禮盒
1001	5	0	0	5101	0	0.0		祕寶-審判之槌
1002	5	0	0	5162	0	0.0		祕寶-海神僕役
1003	6	0	0	2700081	2	1.0		祕寶-巧匠之槌
1004	5	0	0	5104	0	0.0		祕寶-魔音豎琴
1005	5	0	0	5105	0	0.0		祕寶-水電工之包
1006	5	0	0	5106	0	0.0		祕寶-夜魔獠牙
1007	5	0	0	5107	0	0.0		祕寶-希望之鑰
1008	5	0	0	5108	0	0.0		祕寶-練紅腰鎖
1009	5	0	0	5122	0	0.0		祕寶-毀滅原子
1010	5	0	0	5123	0	0.0		祕寶-寒冰之晶
1011	5	0	0	5124	0	0.0		祕寶-合金能源核
1012	5	0	0	5125	0	0.0		祕寶-亞瑞斯之瓶
1013	17	0	0	0	135	0.0		祕寶-透徹之眼
1014	17	0	0	0	136	0.0		祕寶-瀟灑帽
1015	5	0	0	5155	0	0.0		祕寶-審判之槌：黃昏
1016	5	0	0	5156	0	0.0		祕寶-審判之槌：破曉
1017	5	0	0	5157	0	0.0		祕寶-審判之槌：旭日
1018	5	0	0	5158	0	0.0		祕寶-審判之槌：烈陽
1019	5	0	0	5103	0	0.0		祕寶-審判之槌試用版
1020	41	0	0	2600002	3	0.0	0	祕寶-海神儀
1021	5	0	0	5163	0	0.0		祕寶-海神僕役：海洋
1022	5	0	0	5102	0	0.0		祕寶-海神僕役：怒濤
1101	6	0	1	2800164	1	0.0		鐵匠盒-娃娃1
1102	6	0	1	2800165	1	0.0		鐵匠盒-娃娃2
1103	6	0	1	2800166	1	0.0		鐵匠盒-娃娃3
1104	6	0	1	2800167	1	0.0		鐵匠盒-娃娃4
2001	6	0	1	2800514	1	0.0		母親節禮包
2002	6	0	1	2800515	1	0.0		水燈節禮包
2101	8	0	1	1	10000	0.0		#補償錢袋1G
2102	8	0	1	1	20000	0.0		#補償錢袋2G
2103	8	0	1	1	30000	0.0		#補償錢袋3G
2104	8	0	1	1	40000	0.0		#補償錢袋4G
2105	8	0	1	1	50000	0.0		#補償錢袋5G
2106	8	0	1	1	60000	0.0		#補償錢袋6G
2107	8	0	1	1	70000	0.0		#補償錢袋7G
2108	8	0	1	1	80000	0.0		#補償錢袋8G
2109	8	0	1	1	90000	0.0		#補償錢袋9G
2110	8	0	1	1	100000	0.0		#補償錢袋10G
5001	5	0	0	7501	0	0.0		#召喚盲眼獵犬
5002	5	0	0	7551	0	0.0		#召喚平原跳鼠
5003	5	0	0	7552	0	0.0		#召喚波滔龍馬
5004	5	0	0	7553	0	0.0		#召喚飛魚空艇
5005	5	0	0	7502	0	0.0		#召喚季風號
5006	5	0	0	7503	0	0.0		#召喚魔海藍虎
5007	5	0	0	7506	0	0.0		#召喚黃色小鴨
5008	5	0	0	7507	0	0.0		#召喚聖誕馴鹿
5009	5	0	0	7559	0	0.0		#召喚摩托車
5010	5	0	0	7560	0	0.0		#召喚獨角獸
5011	5	0	0	7504	0	0.0		#召喚異域魔犬
5012	5	0	0	7505	0	0.0		#召喚紅焰魔犬
5013	5	0	0	5126	0	0.0		#召喚變身樹
5014	5	0	0	5127	0	0.0		#召喚砲台
5015	5	0	0	5129	0	0.0		#召喚彈簧床
5016	5	0	0	5132	0	0.0		#跪下
5017	5	0	0	7600	0	0.0		偽裝道具-長椅
5018	5	0	0	7601	0	0.0		偽裝道具-佈告欄
5019	5	0	0	7602	0	0.0		偽裝道具-麵包攤
5020	5	0	0	7603	0	0.0		偽裝道具-行道樹
5021	5	0	0	7604	0	0.0		偽裝道具-板凳
5022	5	0	0	7605	0	0.0		偽裝道具-路燈
5023	5	0	1	7606	0	0.0		木桶
5024	5	0	1	7607	0	0.0		木箱
5025	5	0	1	7608	0	0.0		土黃色石頭
5026	5	0	1	7609	0	0.0		仙人掌
5027	5	0	1	7610	0	0.0		淺藍色木桶
5028	5	0	1	7611	0	0.0		野生鳳梨
5029	5	0	1	7612	0	0.0		荷葉
5030	5	0	1	7613	0	0.0		深色鐵籠
5031	5	0	1	7614	0	0.0		綠色草叢
5032	5	0	1	7615	0	0.0		灰色石柱
5033	5	0	1	7616	0	0.0		火藥桶
5034	5	0	1	7617	0	0.0		砲彈箱
5035	5	0	1	7618	0	0.0		部落墓碑
5036	5	0	1	7619	0	0.0		柴火堆
5037	5	0	1	7620	0	0.0		積雪的石柱
5038	5	0	1	7621	0	0.0		雪白草叢
5039	5	0	1	7622	0	0.0		火盆
5040	5	0	1	7623	0	0.0		小型機器
5041	5	0	1	7624	0	0.0		防空炮台
5042	5	0	1	7625	0	0.0		火山水晶石
5043	5	0	1	7626	0	0.0		火山特色植物
5044	5	0	1	7627	0	0.0		褐色草叢
5045	5	0	1	7628	0	0.0		大型陶罐
5046	5	0	1	7629	0	0.0		蛋型石頭
5047	5	0	1	7630	0	0.0		原型南瓜
5048	5	0	1	7631	0	0.0		鬼臉南瓜
5049	5	0	1	7632	0	0.0		蠟燭鬼臉南瓜
5050	5	0	1	7633	0	0.0		雪人
5051	5	0	1	7634	0	0.0		聖誕樹
5052	5	0	1	7635	0	0.0		聖誕禮盒
5053	5	0	1	5160	0	0.0		暴力雪球
5054	5	0	1	5161	0	0.0		雪球
5055	5	0	0	7554	0	0.0		#召喚冰原跳鼠
5491	5	0	0	7521	0	0.0		#召喚測試坐騎
5492	5	0	0	7522	0	0.0		#召喚測試坐騎
5493	5	0	0	7523	0	0.0		#召喚測試坐騎
5494	5	0	0	7524	0	0.0		#召喚測試坐騎
5495	5	0	0	7525	0	0.0		#召喚測試坐騎
5496	5	0	0	7526	0	0.0		#召喚測試坐騎
5497	5	0	0	7527	0	0.0		#召喚測試坐騎
5498	5	0	0	7528	0	0.0		#召喚測試坐騎
5499	5	0	0	7529	0	0.0		#召喚測試坐騎
5501	4	0	0	8102	0	0.0		神燈任務-瓶中
5502	4	0	0	8103	0	0.0		神燈任務-瓶中
5503	4	0	0	7035	0	0.0		每日銀幣任務1
5504	4	0	0	7036	0	0.0		每日銀幣任務2
5505	4	0	0	7037	0	0.0		每日銀幣任務3
5506	4	0	0	7038	0	0.0		每日銀幣任務4
5507	4	0	0	7039	0	0.0		每日銀幣任務5
5508	4	0	0	4049	0	0.0		航海相關任務
5509	4	0	0	7094	0	0.0		武士之道：禮之卷
5510	4	0	0	7098	0	0.0		武士之道：誠之卷
5511	4	0	0	7102	0	0.0		武士之道：名之卷
5512	4	0	0	7106	0	0.0		武士之道：忠之卷
5513	4	0	0	7110	0	0.0		武士之道：克之卷
5514	4	0	0	7114	0	0.0		餓狼魂：狩之章
5515	4	0	0	7118	0	0.0		餓狼魂：獵之章
5516	4	0	0	7130	0	0.0		餓狼魂：狂之章
5517	4	0	0	7134	0	0.0		餓狼魂：亂之章
5518	4	0	0	7138	0	0.0		餓狼魂：凶之章
5519	4	0	0	8030	0	0.0		公會島每日任務
5520	4	0	0	7146	0	0.0		餓狼魂：暴之章
5521	4	0	0	7150	0	0.0		餓狼魂：戾之章
5522	4	0	0	7154	0	0.0		餓狼魂：自由之章
5523	4	0	0	8110	0	0.0		旅伴任務1
5524	4	0	0	8111	0	0.0		旅伴任務2
5525	4	0	0	8127	0	0.0		旅伴任務3
5526	4	0	0	8128	0	0.0		旅伴任務4
5527	4	0	0	7142	0	0.0		餓狼魂：惡之章
5528	4	0	0	7122	0	0.0		餓狼魂：爭之章
5529	4	0	0	7126	0	0.0		餓狼魂：鬥之章
5530	8	0	1	4	10	0.0		給聖誕老人的信，增加士氣值10
5531	4	0	0	7531	0	0.0		濃情巧克力
5532	4	0	0	7532	0	0.0		牛奶巧克力
5533	4	0	0	7533	0	0.0		成熟黑巧克力
5534	4	0	0	7534	0	0.0		巧克力軟糖
5535	4	0	0	7535	0	0.0		酒心巧克力
5601	4	0	0	4000	0	0.0		審判之槌祕寶線索
5602	4	0	0	4009	0	0.0		海神僕役祕寶線索
5603	4	0	0	4021	0	0.0		安錫恩之握祕寶線索
5604	4	0	0	4035	0	0.0		莉迪娜之旋律祕寶線索
5605	4	0	0	4054	0	0.0		秘寶獵人包包祕寶線索
5606	4	0	0	4087	0	0.0		夜魔獠牙祕寶線索
5607	4	0	0	4080	0	0.0		突襲艇鑰匙祕寶線索
5608	4	0	0	4092	0	0.0		審判者之證祕寶線索
5609	4	0	0	4097	0	0.0		海神儀祕寶線索
5610	4	0	0	8131	0	0.0		伴侶道具1
5611	4	0	0	8133	0	0.0		伴侶道具2
5612	4	0	0	8135	0	0.0		伴侶道具3
5613	4	0	0	8107	0	0.0		伴侶道具4
7000	5	0	0	8001	0	0.0		#海怪巢穴_照明彈
7001	5	0	0	8041	0	0.0		#天火塔 - 信號彈
8000	19	0	0	9900	0	0.0		#試用坐騎
9001	30	2	1	0	0	0.0		#降等-test
9002	17	0	1	0	9001	0.0		#船員技能格租用
9003	17	0	1	0	9003	0.0		#懶人賺錢
9004	8	0	1	6	100	30.0		#公會經驗-test
9005	11	0	1	520002	0	0.0		#試用配方學習
9006	8	0	1	5	100	30.0		#功勳-test
9007	5	1	2	7001	5	0.0		#玉米酒-test
9008	1	1	1	0	0	10.0	Guild_Choose_Exp	#公會經驗分配石
9009	5	1	1	7001	0	0.0		#假的玉米酒-test
9010	7	1	0	0	0	0.0	EQUIPMENT_Decomposition	#開介面-test
9011	15	0	1	0	0	0.0		#收納用
9012	5	0	0	6601	0	0.0		#裝備使用
9013	6	0	1	2709997	17	0.0		#Lv50PK戰備包
9014	17	0	1	0	9005	0.0		#一般背包租用
9015	17	0	1	0	9006	0.0		#VIP背包租用
9016	17	0	1	0	9007	0.0		#倉庫租用
9017	6	0	1	2808006	1	0.0		#遊戲內轉蛋-test
9018	24	0	1	4	0	9.0		#智力屬性丹1-test
9019	24	0	1	4	10	19.0		#智力屬性丹2-test
9020	24	0	1	4	20	29.0		#智力屬性丹3-test
9021	29	0	1	0	0	0.0		#隨身倉庫扣掉
9022	29	0	2	0	0	0.0		#隨身倉庫次數
9023	28	0	1	1	1	0.0		#隨身商店-一般扣掉
9024	28	0	2	2	2	0.0		#隨身商店-條件次數
9025	31	0	1	10	2609922	1.0		#1階精華合成2階
9026	31	0	1	10	2609923	1.0		#2階精華合成3階
9027	17	0	1	0	9008	0.0		隨身倉庫(3天)
9028	17	0	1	0	9009	0.0		隨身保管箱(3天)
9029	17	0	1	0	9010	0.0		隨身交易所(3天)
9030	33	0	1	1	4	0.0		背包擴充(4格)
9031	33	0	1	1	5	0.0		背包擴充(5格)
9032	33	0	1	2	4	0.0		倉庫擴充(4格)
9033	33	0	1	2	5	0.0		倉庫擴充(5格)
9034	34	0	1	0	0	0.0		初級強化上限突破
9035	34	0	1	0	0	0.0		高級強化上限突破
9036	35	0	1	0	0	0.0		可轉手次數1次
9037	37	0	1	1	0	0.0		#圖鑑全開
9038	38	0	1	10	0	0.0		#增加好友上限
9039	17	0	1	0	9011	0.0		#原地復活不用錢
9040	17	0	1	0	9002	0.0		#結算寶箱多選
9041	39	0	1	0	10	0.0		#給代幣
9901	17	0	1	0	9012	0.0		#看板租用TEST
9903	17	0	1	9001	0	0.0		#複合常駐效果
9904	8	0	2	6	100	30.0		#公會經驗-test
9905	8	0	2	3	100	30.0		#技能點袋-test
9906	8	0	2	5	1000	25.0		#功勳-test
9907	5	0	0	7498	0	0.0		#測試用，召喚奔騰耳舞羚
9908	5	0	0	7499	0	0.0		#測試用，召喚豚豚豚
9909	5	0	0	7500	0	0.0		#測試用，召喚劍魚
9910	5	0	0	7497	0	0.0		#測試用，召喚黃獅虎
9911	45	1	1	0	0	100.0	SKILL_SPBACK	#回收技能點100%
9912	45	1	1	0	0	50.0	SKILL_SPBACK	#回收技能點50%
9913	5	0	0	9913	0	0.0		#測試用
9924	5	0	0	9997	0	0.0		#召喚衝刺跳鼠
9951	5	0	1	9924	0	0.0		測試BUFF堆疊
9952	5	0	1	9925	0	0.0		測試BUFF堆疊
9953	5	0	1	9926	0	0.0		測試BUFF堆疊
9954	5	0	1	9927	0	0.0		測試BUFF堆疊
9955	5	0	1	9928	0	0.0		測試BUFF堆疊
9956	5	0	1	9929	0	0.0		測試BUFF堆疊
9957	5	0	1	9930	0	0.0		測試BUFF堆疊
9958	5	0	1	9931	0	0.0		測試BUFF堆疊
9959	5	0	1	9932	0	0.0		測試BUFF堆疊
9960	5	0	1	9933	0	0.0		測試BUFF堆疊
9961	5	0	1	9934	0	0.0		測試BUFF堆疊
9962	5	0	1	9935	0	0.0		測試BUFF堆疊
9963	5	0	1	9936	0	0.0		測試BUFF堆疊
9964	5	0	1	9937	0	0.0		測試BUFF堆疊
9965	5	0	1	9938	0	0.0		測試BUFF堆疊
9966	5	0	1	9939	0	0.0		測試BUFF堆疊
9967	5	0	1	9940	0	0.0		測試BUFF堆疊
9968	5	0	1	9941	0	0.0		測試BUFF堆疊
9969	5	0	1	9942	0	0.0		測試BUFF堆疊
9970	5	0	1	9943	0	0.0		測試BUFF堆疊
9971	5	0	1	9944	0	0.0		測試BUFF堆疊
9972	5	0	1	9945	0	0.0		測試BUFF堆疊
9973	5	0	1	9946	0	0.0		測試BUFF堆疊
9974	5	0	1	9947	0	0.0		測試BUFF堆疊
9975	5	0	1	9948	0	0.0		測試BUFF堆疊
9976	5	0	1	9949	0	0.0		測試BUFF堆疊
9977	5	0	1	9950	0	0.0		測試BUFF堆疊
9978	5	0	1	9951	0	0.0		測試BUFF堆疊
9979	5	0	1	9952	0	0.0		測試BUFF堆疊
9980	5	0	1	9953	0	0.0		測試BUFF堆疊
9995	5	0	0	9995	0	0.0		#目標扣10%
9997	6	0	1	2709998	16	0.0		Lv120綠測試箱
9998	6	0	1	2709999	16	0.0		Lv120紫測試箱
9999	5	0	0	9998	0	0.0		#範圍必殺
99901	43	0	1	1	0	0.0		擺攤擴充用1
99902	43	0	1	2	0	0.0		擺攤擴充用2
99903	43	0	1	3	0	0.0		擺攤擴充用3
99904	43	0	1	4	0	0.0		擺攤擴充用4
99911	44	0	1	10000	0	0.0		船隻補耐久1
99912	44	0	1	10001	0	0.20000000298023224		船隻補耐久2
99913	44	0	1	10002	0	0.0		船隻補耐久3
99914	44	0	1	1300	0	0.4000000059604645		船隻補耐久4
99931	17	0	1	0	9912	0.0		#看板租用TEST
99932	17	0	1	0	2502	0.0		#看板租用TEST
99933	17	0	1	0	2503	0.0		#看板租用TEST
99934	17	0	1	0	2504	0.0		#看板租用TEST
99935	17	0	1	0	2505	0.0		#看板租用TEST
99936	17	0	1	0	2506	0.0		#看板租用TEST
99937	17	0	1	0	2507	0.0		#看板租用TEST
99938	17	0	1	0	2508	0.0		#看板租用TEST
99939	17	0	1	0	2509	0.0		#看板租用TEST
99940	17	0	1	0	2510	0.0		#看板租用TEST
