n_ID	s_NAME	s_ID_MODEL_CLASS	n_ID_MODEL	n_ID_MAP	s_PREDESCRIPT	s_OUTFIT	n_BOUNDARY	n_HEIGHT	n_LEVEL_MIN	n_LEVEL_MAX	n_RANK	f_RATIO_EXP	f_RATIO_SP	s_PROPERTIES	n_SPEED_WALK	n_SPEED_RUN	n_VEHICLE	n_AI_WANDER	n_AI_COMBAT	n_AI_TACTIC	s_SKILLS	n_DEADMISSILE	n_CONDITION	n_SKIN_COLOR	s_FX_SELECT	n_WATER_DOWN	s_FX_GORE	n_INTIMATE	n_CREDIT	n_PVPSCORE	n_MOB_APPEAR	n_DROP_RANGE	n_DROPS_EQUIPMENT	n_DROPS_NORMAL	n_DROPS_SPECIALLY	n_DROP_FLOOR	n_DROPS_QUEST	s_QUEST_BEGIN	s_QUEST_END	n_CAPABILITY	s_ICON	s_LOCATION	n_GM_SWITCH	n_FITTINGROOM_DISTANCE	n_FITTINGROOM_HEIGHT	s_NPC_VOICE	s_ROLE_GRAPHIC	n_BROADCAST	n_MOB_USAGE	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
1511	光束機關		0	0		INVISIBLE	100	100	120	120	1	0.0	0.0	402;99999	0	0	0	23	1	1	8011	0	515	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701511			0			0	0	0			0	7	1.10.0000	1.10.0000	1.07.0000	1.07.0000
1512	光束機關受擊者		0	0		INVISIBLE	10	10	120	120	1	0.0	0.0	402	0	0	0	24	0	0		0	3	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701512			0			0	0	0			0	7	1.10.0000	1.10.0000	1.07.0000	1.07.0000
1513	地雷		0	0		MAP_OBJ_MINE	125	200	120	120	0	0.0	0.0	402	0	0	0	112	3	1	8020	8072	3	0		75	S_H_FLAME	0	0	0	1	200	0	0	0	0	8701513			0			0	0	0			0	7	1.10.0000	1.10.0000	1.07.0000	1.07.0000
1514	掃雷車	M018	0	1	M018	M018_000_001_N	125	230	120	120	0	0.0	0.0	402	0	0	3003	4	0	0		0	16	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701514			0			0	0	0			0	6	1.10.0000	1.10.0000	1.07.0000	1.07.0000
1570	奴隸鬥士	MALE	0	0	P_MALE_DUAL	P_MALE_008_001_DUAL2	125	175	60	60	2	10.0	5.0	438	100	750	0	15	471	1	3780;3781;3782;3783	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701570			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1571	醉狼海賊團	M001	0	0		M001_000_000_SP2	170	200	61	61	2	3.0	2.0	429;7005	100	750	0	15	112	1	3020;3020;3024;3026	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701571			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1572	猛獅海賊團	M001	0	1		M001_000_001_SP3	170	200	63	63	2	3.0	2.0	429;7006	100	750	0	15	111	1	3020;3020;3025;3026;3029	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701572			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1573	狂牛海賊團	M001	1	1		M001_001_001_SP3	170	300	65	65	2	3.0	2.0	429;7009	100	750	0	15	111	1	3020;3020;3028;3026;3030	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701573			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1574	荒漠狼賊團	M001	2	0		M001_002_000_SP3	170	285	64	64	2	3.0	2.0	429;7010	100	750	0	15	111	1	3020;3020;3026;3027;3031	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701574			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1575	奴隸鬥士	MALE	0	0	P_MALE_FIREARM	P_MALE_014_000_NAVYFIREARM2	125	175	62	62	2	10.0	5.0	438	100	750	0	15	482	1	3800;3801;3802;3803	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	2802206	0	8701575			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1576	奴隸鬥士	FEMALE	0	0	P_FEMALE_SINGLE	P_FEMALE_012_000_PRIEST	125	175	63	63	2	10.0	5.0	438	100	750	0	15	488	11	3861;3860;3862;3863;3864;3865	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	2802207	0	8701576			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1577	奴隸鬥士	FEMALE	0	0	P_FEMALE_DUAL	P_FEMALE_003_001_NAVYDUAL1	125	160	62	62	2	10.0	5.0	438	100	750	0	15	471	1	3780;3781;3782;3783	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701577			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1578	大地撕裂者	M003	0	3		M003_000_003_SP3	270	330	62	62	64	39.0	10.0	434;7021	100	750	0	15	134	1	3060;3068;3064;3066	0	256	0		75	S_H_GOREDEAD	22	10	0	1	200	5400006	2701015	0	0	8701578			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1579	奴隸鬥士	MALE	0	0	P_MALE_SINGLE	P_MALE_012_000_PRIEST	125	175	61	61	2	10.0	5.0	438	100	750	0	15	488	11	3861;3860;3862;3863;3864;3865	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701579			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1580	海象海賊團	M010	0	2		M010_000_002_SP3	200	270	60	60	2	3.0	2.0	429;7050	100	750	0	15	202	1	3200;3203;3209	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701580			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1581	奴隸鬥士	FEMALE	0	0	P_FEMALE_FIREARM	P_FEMALE_014_000_NAVYFIREARM1	125	160	64	64	2	10.0	5.0	438	100	750	0	15	482	1	3800;3801;3802;3803	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701581			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1582	森魔使	M015	0	1		M015_000_001_SP1	100	180	64	64	2	10.0	5.0	438;7072	100	750	0	15	252	1	3301;3303;3307	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701582			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1583	龍人角鬥士	M017	0	1		M017_000_001_SP2	170	290	64	64	2	10.0	5.0	438;7083	100	750	0	15	274	1	3340;3343;3342;3347;3344	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701583			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1584	貝魯特	FEMALE	0	0	P_FEMALE_SKULL	P_FEMALE_951_000_BERULT	150	300	65	65	64	40.0	20.0	434;7173	150	750	0	15	10	1	3885;3881;3882;3883;3884;3880	0	768	0		75		22	10	0	1	200	5400006	2702022	2802008	0	8701584			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1585	貓女海賊團員	M019	0	2		M019_000_002_SP2;M019_000_002_SP3	100	210	64	64	2	10.0	5.0	438;7095	100	750	0	15	292	1	3380;3383;3391;3388;3385	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701585			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1586	克雷格火鳥	M020	1	0		M020_001_000_SP2	150	230	63	63	2	3.0	2.0	429;7102	100	750	0	15	301	1	3400;3402;3401;3413;3408	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701586			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1587	空島魔鳥	M022	0	4		M022_000_004_SP3	130	300	63	63	2	10.0	5.0	438;7114	100	750	0	15	321	1	3440;3441;3446;3447;3450;3452	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701587			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1600	海狗	M000	0	0		M000_000_000_SP3	200	200	82	83	2	10.0	5.0	439;7000	150	750	0	11	102	1	3000;3001;3002;3003	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	2802201	0	8701600			0			0	0	0			0	1	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1601	猛獅海賊團	M001	0	1		M001_000_001_SP3	170	200	72	73	2	10.0	5.0	439;7006	150	750	0	12	111	1	3020;3020;3025;3026;3029	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	0	0	8701601			0			0	0	0			0	1	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1602	猛獅海賊團	M001	0	1		M001_000_001_SP2	170	210	70	71	2	10.0	5.0	439;7006	150	750	0	12	111	1	3020;3020;3025;3026;3029	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	0	0	8701602			0			0	0	0			0	1	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1603	猛獅海賊團	M001	0	1		M001_000_001_SP1	130	170	73	74	2	10.0	5.0	425;7006	150	750	0	12	111	1	3020;3020;3025;3026;3029	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	0	0	8701603			0			0	0	0			0	1	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1604	赤血巨錨‧魯恩	M001	1	0		M001_001_000_BOSS	220	450	70	70	64	39.0	10.0	445;7008	150	750	0	11	112	1	3020;3022;3028;3026	0	256	0		75	S_H_GOREDEAD	24	10	0	1	200	5400006	2701016	0	0	8701604			0			0	0	0			0	1	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1605	綠鱗海賊團	M001	3	0		M001_003_000_SP2	200	210	72	73	2	10.0	5.0	439;7011	150	750	0	11	113	1	3020;3020;3026;3027;3031	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	0	0	8701605			0			0	0	0			0	1	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1606	巨砲塔但	M010	1	1		M010_001_001_BOSS	250	420	73	73	64	39.0	10.0	445;7052	150	750	0	14	201	1	3200;3206;3211	0	256	0		75	S_H_GOREDEAD	24	10	0	1	200	5400006	2701016	0	0	8701606			0			0	0	0			0	1	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1607	貓女狙擊手	M019	0	2		M019_000_002_SP2	100	150	70	71	2	10.0	5.0	439;7095	0	0	0	28	295	1	3380;3383;3391;3388;3385;8046	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	0	0	8701607			0			0	0	0			0	1	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1608	貓女狙擊手	M019	0	2		M019_000_002_SP3	100	210	74	75	2	10.0	5.0	439;7095	0	0	0	28	295	1	3380;3383;3391;3388;3385;8046	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	0	0	8701608			0			0	0	0			0	1	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1609	克魯塔斯	MALE	0	0	P_MALE_DUAL	P_MALE_046_000_COLSAS	200	285	75	75	64	40.0	20.0	445;8009	150	750	0	14	490	1	3820;3821;3822;3823;3824;3825;3826;3827;3828	0	768	0		75	S_H_GOREDEAD	24	10	0	1	200	5400006	2702023	2802002	0	8701609			0			0	0	0			0	1	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1610	綠鱗海賊團	M001	3	0		M001_003_000_SP3	200	240	74	75	2	10.0	5.0	439;7011	150	750	0	11	114	1	3020;3020;3026;3027;3031	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	0	0	8701610			0			0	0	0			0	1	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1611	機槍(機關怪物)		0	0		INVISIBLE	100	100	75	75	2	0.0	0.0	401	0	0	0	15	1	1	8044	0	515	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	0			0			0	0	0			0	7	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1612	大砲(機關怪物)		0	0		INVISIBLE	100	100	75	75	2	0.0	0.0	401	0	0	0	27	1	1	8045	0	3	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	0			0			0	0	0			0	7	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1613	要塞大門		0	0		INVISIBLE	100	300	100	100	2	0.0	0.0	7164	0	0	0	10	0	0		0	1	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	0			0			0	0	0			0	7	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1614	海軍內奸	M001	0	0		M001_000_000_SP1	150	200	75	75	2	0.0	0.0	401	0	0	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	0			0			0	0	0			0	2	1.05.0000	1.05.0000	1.07.0000	1.07.0000
1630	岩龜	M006	0	0		M006_000_000_SP1;M006_000_000_SP2	150	320	50	50	2	4.0	4.0	437;7035	100	650	0	11	164	1	3120;3121;3127;3132	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	2802228	0	8701630			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1631	土砂龍	M006	0	1		M006_000_001_SP1;M006_000_001_SP2	150	320	51	51	2	4.0	4.0	437;7036	100	650	0	11	164	1	3120;3121;3127;3132	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	2802229	0	8701631			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1632	毒藤尖角蛇	M021	0	1		M021_000_001_SP1;M021_000_001_SP2	120	155	52	52	2	1.5	3.0	436;7106	100	750	0	11	310	1	3420;3420;3420;3420	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	2802257	0	8701632			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1633	荒漠鷹	M011	0	0		M011_000_000_SP1;M011_000_000_SP2	170	280	53	53	2	4.0	4.0	437;7055	100	650	0	11	211	1	3220;3223;3221;3231;3233	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	2802234	0	8701633			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1634	克雷格火鳥	M020	1	0		M020_001_000_SP1	100	180	54	54	2	1.5	3.0	436;7102	100	750	0	11	300	1	3400;3401;3401;3400;3400	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	2802253	0	8701634			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1635	旋風巨鷹	M011	0	0		M011_000_000_SP3	230	330	55	55	2	4.0	4.0	437;7055	100	650	0	11	214	1	3220;3226;3222;3231;3233	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	2802234	0	8701635			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1636	薩伊	MALE	0	0	P_MALE_FIST	P_MALE_003_002_TREASURE_HUNTER	75	215	50	50	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701636	2632		1			0	0	0	180		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1637	薩伊	MALE	0	0	P_MALE_FIST	P_MALE_003_002_TREASURE_HUNTER	75	215	50	50	0	0.0	0.0	8200	150	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701637		2632	1			0	0	0	1044		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1660	岩龜	M006	0	0		M006_000_000_SP1;M006_000_000_SP2	150	320	70	70	2	4.0	4.0	437;7035	100	650	0	11	165	1	3120;3121;3127;3132	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	2802228	0	8701660			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1661	企鵝中士	M024	1	1		M024_001_001_SP1;M024_001_001_SP2	75	135	71	71	2	4.0	4.0	437;7124	100	650	0	11	340	1	3480;3481;3485;3483;3484	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	0	0	8701661			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1662	電光羚羊	M005	0	1		M005_000_001_SP1;M005_000_001_SP2	110	160	72	72	2	1.5	3.0	436;7030	100	750	0	11	151	1	3100;3100;3101;3103	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	2802223	0	8701662			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1663	荒漠鷹	M011	0	0		M011_000_000_SP1;M011_000_000_SP2	170	280	73	73	2	4.0	4.0	437;7055	100	650	0	11	211	1	3220;3223;3221;3231;3233	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	2802234	0	8701663			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1664	刺錘蜂	M028	1	0		M028_001_000_SP1;M028_001_000_SP2	120	160	74	74	2	1.5	3.0	436;7143	100	750	0	11	381	1	3560;3560;3561;3563	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	2802269	0	8701664			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1665	憤怒紅毛熊	M010	1	1		M010_001_001_SP3	200	270	75	75	2	4.0	4.0	437;7052	100	650	0	11	201	1	3200;3206;3211	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	0	0	8701665			0			0	0	0			0	1	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1666	托魯	MALE	0	0	P_MALE_DUAL	P_MALE_008_001_DUAL2	100	170	70	70	1	1.0	1.0	8009	100	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701666	2636		1			0	0	0	180		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1667	托魯	MALE	0	0	P_MALE_DUAL	P_MALE_008_001_DUAL2	100	170	70	70	1	1.0	1.0	8009	100	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701667		2636	1			0	0	0	180		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1690	戈登	MALE	0	0	P_MALE_DUAL	P_MALE_003_000_ARENAFIGHTER	100	170	70	70	1	1.0	1.0	8009	100	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701690	2630		1			0	0	0	180		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1691	戈登	MALE	0	0	P_MALE_DUAL	P_MALE_003_000_ARENAFIGHTER	100	170	70	70	1	1.0	1.0	8009	100	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701691		2630	1			0	0	0	180		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1692	遺跡猛虎	M002	0	2		M002_000_002_SP1;M002_000_002_SP2	175	185	40	45	1	1.5	1.5	436;7015	100	750	0	13	124	1	3040;3050;3044;3045;3047	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701016	0	0	0			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1693	廢墟尖角蛇	M021	0	1		M021_000_001_SP1;M021_000_001_SP2	120	155	40	45	1	12.0	8.0	437;7106	100	650	0	11	310	1	3420;3421;3425;3428	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	2802257	0	8701632			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1694	沃德金剛	M003	1	0		M003_001_000_SP3	200	250	42	45	1	1.5	1.5	436;7022	100	750	0	10	133	1	3060;3060;3062;3066	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400002	2701014	2802215	0	8701010			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1695	克雷格火鳥	M020	1	0		M020_001_000_SP2	150	230	39	41	2	12.0	8.0	437;7102	100	750	0	10	300	1	3400;3402	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400002	2701014	2802253	0	8701008			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1696	警戒槍塔	M014	0	0		M014_000_000_N	75	150	43	43	2	12.0	8.0	437;7066	100	750	0	10	240	1	3280;3281	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400002	2701014	0	0	8701014			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1720	娜歐蜜	FEMALE	0	0	P_FEMALE_FIREARM	P_FEMALE_005_002_NAVYFIREARM2	100	150	60	60	1	1.0	1.0	8009	100	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701720	2634		1			0	0	0	201		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1721	娜歐蜜	FEMALE	0	0	P_FEMALE_FIREARM	P_FEMALE_005_002_NAVYFIREARM2	100	150	60	60	1	1.0	1.0	8009	100	650	0	2	0	0		0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701721		2634	1			0	0	0	1160		0	2	1.02.0000	1.02.0000	1.07.0000	1.07.0000
1730	海怪巢穴 - 落石機關(擊倒)		0	0		INVISIBLE	125	200	10	10	0	0.0	0.0	0	0	0	0	30	3	1	8004	0	3	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701730			0			0	0	0			0	7	1.03.0000	1.03.0000	1.07.0000	1.07.0000
1731	噴射盜賊貓	M015	1	1		M015_001_001_SP1	100	180	10	10	1	0.0	0.0	7076	0	0	0	27	1	1	8051	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701731			0			0	0	0			0	7	1.03.0000	1.03.0000	1.07.0000	1.07.0000
1732	山地鹿	M005	0	0		M005_000_000_SP2	110	160	10	10	1	0.0	0.0	7029	100	650	0	13	7	1	8052;8053;8054	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701732			0			0	0	0			0	7	1.03.0000	1.03.0000	1.07.0000	1.07.0000
1733	泡泡怪物		0	0		M999_000_000_N	100	100	10	10	0	0.0	0.0	8003	350	350	0	10	1	1	8018	3489	3	0		75		0	0	0	1	200	0	0	0	0	8701733			0			0	0	0			0	7	1.03.0000	1.03.0000	1.07.0000	1.07.0000
1734	貓女狙擊手	M019	0	2		M019_000_002_SP2	100	150	10	10	1	0.0	0.0	7095	0	0	0	28	295	1	3380;3383;3391;3388;3385;8059	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701734			0			0	0	0			0	7	1.03.0000	1.03.0000	1.07.0000	1.07.0000
1735	泡泡怪物		0	0		M999_000_000_N	100	100	10	10	0	0.0	0.0	0	0	0	0	36	1	1	8055	0	3	0		75		0	0	0	1	200	0	0	0	0	8701735			0			0	0	0			0	7	1.03.0000	1.03.0000	1.07.0000	1.07.0000
1736	噴射熔岩		0	0		INVISIBLE	100	100	10	10	1	1.0	1.0	401	0	0	0	27	7	1	8060;8063;8064	0	515	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	8701375			0			0	0	0			0	7	1.04.0000	1.04.0000	1.07.0000	1.07.0000
1737	大砲(機關怪物)		0	0		INVISIBLE	100	100	10	10	2	0.0	0.0	401	0	0	0	27	1	1	8061	0	3	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	0			0			0	0	0			0	7	1.04.0000	1.04.0000	1.07.0000	1.07.0000
1738	噴射熔岩受擊者		0	0			100	100	1	1	1	1.0	1.0	7164	0	0	0	34	0	0		0	3	0		75	S_H_GOREDEAD	0	0	0	1	200	0	0	0	0	0			0			0	0	0			0	7	1.04.0000	1.04.0000	1.07.0000	1.07.0000
1742	土砂狼	M000	0	1		M000_000_001_SP2	130	130	60	60	1	4.0	4.0	437;7001	100	750	0	15	102	1	3000;3001;3002;3003	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701570			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1743	醉狼海賊團	M001	0	0		M001_000_000_SP2	170	200	60	60	1	1.5	3.0	436;7005	100	750	0	15	112	1	3020;3020;3024;3026	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701571			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1744	猛獅海賊團	M001	0	1		M001_000_001_SP3	170	200	61	61	1	4.0	4.0	437;7006	100	750	0	15	111	1	3020;3020;3025;3026;3029	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701572			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1745	狂牛海賊團	M001	1	1		M001_001_001_SP3	170	300	61	61	1	1.5	3.0	436;7009	100	750	0	15	111	1	3020;3020;3028;3026;3030	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701573			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1746	荒漠狼賊團	M001	2	0		M001_002_000_SP3	170	285	62	62	1	4.0	4.0	437;7010	100	750	0	15	111	1	3020;3020;3026;3027;3031	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701574			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1747	雙角虎	M002	0	0		M002_000_000_SP3	170	200	62	62	1	1.5	3.0	436;7013	100	750	0	15	121	1	3040;3040;3044;3045;3046	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	2802206	0	8701575			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1748	紫焰獅	M002	0	1		M002_000_001_SP2	170	220	63	63	1	4.0	4.0	437;7014	100	750	0	15	121	1	3040;3040;3044;3045;3046	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	2802207	0	8701576			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1749	狂暴黑猿	M003	0	2		M003_000_002_SP2	170	190	63	63	1	1.5	3.0	436;7020	100	750	0	15	134	1	3060;3060;3062;3066	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701577			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1750	電光羚羊	M005	0	1		M005_000_001_SP3	170	250	64	64	1	4.0	4.0	437;7030	100	750	0	15	152	1	3100;3104;3101;3103	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701579			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1751	海象海賊團	M010	0	2		M010_000_002_SP3	200	270	64	64	1	1.5	3.0	436;7050	100	750	0	15	202	1	3200;3203;3209	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701580			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
1752	鋼刃飛鷹	M011	1	1		M011_001_001_SP3	230	285	65	65	1	4.0	4.0	437;7059	100	750	0	15	215	1	3220;3230;3221;3231;3233	0	0	0		75	S_H_GOREDEAD	0	0	0	1	200	5400003	2701015	0	0	8701581			0			0	0	0			0	1	1.00.0000	1.00.0000	1.07.0000	1.07.0000
