n_ID	s_NAME	s_ID_ICON	s_ID_MODEL_PARTS	n_ID_MODEL	n_ID_MAP	n_DROPMODEL_TYPE	s_MODEL_EFFECT	n_TAG_TRADE	n_QUALITY	n_ITEMLV	n_CONDITION_LV	n_CONDITION_GENDER	n_CONDITION_CLASS	n_CONDITION_CAMPS	n_CONDITION_SKILL	n_CONDITION_SKILLLV	n_ICONSLOT	n_EQUIPSLOT	n_EQUIPTYPE	s_EQUIPTYPE_EFFECT	n_TAG_LOOT	s_TAG_EXTRA	n_ID_USAGE	n_CD	n_PRICE_BUY	n_PRICE_VENDER	n_QUATITY_STACK	s_ITEM_EXIST	n_ID_BUFF	s_EQUIPFX	s_VARYDATA	n_BROADCAST	n_BROADCAST_QUANTITY	s_HK_VER	s_TC_VER	s_JP_VER	s_TH_VER
138	巨獸犬齒	ICON_MISSION_047_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
139	迷心巫蠱	ICON_MISSION_049_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
140	貓眼藥水	ICON_MISSION_050_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
141	醒腦膽汁	ICON_MISSION_050_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
142	清心靈藥	ICON_MISSION_050_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
143	亡者的紅寶石	ICON_MISSION_053_002		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
144	失竊的私掠金幣	ICON_MISSION_015_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
145	二號要塞砲彈	ICON_MISSION_017_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
146	海藻綠寶石	ICON_MISSION_053_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
147	膠原魚凍	ICON_MISSION_013_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
148	冷血面霜	ICON_MISSION_049_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
149	海軍大兵玩偶	ICON_MISSION_022_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
150	怪盜的挑戰書	ICON_MISSION_075_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
151	皇家銀幣	ICON_COIN_000_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	25		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
152	摩根的髮束	ICON_MISSION_088_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	25		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
153	精瘦獅肉	ICON_MISSION_009_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
154	五花獅肉	ICON_MISSION_009_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
155	殉葬首飾	ICON_MISSION_019_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
156	食人妖耳環	ICON_MISSION_074_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
157	綠色智慧水晶	ICON_MISSION_001_004		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
158	摩根的靴子	ICON_MISSION_040_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
159	和親契約	ICON_DOCUMENT_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
160	不祥之烏骨	ICON_MISSION_080_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
161	妖花的汁液	ICON_MISSION_073_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
162	綠光羊角	ICON_MISSION_010_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
163	詛咒小人偶	ICON_MISSION_077_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
164	不祥之羽翼	ICON_MISSION_028_002		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
165	腹黑獅心	ICON_MISSION_069_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
166	炭烤黑獅心	ICON_MISSION_069_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
167	老烏龜殼	ICON_MISSION_042_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
168	卜卦龜甲	ICON_MISSION_042_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
169	笑呵呵骷髏頭	ICON_MISSION_086_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
170	亮晶晶骷髏頭	ICON_MISSION_086_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
171	風邪草藥	ICON_MISSION_020_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
172	大塊筋肉	ICON_MISSION_009_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
173	精力草藥粥	ICON_MISSION_056_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
174	墓場的土塊	ICON_MISSION_089_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
175	玫瑰紅血水	ICON_MISSION_050_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
176	含冤綠草	ICON_MISSION_020_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
178	帕卡娜的敕令符	ICON_MISSION_060_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
179	失事船隻的香料	ICON_MISSION_020_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
180	鳥妖心臟	ICON_MISSION_069_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
181	炭烤黑鳥心	ICON_MISSION_069_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
182	屍毒鎮壓符	ICON_MISSION_060_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
183	致命花香液	ICON_MISSION_073_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
184	初戀情人的髮束	ICON_MISSION_088_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
185	死亡之蟲	ICON_MISSION_007_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
187	祖靈守護符	ICON_MISSION_060_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
190	上古金盃	ICON_MISSION_064_002		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
191	鹿茸烈酒	ICON_WINE_014_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
192	企鵝肩徽	ICON_MISSION_023_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
193	極地雪花	ICON_MISSION_063_002		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
194	零度冰針	ICON_MISSION_012_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
195	公主手織圍巾	ICON_MISSION_033_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
196	冰凍鮪魚	ICON_MISSION_055_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
197	硬梆梆鹿肉	ICON_MISSION_009_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
198	萬年松果	ICON_FRUIT_004_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
199	稀有凍土	ICON_MISSION_089_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
200	冰猿皮草	ICON_MISSION_048_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
201	綿花冰蛋	ICON_MISSION_045_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
202	鹽風龜肉	ICON_MISSION_070_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
203	深海魚骨	ICON_MISSION_031_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
204	冰鑽龜殼	ICON_MISSION_042_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
205	黃金尖角	ICON_MISSION_010_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
206	藍色智慧水晶	ICON_MISSION_001_002		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
207	海魅影的衣角	ICON_MISSION_006_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
208	清心寡欲鈴鐺	ICON_MISSION_085_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
209	凜冬香料	ICON_MISSION_020_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
210	豪華海陸鍋	ICON_MISSION_056_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
211	上古卷軸	ICON_MISSION_004_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
212	歐塞羅刺殺符	ICON_MISSION_060_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
213	歐塞羅兇殺符	ICON_MISSION_060_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
214	歐塞羅毒殺符	ICON_MISSION_060_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
220	亡都玉鐲	ICON_MISSION_008_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
221	珊瑚海花	ICON_MISSION_063_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
222	宴會肉排	ICON_MISSION_009_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
223	盜竊之鑽	ICON_MISSION_053_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
224	仙妲的項鍊	ICON_MISSION_019_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
225	海軍火槍	ICON_MISSION_002_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
226	魚叉塔的零件	ICON_MISSION_038_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
227	臭味蟲肉	ICON_MISSION_007_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
228	救贖靈魂石	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
229	歐貝利斯的生肉	ICON_MISSION_009_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
230	怨念靈魂石	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
231	沉船木材	ICON_MISSION_058_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
232	感謝的星砂	ICON_MISSION_079_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
233	友誼的星砂	ICON_MISSION_079_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
234	軍用口糧	ICON_MISSION_037_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
235	醃漬烏賊罐頭	ICON_MISSION_051_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
236	魯賓遜的萬言書	ICON_DOCUMENT_009_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
237	精燉大骨頭	ICON_MISSION_080_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
238	脆皮蟲蛹	ICON_MISSION_007_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
239	爛根菜花	ICON_MISSION_063_003		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.01.0000	1.01.0000	1.07.0000	1.07.0000
240	末日克難鍋	ICON_MISSION_056_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
241	煉獄麻辣蛋	ICON_MISSION_045_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
242	原罪靈魂石	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
250	巫髏地雷引信	ICON_MISSION_018_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
251	巫髏炸彈	ICON_MISSION_017_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
252	口臭瓦斯桶	ICON_MISSION_016_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
253	陪葬頭盔	ICON_MISSION_039_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
254	陪葬戰靴	ICON_MISSION_040_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
255	陪葬戰甲	ICON_PL_012_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
256	機甲兵的齒輪	ICON_MISSION_038_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
257	聖殿閘門鑰匙	ICON_MISSION_052_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
258	勸降書	ICON_DOCUMENT_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
259	活跳跳海魚	ICON_MISSION_055_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
260	破舊的地圖	ICON_MISSION_062_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
261	皇家紋章	ICON_MISSION_043_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
262	聖殿旗幟	ICON_MISSION_027_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
263	祭祀酒盃	ICON_MISSION_064_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
264	祭品陶壺	ICON_MISSION_054_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
265	聖殿寶箱的鑰匙	ICON_MISSION_052_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
266	祖傳玉戒	ICON_MISSION_014_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
269	燐粉香料	ICON_MISSION_020_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
270	眼球漿果	ICON_MISSION_057_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
271	仙草燒酒	ICON_WINE_014_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
272	原罪之盔	ICON_HT_016_000_F		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
273	原罪之劍	IS000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
274	原罪之鎧	ICON_CT_016_000_F		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
275	黑曜磨刀石	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
276	怒龍之牙	ICON_MISSION_047_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
277	沸騰石	ICON_MISSION_011_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
278	煉火結晶	ICON_MISSION_001_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
280	微酸小藍莓	ICON_MISSION_034_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
281	失樂園金蘋果	ICON_MISSION_059_001		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
282	上古陶壺	ICON_MISSION_065_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
283	上古石碑	ICON_MISSION_067_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
284	上古陶壺碎片	ICON_MISSION_066_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
285	上古石碑碎片	ICON_MISSION_068_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
287	伊甸聖果	ICON_FRUIT_003_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
288	魔女的符咒	ICON_MISSION_060_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
289	魅惑羽翼	ICON_MISSION_028_003		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
290	伊甸聖杯	ICON_MISSION_064_003		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
291	天空護照	ICON_LICENSE_001_000		0	0	0		23	1	1	0	0	0	0	0	0	0	0	0		2048		0	0	0	1	999		0			0	0	1.00.0000	1.00.0000	1.07.0000	1.07.0000
