n_ID	n_STACK	n_BUFF_TYPE	s_BUFF_ICON	f_DURATION	s_BUFF_CANCEL	s_BUFF_CONDITON	s_CONDITIONAL_BUFF	s_CONSTANT_BUFF	s_BUFF_FXS	s_BUFF_FXS_RIGHT	s_BUFF_FXS_LEFT	n_ANIMATION_RANK	s_ANIMATION_REPLACE
17104	4	2		2.5				ADD_DODGE(3)				0	
17114	11	0	IS202	7.0				DISABLE(0)	SIREN_L_WATERCUBE			1	_F_SENTRY_000;_F_FALLING_000\n_F_READY_000;_F_FALLING_000\n_FORWARD_000;_F_FALLING_000\n_F_WALK_000;_F_FALLING_000
17120	1	1		0.0				KNOCKDOWN(7120)				0	
17501	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17502	999	0		0.0		BUFF_I(17501,0,2)\nRATE(5)	HITMISSILE(4067,10,10500)					0	
17503	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17504	999	0		0.0		BUFF_I(17503,0,3)\nRATE(5)	HITMISSILE(4067,10,10501)					0	
17505	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17506	999	0		0.0		BUFF_I(17505,0,3)\nHP_ENEMY>(0.9)	HITMISSILE(4067,10,10507)					0	
17507	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17508	999	0		0.0		BUFF_I(17507,0,3)\nRATE(5)	HITMISSILE(4067,10,10509)					0	
17509	900	8	ICON_CT_016_000_M	3.0				DISABLE(0)	S_H_FLAME_CHAIN			0	
17510	901	16	ICON_CT_019_000_M	5.0				ADD_MUL_DAMAGE(0.5)	S_L_BUBBLE			0	
17511	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17512	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17513	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17514	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17515	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17516	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17517	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17518	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17519	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17520	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17521	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17522	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17523	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17524	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17525	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
17526	999	0		0.0				ADD_STRENGH(0.4)\nADD_AGILITY(0.4)\nADD_CONSITUTION(0.4)\nADD_INTELLECT(0.4)\nADD_PERCEPTION(0.4)\nADD_STAMINAMAX(0.05)				0	
18001	3	0		0.0		STR_CHECK(0.5)	ADD_DAMPLUS_PHYSICS(0.2)					0	
18002	3	0		0.0		STR_CHECK(0.7)	ADD_DAMPLUS_PHYSICS(0.3)					0	
18003	3	0		0.0		STR_CHECK(0.9)	ADD_DAMPLUS_PHYSICS(0.45)					0	
18004	3	0		0.0		STR_CHECK(1.1)	ADD_DAMPLUS_PHYSICS(0.7)					0	
18005	3	0		0.0		STR_CHECK(0.5)	ADD_DAMPLUS_MAGIC(0.2)					0	
18006	3	0		0.0		STR_CHECK(0.7)	ADD_DAMPLUS_MAGIC(0.3)					0	
18007	3	0		0.0		STR_CHECK(0.9)	ADD_DAMPLUS_MAGIC(0.45)					0	
18008	3	0		0.0		STR_CHECK(1.1)	ADD_DAMPLUS_MAGIC(0.7)					0	
18009	3	0		0.0		STR_CHECK(0.5)	ADD_DAMPLUS_PHYSICS(0.17);ADD_DAMPLUS_MAGIC(0.17)					0	
18010	3	0		0.0		STR_CHECK(0.7)	ADD_DAMPLUS_PHYSICS(0.24);ADD_DAMPLUS_MAGIC(0.24)					0	
18011	3	0		0.0		STR_CHECK(0.9)	ADD_DAMPLUS_PHYSICS(0.36);ADD_DAMPLUS_MAGIC(0.36)					0	
18012	3	0		0.0		STR_CHECK(1.1)	ADD_DAMPLUS_PHYSICS(0.6);ADD_DAMPLUS_MAGIC(0.6)					0	
18013	3	0		0.0		STR_CHECK(0.5)	ADD_POWERHIT(0.015)					0	
18014	3	0		0.0		STR_CHECK(0.7)	ADD_POWERHIT(0.025)					0	
18015	3	0		0.0		STR_CHECK(0.9)	ADD_POWERHIT(0.04)					0	
18016	3	0		0.0		STR_CHECK(1.1)	ADD_POWERHIT(0.06)					0	
18017	3	0		0.0		STR_CHECK(0.5)	ADD_MULTIPLY_POWERDAM(0.05)					0	
18018	3	0		0.0		STR_CHECK(0.8)	ADD_MULTIPLY_POWERDAM(0.08)					0	
18019	3	0		0.0		STR_CHECK(1)	ADD_MULTIPLY_POWERDAM(0.12)					0	
18020	3	0		0.0		STR_CHECK(1.1)	ADD_MULTIPLY_POWERDAM(0.2)					0	
18021	3	0		0.0		STR_CHECK(0.5)	ADD_BYPASS(0.01)					0	
18022	3	0		0.0		STR_CHECK(0.8)	ADD_BYPASS(0.02)					0	
18023	3	0		0.0		STR_CHECK(1)	ADD_BYPASS(0.03)					0	
18024	3	0		0.0		STR_CHECK(1.1)	ADD_BYPASS(0.04)					0	
18025	3	0		0.0		STR_CHECK(0.5)	ADD_OVERHIT(0.01)					0	
18026	3	0		0.0		STR_CHECK(0.8)	ADD_OVERHIT(0.02)					0	
18027	3	0		0.0		STR_CHECK(1)	ADD_OVERHIT(0.03)					0	
18028	3	0		0.0		STR_CHECK(1.1)	ADD_OVERHIT(0.04)					0	
18029	3	0		0.0		STR_CHECK(0.5)	ADD_HITRATE(0.04)					0	
18030	3	0		0.0		STR_CHECK(0.8)	ADD_HITRATE(0.06)					0	
18031	3	0		0.0		STR_CHECK(1)	ADD_HITRATE(0.1)					0	
18032	3	0		0.0		STR_CHECK(1.1)	ADD_HITRATE(0.14)					0	
18033	3	0		0.0		AGI_CHECK(0.5)	ADD_DAMPLUS_PHYSICS(0.2)					0	
18034	3	0		0.0		AGI_CHECK(0.7)	ADD_DAMPLUS_PHYSICS(0.3)					0	
18035	3	0		0.0		AGI_CHECK(0.9)	ADD_DAMPLUS_PHYSICS(0.45)					0	
18036	3	0		0.0		AGI_CHECK(1.1)	ADD_DAMPLUS_PHYSICS(0.7)					0	
18037	3	0		0.0		AGI_CHECK(0.5)	ADD_DAMPLUS_MAGIC(0.2)					0	
18038	3	0		0.0		AGI_CHECK(0.7)	ADD_DAMPLUS_MAGIC(0.3)					0	
18039	3	0		0.0		AGI_CHECK(0.9)	ADD_DAMPLUS_MAGIC(0.45)					0	
18040	3	0		0.0		AGI_CHECK(1.1)	ADD_DAMPLUS_MAGIC(0.7)					0	
18041	3	0		0.0		AGI_CHECK(0.5)	ADD_DAMPLUS_PHYSICS(0.17);ADD_DAMPLUS_MAGIC(0.17)					0	
18042	3	0		0.0		AGI_CHECK(0.7)	ADD_DAMPLUS_PHYSICS(0.24);ADD_DAMPLUS_MAGIC(0.24)					0	
18043	3	0		0.0		AGI_CHECK(0.9)	ADD_DAMPLUS_PHYSICS(0.36);ADD_DAMPLUS_MAGIC(0.36)					0	
18044	3	0		0.0		AGI_CHECK(1.1)	ADD_DAMPLUS_PHYSICS(0.6);ADD_DAMPLUS_MAGIC(0.6)					0	
18045	3	0		0.0		AGI_CHECK(0.5)	ADD_POWERHIT(0.015)					0	
18046	3	0		0.0		AGI_CHECK(0.7)	ADD_POWERHIT(0.025)					0	
18047	3	0		0.0		AGI_CHECK(0.9)	ADD_POWERHIT(0.04)					0	
18048	3	0		0.0		AGI_CHECK(1.1)	ADD_POWERHIT(0.06)					0	
18049	3	0		0.0		AGI_CHECK(0.5)	ADD_MULTIPLY_POWERDAM(0.05)					0	
18050	3	0		0.0		AGI_CHECK(0.8)	ADD_MULTIPLY_POWERDAM(0.08)					0	
18051	3	0		0.0		AGI_CHECK(1)	ADD_MULTIPLY_POWERDAM(0.12)					0	
18052	3	0		0.0		AGI_CHECK(1.1)	ADD_MULTIPLY_POWERDAM(0.2)					0	
18053	3	0		0.0		AGI_CHECK(0.5)	ADD_BYPASS(0.01)					0	
18054	3	0		0.0		AGI_CHECK(0.8)	ADD_BYPASS(0.02)					0	
18055	3	0		0.0		AGI_CHECK(1)	ADD_BYPASS(0.03)					0	
18056	3	0		0.0		AGI_CHECK(1.1)	ADD_BYPASS(0.04)					0	
18057	3	0		0.0		AGI_CHECK(0.5)	ADD_OVERHIT(0.01)					0	
18058	3	0		0.0		AGI_CHECK(0.8)	ADD_OVERHIT(0.02)					0	
18059	3	0		0.0		AGI_CHECK(1)	ADD_OVERHIT(0.03)					0	
18060	3	0		0.0		AGI_CHECK(1.1)	ADD_OVERHIT(0.04)					0	
18061	3	0		0.0		AGI_CHECK(0.5)	ADD_HITRATE(0.04)					0	
18062	3	0		0.0		AGI_CHECK(0.8)	ADD_HITRATE(0.06)					0	
18063	3	0		0.0		AGI_CHECK(1)	ADD_HITRATE(0.1)					0	
18064	3	0		0.0		AGI_CHECK(1.1)	ADD_HITRATE(0.14)					0	
18065	3	0		0.0		CON_CHECK(0.5)	ADD_DAMPLUS_PHYSICS(0.2)					0	
18066	3	0		0.0		CON_CHECK(0.7)	ADD_DAMPLUS_PHYSICS(0.3)					0	
18067	3	0		0.0		CON_CHECK(0.9)	ADD_DAMPLUS_PHYSICS(0.45)					0	
18068	3	0		0.0		CON_CHECK(1.1)	ADD_DAMPLUS_PHYSICS(0.7)					0	
18069	3	0		0.0		CON_CHECK(0.5)	ADD_DAMPLUS_MAGIC(0.2)					0	
18070	3	0		0.0		CON_CHECK(0.7)	ADD_DAMPLUS_MAGIC(0.3)					0	
18071	3	0		0.0		CON_CHECK(0.9)	ADD_DAMPLUS_MAGIC(0.45)					0	
18072	3	0		0.0		CON_CHECK(1.1)	ADD_DAMPLUS_MAGIC(0.7)					0	
18073	3	0		0.0		CON_CHECK(0.5)	ADD_DAMPLUS_PHYSICS(0.17);ADD_DAMPLUS_MAGIC(0.17)					0	
18074	3	0		0.0		CON_CHECK(0.7)	ADD_DAMPLUS_PHYSICS(0.24);ADD_DAMPLUS_MAGIC(0.24)					0	
18075	3	0		0.0		CON_CHECK(0.9)	ADD_DAMPLUS_PHYSICS(0.36);ADD_DAMPLUS_MAGIC(0.36)					0	
18076	3	0		0.0		CON_CHECK(1.1)	ADD_DAMPLUS_PHYSICS(0.6);ADD_DAMPLUS_MAGIC(0.6)					0	
18077	3	0		0.0		CON_CHECK(0.5)	ADD_POWERHIT(0.015)					0	
18078	3	0		0.0		CON_CHECK(0.7)	ADD_POWERHIT(0.025)					0	
18079	3	0		0.0		CON_CHECK(0.9)	ADD_POWERHIT(0.04)					0	
18080	3	0		0.0		CON_CHECK(1.1)	ADD_POWERHIT(0.06)					0	
18081	3	0		0.0		CON_CHECK(0.5)	ADD_MULTIPLY_POWERDAM(0.05)					0	
18082	3	0		0.0		CON_CHECK(0.8)	ADD_MULTIPLY_POWERDAM(0.08)					0	
18083	3	0		0.0		CON_CHECK(1)	ADD_MULTIPLY_POWERDAM(0.12)					0	
18084	3	0		0.0		CON_CHECK(1.1)	ADD_MULTIPLY_POWERDAM(0.2)					0	
18085	3	0		0.0		CON_CHECK(0.5)	ADD_BYPASS(0.01)					0	
18086	3	0		0.0		CON_CHECK(0.8)	ADD_BYPASS(0.02)					0	
18087	3	0		0.0		CON_CHECK(1)	ADD_BYPASS(0.03)					0	
18088	3	0		0.0		CON_CHECK(1.1)	ADD_BYPASS(0.04)					0	
18089	3	0		0.0		CON_CHECK(0.5)	ADD_OVERHIT(0.01)					0	
18090	3	0		0.0		CON_CHECK(0.8)	ADD_OVERHIT(0.02)					0	
18091	3	0		0.0		CON_CHECK(1)	ADD_OVERHIT(0.03)					0	
18092	3	0		0.0		CON_CHECK(1.1)	ADD_OVERHIT(0.04)					0	
18093	3	0		0.0		CON_CHECK(0.5)	ADD_HITRATE(0.04)					0	
18094	3	0		0.0		CON_CHECK(0.8)	ADD_HITRATE(0.06)					0	
18095	3	0		0.0		CON_CHECK(1)	ADD_HITRATE(0.1)					0	
18096	3	0		0.0		CON_CHECK(1.1)	ADD_HITRATE(0.14)					0	
18097	3	0		0.0		INT_CHECK(0.5)	ADD_DAMPLUS_PHYSICS(0.2)					0	
18098	3	0		0.0		INT_CHECK(0.7)	ADD_DAMPLUS_PHYSICS(0.3)					0	
18099	3	0		0.0		INT_CHECK(0.9)	ADD_DAMPLUS_PHYSICS(0.45)					0	
18100	3	0		0.0		INT_CHECK(1.1)	ADD_DAMPLUS_PHYSICS(0.7)					0	
18101	3	0		0.0		INT_CHECK(0.5)	ADD_DAMPLUS_MAGIC(0.2)					0	
18102	3	0		0.0		INT_CHECK(0.7)	ADD_DAMPLUS_MAGIC(0.3)					0	
18103	3	0		0.0		INT_CHECK(0.9)	ADD_DAMPLUS_MAGIC(0.45)					0	
18104	3	0		0.0		INT_CHECK(1.1)	ADD_DAMPLUS_MAGIC(0.7)					0	
18105	3	0		0.0		INT_CHECK(0.5)	ADD_DAMPLUS_PHYSICS(0.17);ADD_DAMPLUS_MAGIC(0.17)					0	
18106	3	0		0.0		INT_CHECK(0.7)	ADD_DAMPLUS_PHYSICS(0.24);ADD_DAMPLUS_MAGIC(0.24)					0	
18107	3	0		0.0		INT_CHECK(0.9)	ADD_DAMPLUS_PHYSICS(0.36);ADD_DAMPLUS_MAGIC(0.36)					0	
18108	3	0		0.0		INT_CHECK(1.1)	ADD_DAMPLUS_PHYSICS(0.6);ADD_DAMPLUS_MAGIC(0.6)					0	
18109	3	0		0.0		INT_CHECK(0.5)	ADD_POWERHIT(0.015)					0	
18110	3	0		0.0		INT_CHECK(0.7)	ADD_POWERHIT(0.025)					0	
18111	3	0		0.0		INT_CHECK(0.9)	ADD_POWERHIT(0.04)					0	
18112	3	0		0.0		INT_CHECK(1.1)	ADD_POWERHIT(0.06)					0	
18113	3	0		0.0		INT_CHECK(0.5)	ADD_MULTIPLY_POWERDAM(0.05)					0	
18114	3	0		0.0		INT_CHECK(0.8)	ADD_MULTIPLY_POWERDAM(0.08)					0	
18115	3	0		0.0		INT_CHECK(1)	ADD_MULTIPLY_POWERDAM(0.12)					0	
18116	3	0		0.0		INT_CHECK(1.1)	ADD_MULTIPLY_POWERDAM(0.2)					0	
18117	3	0		0.0		INT_CHECK(0.5)	ADD_BYPASS(0.01)					0	
18118	3	0		0.0		INT_CHECK(0.8)	ADD_BYPASS(0.02)					0	
18119	3	0		0.0		INT_CHECK(1)	ADD_BYPASS(0.03)					0	
18120	3	0		0.0		INT_CHECK(1.1)	ADD_BYPASS(0.04)					0	
18121	3	0		0.0		INT_CHECK(0.5)	ADD_OVERHIT(0.01)					0	
18122	3	0		0.0		INT_CHECK(0.8)	ADD_OVERHIT(0.02)					0	
18123	3	0		0.0		INT_CHECK(1)	ADD_OVERHIT(0.03)					0	
18124	3	0		0.0		INT_CHECK(1.1)	ADD_OVERHIT(0.04)					0	
18125	3	0		0.0		INT_CHECK(0.5)	ADD_HITRATE(0.04)					0	
18126	3	0		0.0		INT_CHECK(0.8)	ADD_HITRATE(0.06)					0	
18127	3	0		0.0		INT_CHECK(1)	ADD_HITRATE(0.1)					0	
18128	3	0		0.0		INT_CHECK(1.1)	ADD_HITRATE(0.14)					0	
18129	3	0		0.0		PER_CHECK(0.5)	ADD_DAMPLUS_PHYSICS(0.2)					0	
18130	3	0		0.0		PER_CHECK(0.7)	ADD_DAMPLUS_PHYSICS(0.3)					0	
18131	3	0		0.0		PER_CHECK(0.9)	ADD_DAMPLUS_PHYSICS(0.45)					0	
18132	3	0		0.0		PER_CHECK(1.1)	ADD_DAMPLUS_PHYSICS(0.7)					0	
18133	3	0		0.0		PER_CHECK(0.5)	ADD_DAMPLUS_MAGIC(0.2)					0	
18134	3	0		0.0		PER_CHECK(0.7)	ADD_DAMPLUS_MAGIC(0.3)					0	
18135	3	0		0.0		PER_CHECK(0.9)	ADD_DAMPLUS_MAGIC(0.45)					0	
18136	3	0		0.0		PER_CHECK(1.1)	ADD_DAMPLUS_MAGIC(0.7)					0	
18137	3	0		0.0		PER_CHECK(0.5)	ADD_DAMPLUS_PHYSICS(0.17);ADD_DAMPLUS_MAGIC(0.17)					0	
18138	3	0		0.0		PER_CHECK(0.7)	ADD_DAMPLUS_PHYSICS(0.24);ADD_DAMPLUS_MAGIC(0.24)					0	
18139	3	0		0.0		PER_CHECK(0.9)	ADD_DAMPLUS_PHYSICS(0.36);ADD_DAMPLUS_MAGIC(0.36)					0	
18140	3	0		0.0		PER_CHECK(1.1)	ADD_DAMPLUS_PHYSICS(0.6);ADD_DAMPLUS_MAGIC(0.6)					0	
18141	3	0		0.0		PER_CHECK(0.5)	ADD_POWERHIT(0.015)					0	
18142	3	0		0.0		PER_CHECK(0.7)	ADD_POWERHIT(0.025)					0	
18143	3	0		0.0		PER_CHECK(0.9)	ADD_POWERHIT(0.04)					0	
18144	3	0		0.0		PER_CHECK(1.1)	ADD_POWERHIT(0.06)					0	
18145	3	0		0.0		PER_CHECK(0.5)	ADD_MULTIPLY_POWERDAM(0.05)					0	
18146	3	0		0.0		PER_CHECK(0.8)	ADD_MULTIPLY_POWERDAM(0.08)					0	
18147	3	0		0.0		PER_CHECK(1)	ADD_MULTIPLY_POWERDAM(0.12)					0	
18148	3	0		0.0		PER_CHECK(1.1)	ADD_MULTIPLY_POWERDAM(0.2)					0	
18149	3	0		0.0		PER_CHECK(0.5)	ADD_BYPASS(0.01)					0	
18150	3	0		0.0		PER_CHECK(0.8)	ADD_BYPASS(0.02)					0	
18151	3	0		0.0		PER_CHECK(1)	ADD_BYPASS(0.03)					0	
18152	3	0		0.0		PER_CHECK(1.1)	ADD_BYPASS(0.04)					0	
18153	3	0		0.0		PER_CHECK(0.5)	ADD_OVERHIT(0.01)					0	
18154	3	0		0.0		PER_CHECK(0.8)	ADD_OVERHIT(0.02)					0	
18155	3	0		0.0		PER_CHECK(1)	ADD_OVERHIT(0.03)					0	
18156	3	0		0.0		PER_CHECK(1.1)	ADD_OVERHIT(0.04)					0	
18157	3	0		0.0		PER_CHECK(0.5)	ADD_HITRATE(0.04)					0	
18158	3	0		0.0		PER_CHECK(0.8)	ADD_HITRATE(0.06)					0	
18159	3	0		0.0		PER_CHECK(1)	ADD_HITRATE(0.1)					0	
18160	3	0		0.0		PER_CHECK(1.1)	ADD_HITRATE(0.14)					0	
18161	3	0		0.0				HITMISSILE(32,9,105)				0	
18162	3	0		0.0				HITMISSILE(32,7,105)				0	
18163	3	0		0.0				HITMISSILE(32,5,105)				0	
18164	3	0		0.0				HITMISSILE(32,3,105)				0	
18165	3	0		0.0				HITMISSILE(64,9,105)				0	
18166	3	0		0.0				HITMISSILE(64,7,105)				0	
18167	3	0		0.0				HITMISSILE(64,5,105)				0	
18168	3	0		0.0				HITMISSILE(64,3,105)				0	
18169	3	0		0.0				HITMISSILE(128,9,105)				0	
18170	3	0		0.0				HITMISSILE(128,7,105)				0	
18171	3	0		0.0				HITMISSILE(128,5,105)				0	
18172	3	0		0.0				HITMISSILE(128,3,105)				0	
18173	3	0		0.0				HITMISSILE(224,9,105)				0	
18174	3	0		0.0				HITMISSILE(224,7,105)				0	
18175	3	0		0.0				HITMISSILE(224,5,105)				0	
18176	3	0		0.0				HITMISSILE(224,3,105)				0	
18177	3	0		0.0				HITMISSILE(32,9,127)				0	
18178	3	0		0.0				HITMISSILE(32,7,127)				0	
18179	3	0		0.0				HITMISSILE(32,5,127)				0	
18180	3	0		0.0				HITMISSILE(32,3,127)				0	
18181	3	0		0.0				HITMISSILE(64,9,127)				0	
18182	3	0		0.0				HITMISSILE(64,7,127)				0	
18183	3	0		0.0				HITMISSILE(64,5,127)				0	
18184	3	0		0.0				HITMISSILE(64,3,127)				0	
18185	3	0		0.0				HITMISSILE(128,9,127)				0	
18186	3	0		0.0				HITMISSILE(128,7,127)				0	
18187	3	0		0.0				HITMISSILE(128,5,127)				0	
18188	3	0		0.0				HITMISSILE(128,3,127)				0	
18189	3	0		0.0				HITMISSILE(224,9,127)				0	
18190	3	0		0.0				HITMISSILE(224,7,127)				0	
18191	3	0		0.0				HITMISSILE(224,5,127)				0	
18192	3	0		0.0				HITMISSILE(224,3,127)				0	
18193	3	0		0.0				HITMISSILE(32,0,101)				0	
18194	3	0		0.0				HITMISSILE(32,0,102)				0	
18195	3	0		0.0				HITMISSILE(32,0,103)				0	
18196	3	0		0.0				HITMISSILE(32,0,104)				0	
18197	3	0		0.0				HITMISSILE(64,0,101)				0	
18198	3	0		0.0				HITMISSILE(64,0,102)				0	
18199	3	0		0.0				HITMISSILE(64,0,103)				0	
18200	3	0		0.0				HITMISSILE(64,0,104)				0	
18201	3	0		0.0				HITMISSILE(128,0,101)				0	
18202	3	0		0.0				HITMISSILE(128,0,102)				0	
18203	3	0		0.0				HITMISSILE(128,0,103)				0	
18204	3	0		0.0				HITMISSILE(128,0,104)				0	
18205	3	0		0.0				HITMISSILE(224,0,101)				0	
18206	3	0		0.0				HITMISSILE(224,0,102)				0	
18207	3	0		0.0				HITMISSILE(224,0,103)				0	
18208	3	0		0.0				HITMISSILE(224,0,104)				0	
18209	3	0		0.0				HITMISSILE(32,5,129)				0	
18210	3	0		0.0				HITMISSILE(32,4,129)				0	
18211	3	0		0.0				HITMISSILE(32,3,129)				0	
18212	3	0		0.0				HITMISSILE(32,2,129)				0	
18213	3	0		0.0				HITMISSILE(64,5,129)				0	
18214	3	0		0.0				HITMISSILE(64,4,129)				0	
18215	3	0		0.0				HITMISSILE(64,3,129)				0	
18216	3	0		0.0				HITMISSILE(64,2,129)				0	
18217	3	0		0.0				HITMISSILE(128,5,129)				0	
18218	3	0		0.0				HITMISSILE(128,4,129)				0	
18219	3	0		0.0				HITMISSILE(128,3,129)				0	
18220	3	0		0.0				HITMISSILE(128,2,129)				0	
18221	3	0		0.0				HITMISSILE(224,5,129)				0	
18222	3	0		0.0				HITMISSILE(224,4,129)				0	
18223	3	0		0.0				HITMISSILE(224,3,129)				0	
18224	3	0		0.0				HITMISSILE(224,2,129)				0	
18225	3	0		0.0		ISSEA(0)	DRAIN_LIFE(0.01)					0	
18226	3	0		0.0		ISSEA(0)	DRAIN_LIFE(0.02)					0	
18227	3	0		0.0		ISSEA(0)	DRAIN_LIFE(0.03)					0	
18228	3	0		0.0		ISSEA(0)	DRAIN_LIFE(0.05)					0	
18229	3	0		0.0		STR_CHECK(0.5)	ADD_DAMPLUS_PHYSICS(0.31)					0	
18230	3	0		0.0		STR_CHECK(0.7)	ADD_DAMPLUS_PHYSICS(0.44)					0	
18231	3	0		0.0		STR_CHECK(0.9)	ADD_DAMPLUS_PHYSICS(0.67)					0	
18232	3	0		0.0		STR_CHECK(1.1)	ADD_DAMPLUS_PHYSICS(1.11)					0	
18233	3	0		0.0		STR_CHECK(0.5)	ADD_DAMPLUS_MAGIC(0.31)					0	
18234	3	0		0.0		STR_CHECK(0.7)	ADD_DAMPLUS_MAGIC(0.44)					0	
18235	3	0		0.0		STR_CHECK(0.9)	ADD_DAMPLUS_MAGIC(0.67)					0	
18236	3	0		0.0		STR_CHECK(1.1)	ADD_DAMPLUS_MAGIC(1.11)					0	
18237	3	0		0.0		STR_CHECK(0.5)	ADD_DAMPLUS_PHYSICS(0.31);ADD_DAMPLUS_MAGIC(0.31)					0	
18238	3	0		0.0		STR_CHECK(0.7)	ADD_DAMPLUS_PHYSICS(0.44);ADD_DAMPLUS_MAGIC(0.44)					0	
18239	3	0		0.0		STR_CHECK(0.9)	ADD_DAMPLUS_PHYSICS(0.67);ADD_DAMPLUS_MAGIC(0.67)					0	
18240	3	0		0.0		STR_CHECK(1.1)	ADD_DAMPLUS_PHYSICS(1.11);ADD_DAMPLUS_MAGIC(1.11)					0	
18241	3	0		0.0		STR_CHECK(0.5)	ADD_POWERHIT(0.02)					0	
18242	3	0		0.0		STR_CHECK(0.7)	ADD_POWERHIT(0.04)					0	
18243	3	0		0.0		STR_CHECK(0.9)	ADD_POWERHIT(0.06)					0	
18244	3	0		0.0		STR_CHECK(1.1)	ADD_POWERHIT(0.1)					0	
18245	3	0		0.0		STR_CHECK(0.5)	ADD_MULTIPLY_POWERDAM(0.08)					0	
18246	3	0		0.0		STR_CHECK(0.8)	ADD_MULTIPLY_POWERDAM(0.15)					0	
18247	3	0		0.0		STR_CHECK(1)	ADD_MULTIPLY_POWERDAM(0.22)					0	
18248	3	0		0.0		STR_CHECK(1.1)	ADD_MULTIPLY_POWERDAM(0.35)					0	
18249	3	0		0.0		STR_CHECK(0.5)	ADD_BYPASS(0.01)					0	
18250	3	0		0.0		STR_CHECK(0.8)	ADD_BYPASS(0.03)					0	
