# FACTPACK-L2-CLASSCENSUS-001 -- declared class names in the Pirate Force client image
# derived ONLY from pf_bridge/factpack_L1/strings_ascii.tsv (sha256 ddad39f182544feaa56af2b451c0acf96cc028ad27224588779bd5d2a8051b94)
# NONCLAIM: every row is a literal in a file.  Presence does NOT prove the class is constructed, registered, or ever hit the wire.
# wire_id is DERIVED from the name by the round-62 hash.  It is NOT read from any table in the image.
name	family	wire_id	wire_id_dec	rtti_va	rtti_file_offset	literal_kind	literal_va	in_names_table	in_round86_census	in_round38_tsv	id_collision_with_table_name	rtti_descriptor	literal_run_text
Channel_OnActorJoinCustomChannelVital	wire_vital	0x18DA	6362	0x01020B44	0x00C1E344	standalone	0x00F37A78	True	False	True	-	.?AVChannel_OnActorJoinCustomChannelVital@@	Channel_OnActorJoinCustomChannelVital
Channel_OnActorLeaveCustomChannelVital	wire_vital	0x2770	10096	0x01020BA8	0x00C1E3A8	standalone	0x00F37AC0	True	False	True	-	.?AVChannel_OnActorLeaveCustomChannelVital@@	Channel_OnActorLeaveCustomChannelVital
Channel_OriginalSinChannelMessageVital	wire_vital	0x265C	9820	0x01020C44	0x00C1E444	standalone	0x00F37B30	True	False	True	-	.?AVChannel_OriginalSinChannelMessageVital@@	Channel_OriginalSinChannelMessageVital
Channel_PartyMessageVital	wire_vital	0x82E6	33510	0x01020A40	0x00C1E240	standalone	0x00F379C4	True	False	True	-	.?AVChannel_PartyMessageVital@@	Channel_PartyMessageVital
Channel_WhisperVital	wire_vital	0x556C	21868	0x01020A68	0x00C1E268	standalone	0x00F379E0	True	False	True	-	.?AVChannel_WhisperVital@@	Channel_WhisperVital
CharFittingRoomEventHandler	ui_event_handler	0x97C6	38854	0x01023544	0x00C20D44	none	-	False	False	False	-	.?AVCharFittingRoomEventHandler@@	-
CharInfoEventHandler	ui_event_handler	0x53CF	21455	0x01024DC4	0x00C225C4	none	-	False	False	False	-	.?AVCharInfoEventHandler@@	-
CharInspectEventHandler	ui_event_handler	0x6ED9	28377	0x01024DF0	0x00C225F0	none	-	False	False	False	-	.?AVCharInspectEventHandler@@	-
CharMessagegArg	other_unclassified	0x2EC6	11974	0x0101A480	0x00C17C80	none	-	False	False	False	-	.?AVCharMessagegArg@@	-
CharMsgData	data_blob	0x193E	6462	0x01020188	0x00C1D988	none	-	False	False	False	-	.?AVCharMsgData@@	-
CharacterBuffEventHandler	ui_event_handler	0x816A	33130	0x010244A8	0x00C21CA8	none	-	False	False	False	-	.?AVCharacterBuffEventHandler@@	-
CharacterInfoEventHandler	ui_event_handler	0x81D8	33240	0x010244D4	0x00C21CD4	none	-	False	False	False	-	.?AVCharacterInfoEventHandler@@	-
ChatInfo	social_channel	0x0E49	3657	0x0101A468	0x00C17C68	none	-	False	False	False	-	.?AVChatInfo@@	-
ChatJoinEventHandler	ui_event_handler	0x53EF	21487	0x010246C0	0x00C21EC0	none	-	False	False	False	-	.?AVChatJoinEventHandler@@	-
ChatSettingEventHandler	ui_event_handler	0x6F07	28423	0x010246E8	0x00C21EE8	none	-	False	False	False	-	.?AVChatSettingEventHandler@@	-
CheatVital	wire_vital	0x162E	5678	0x0101F898	0x00C1D098	standalone	0x00F30840	True	False	True	-	.?AVCheatVital@@	CheatVital
CheckSecondPwdVital	wire_vital	0x4B98	19352	0x0101FB68	0x00C1D368	standalone	0x00F309A4	True	False	True	-	.?AVCheckSecondPwdVital@@	CheckSecondPwdVital
ChooseNPC	actor_npc	0x0FB6	4022	0x010201E8	0x00C1D9E8	standalone	0x00F34080	True	True	False	-	.?AVChooseNPC@@	ChooseNPC
ChooseNPCByTableID	actor_npc	0x3BFB	15355	0x01020200	0x00C1DA00	standalone	0x00F3408C	True	True	False	-	.?AVChooseNPCByTableID@@	ChooseNPCByTableID
ClientActorCommunityData	social_channel	0x7995	31125	0x0101B94C	0x00C1914C	none	-	False	False	False	-	.?AVClientActorCommunityData@@	-
ClientActorCommunityRecord	persistence_record	0x9026	36902	0x0101B920	0x00C19120	none	-	False	False	False	-	.?AVClientActorCommunityRecord@@	-
ClientModule	module_subsystem	0x1FD1	8145	0x0101AAA4	0x00C182A4	none	-	False	False	False	-	.?AVClientModule@@	-
ClientNetThreadObj	other_unclassified	0x426F	17007	0x0102AD4C	0x00C2854C	none	-	False	False	False	-	.?AVClientNetThreadObj@@	-
ClientSocket	other_unclassified	0x1FF5	8181	0x0101AF90	0x00C18790	none	-	False	False	False	-	.?AVClientSocket@@	-
ClientTCP	other_unclassified	0x0FFC	4092	0x0102ACC4	0x00C284C4	none	-	False	False	False	-	.?AVClientTCP@@	-
ClonableVital	wire_vital	0x2491	9361	0x010255D0	0x00C22DD0	none	-	False	False	False	-	.?AVClonableVital@@	-
CloseUICommand	other_unclassified	0x28B4	10420	0x0101A130	0x00C17930	none	-	False	False	False	-	.?AVCloseUICommand@@	-
CollectMainEventHandler	ui_event_handler	0x6DFF	28159	0x010213F4	0x00C1EBF4	none	-	False	False	False	-	.?AVCollectMainEventHandler@@	-
CollectableBookTypeAttr	attr_state_block	0x6F1D	28445	0x0101C454	0x00C19C54	standalone	0x00F3D70C	False	True	False	-	.?AVCollectableBookTypeAttr@@	CollectableBookTypeAttr
CollectionBagAttr	attr_state_block	0x3CD0	15568	0x010220A8	0x00C1F8A8	standalone	0x00F0EB40	False	True	False	-	.?AVCollectionBagAttr@@	CollectionBagAttr
CollectionBookAppraisalStopVital	wire_vital	0xD607	54791	0x01024318	0x00C21B18	standalone	0x00F3DA04	True	False	True	-	.?AVCollectionBookAppraisalStopVital@@	CollectionBookAppraisalStopVital
CollectionBookAppraisePieceVital	wire_vital	0xD213	53779	0x010242E8	0x00C21AE8	standalone	0x00F3D9E0	True	False	True	-	.?AVCollectionBookAppraisePieceVital@@	CollectionBookAppraisePieceVital
CollectionBookAttr	attr_state_block	0x4555	17749	0x0101C4A0	0x00C19CA0	standalone	0x00F3D738	False	True	False	-	.?AVCollectionBookAttr@@	CollectionBookAttr
CollectionBookDataVitalRes	wire_vital	0x8A7F	35455	0x010242BC	0x00C21ABC	standalone	0x00F3D9C4	True	False	True	-	.?AVCollectionBookDataVitalRes@@	CollectionBookDataVitalRes
CollectionBookModule_Client	module_subsystem	0x9725	38693	0x0101C4C4	0x00C19CC4	standalone	0x00F3D924	False	True	False	-	.?AVCollectionBookModule_Client@@	CollectionBookModule_Client
CollectionBookVitalRes	wire_vital	0x6545	25925	0x01024294	0x00C21A94	standalone	0x00F3D9AC	True	False	True	-	.?AVCollectionBookVitalRes@@	CollectionBookVitalRes
CollectionEffectData	effect_fx_missile	0x520D	21005	0x0101C974	0x00C1A174	standalone	0x00F3F594	False	True	False	-	.?AVCollectionEffectData@@	CollectionEffectData
CollectionObjAllotEventHandler	ui_event_handler	0xB99D	47517	0x01026C5C	0x00C2445C	none	-	False	False	False	-	.?AVCollectionObjAllotEventHandler@@	-
CollectionObjCommand	other_unclassified	0x536A	21354	0x0101A1D8	0x00C179D8	none	-	False	False	False	-	.?AVCollectionObjCommand@@	-
CollectionObjMainEventHandler	ui_event_handler	0xAC77	44151	0x01021698	0x00C1EE98	none	-	False	False	False	-	.?AVCollectionObjMainEventHandler@@	-
CollectionObjModule_Client	module_subsystem	0x8BD9	35801	0x0101CAD4	0x00C1A2D4	standalone	0x00F2D188	False	True	False	-	.?AVCollectionObjModule_Client@@	CollectionObjModule_Client
CollectionObjPointAttr	attr_state_block	0x6680	26240	0x0101C94C	0x00C1A14C	standalone	0x00F0E99C	False	True	False	-	.?AVCollectionObjPointAttr@@	CollectionObjPointAttr
CollectionObj_CollectObjVital	wire_vital	0xABA4	43940	0x0101C9D0	0x00C1A1D0	standalone	0x00F408E0	True	False	True	-	.?AVCollectionObj_CollectObjVital@@	CollectionObj_CollectObjVital
CollectionObj_GetCollectEffectVital	wire_vital	0xF851	63569	0x0101C9FC	0x00C1A1FC	standalone	0x00F40900	True	False	True	-	.?AVCollectionObj_GetCollectEffectVital@@	CollectionObj_GetCollectEffectVital
CollectionObj_SailorLevelUpRequestVital	wire_vital	0x3B06	15110	0x0101CA68	0x00C1A268	standalone	0x00F4094C	True	False	True	-	.?AVCollectionObj_SailorLevelUpRequestVital@@	CollectionObj_SailorLevelUpRequestVital
CollectionObj_SailorLvUpResponseVital	wire_vital	0x1B8B	7051	0x0101CAA0	0x00C1A2A0	standalone	0x00F40974	True	False	True	-	.?AVCollectionObj_SailorLvUpResponseVital@@	CollectionObj_SailorLvUpResponseVital
CollectionObj_UpdateCollectEffectVital	wire_vital	0x254E	9550	0x0101CA30	0x00C1A230	standalone	0x00F40924	True	False	True	-	.?AVCollectionObj_UpdateCollectEffectVital@@	CollectionObj_UpdateCollectEffectVital
CollectionObj_UpdateCollectionObjBagVital	wire_vital	0x51A2	20898	0x0101C998	0x00C1A198	standalone	0x00F408B4	True	False	True	-	.?AVCollectionObj_UpdateCollectionObjBagVital@@	CollectionObj_UpdateCollectionObjBagVital
CollectionPageData	data_blob	0x4256	16982	0x0101C430	0x00C19C30	none	-	False	False	False	-	.?AVCollectionPageData@@	-
CollectionPieceAttr	attr_state_block	0x4C3B	19515	0x0101C47C	0x00C19C7C	standalone	0x00F3D724	False	True	False	-	.?AVCollectionPieceAttr@@	CollectionPieceAttr
CommandBase	other_unclassified	0x199F	6559	0x0101A0C0	0x00C178C0	none	-	False	False	False	-	.?AVCommandBase@@	-
CommonConfirmEventHandler	ui_event_handler	0x82B4	33460	0x010238D4	0x00C210D4	none	-	False	False	False	-	.?AVCommonConfirmEventHandler@@	-
CommonIDInputEventHandler	ui_event_handler	0x8155	33109	0x01023900	0x00C21100	none	-	False	False	False	-	.?AVCommonIDInputEventHandler@@	-
CommonKeyboardEventHandler	ui_event_handler	0x8CC6	36038	0x01021368	0x00C1EB68	none	-	False	False	False	-	.?AVCommonKeyboardEventHandler@@	-
CommonMessageBoxEventHandler	ui_event_handler	0xA1F2	41458	0x01023930	0x00C21130	none	-	False	False	False	-	.?AVCommonMessageBoxEventHandler@@	-
CommonNumberInput2EventHandler	ui_event_handler	0xB7DC	47068	0x0102395C	0x00C2115C	none	-	False	False	False	-	.?AVCommonNumberInput2EventHandler@@	-
CommonNumberInput3EventHandler	ui_event_handler	0xB7EE	47086	0x0102398C	0x00C2118C	none	-	False	False	False	-	.?AVCommonNumberInput3EventHandler@@	-
CommonNumberInputEventHandler	ui_event_handler	0xAF98	44952	0x010233AC	0x00C20BAC	none	-	False	False	False	-	.?AVCommonNumberInputEventHandler@@	-
CommonPasswordInputEventHandler	ui_event_handler	0xC96A	51562	0x010212B4	0x00C1EAB4	none	-	False	False	False	-	.?AVCommonPasswordInputEventHandler@@	-
CommonProgressBarEventHandler	ui_event_handler	0xAE19	44569	0x010239BC	0x00C211BC	none	-	False	False	False	-	.?AVCommonProgressBarEventHandler@@	-
CommonPurchaseEventHandler	ui_event_handler	0x8D02	36098	0x010239E8	0x00C211E8	none	-	False	False	False	-	.?AVCommonPurchaseEventHandler@@	-
CommonPurchaseItemMallEditorEventHandler	ui_event_handler	0x46A0	18080	0x01023A18	0x00C21218	none	-	False	False	False	-	.?AVCommonPurchaseItemMallEditorEventHandler@@	-
CommonPurchaseItemMallEventHandler	ui_event_handler	0xEC57	60503	0x01023A50	0x00C21250	none	-	False	False	False	-	.?AVCommonPurchaseItemMallEventHandler@@	-
CommonTextInputEventHandler	ui_event_handler	0x990A	39178	0x01023D70	0x00C21570	none	-	False	False	False	-	.?AVCommonTextInputEventHandler@@	-
CommunityActorAttr	attr_state_block	0x469A	18074	0x0101B77C	0x00C18F7C	none	-	False	False	False	-	.?AVCommunityActorAttr@@	-
CommunityEventHandler	ui_event_handler	0x5E07	24071	0x010230C0	0x00C208C0	none	-	False	False	False	-	.?AVCommunityEventHandler@@	-
CommunityModule_Client	module_subsystem	0x669C	26268	0x0101BA90	0x00C19290	standalone	0x00F18854	False	True	False	-	.?AVCommunityModule_Client@@	CommunityModule_Client
Community_AddBlackListVital	wire_vital	0x957A	38266	0x01020440	0x00C1DC40	standalone	0x00F36644	True	False	True	-	.?AVCommunity_AddBlackListVital@@	Community_AddBlackListVital
Community_AddFriendVital	wire_vital	0x7711	30481	0x010203BC	0x00C1DBBC	standalone	0x00F365EC	True	False	True	-	.?AVCommunity_AddFriendVital@@	Community_AddFriendVital
Community_BasicVtial	wire_vital	0x544C	21580	0x01026070	0x00C23870	none	-	False	False	False	-	.?AVCommunity_BasicVtial@@	-
Community_ChangeActorCommentVital	wire_vital	0xE1AB	57771	0x01020544	0x00C1DD44	standalone	0x00F366F4	True	False	True	-	.?AVCommunity_ChangeActorCommentVital@@	Community_ChangeActorCommentVital
Community_ChangeActorPenNameVital	wire_vital	0xDCCD	56525	0x01020750	0x00C1DF50	standalone	0x00F36874	True	False	True	-	.?AVCommunity_ChangeActorPenNameVital@@	Community_ChangeActorPenNameVital
Community_ChangeActorPersonalDataVital	wire_vital	0x26D5	9941	0x01020780	0x00C1DF80	standalone	0x00F36898	True	False	True	-	.?AVCommunity_ChangeActorPersonalDataVital@@	Community_ChangeActorPersonalDataVital
Community_CommunityCommandNotAllowVital	wire_vital	0x3C4D	15437	0x01020314	0x00C1DB14	standalone	0x00F365C4	True	False	True	-	.?AVCommunity_CommunityCommandNotAllowVital@@	Community_CommunityCommandNotAllowVital
Community_CommunityPropertyChangedVital	wire_vital	0x3E50	15952	0x01020384	0x00C1DB84	standalone	0x00F0B2D8	False	False	True	-	.?AVCommunity_CommunityPropertyChangedVital@@	Community_CommunityPropertyChangedVital
Community_DeleteMailVital	wire_vital	0x8183	33155	0x0102051C	0x00C1DD1C	standalone	0x00F366D8	True	False	True	-	.?AVCommunity_DeleteMailVital@@	Community_DeleteMailVital
Community_GetActorVowLockListVital	wire_vital	0xEECE	61134	0x010206EC	0x00C1DEEC	standalone	0x00F3682C	True	False	True	-	.?AVCommunity_GetActorVowLockListVital@@	Community_GetActorVowLockListVital
Community_GetMailContentVital	wire_vital	0xAF60	44896	0x010204F0	0x00C1DCF0	standalone	0x00F366B8	True	False	True	-	.?AVCommunity_GetMailContentVital@@	Community_GetMailContentVital
Community_InitalizeActorCommunityVital	wire_vital	0x310B	12555	0x0102034C	0x00C1DB4C	standalone	0x00F0B2B0	False	False	True	-	.?AVCommunity_InitalizeActorCommunityVital@@	Community_InitalizeActorCommunityVital
Community_OpenLetterInABottleVital	wire_vital	0xEBF8	60408	0x01020684	0x00C1DE84	standalone	0x00F367E4	True	False	True	-	.?AVCommunity_OpenLetterInABottleVital@@	Community_OpenLetterInABottleVital
Community_OpenPenpalLetterVital	wire_vital	0xC8D5	51413	0x01020850	0x00C1E050	standalone	0x00F36930	True	False	True	-	.?AVCommunity_OpenPenpalLetterVital@@	Community_OpenPenpalLetterVital
Community_ReceiveNewMailVital	wire_vital	0xAD1B	44315	0x010204C4	0x00C1DCC4	standalone	0x00F36698	True	False	True	-	.?AVCommunity_ReceiveNewMailVital@@	Community_ReceiveNewMailVital
Community_RemoveBlackListVital	wire_vital	0xBA6D	47725	0x0102046C	0x00C1DC6C	standalone	0x00F36660	True	False	True	-	.?AVCommunity_RemoveBlackListVital@@	Community_RemoveBlackListVital
Community_RemoveFriendVital	wire_vital	0x98A1	39073	0x01020414	0x00C1DC14	standalone	0x00F36628	True	False	True	-	.?AVCommunity_RemoveFriendVital@@	Community_RemoveFriendVital
Community_ReplyLetterInABottleVital	wire_vital	0xFAF1	64241	0x010206B8	0x00C1DEB8	standalone	0x00F36808	True	False	True	-	.?AVCommunity_ReplyLetterInABottleVital@@	Community_ReplyLetterInABottleVital
Community_ReplyPenpalLetterVital	wire_vital	0xD6CC	54988	0x01020880	0x00C1E080	standalone	0x00F36950	True	False	True	-	.?AVCommunity_ReplyPenpalLetterVital@@	Community_ReplyPenpalLetterVital
Community_RequestBeFriendVital	wire_vital	0xB9E9	47593	0x010203E4	0x00C1DBE4	standalone	0x00F36608	True	False	True	-	.?AVCommunity_RequestBeFriendVital@@	Community_RequestBeFriendVital
Community_RequestSoulMateMatchVital	wire_vital	0xFD10	64784	0x010205A8	0x00C1DDA8	standalone	0x00F36740	True	False	True	-	.?AVCommunity_RequestSoulMateMatchVital@@	Community_RequestSoulMateMatchVital
Community_RequestorConfirmSoulMateMatchVital	wire_vital	0x8E24	36388	0x010205DC	0x00C1DDDC	standalone	0x00F36764	True	False	True	-	.?AVCommunity_RequestorConfirmSoulMateMatchVital@@	Community_RequestorConfirmSoulMateMatchVital
Community_SendMailVital	wire_vital	0x6E12	28178	0x0102049C	0x00C1DC9C	standalone	0x00F36680	True	False	True	-	.?AVCommunity_SendMailVital@@	Community_SendMailVital
Community_SetReceiveActiveChangeVital	wire_vital	0x1666	5734	0x01020574	0x00C1DD74	standalone	0x00F36718	True	False	True	-	.?AVCommunity_SetReceiveActiveChangeVital@@	Community_SetReceiveActiveChangeVital
Community_TargetConfirmSoulMateMatchVital	wire_vital	0x57BC	22460	0x01020618	0x00C1DE18	standalone	0x00F36794	True	False	True	-	.?AVCommunity_TargetConfirmSoulMateMatchVital@@	Community_TargetConfirmSoulMateMatchVital
Community_ThrowLetterInABottleVital	wire_vital	0xFB51	64337	0x01020650	0x00C1DE50	standalone	0x00F367C0	True	False	True	-	.?AVCommunity_ThrowLetterInABottleVital@@	Community_ThrowLetterInABottleVital
Community_ThrowPenpalLetterVital	wire_vital	0xD72C	55084	0x01020820	0x00C1E020	standalone	0x00F3690C	True	False	True	-	.?AVCommunity_ThrowPenpalLetterVital@@	Community_ThrowPenpalLetterVital
Community_UpdateActorVowLockVital	wire_vital	0xE13D	57661	0x01020720	0x00C1DF20	standalone	0x00F36850	True	False	True	-	.?AVCommunity_UpdateActorVowLockVital@@	Community_UpdateActorVowLockVital
Community_UseBlankPenpalLetterVital	wire_vital	0xFD4B	64843	0x010207B8	0x00C1DFB8	standalone	0x00F368C0	True	False	True	-	.?AVCommunity_UseBlankPenpalLetterVital@@	Community_UseBlankPenpalLetterVital
Community_WriteBlankPenpalLetterVital	wire_vital	0x1B3C	6972	0x010207EC	0x00C1DFEC	standalone	0x00F368E4	True	False	True	-	.?AVCommunity_WriteBlankPenpalLetterVital@@	Community_WriteBlankPenpalLetterVital
CreateActorClassInfoEventHandler	ui_event_handler	0xD1E7	53735	0x01023734	0x00C20F34	none	-	False	False	False	-	.?AVCreateActorClassInfoEventHandler@@	-
CreateActorDataEx	actor_npc	0x3B17	15127	0x0101F4E8	0x00C1CCE8	none	-	False	False	False	-	.?AVCreateActorDataEx@@	-
CreateActorFeatureEventHandler	ui_event_handler	0xBA38	47672	0x0102376C	0x00C20F6C	none	-	False	False	False	-	.?AVCreateActorFeatureEventHandler@@	-
CreateActorMainEventHandler	ui_event_handler	0x9632	38450	0x01022BD0	0x00C203D0	none	-	False	False	False	-	.?AVCreateActorMainEventHandler@@	-
CreateActorPenNameEventHandler	ui_event_handler	0xB797	46999	0x010237A4	0x00C20FA4	none	-	False	False	False	-	.?AVCreateActorPenNameEventHandler@@	-
CreateActorPickEventHandler	ui_event_handler	0x963D	38461	0x01022BFC	0x00C203FC	none	-	False	False	False	-	.?AVCreateActorPickEventHandler@@	-
CreateActorSinDescriptEventHandler	ui_event_handler	0xEEAD	61101	0x01022B3C	0x00C2033C	none	-	False	False	False	-	.?AVCreateActorSinDescriptEventHandler@@	-
CreateActorSinEventHandler	ui_event_handler	0x8BF6	35830	0x01022B10	0x00C20310	none	-	False	False	False	-	.?AVCreateActorSinEventHandler@@	-
CreateActorSinResultEventHandler	ui_event_handler	0xD485	54405	0x01022BA0	0x00C203A0	none	-	False	False	False	-	.?AVCreateActorSinResultEventHandler@@	-
CreateActorSinTestEventHandler	ui_event_handler	0xB9FD	47613	0x01022B70	0x00C20370	none	-	False	False	False	-	.?AVCreateActorSinTestEventHandler@@	-
CreateActorVital	wire_vital	0x36CF	14031	0x0101F7A8	0x00C1CFA8	standalone	0x00F307CC	True	False	True	-	.?AVCreateActorVital@@	CreateActorVital
CrystalEventHandler	ui_event_handler	0x4CAA	19626	0x01024E4C	0x00C2264C	none	-	False	False	False	-	.?AVCrystalEventHandler@@	-
CrystalPlateAttr	attr_state_block	0x373B	14139	0x0101B23C	0x00C18A3C	standalone	0x00F3B728	False	True	False	-	.?AVCrystalPlateAttr@@	CrystalPlateAttr
CrystalSlotAttr	attr_state_block	0x3188	12680	0x0101B21C	0x00C18A1C	standalone	0x00F3B718	False	True	False	-	.?AVCrystalSlotAttr@@	CrystalSlotAttr
CustomChannelData	social_channel	0x3BE3	15331	0x0102092C	0x00C1E12C	none	-	False	False	False	-	.?AVCustomChannelData@@	-
CustomChannelManager	social_channel	0x53A6	21414	0x01020990	0x00C1E190	none	-	False	False	False	-	.?AVCustomChannelManager@@	-
CustomChannelRecord	persistence_record	0x4C31	19505	0x01020908	0x00C1E108	none	-	False	False	False	-	.?AVCustomChannelRecord@@	-
CustomItem	item_inventory_economy	0x167D	5757	0x0101FDD4	0x00C1D5D4	standalone	0x00F0B52C	False	True	False	-	.?AVCustomItem@@	CustomItem
CutinModule_Client	module_subsystem	0x44A6	17574	0x0101E554	0x00C1BD54	standalone	0x00F4A014	False	True	False	-	.?AVCutinModule_Client@@	CutinModule_Client
DBAttribute	other_unclassified	0x1B36	6966	0x0101F370	0x00C1CB70	standalone	0x00F0E8D0	False	True	False	-	.?AVDBAttribute@@	DBAttribute
DBSS_GuildStorageInitialVital	wire_vital	0xAD7A	44410	0x010264DC	0x00C23CDC	standalone	0x00F0B678	False	False	True	-	.?AVDBSS_GuildStorageInitialVital@@	DBSS_GuildStorageInitialVital
DBSS_GuildStorageUpdateVital	wire_vital	0xA1B3	41395	0x01026508	0x00C23D08	standalone	0x00F39298	True	False	True	-	.?AVDBSS_GuildStorageUpdateVital@@	DBSS_GuildStorageUpdateVital
DBSS_UpdateFriendListVital	wire_vital	0x8B64	35684	0x010208B0	0x00C1E0B0	none	-	False	False	False	-	.?AVDBSS_UpdateFriendListVital@@	-
DBSS_UpdateFriendshipVital	wire_vital	0x8CF3	36083	0x010208DC	0x00C1E0DC	none	-	False	False	False	-	.?AVDBSS_UpdateFriendshipVital@@	-
DailyActivityState	other_unclassified	0x46C2	18114	0x0101AFEC	0x00C187EC	standalone	0x00F3C550	False	True	False	-	.?AVDailyActivityState@@	DailyActivityState
DailyInfoEditorEventHandler	ui_event_handler	0x9779	38777	0x01027ABC	0x00C252BC	none	-	False	False	False	-	.?AVDailyInfoEditorEventHandler@@	-
DailyInfoMAINEditorEventHandler	ui_event_handler	0xC144	49476	0x01027AE8	0x00C252E8	none	-	False	False	False	-	.?AVDailyInfoMAINEditorEventHandler@@	-
DailyQuestAttr	attr_state_block	0x2B7D	11133	0x0101B68C	0x00C18E8C	standalone	0x00F3191C	False	True	False	-	.?AVDailyQuestAttr@@	DailyQuestAttr
DailyRewardAttr	attr_state_block	0x30D4	12500	0x0101BAF8	0x00C192F8	standalone	0x00F37C64	False	True	False	-	.?AVDailyRewardAttr@@	DailyRewardAttr
DailyRewardBagAttr	attr_state_block	0x434C	17228	0x0101BB18	0x00C19318	standalone	0x00F37C74	False	True	False	-	.?AVDailyRewardBagAttr@@	DailyRewardBagAttr
DailyRewardEventHandler	ui_event_handler	0x6EAC	28332	0x010261BC	0x00C239BC	none	-	False	False	False	-	.?AVDailyRewardEventHandler@@	-
DailyRewardInfo	item_inventory_economy	0x2FF5	12277	0x0102619C	0x00C2399C	none	-	False	False	False	-	.?AVDailyRewardInfo@@	-
DailyRewardModule_Client	module_subsystem	0x7809	30729	0x0101BB3C	0x00C1933C	standalone	0x00F37F74	False	True	False	-	.?AVDailyRewardModule_Client@@	DailyRewardModule_Client
DailyRewardUpdateData	item_inventory_economy	0x5AA6	23206	0x01026178	0x00C23978	none	-	False	False	False	-	.?AVDailyRewardUpdateData@@	-
DailyRewardVitalReq	wire_vital	0x4BF1	19441	0x010261E4	0x00C239E4	standalone	0x00F37FD8	True	False	True	-	.?AVDailyRewardVitalReq@@	DailyRewardVitalReq
DailyRewardVitalRes	wire_vital	0x4C17	19479	0x01026208	0x00C23A08	standalone	0x00F37FEC	True	False	True	-	.?AVDailyRewardVitalRes@@	DailyRewardVitalRes
DecomposeEventHandler	ui_event_handler	0x5D30	23856	0x01024BFC	0x00C223FC	none	-	False	False	False	-	.?AVDecomposeEventHandler@@	-
DeleteActorData	actor_npc	0x2EDB	11995	0x0101F528	0x00C1CD28	none	-	False	False	False	-	.?AVDeleteActorData@@	-
DeleteActorVital	wire_vital	0x36DB	14043	0x0101F7C8	0x00C1CFC8	standalone	0x00F307E0	True	False	True	-	.?AVDeleteActorVital@@	DeleteActorVital
DragDropBaseEventHandler	ui_event_handler	0x76C7	30407	0x0101A94C	0x00C1814C	none	-	False	False	False	-	.?AVDragDropBaseEventHandler@@	-
DropThingBoard	ui_widget	0x295E	10590	0x0101B0C0	0x00C188C0	none	-	False	False	False	-	.?AVDropThingBoard@@	-
DropThingGameObj	item_inventory_economy	0x3415	13333	0x0101C220	0x00C19A20	none	-	False	False	False	-	.?AVDropThingGameObj@@	-
DropThingModule_Client	module_subsystem	0x651A	25882	0x0101C240	0x00C19A40	standalone	0x00F0BAD0	False	True	False	-	.?AVDropThingModule_Client@@	DropThingModule_Client
DyeingEventHandler	ui_event_handler	0x44A7	17575	0x01026AE0	0x00C242E0	none	-	False	False	False	-	.?AVDyeingEventHandler@@	-
DyeingModule_Client	module_subsystem	0x4C10	19472	0x0101C6D4	0x00C19ED4	standalone	0x00F3ED14	False	True	False	-	.?AVDyeingModule_Client@@	DyeingModule_Client
DyeingParts	other_unclassified	0x1B4C	6988	0x01026AC4	0x00C242C4	none	-	False	False	False	-	.?AVDyeingParts@@	-
DyeingRemoveVital	wire_vital	0x3E1C	15900	0x01026B68	0x00C24368	standalone	0x00F3EDEC	True	False	True	-	.?AVDyeingRemoveVital@@	DyeingRemoveVital
DyeingShipVitalReq	wire_vital	0x441A	17434	0x01026B44	0x00C24344	standalone	0x00F3EDD8	True	False	True	-	.?AVDyeingShipVitalReq@@	DyeingShipVitalReq
DyeingVitalReq	wire_vital	0x29E4	10724	0x01026B24	0x00C24324	standalone	0x00F3EDC8	True	False	True	-	.?AVDyeingVitalReq@@	DyeingVitalReq
DyeingVitalRes	wire_vital	0x2A00	10752	0x01026B04	0x00C24304	standalone	0x00F3EDB8	True	False	True	-	.?AVDyeingVitalRes@@	DyeingVitalRes
EQUIPCOSTUMEFUSIONEditorEventHandler	ui_event_handler	0xF9D5	63957	0x01027A84	0x00C25284	none	-	False	False	False	-	.?AVEQUIPCOSTUMEFUSIONEditorEventHandler@@	-
EQUIPNAMECHANGEEditorEventHandler	ui_event_handler	0xD1F5	53749	0x01027A50	0x00C25250	none	-	False	False	False	-	.?AVEQUIPNAMECHANGEEditorEventHandler@@	-
EditActorFeatureEventHandler	ui_event_handler	0xA2CA	41674	0x010237DC	0x00C20FDC	none	-	False	False	False	-	.?AVEditActorFeatureEventHandler@@	-
EditActorMainEventHandler	ui_event_handler	0x8152	33106	0x0102380C	0x00C2100C	none	-	False	False	False	-	.?AVEditActorMainEventHandler@@	-
EffectTipInfo	effect_fx_missile	0x2401	9217	0x0101A384	0x00C17B84	none	-	False	False	False	-	.?AVEffectTipInfo@@	-
EmotionCommand	other_unclassified	0x2A6F	10863	0x0101A1B8	0x00C179B8	none	-	False	False	False	-	.?AVEmotionCommand@@	-
EmotionSkillFastBarData	combat_skill_buff	0x6A85	27269	0x0101A260	0x00C17A60	none	-	False	False	False	-	.?AVEmotionSkillFastBarData@@	-
EmptyScene	scene_world_move	0x163B	5691	0x010256AC	0x00C22EAC	standalone	0x00F31194	False	False	False	-	.?AVEmptyScene@@	EmptyScene
