source	table	col_index	col_name	type	size	offset
CONSTDATA_TH	STANDARD_MOB	26	f_CURSE	2	4	104
CONSTDATA_TH	STANDARD_MOB	27	f_HITRATE	2	4	108
CONSTDATA_TH	STANDARD_MOB	28	f_DODGE	2	4	112
CONSTDATA_TH	STANDARD_MOB	29	f_POWERHIT	2	4	116
CONSTDATA_TH	STANDARD_MOB	30	f_ANTI_POWERHIT	2	4	120
CONSTDATA_TH	STANDARD_MOB	31	f_BYPASS	2	4	124
CONSTDATA_TH	STANDARD_MOB	32	f_OVERHIT	2	4	128
CONSTDATA_TH	STANDARD_MOB	33	f_MULTIPLY_POWERDAM	2	4	132
CONSTDATA_TH	STANDARD_MOB	34	f_ABSORB_POWERDAM	2	4	136
CONSTDATA_TH	STANDARD_MOB	35	f_ABSORB_SHIELD	2	4	140
CONSTDATA_TH	STANDARD_MOB	36	f_BLOCKRATE	2	4	144
CONSTDATA_TH	STANDARD_MOB	37	f_MUL_DAMAGE	2	4	148
CONSTDATA_TH	MOBS	0	n_ID	0	4	0
CONSTDATA_TH	MOBS	1	s_NAME	3	4	4
CONSTDATA_TH	MOBS	2	s_ID_MODEL_CLASS	3	4	8
CONSTDATA_TH	MOBS	3	n_ID_MODEL	0	4	12
CONSTDATA_TH	MOBS	4	n_ID_MAP	0	4	16
CONSTDATA_TH	MOBS	5	s_PREDESCRIPT	3	4	20
CONSTDATA_TH	MOBS	6	s_OUTFIT	3	4	24
CONSTDATA_TH	MOBS	7	n_BOUNDARY	0	4	28
CONSTDATA_TH	MOBS	8	n_HEIGHT	0	4	32
CONSTDATA_TH	MOBS	9	n_LEVEL_MIN	0	4	36
CONSTDATA_TH	MOBS	10	n_LEVEL_MAX	0	4	40
CONSTDATA_TH	MOBS	11	n_RANK	0	4	44
CONSTDATA_TH	MOBS	12	f_RATIO_EXP	2	4	48
CONSTDATA_TH	MOBS	13	f_RATIO_SP	2	4	52
CONSTDATA_TH	MOBS	14	s_PROPERTIES	3	4	56
CONSTDATA_TH	MOBS	15	n_SPEED_WALK	0	4	60
CONSTDATA_TH	MOBS	16	n_SPEED_RUN	0	4	64
CONSTDATA_TH	MOBS	17	n_VEHICLE	0	4	68
CONSTDATA_TH	MOBS	18	n_AI_WANDER	0	4	72
CONSTDATA_TH	MOBS	19	n_AI_COMBAT	0	4	76
CONSTDATA_TH	MOBS	20	n_AI_TACTIC	0	4	80
CONSTDATA_TH	MOBS	21	s_SKILLS	3	4	84
CONSTDATA_TH	MOBS	22	n_DEADMISSILE	0	4	88
CONSTDATA_TH	MOBS	23	n_CONDITION	0	4	92
CONSTDATA_TH	MOBS	24	n_SKIN_COLOR	0	4	96
CONSTDATA_TH	MOBS	25	s_FX_SELECT	3	4	100
CONSTDATA_TH	MOBS	26	n_WATER_DOWN	0	4	104
CONSTDATA_TH	MOBS	27	s_FX_GORE	3	4	108
CONSTDATA_TH	MOBS	28	n_INTIMATE	0	4	112
CONSTDATA_TH	MOBS	29	n_CREDIT	0	4	116
CONSTDATA_TH	MOBS	30	n_PVPSCORE	0	4	120
CONSTDATA_TH	MOBS	31	n_MOB_APPEAR	0	4	124
CONSTDATA_TH	MOBS	32	n_DROP_RANGE	0	4	128
CONSTDATA_TH	MOBS	33	n_DROPS_EQUIPMENT	0	4	132
CONSTDATA_TH	MOBS	34	n_DROPS_NORMAL	0	4	136
CONSTDATA_TH	MOBS	35	n_DROPS_SPECIALLY	0	4	140
CONSTDATA_TH	MOBS	36	n_DROP_FLOOR	0	4	144
CONSTDATA_TH	MOBS	37	n_DROPS_QUEST	0	4	148
CONSTDATA_TH	MOBS	38	s_QUEST_BEGIN	3	4	152
CONSTDATA_TH	MOBS	39	s_QUEST_END	3	4	156
CONSTDATA_TH	MOBS	40	n_CAPABILITY	0	4	160
CONSTDATA_TH	MOBS	41	s_ICON	3	4	164
CONSTDATA_TH	MOBS	42	s_LOCATION	3	4	168
CONSTDATA_TH	MOBS	43	n_GM_SWITCH	0	4	172
CONSTDATA_TH	MOBS	44	n_FITTINGROOM_DISTANCE	0	4	176
CONSTDATA_TH	MOBS	45	n_FITTINGROOM_HEIGHT	0	4	180
CONSTDATA_TH	MOBS	46	s_NPC_VOICE	3	4	184
CONSTDATA_TH	MOBS	47	s_ROLE_GRAPHIC	3	4	188
CONSTDATA_TH	MOBS	48	n_BROADCAST	0	4	192
CONSTDATA_TH	MOBS	49	n_MOB_USAGE	0	4	196
CONSTDATA_TH	MOBS	50	s_HK_VER	3	4	200
CONSTDATA_TH	MOBS	51	s_TC_VER	3	4	204
CONSTDATA_TH	MOBS	52	s_JP_VER	3	4	208
CONSTDATA_TH	MOBS	53	s_TH_VER	3	4	212
CONSTDATA_TH	CLINE	0	n_ID	0	4	0
CONSTDATA_TH	CLINE	1	n_CLINE_TYPE	0	4	4
CONSTDATA_TH	CLINE	2	n_CREATURE_TYPE	0	4	8
CONSTDATA_TH	CLINE	3	n_TACTIC_AI	0	4	12
CONSTDATA_TH	CLINE	4	n_LEADER_BK1	0	4	16
CONSTDATA_TH	CLINE	5	n_LEADER_BK2	0	4	20
CONSTDATA_TH	CLINE	6	n_LEADER_BK3	0	4	24
CONSTDATA_TH	CLINE	7	n_CREW1	0	4	28
CONSTDATA_TH	CLINE	8	n_CREW1_NUMBER	0	4	32
CONSTDATA_TH	CLINE	9	n_CREW2	0	4	36
CONSTDATA_TH	CLINE	10	n_CREW2_NUMBER	0	4	40
CONSTDATA_TH	CLINE	11	n_CREW3	0	4	44
CONSTDATA_TH	CLINE	12	n_CREW3_NUMBER	0	4	48
CONSTDATA_TH	CLINE	13	n_CREW4	0	4	52
CONSTDATA_TH	CLINE	14	n_CREW4_NUMBER	0	4	56
CONSTDATA_TH	CLINE	15	n_CREW5	0	4	60
CONSTDATA_TH	CLINE	16	n_CREW5_NUMBER	0	4	64
CONSTDATA_TH	CLINE	17	n_CREW6	0	4	68
CONSTDATA_TH	CLINE	18	n_CREW6_NUMBER	0	4	72
CONSTDATA_TH	MOB_TALK	0	n_ID	0	4	0
CONSTDATA_TH	MOB_TALK	1	s_EVENT	3	4	4
CONSTDATA_TH	MOB_TALK	2	s_CONDITION	3	4	8
CONSTDATA_TH	MOB_TALK	3	s_TALK	3	4	12
CONSTDATA_TH	MOB_TALK	4	s_WARNING	3	4	16
CONSTDATA_TH	NPC_VOICE	0	n_ID	0	4	0
CONSTDATA_TH	NPC_VOICE	1	s_NAME	3	4	4
CONSTDATA_TH	NPC_VOICE	2	s_HK_VER	3	4	8
CONSTDATA_TH	NPC_VOICE	3	s_TC_VER	3	4	12
CONSTDATA_TH	NPC_VOICE	4	s_JP_VER	3	4	16
CONSTDATA_TH	NPC_VOICE	5	s_TH_VER	3	4	20
CONSTDATA_TH	PLAYER_VOICE	0	n_ID	0	4	0
CONSTDATA_TH	PLAYER_VOICE	1	n_MODEL_SAVE	0	4	4
CONSTDATA_TH	PLAYER_VOICE	2	s_NAME	3	4	8
CONSTDATA_TH	PLAYER_VOICE	3	n_UI_ID	0	4	12
CONSTDATA_TH	PLAYER_VOICE	4	n_GENDER	0	4	16
CONSTDATA_TH	PLAYER_VOICE	5	n_CREATE	0	4	20
CONSTDATA_TH	PLAYER_VOICE	6	s_HK_VER	3	4	24
CONSTDATA_TH	PLAYER_VOICE	7	s_TC_VER	3	4	28
CONSTDATA_TH	PLAYER_VOICE	8	s_JP_VER	3	4	32
CONSTDATA_TH	PLAYER_VOICE	9	s_TH_VER	3	4	36
CONSTDATA_TH	INSTANCE	0	n_ID	0	4	0
CONSTDATA_TH	INSTANCE	1	n_GROUP	0	4	4
CONSTDATA_TH	INSTANCE	2	n_MIN_LEVEL	0	4	8
CONSTDATA_TH	INSTANCE	3	n_MAX_LEVEL	0	4	12
CONSTDATA_TH	INSTANCE	4	n_QUEST	0	4	16
CONSTDATA_TH	INSTANCE	5	n_QUESTFLAG	0	4	20
CONSTDATA_TH	INSTANCE	6	n_NUMBER	0	4	24
CONSTDATA_TH	INSTANCE	7	n_SCENE_ID	0	4	28
CONSTDATA_TH	INSTANCE	8	n_CLINE_TYPE	0	4	32
CONSTDATA_TH	INSTANCE	9	n_LASTING_TIME	0	4	36
CONSTDATA_TH	INSTANCE	10	n_SCORECOUNT_ID	0	4	40
CONSTDATA_TH	INSTANCE	11	n_REFRESH_TIME	0	4	44
CONSTDATA_TH	INSTANCE	12	n_EXIT	0	4	48
CONSTDATA_TH	INSTANCE	13	s_HK_VER	3	4	52
CONSTDATA_TH	INSTANCE	14	s_TC_VER	3	4	56
CONSTDATA_TH	INSTANCE	15	s_JP_VER	3	4	60
CONSTDATA_TH	INSTANCE	16	s_TH_VER	3	4	64
CONSTDATA_TH	SCORECOUNT	0	n_ID	0	4	0
CONSTDATA_TH	SCORECOUNT	1	n_SCORECOUNT_MODE	0	4	4
CONSTDATA_TH	SCORECOUNT	2	s_ICON_KEYEVENT	3	4	8
CONSTDATA_TH	SCORECOUNT	3	n_TIP_KEYEVENT	0	4	12
CONSTDATA_TH	SCORECOUNT	4	n_MAX_KEYEVENT	0	4	16
CONSTDATA_TH	SCORECOUNT	5	n_STANDARD_LASTINGTIME	0	4	20
CONSTDATA_TH	SCORECOUNT	6	n_COLLECT_BONUS_SCORE	0	4	24
CONSTDATA_TH	SCORECOUNT	7	s_SCORES_DECREASE	3	4	28
CONSTDATA_TH	SCORECOUNT	8	n_RANKC_REWARD	0	4	32
CONSTDATA_TH	SCORECOUNT	9	n_RANKB_REWARD	0	4	36
CONSTDATA_TH	SCORECOUNT	10	n_RANKA_REWARD	0	4	40
CONSTDATA_TH	SCORECOUNT	11	n_RANKS_REWARD	0	4	44
CONSTDATA_TH	SCORECOUNT	12	n_RANKSS_REWARD	0	4	48
CONSTDATA_TH	SCORECOUNT	13	n_RANKSSS_REWARD	0	4	52
CONSTDATA_TH	PARTY_SEARCH	0	n_ID	0	4	0
CONSTDATA_TH	PARTY_SEARCH	1	n_LV	0	4	4
CONSTDATA_TH	PARTY_SEARCH	2	n_UI_WORD	0	4	8
CONSTDATA_TH	PARTY_SEARCH	3	s_HK_VER	3	4	12
CONSTDATA_TH	PARTY_SEARCH	4	s_TC_VER	3	4	16
CONSTDATA_TH	PARTY_SEARCH	5	s_JP_VER	3	4	20
CONSTDATA_TH	PARTY_SEARCH	6	s_TH_VER	3	4	24
CONSTDATA_TH	EQUIP_VALUE	0	n_ID	0	4	0
CONSTDATA_TH	EQUIP_VALUE	1	s_NAME	3	4	4
CONSTDATA_TH	EQUIP_VALUE	2	n_EQUIPTYPE	0	4	8
CONSTDATA_TH	EQUIP_VALUE	3	n_ATTACK_SKILL	0	4	12
CONSTDATA_TH	EQUIP_VALUE	4	n_BUFF_1	0	4	16
CONSTDATA_TH	EQUIP_VALUE	5	n_BUFF_2	0	4	20
CONSTDATA_TH	EQUIP_VALUE	6	n_BUFF_3	0	4	24
CONSTDATA_TH	EQUIP_VALUE	7	n_BUFF_4	0	4	28
CONSTDATA_TH	EQUIP_VALUE	8	n_BUFF_5	0	4	32
CONSTDATA_TH	EQUIP_VALUE	9	n_MILESTONE_1	0	4	36
CONSTDATA_TH	EQUIP_VALUE	10	n_MILESTONE_2	0	4	40
CONSTDATA_TH	EQUIP_VALUE	11	n_MILESTONE_3	0	4	44
CONSTDATA_TH	EQUIP_VALUE	12	n_MILESTONE_4	0	4	48
CONSTDATA_TH	EQUIP_VALUE	13	n_MILESTONE_5	0	4	52
CONSTDATA_TH	EQUIP_VALUE	14	n_SLOTQUANTITY	0	4	56
CONSTDATA_TH	EQUIP_VALUE	15	s_SLOT_NUM	3	4	60
CONSTDATA_TH	EQUIPMENT_BASE	0	n_ID	0	4	0
CONSTDATA_TH	EQUIPMENT_BASE	1	s_NAME	3	4	4
CONSTDATA_TH	EQUIPMENT_BASE	2	s_ID_ICON	3	4	8
CONSTDATA_TH	EQUIPMENT_BASE	3	s_ID_MODEL_PARTS	3	4	12
CONSTDATA_TH	EQUIPMENT_BASE	4	n_ID_MODEL	0	4	16
CONSTDATA_TH	EQUIPMENT_BASE	5	n_ID_MAP	0	4	20
CONSTDATA_TH	EQUIPMENT_BASE	6	n_DROPMODEL_TYPE	0	4	24
CONSTDATA_TH	EQUIPMENT_BASE	7	s_MODEL_EFFECT	3	4	28
CONSTDATA_TH	EQUIPMENT_BASE	8	n_TAG_TRADE	0	4	32
CONSTDATA_TH	EQUIPMENT_BASE	9	n_QUALITY	0	4	36
CONSTDATA_TH	EQUIPMENT_BASE	10	n_ITEMLV	0	4	40
CONSTDATA_TH	EQUIPMENT_BASE	11	n_CONDITION_LV	0	4	44
CONSTDATA_TH	EQUIPMENT_BASE	12	n_CONDITION_GENDER	0	4	48
CONSTDATA_TH	EQUIPMENT_BASE	13	n_CONDITION_CLASS	0	4	52
CONSTDATA_TH	EQUIPMENT_BASE	14	n_CONDITION_CAMPS	0	4	56
CONSTDATA_TH	EQUIPMENT_BASE	15	n_CONDITION_SKILL	0	4	60
CONSTDATA_TH	EQUIPMENT_BASE	16	n_CONDITION_SKILLLV	0	4	64
CONSTDATA_TH	EQUIPMENT_BASE	17	n_ICONSLOT	0	4	68
CONSTDATA_TH	EQUIPMENT_BASE	18	n_EQUIPSLOT	0	4	72
CONSTDATA_TH	EQUIPMENT_BASE	19	n_EQUIPTYPE	0	4	76
CONSTDATA_TH	EQUIPMENT_BASE	20	n_EQUIPTYPE_EFFECT	0	4	80
CONSTDATA_TH	EQUIPMENT_BASE	21	n_TAG_LOOT	0	4	84
CONSTDATA_TH	EQUIPMENT_BASE	22	s_TAG_EXTRA	3	4	88
CONSTDATA_TH	EQUIPMENT_BASE	23	n_ID_USAGE	0	4	92
CONSTDATA_TH	EQUIPMENT_BASE	24	n_CD	0	4	96
CONSTDATA_TH	EQUIPMENT_BASE	25	n_PRICE_BUY	0	4	100
CONSTDATA_TH	EQUIPMENT_BASE	26	n_PRICE_VENDER	0	4	104
CONSTDATA_TH	EQUIPMENT_BASE	27	n_QUATITY_STACK	0	4	108
CONSTDATA_TH	EQUIPMENT_BASE	28	s_ITEM_EXIST	3	4	112
CONSTDATA_TH	EQUIPMENT_BASE	29	n_ID_BUFF	0	4	116
CONSTDATA_TH	EQUIPMENT_BASE	30	s_EQUIPFX	3	4	120
CONSTDATA_TH	EQUIPMENT_BASE	31	s_VARYDATA	3	4	124
CONSTDATA_TH	EQUIPMENT_BASE	32	n_BROADCAST	0	4	128
CONSTDATA_TH	EQUIPMENT_BASE	33	n_BROADCAST_QUANTITY	0	4	132
CONSTDATA_TH	EQUIPMENT_BASE	34	n_AVATAR_ADMIX	0	4	136
CONSTDATA_TH	EQUIPMENT_BASE	35	s_HK_VER	3	4	140
CONSTDATA_TH	EQUIPMENT_BASE	36	s_TC_VER	3	4	144
CONSTDATA_TH	EQUIPMENT_BASE	37	s_JP_VER	3	4	148
CONSTDATA_TH	EQUIPMENT_BASE	38	s_TH_VER	3	4	152
CONSTDATA_TH	CHANGE_MODEL	0	n_ID	0	4	0
CONSTDATA_TH	CHANGE_MODEL	1	s_ID_ICON	3	4	4
CONSTDATA_TH	CHANGE_MODEL	2	s_ID_MODEL_PARTS	3	4	8
CONSTDATA_TH	CHANGE_MODEL	3	n_ID_MODEL	0	4	12
CONSTDATA_TH	CHANGE_MODEL	4	n_ID_MAP	0	4	16
CONSTDATA_TH	CHANGE_MODEL	5	n_ICONSLOT	0	4	20
CONSTDATA_TH	CHANGE_MODEL	6	n_EQUIPSLOT	0	4	24
CONSTDATA_TH	CHANGE_MODEL	7	n_EQUIPTYPE	0	4	28
CONSTDATA_TH	CHANGE_MODEL	8	n_TAG_LOOT	0	4	32
CONSTDATA_TH	CHANGE_MODEL	9	s_MODEL_EFFECT	3	4	36
CONSTDATA_TH	CHANGE_MODEL	10	s_EQUIPFX	3	4	40
CONSTDATA_TH	CHANGE_MODEL	11	n_BUFFGROUP_ID	0	4	44
CONSTDATA_TH	EQUIP_AVATAR	0	n_ID	0	4	0
CONSTDATA_TH	EQUIP_AVATAR	1	s_NAME	3	4	4
CONSTDATA_TH	EQUIP_AVATAR	2	s_ID_ICON	3	4	8
CONSTDATA_TH	EQUIP_AVATAR	3	s_ID_MODEL_PARTS	3	4	12
CONSTDATA_TH	EQUIP_AVATAR	4	n_ID_MODEL	0	4	16
CONSTDATA_TH	EQUIP_AVATAR	5	n_ID_MAP	0	4	20
CONSTDATA_TH	EQUIP_AVATAR	6	n_DROPMODEL_TYPE	0	4	24
CONSTDATA_TH	EQUIP_AVATAR	7	s_MODEL_EFFECT	3	4	28
CONSTDATA_TH	EQUIP_AVATAR	8	n_TAG_TRADE	0	4	32
CONSTDATA_TH	EQUIP_AVATAR	9	n_QUALITY	0	4	36
CONSTDATA_TH	EQUIP_AVATAR	10	n_ITEMLV	0	4	40
CONSTDATA_TH	EQUIP_AVATAR	11	n_CONDITION_LV	0	4	44
CONSTDATA_TH	EQUIP_AVATAR	12	n_CONDITION_GENDER	0	4	48
CONSTDATA_TH	EQUIP_AVATAR	13	n_CONDITION_CLASS	0	4	52
CONSTDATA_TH	EQUIP_AVATAR	14	n_CONDITION_CAMPS	0	4	56
CONSTDATA_TH	EQUIP_AVATAR	15	n_CONDITION_SKILL	0	4	60
CONSTDATA_TH	EQUIP_AVATAR	16	n_CONDITION_SKILLLV	0	4	64
CONSTDATA_TH	EQUIP_AVATAR	17	n_ICONSLOT	0	4	68
CONSTDATA_TH	EQUIP_AVATAR	18	n_EQUIPSLOT	0	4	72
CONSTDATA_TH	EQUIP_AVATAR	19	n_EQUIPTYPE	0	4	76
CONSTDATA_TH	EQUIP_AVATAR	20	n_EQUIPTYPE_EFFECT	0	4	80
CONSTDATA_TH	EQUIP_AVATAR	21	n_TAG_LOOT	0	4	84
CONSTDATA_TH	EQUIP_AVATAR	22	s_TAG_EXTRA	3	4	88
CONSTDATA_TH	EQUIP_AVATAR	23	n_ID_USAGE	0	4	92
CONSTDATA_TH	EQUIP_AVATAR	24	n_CD	0	4	96
CONSTDATA_TH	EQUIP_AVATAR	25	n_PRICE_BUY	0	4	100
CONSTDATA_TH	EQUIP_AVATAR	26	n_PRICE_VENDER	0	4	104
CONSTDATA_TH	EQUIP_AVATAR	27	n_QUATITY_STACK	0	4	108
CONSTDATA_TH	EQUIP_AVATAR	28	s_ITEM_EXIST	3	4	112
CONSTDATA_TH	EQUIP_AVATAR	29	n_ID_BUFF	0	4	116
CONSTDATA_TH	EQUIP_AVATAR	30	s_EQUIPFX	3	4	120
CONSTDATA_TH	EQUIP_AVATAR	31	s_VARYDATA	3	4	124
CONSTDATA_TH	EQUIP_AVATAR	32	n_BROADCAST	0	4	128
CONSTDATA_TH	EQUIP_AVATAR	33	n_BROADCAST_QUANTITY	0	4	132
CONSTDATA_TH	EQUIP_AVATAR	34	n_AVATAR_ADMIX	0	4	136
CONSTDATA_TH	EQUIP_AVATAR	35	s_HK_VER	3	4	140
CONSTDATA_TH	EQUIP_AVATAR	36	s_TC_VER	3	4	144
CONSTDATA_TH	EQUIP_AVATAR	37	s_JP_VER	3	4	148
CONSTDATA_TH	EQUIP_AVATAR	38	s_TH_VER	3	4	152
CONSTDATA_TH	EQUIP_AVATAR_COMBINE	0	n_ID	0	4	0
CONSTDATA_TH	EQUIP_AVATAR_COMBINE	1	n_EQUIPSLOT	0	4	4
CONSTDATA_TH	EQUIP_AVATAR_COMBINE	2	n_AVATAR_LEVEL	0	4	8
CONSTDATA_TH	EQUIP_AVATAR_COMBINE	3	s_BUFF_RANGE	3	4	12
CONSTDATA_TH	EQUIP_AVATAR_COMBINE	4	n_BALL_OF_YARN	0	4	16
CONSTDATA_TH	EQUIP_AVATAR_COMBINE	5	s_HK_VER	3	4	20
CONSTDATA_TH	EQUIP_AVATAR_COMBINE	6	s_TC_VER	3	4	24
CONSTDATA_TH	EQUIP_AVATAR_COMBINE	7	s_JP_VER	3	4	28
CONSTDATA_TH	EQUIP_AVATAR_COMBINE	8	s_TH_VER	3	4	32
CONSTDATA_TH	ITEM_CONSUMABLES	0	n_ID	0	4	0
CONSTDATA_TH	ITEM_CONSUMABLES	1	s_NAME	3	4	4
CONSTDATA_TH	ITEM_CONSUMABLES	2	s_ID_ICON	3	4	8
CONSTDATA_TH	ITEM_CONSUMABLES	3	s_ID_MODEL_PARTS	3	4	12
CONSTDATA_TH	ITEM_CONSUMABLES	4	n_ID_MODEL	0	4	16
CONSTDATA_TH	ITEM_CONSUMABLES	5	n_ID_MAP	0	4	20
CONSTDATA_TH	ITEM_CONSUMABLES	6	n_DROPMODEL_TYPE	0	4	24
CONSTDATA_TH	ITEM_CONSUMABLES	7	s_MODEL_EFFECT	3	4	28
CONSTDATA_TH	ITEM_CONSUMABLES	8	n_TAG_TRADE	0	4	32
CONSTDATA_TH	ITEM_CONSUMABLES	9	n_QUALITY	0	4	36
CONSTDATA_TH	ITEM_CONSUMABLES	10	n_ITEMLV	0	4	40
CONSTDATA_TH	ITEM_CONSUMABLES	11	n_CONDITION_LV	0	4	44
CONSTDATA_TH	ITEM_CONSUMABLES	12	n_CONDITION_GENDER	0	4	48
CONSTDATA_TH	ITEM_CONSUMABLES	13	n_CONDITION_CLASS	0	4	52
CONSTDATA_TH	ITEM_CONSUMABLES	14	n_CONDITION_CAMPS	0	4	56
CONSTDATA_TH	ITEM_CONSUMABLES	15	n_CONDITION_SKILL	0	4	60
CONSTDATA_TH	ITEM_CONSUMABLES	16	n_CONDITION_SKILLLV	0	4	64
CONSTDATA_TH	ITEM_CONSUMABLES	17	n_ICONSLOT	0	4	68
CONSTDATA_TH	ITEM_CONSUMABLES	18	n_EQUIPSLOT	0	4	72
CONSTDATA_TH	ITEM_CONSUMABLES	19	n_EQUIPTYPE	0	4	76
CONSTDATA_TH	ITEM_CONSUMABLES	20	n_EQUIPTYPE_EFFECT	0	4	80
CONSTDATA_TH	ITEM_CONSUMABLES	21	n_TAG_LOOT	0	4	84
CONSTDATA_TH	ITEM_CONSUMABLES	22	s_TAG_EXTRA	3	4	88
CONSTDATA_TH	ITEM_CONSUMABLES	23	n_ID_USAGE	0	4	92
CONSTDATA_TH	ITEM_CONSUMABLES	24	n_CD	0	4	96
CONSTDATA_TH	ITEM_CONSUMABLES	25	n_PRICE_BUY	0	4	100
CONSTDATA_TH	ITEM_CONSUMABLES	26	n_PRICE_VENDER	0	4	104
CONSTDATA_TH	ITEM_CONSUMABLES	27	n_QUATITY_STACK	0	4	108
CONSTDATA_TH	ITEM_CONSUMABLES	28	s_ITEM_EXIST	3	4	112
CONSTDATA_TH	ITEM_CONSUMABLES	29	n_ID_BUFF	0	4	116
CONSTDATA_TH	ITEM_CONSUMABLES	30	s_EQUIPFX	3	4	120
CONSTDATA_TH	ITEM_CONSUMABLES	31	s_VARYDATA	3	4	124
CONSTDATA_TH	ITEM_CONSUMABLES	32	n_BROADCAST	0	4	128
CONSTDATA_TH	ITEM_CONSUMABLES	33	n_BROADCAST_QUANTITY	0	4	132
CONSTDATA_TH	ITEM_CONSUMABLES	34	n_AVATAR_ADMIX	0	4	136
CONSTDATA_TH	ITEM_CONSUMABLES	35	s_HK_VER	3	4	140
CONSTDATA_TH	ITEM_CONSUMABLES	36	s_TC_VER	3	4	144
CONSTDATA_TH	ITEM_CONSUMABLES	37	s_JP_VER	3	4	148
CONSTDATA_TH	ITEM_CONSUMABLES	38	s_TH_VER	3	4	152
CONSTDATA_TH	ITEM_MISC	0	n_ID	0	4	0
CONSTDATA_TH	ITEM_MISC	1	s_NAME	3	4	4
CONSTDATA_TH	ITEM_MISC	2	s_ID_ICON	3	4	8
CONSTDATA_TH	ITEM_MISC	3	s_ID_MODEL_PARTS	3	4	12
CONSTDATA_TH	ITEM_MISC	4	n_ID_MODEL	0	4	16
CONSTDATA_TH	ITEM_MISC	5	n_ID_MAP	0	4	20
CONSTDATA_TH	ITEM_MISC	6	n_DROPMODEL_TYPE	0	4	24
CONSTDATA_TH	ITEM_MISC	7	s_MODEL_EFFECT	3	4	28
CONSTDATA_TH	ITEM_MISC	8	n_TAG_TRADE	0	4	32
CONSTDATA_TH	ITEM_MISC	9	n_QUALITY	0	4	36
CONSTDATA_TH	ITEM_MISC	10	n_ITEMLV	0	4	40
CONSTDATA_TH	ITEM_MISC	11	n_CONDITION_LV	0	4	44
CONSTDATA_TH	ITEM_MISC	12	n_CONDITION_GENDER	0	4	48
CONSTDATA_TH	ITEM_MISC	13	n_CONDITION_CLASS	0	4	52
CONSTDATA_TH	ITEM_MISC	14	n_CONDITION_CAMPS	0	4	56
CONSTDATA_TH	ITEM_MISC	15	n_CONDITION_SKILL	0	4	60
CONSTDATA_TH	ITEM_MISC	16	n_CONDITION_SKILLLV	0	4	64
CONSTDATA_TH	ITEM_MISC	17	n_ICONSLOT	0	4	68
CONSTDATA_TH	ITEM_MISC	18	n_EQUIPSLOT	0	4	72
CONSTDATA_TH	ITEM_MISC	19	n_EQUIPTYPE	0	4	76
CONSTDATA_TH	ITEM_MISC	20	n_EQUIPTYPE_EFFECT	0	4	80
CONSTDATA_TH	ITEM_MISC	21	n_TAG_LOOT	0	4	84
CONSTDATA_TH	ITEM_MISC	22	s_TAG_EXTRA	3	4	88
CONSTDATA_TH	ITEM_MISC	23	n_ID_USAGE	0	4	92
CONSTDATA_TH	ITEM_MISC	24	n_CD	0	4	96
CONSTDATA_TH	ITEM_MISC	25	n_PRICE_BUY	0	4	100
CONSTDATA_TH	ITEM_MISC	26	n_PRICE_VENDER	0	4	104
CONSTDATA_TH	ITEM_MISC	27	n_QUATITY_STACK	0	4	108
CONSTDATA_TH	ITEM_MISC	28	s_ITEM_EXIST	3	4	112
CONSTDATA_TH	ITEM_MISC	29	n_ID_BUFF	0	4	116
CONSTDATA_TH	ITEM_MISC	30	s_EQUIPFX	3	4	120
CONSTDATA_TH	ITEM_MISC	31	s_VARYDATA	3	4	124
CONSTDATA_TH	ITEM_MISC	32	n_BROADCAST	0	4	128
CONSTDATA_TH	ITEM_MISC	33	n_BROADCAST_QUANTITY	0	4	132
CONSTDATA_TH	ITEM_MISC	34	n_AVATAR_ADMIX	0	4	136
CONSTDATA_TH	ITEM_MISC	35	s_HK_VER	3	4	140
CONSTDATA_TH	ITEM_MISC	36	s_TC_VER	3	4	144
CONSTDATA_TH	ITEM_MISC	37	s_JP_VER	3	4	148
CONSTDATA_TH	ITEM_MISC	38	s_TH_VER	3	4	152
CONSTDATA_TH	ITEM_ITEMMALL	0	n_ID	0	4	0
CONSTDATA_TH	ITEM_ITEMMALL	1	s_NAME	3	4	4
CONSTDATA_TH	ITEM_ITEMMALL	2	s_ID_ICON	3	4	8
CONSTDATA_TH	ITEM_ITEMMALL	3	s_ID_MODEL_PARTS	3	4	12
CONSTDATA_TH	ITEM_ITEMMALL	4	n_ID_MODEL	0	4	16
CONSTDATA_TH	ITEM_ITEMMALL	5	n_ID_MAP	0	4	20
CONSTDATA_TH	ITEM_ITEMMALL	6	n_DROPMODEL_TYPE	0	4	24
CONSTDATA_TH	ITEM_ITEMMALL	7	s_MODEL_EFFECT	3	4	28
CONSTDATA_TH	ITEM_ITEMMALL	8	n_TAG_TRADE	0	4	32
CONSTDATA_TH	ITEM_ITEMMALL	9	n_QUALITY	0	4	36
CONSTDATA_TH	ITEM_ITEMMALL	10	n_ITEMLV	0	4	40
CONSTDATA_TH	ITEM_ITEMMALL	11	n_CONDITION_LV	0	4	44
CONSTDATA_TH	ITEM_ITEMMALL	12	n_CONDITION_GENDER	0	4	48
CONSTDATA_TH	ITEM_ITEMMALL	13	n_CONDITION_CLASS	0	4	52
CONSTDATA_TH	ITEM_ITEMMALL	14	n_CONDITION_CAMPS	0	4	56
CONSTDATA_TH	ITEM_ITEMMALL	15	n_CONDITION_SKILL	0	4	60
