scene	src_path	version	placement_count	src_sha256	src_bytes	parse_status	definition_count	placement_count_offset	output_path
Bg1095	Data/Scene/Save/Bg1095/Bg1095.npc	2	34	add95e81161a1334778d2d42a8a7791875d3a8434ebd13b802eb4951563789cd	3586	OK	11	0x000001A6	scene/Bg1095/Bg1095.placements.tsv
Bg1096	Data/Scene/Save/Bg1096/Bg1096.npc	2	1	ae5588d4ab7fce2fd08bcc05624fd3cfb34e2b70881bb81778f23538e55f61a3	289	OK	5	0x000000C2	scene/Bg1096/Bg1096.placements.tsv
Bg1097	Data/Scene/Save/Bg1097/Bg1097.npc	2	8	4a0dc8c0686de0170fa64c994b706b563d38d2873af6ae65b9af2c34cc7a382e	1154	OK	4	0x0000009C	scene/Bg1097/Bg1097.placements.tsv
Bg1098	Data/Scene/Save/Bg1098/Bg1098.npc	2	7	838b030891c14a78fc2700baa39ea850f23e1cb23e9ae22d35ed27f633a4dd8e	771	OK	3	0x00000076	scene/Bg1098/Bg1098.placements.tsv
Bg1099	Data/Scene/Save/Bg1099/Bg1099.npc	2	1	3073fe05172f7d8b3cfecbedc741dd633b98d7812d525a837a52c610a6bda91b	347	OK	4	0x000000A4	scene/Bg1099/Bg1099.placements.tsv
Bg1100	Data/Scene/Save/Bg1100/Bg1100.npc	2	4	0f756fb47131a27752767b344b14c063b539ea25ee94c913b1ce37df9488bfcc	606	OK	6	0x000000E8	scene/Bg1100/Bg1100.placements.tsv
Bg1101	Data/Scene/Save/Bg1101/Bg1101.npc	2	4	6d41bc0fedcf299f3cc433b4c4facead1032a6374c5e99b8a1d00830ff637575	568	OK	5	0x000000C2	scene/Bg1101/Bg1101.placements.tsv
Bg1102	Data/Scene/Save/Bg1102/Bg1102.npc	2	3	2873186acedd9aa318543c852dff6c76189b596b8d8a67b5f7484325db3c53b7	475	OK	5	0x000000C2	scene/Bg1102/Bg1102.placements.tsv
Bg1103	Data/Scene/Save/Bg1103/Bg1103.npc	2	6	bd3a88f6b5cc205b761b0eb110d300a9247127ea972241a40b373449279fc67e	754	OK	5	0x000000C2	scene/Bg1103/Bg1103.placements.tsv
Bg1104	Data/Scene/Save/Bg1104/Bg1104.npc	2	1	6509b12e9cda807a291e4b75b440b7f2c577e94b4899dc8cd1ebc8659520ca1f	289	OK	5	0x000000C2	scene/Bg1104/Bg1104.placements.tsv
Bg1105	Data/Scene/Save/Bg1105/Bg1105.npc	2	4	6f7d5c17e49514089c6d1036d96d1a7c548dceb18cec4226aeabdcd3b0fd61b0	726	OK	6	0x000000E8	scene/Bg1105/Bg1105.placements.tsv
Bg1106	Data/Scene/Save/Bg1106/Bg1106.npc	2	11	8c331ddce9162cb8dffddcfab4f1bbdfff28f80b150ff06bc2f665746828178f	1429	OK	7	0x00000136	scene/Bg1106/Bg1106.placements.tsv
Bg1107	Data/Scene/Save/Bg1107/Bg1107.npc	2	2	bfce02170d79d90ea68d12518eb0f27be65421e789f2721653cef4d0b5831c39	382	OK	5	0x000000C2	scene/Bg1107/Bg1107.placements.tsv
Bg1108	Data/Scene/Save/Bg1108/Bg1108.npc	2	3	5f58e23c2435bdb82da1558d96850b53ef7580b394f8f7bd68fd8ff0c322f3af	475	OK	5	0x000000C2	scene/Bg1108/Bg1108.placements.tsv
Bg1109	Data/Scene/Save/Bg1109/Bg1109.npc	2	3	07108d552bf957397fedab24ddb38a394569b57a44908fdaef550519c86e7493	475	OK	5	0x000000C2	scene/Bg1109/Bg1109.placements.tsv
Bg1110	Data/Scene/Save/Bg1110/Bg1110.npc	2	3	078363a8a8f45671bb87433f11a0047dfc2991e0a2bf891de80cb7f8bd4da5a3	551	OK	7	0x0000010E	scene/Bg1110/Bg1110.placements.tsv
Bg1111	Data/Scene/Save/Bg1111/Bg1111.npc	2	4	2efcc7677c27a914c8d091fd0a2e9ef939c0800267d0467ba4471cbd29e0cfa5	554	OK	4	0x000000A4	scene/Bg1111/Bg1111.placements.tsv
Bg1112	Data/Scene/Save/Bg1112/Bg1112.npc	2	4	5d17062077e875a3c459f87b40593464b349e6f3105898a7ae4c3e534bd9effd	644	OK	7	0x0000010E	scene/Bg1112/Bg1112.placements.tsv
Bg1113	Data/Scene/Save/Bg1113/Bg1113.npc	2	1	ef16d1404ca573b3faf6e3d680c20791f00b7cccf15e04d623f8a1a9489efb8b	643	OK	14	0x00000224	scene/Bg1113/Bg1113.placements.tsv
Bg1114	Data/Scene/Save/Bg1114/Bg1114.npc	2	9	cd52557aa00b437a65c0e70861c291438a89f83f580407f5612473a596f7299b	1033	OK	5	0x000000C2	scene/Bg1114/Bg1114.placements.tsv
Bg1115	Data/Scene/Save/Bg1115/Bg1115.npc	2	5	35d316c500461b9a2272f74a327f74e8c3af34075a4ec4405bfe82aeb94a4b80	699	OK	6	0x000000E8	scene/Bg1115/Bg1115.placements.tsv
Bg1116	Data/Scene/Save/Bg1116/Bg1116.npc	2	10	055c08a54e3a56dde661bfd9926ae838553a24a12f01518273003ae5dc89a5eb	1202	OK	7	0x0000010E	scene/Bg1116/Bg1116.placements.tsv
Bg1117	Data/Scene/Save/Bg1117/Bg1117.npc	2	5	05c0769f65b3b6496747f2f066a95f9a9356ea83ffbf691f3a59c8b8190234db	547	OK	2	0x00000050	scene/Bg1117/Bg1117.placements.tsv
Bg1118	Data/Scene/Save/Bg1118/Bg1118.npc	2	6	7abf3827be8ac9ed9ebaf66e496da4761c969eaceb758f07bac6f55c51d64f11	1166	OK	7	0x0000010E	scene/Bg1118/Bg1118.placements.tsv
Bg1119	Data/Scene/Save/Bg1119/Bg1119.npc	2	4	31ee5ae610dbadb2eae19ad4fd46bff34be93bca3e8e51fc364c87eb6a5a61a9	568	OK	5	0x000000C2	scene/Bg1119/Bg1119.placements.tsv
Bg1120	Data/Scene/Save/Bg1120/Bg1120.npc	2	11	89dada612f021741693477bbf9ddb36f948f4f86c6fa9d9dc4c09fffbb243791	1233	OK	4	0x000000A4	scene/Bg1120/Bg1120.placements.tsv
Bg1121	Data/Scene/Save/Bg1121/Bg1121.npc	2	10	ec34eabcf7a075f18a291cd19a4316cd2b6981d96dfa603e0507fdc56822dc10	1126	OK	5	0x000000C2	scene/Bg1121/Bg1121.placements.tsv
Bg1122	Data/Scene/Save/Bg1122/Bg1122.npc	2	8	7e295ae2cdd1d00b296a41157718b61a081da7535fedb239992504116e13d487	1070	OK	6	0x000000F4	scene/Bg1122/Bg1122.placements.tsv
Bg1124	Data/Scene/Save/Bg1124/Bg1124.npc	2	10	9c511cd792e4abce51730c420638af7474fab4d7ad757b4608e6f1b184b6af43	1164	OK	6	0x000000E8	scene/Bg1124/Bg1124.placements.tsv
Bg1125	Data/Scene/Save/Bg1125/Bg1125.npc	2	9	194b53041b3e65c6451bf4201e39a832af93f0fbb5a394de7237d8268c74d5fe	1633	OK	5	0x000000C2	scene/Bg1125/Bg1125.placements.tsv
Bg1126	Data/Scene/Save/Bg1126/Bg1126.npc	2	14	3122e120d384a415ed30f38c02a5f5b57d88755583b79a15a54696bd85276960	1574	OK	7	0x0000010E	scene/Bg1126/Bg1126.placements.tsv
Bg1127	Data/Scene/Save/Bg1127/Bg1127.npc	2	13	1a1e146c4885d923b88451b4715b80b0615055752231906c74f58a37f8af8ec4	1405	OK	5	0x000000C2	scene/Bg1127/Bg1127.placements.tsv
Bg1128	Data/Scene/Save/Bg1128/Bg1128.npc	2	11	0b152f7ff335bd057cd55e53376dfe54cd12cfd580c0bf65acbdd43f83eb15d2	1219	OK	5	0x000000C2	scene/Bg1128/Bg1128.placements.tsv
Bg1129	Data/Scene/Save/Bg1129/Bg1129.npc	2	12	f1388efe80294589a51e68276a4cf9e4a930bb4bf9a287125322ccd955bd8ee1	1370	OK	5	0x000000CC	scene/Bg1129/Bg1129.placements.tsv
Bg1130	Data/Scene/Save/Bg1130/Bg1130.npc	2	20	e014e5767f124bdb914477fefa7d9ef572042c8328a225b3c121558c134631f0	2056	OK	5	0x000000C2	scene/Bg1130/Bg1130.placements.tsv
Bg1131	Data/Scene/Save/Bg1131/Bg1131.npc	2	3	d820540dd0e9ee254bc120b21b090cb16210d323572c9d64c3cbe3d51651b12b	399	OK	3	0x00000076	scene/Bg1131/Bg1131.placements.tsv
Bg1132	Data/Scene/Save/Bg1132/Bg1132.npc	2	17	b97e8e634fe8081a524f606b94a257c2adbaf7a20d55050554d341fa93b0337e	1891	OK	8	0x00000134	scene/Bg1132/Bg1132.placements.tsv
Bg1133	Data/Scene/Save/Bg1133/Bg1133.npc	2	10	01f40863718018e3d5b529d3548be47ccbe94a7966971f0fb602892486a97ec6	1126	OK	5	0x000000C2	scene/Bg1133/Bg1133.placements.tsv
Bg1134	Data/Scene/Save/Bg1134/Bg1134.npc	2	18	481aebb5463bac38b7eea83a8965df445c9dc72f16caa499e9700d56d9db1018	2032	OK	7	0x0000011C	scene/Bg1134/Bg1134.placements.tsv
Bg1135	Data/Scene/Save/Bg1135/Bg1135.npc	2	12	e2557431edf56daf624f485b5e7e3b865c229ddd18bbf7c60ef9396c68dce7f8	1312	OK	5	0x000000C2	scene/Bg1135/Bg1135.placements.tsv
Bg1136	Data/Scene/Save/Bg1136/Bg1136.npc	2	12	d2a83c6f31d09fff2350fece103017794502b88faadd8d744713f9ae3b9e0fdf	1350	OK	6	0x000000E8	scene/Bg1136/Bg1136.placements.tsv
Bg1137	Data/Scene/Save/Bg1137/Bg1137.npc	2	10	08a500cd03eb7e4d5bba1b6fc07d4d1a82d521207dae6cf1ed97ee08f1d9d2db	1126	OK	5	0x000000C2	scene/Bg1137/Bg1137.placements.tsv
Bg1138	Data/Scene/Save/Bg1138/Bg1138.npc	2	10	ad0fef9269b44191b229d41ba2da1c0bebc51bc39f9f34d38402b6d7bec4be0c	1202	OK	7	0x0000010E	scene/Bg1138/Bg1138.placements.tsv
Bg1139	Data/Scene/Save/Bg1139/Bg1139.npc	2	9	8b15ef591dfa8b756252d932d51600287a7eb74c9a31915eb439572e745f1d0f	2045	OK	7	0x0000010E	scene/Bg1139/Bg1139.placements.tsv
Bg1140	Data/Scene/Save/Bg1140/Bg1140.npc	2	9	3200dd7f2f9328aad83f1661a05179d1f8ca7fafdc4836d21537a9250bd5d78e	1657	OK	5	0x000000C2	scene/Bg1140/Bg1140.placements.tsv
Bg1141	Data/Scene/Save/Bg1141/Bg1141.npc	2	13	6e6d1efa666e9ee0989f0a2057401382adf2a2d935ae48296920eecd1d3c64ac	1507	OK	6	0x000000F4	scene/Bg1141/Bg1141.placements.tsv
Bg1142	Data/Scene/Save/Bg1142/Bg1142.npc	2	10	4decf8ac64355d1622b65909a1552b177305fcc5bf559417f5cfc198d8e3f4e5	1088	OK	4	0x0000009C	scene/Bg1142/Bg1142.placements.tsv
Bg1143	Data/Scene/Save/Bg1143/Bg1143.npc	2	7	bacaf4502239aaf7470c84f4effbf00b55358c1c21daebfa0c9fd8ca0098a4b0	809	OK	4	0x0000009C	scene/Bg1143/Bg1143.placements.tsv
Bg1144	Data/Scene/Save/Bg1144/Bg1144.npc	2	17	673f4d3be00efdd956b75377373100ecc3397251e4920215c43a4865236d8cb7	1935	OK	7	0x0000011C	scene/Bg1144/Bg1144.placements.tsv
Bg1145	Data/Scene/Save/Bg1145/Bg1145.npc	2	11	83c417d1265354584d333a85c9cdd4f449cabd88274c2ea851c8584458892b34	1313	OK	6	0x000000F4	scene/Bg1145/Bg1145.placements.tsv
Bg1146	Data/Scene/Save/Bg1146/Bg1146.npc	2	15	8e17efd0a05418b243d2dd088da26eb8e2dfa24ead5bb4d6ce732a358846ad07	1591	OK	5	0x000000C2	scene/Bg1146/Bg1146.placements.tsv
Bg1147	Data/Scene/Save/Bg1147/Bg1147.npc	2	21	9ac3d0e89e1507d9818d81288a8d6d1940563b9e2830baa054bace98d0d0d036	2363	OK	8	0x00000144	scene/Bg1147/Bg1147.placements.tsv
Bg1148	Data/Scene/Save/Bg1148/Bg1148.npc	2	15	a6d1e3417f9e45a52bf239b6eb78af273eb14dc9c59f3864fbc5c83c82340af2	1595	OK	5	0x000000C4	scene/Bg1148/Bg1148.placements.tsv
Bg1149	Data/Scene/Save/Bg1149/Bg1149.npc	2	13	e94101d3b763c941490ea0d2caabea4ef4abf5c1c9b56f84de121967c78e5da5	1405	OK	5	0x000000C2	scene/Bg1149/Bg1149.placements.tsv
Bg1150	Data/Scene/Save/Bg1150/Bg1150.npc	2	13	1e9c4159d6c3813976f97a59e3d501eec76a70f322a0435dd71139f874c7e27d	1367	OK	4	0x0000009C	scene/Bg1150/Bg1150.placements.tsv
Bg1151	Data/Scene/Save/Bg1151/Bg1151.npc	2	13	1e9c4159d6c3813976f97a59e3d501eec76a70f322a0435dd71139f874c7e27d	1367	OK	4	0x0000009C	scene/Bg1151/Bg1151.placements.tsv
Bg1152	Data/Scene/Save/Bg1152/Bg1152.npc	2	16	2e8ad30c5737289c4a55286981b855379768a256138ba8f702d6f1815b4ac6f3	1722	OK	6	0x000000E8	scene/Bg1152/Bg1152.placements.tsv
Bg1153	Data/Scene/Save/Bg1153/Bg1153.npc	2	15	06a26e026cc97814cc56c9d5ebd8f080b8f73e24e4163930753267991f761fba	1629	OK	6	0x000000E8	scene/Bg1153/Bg1153.placements.tsv
Bg1154	Data/Scene/Save/Bg1154/Bg1154.npc	2	1	04fdc1da84ced6ffba2c2df73b1f46fedc07c2bc5ca6d63cdba35f0870e80a04	289	OK	5	0x000000C2	scene/Bg1154/Bg1154.placements.tsv
Bg1155	Data/Scene/Save/Bg1155/Bg1155.npc	2	9	52bb075c18925456433e5a8611a631bcb488981d620ead70617ad65315b34d92	1033	OK	5	0x000000C2	scene/Bg1155/Bg1155.placements.tsv
Bg1156	Data/Scene/Save/Bg1156/Bg1156.npc	2	14	645fc89f1325e324a3bb4f0ee0831bbd64c32cd122cd13106912b1f3ce6726a9	1574	OK	7	0x0000010E	scene/Bg1156/Bg1156.placements.tsv
Bg1157	Data/Scene/Save/Bg1157/Bg1157.npc	2	18	cf7e65a0671d0fd321d88071b5e18e12622030c7d1ffdc77a9460cf9e485c165	1908	OK	6	0x000000E8	scene/Bg1157/Bg1157.placements.tsv
Bg1158	Data/Scene/Save/Bg1158/Bg1158.npc	2	1	3d0e5e1be61ef4865c92127c0403a78a59755b291ff53b232c38cb1728ffdb0d	289	OK	5	0x000000C2	scene/Bg1158/Bg1158.placements.tsv
Bg1159	Data/Scene/Save/Bg1159/Bg1159.npc	2	1	974dc7e9363adc7bac92c3e7e060c75dd6da3844d8f46d26d06f0a659a9d4fac	303	OK	5	0x000000CC	scene/Bg1159/Bg1159.placements.tsv
Bg1160	Data/Scene/Save/Bg1160/Bg1160.npc	2	1	974dc7e9363adc7bac92c3e7e060c75dd6da3844d8f46d26d06f0a659a9d4fac	303	OK	5	0x000000CC	scene/Bg1160/Bg1160.placements.tsv
Bg1161	Data/Scene/Save/Bg1161/Bg1161.npc	2	0	7d7555b673c86bd3c1cf335eb186d0ee6c51e8b886722648bc7b7eb602b32a35	234	OK	6	0x000000E8	scene/Bg1161/Bg1161.placements.tsv
Bg1162	Data/Scene/Save/Bg1162/Bg1162.npc	2	5	c516cd9090009b1f80085527ab9df169e0a003e86443c53a1749a948d9ac08ec	1281	OK	21	0x0000032E	scene/Bg1162/Bg1162.placements.tsv
Bg1163	Data/Scene/Save/Bg1163/Bg1163.npc	2	3	2e1f10fc52be05e11a3eec7701e70bb14897adb262a5f0278180828a40d83bef	497	OK	5	0x000000CC	scene/Bg1163/Bg1163.placements.tsv
Bg1164	Data/Scene/Save/Bg1164/Bg1164.npc	2	5	9a1f4ef034a67cbfa86aadeca33b53258a2422b314a6ca986e78cc087df7bffc	2839	OK	8	0x00000134	scene/Bg1164/Bg1164.placements.tsv
Bg1165	Data/Scene/Save/Bg1165/Bg1165.npc	2	1	974dc7e9363adc7bac92c3e7e060c75dd6da3844d8f46d26d06f0a659a9d4fac	303	OK	5	0x000000CC	scene/Bg1165/Bg1165.placements.tsv
Bg1166	Data/Scene/Save/Bg1166/Bg1166.npc	2	17	b018da652567d2ccf038301117d026dced9a1b8cadfa7cd872730dbfa0886bca	4101	OK	21	0x0000032E	scene/Bg1166/Bg1166.placements.tsv
Bg1167	Data/Scene/Save/Bg1167/Bg1167.npc	2	11	b4d8e7d9715bfc82042108c870aacf8716f08bd10bd5fd2585b266bb779fae76	1273	OK	5	0x000000CC	scene/Bg1167/Bg1167.placements.tsv
Bg1168	Data/Scene/Save/Bg1168/Bg1168.npc	2	5	170db5bc5e2676ecf13e957d9875c23c6133aa0084d16960a7e947dcac4c48ef	691	OK	5	0x000000CC	scene/Bg1168/Bg1168.placements.tsv
Bg1169	Data/Scene/Save/Bg1169/Bg1169.npc	2	0	b02fa96e6ed8eed86b7735bd2de08c2fbe02183bc23c8186a8b2d56a5198fd39	1006	OK	25	0x000003EC	scene/Bg1169/Bg1169.placements.tsv
Bg1170	Data/Scene/Save/Bg1170/Bg1170.npc	2	15	f10e7bb281e835c543dea387eb97ca4ceccc7028543887cfb69860e5eb320877	1661	OK	5	0x000000CC	scene/Bg1170/Bg1170.placements.tsv
Bg1171	Data/Scene/Save/Bg1171/Bg1171.npc	2	7	61bc10008ac40f88d300521e8c37985a049590123f1eb24b4fd8ef19d6d0d891	1725	OK	26	0x00000414	scene/Bg1171/Bg1171.placements.tsv
Bg1172	Data/Scene/Save/Bg1172/Bg1172.npc	2	8	42700222a13a47dad908bf9e3396321643d622f06408390db14cb612c9ede1c0	1822	OK	26	0x00000414	scene/Bg1172/Bg1172.placements.tsv
Bg1173	Data/Scene/Save/Bg1173/Bg1173.npc	2	10	dbf530aa80ac4931bbc16e92707d702ffa24def2167605fef1d88a8c8f53912a	2016	OK	26	0x00000414	scene/Bg1173/Bg1173.placements.tsv
Bg1174	Data/Scene/Save/Bg1174/Bg1174.npc	2	0	4ae60563015c2ee011b21a71ab0c28c5ce312f105ed8d56a2c71193338ff524b	272	OK	7	0x0000010E	scene/Bg1174/Bg1174.placements.tsv
Bg1175	Data/Scene/Save/Bg1175/Bg1175.npc	2	4	fa061c62c99d80a983ad726307f48f11d0dde90cf2fe7541a886a8e423f2691f	1366	OK	26	0x000003E0	scene/Bg1175/Bg1175.placements.tsv
Bg1176	Data/Scene/Save/Bg1176/Bg1176.npc	2	4	976f3ae8eb21e30ff291f87d8ff49d0488c58455abc491ef6254bcf401dde91a	1366	OK	26	0x000003E0	scene/Bg1176/Bg1176.placements.tsv
Bg1177	Data/Scene/Save/Bg1177/Bg1177.npc	2	9	7dbe6618c21edbc3d23da2789b9b799e9a035f2c2dd91a3a889fb39cd524bfc2	1847	OK	26	0x00000414	scene/Bg1177/Bg1177.placements.tsv
Bg1178	Data/Scene/Save/Bg1178/Bg1178.npc	2	168	af2fce006a5a8dfca5cfbe0f131596f378eac50a48942e522b40f18cffeaeb41	17320	OK	26	0x00000414	scene/Bg1178/Bg1178.placements.tsv
Bg1179	Data/Scene/Save/Bg1179/Bg1179.npc	2	1	82fec28fffed8fee92cf6072619c0a599377e948ca0847c40d3415265501da4a	1103	OK	25	0x000003EC	scene/Bg1179/Bg1179.placements.tsv
Bg1180	Data/Scene/Save/Bg1180/Bg1180.npc	2	37	dcd9c4a88a0a2dfcd8f16299acbb57c6a9a93334a4045da30b1f18f6ac1cf245	5493	OK	47	0x0000076E	scene/Bg1180/Bg1180.placements.tsv
Bg1181	Data/Scene/Save/Bg1181/Bg1181.npc	2	0	4edd0fc9eb6d5a794efe120cb47951f8860886e40583076bc4f363c7b472bb7f	206	OK	5	0x000000CC	scene/Bg1181/Bg1181.placements.tsv
Bg1182	Data/Scene/Save/Bg1182/Bg1182.npc	2	2	98540d4b87fd78b7e1b3b7c4d90cc6a94d27fba1bbca795bed8e1d6eee6ee7ba	840	OK	16	0x00000284	scene/Bg1182/Bg1182.placements.tsv
Bg1183	Data/Scene/Save/Bg1183/Bg1183.npc	2	11	9530bcb6dc8a4ea1298638b06080c0253bb31e535c99b8ce332a298525d0f3d3	2113	OK	26	0x00000414	scene/Bg1183/Bg1183.placements.tsv
Bg1184	Data/Scene/Save/Bg1184/Bg1184.npc	2	1	f2258bd7e68c97f2d58da504b2c54b0f00b40293b791e5bcbba223a116e483c4	365	OK	7	0x0000010E	scene/Bg1184/Bg1184.placements.tsv
Bg1185	Data/Scene/Save/Bg1185/Bg1185.npc	2	1	82fec28fffed8fee92cf6072619c0a599377e948ca0847c40d3415265501da4a	1103	OK	25	0x000003EC	scene/Bg1185/Bg1185.placements.tsv
Bg1186	Data/Scene/Save/Bg1186/Bg1186.npc	2	21	ed90d1623171cc3462f1fb424ee2c0e2d6941db69b4bd76d372bc3e9b78d4dcf	2299	OK	9	0x0000015A	scene/Bg1186/Bg1186.placements.tsv
Bg1187	Data/Scene/Save/Bg1187/Bg1187.npc	2	21	6cfd6d5db2bbe679ac2be23fe66fb6ca660b9afb678c7e0f0cbc497617e58f44	2301	OK	9	0x0000015A	scene/Bg1187/Bg1187.placements.tsv
Bg1188	Data/Scene/Save/Bg1188/Bg1188.npc	2	8	c8f57a68d5fbc52036928e73d42b062af4478496c6cc5ff08a17c3ed4c128fd7	1286	OK	4	0x0000009C	scene/Bg1188/Bg1188.placements.tsv
Bg1189	Data/Scene/Save/Bg1189/Bg1189.npc	2	10	bda1da43a324b8ac509ca56f9f4ab3b7607a42cc41264dbcea1c1654d7d6aed9	1216	OK	6	0x000000F4	scene/Bg1189/Bg1189.placements.tsv
Bg1190	Data/Scene/Save/Bg1190/Bg1190.npc	2	28	fef97470c4763580a72936ac27babfdf256c60bdfd34046313cda98c4f71d521	5778	OK	44	0x000006E4	scene/Bg1190/Bg1190.placements.tsv
Bg1191	Data/Scene/Save/Bg1191/Bg1191.npc	2	2	36f076c670d4e9976e2ea263684408cc046622ad361865aa8fde3bee144a9978	420	OK	6	0x000000E8	scene/Bg1191/Bg1191.placements.tsv
Bg1192	Data/Scene/Save/Bg1192/Bg1192.npc	2	11	cf0e655771b553c03e22c7694b4663868bf38a00e1d2b9b0423029623c00b480	1257	OK	6	0x000000E8	scene/Bg1192/Bg1192.placements.tsv
Bg1193	Data/Scene/Save/Bg1193/Bg1193.npc	2	20	f67b6a22210a57c5c0a1aa36429a92a99854d08bb98b7385d5641dbb2a532214	2056	OK	5	0x000000C2	scene/Bg1193/Bg1193.placements.tsv
Bg1194	Data/Scene/Save/Bg1194/Bg1194.npc	2	12	fb84210bf69345c3df3758ba5ae25efae13eb15caef519efcfed23e9ac60c787	1370	OK	5	0x000000CC	scene/Bg1194/Bg1194.placements.tsv
Bg1195	Data/Scene/Save/Bg1195/Bg1195.npc	2	11	a45c48dc1343f7cf63ebbfa8699ba8975c27fe3eb8aef6a2612d1615de7c62b6	1181	OK	4	0x0000009C	scene/Bg1195/Bg1195.placements.tsv
Bg1196	Data/Scene/Save/Bg1196/Bg1196.npc	2	10	12491d2b439e4d196969f3223a9288dc45aa68ac61ea862b8df7fbedbbe10de5	1088	OK	4	0x0000009C	scene/Bg1196/Bg1196.placements.tsv
Bg1197	Data/Scene/Save/Bg1197/Bg1197.npc	2	17	54887cbe0b5e37e811a04e4b18cdbf89d2988820581d2eb7725b51ce58a8e7a3	1853	OK	7	0x0000010E	scene/Bg1197/Bg1197.placements.tsv
Bg1198	Data/Scene/Save/Bg1198/Bg1198.npc	2	12	3b6cfa3b58c573dc5b5832f004f2cb1940c51005a862e3b8a6f5f3680807c71f	1370	OK	5	0x000000CC	scene/Bg1198/Bg1198.placements.tsv
Bg1199	Data/Scene/Save/Bg1199/Bg1199.npc	2	9	08d452f9e454f635d69f9cb479d254af48e01f80556b4e29be73f4107aadd067	931	OK	4	0x000000A4	scene/Bg1199/Bg1199.placements.tsv
Bg1200	Data/Scene/Save/Bg1200/Bg1200.npc	2	16	8cab1ba432c8fc549b4b129c5da1bb2d28867a7d000b7bacdcf10c3e8350d115	1798	OK	8	0x00000134	scene/Bg1200/Bg1200.placements.tsv
Bg1201	Data/Scene/Save/Bg1201/Bg1201.npc	2	14	aa45c0e0493d908ba0c9e7c9ba10f68c814724d9168cd7b47665fb32610fa3de	1498	OK	5	0x000000C2	scene/Bg1201/Bg1201.placements.tsv
Bg1202	Data/Scene/Save/Bg1202/Bg1202.npc	2	19	04c639a5fe3105cd264bee47d57e02e527b211ee64978608744abbf28637b863	2039	OK	7	0x0000010E	scene/Bg1202/Bg1202.placements.tsv
Bg1203	Data/Scene/Save/Bg1203/Bg1203.npc	2	23	269b2b9313e0c6a9292bbefc7ad3d8a0e843a81b4be4f033b552219053b1da3e	2373	OK	6	0x000000E8	scene/Bg1203/Bg1203.placements.tsv
Bg1204	Data/Scene/Save/Bg1204/Bg1204.npc	2	18	bf066d65a7597e5dbb57296ffa9bf7b3713f4ff8b3717c753082e6414d821e4a	1908	OK	6	0x000000E8	scene/Bg1204/Bg1204.placements.tsv
Bg1205	Data/Scene/Save/Bg1205/Bg1205.npc	2	19	22cad5829c5f7d8f3e4bbadd03a12757da965083a3b9cf31fa39bce040743761	2077	OK	8	0x00000134	scene/Bg1205/Bg1205.placements.tsv
Bg1206	Data/Scene/Save/Bg1206/Bg1206.npc	2	13	2fa0267b9c7b409d40b676c1d5923d5ccecc1445192ed28cba64d1bad501a240	1467	OK	5	0x000000CC	scene/Bg1206/Bg1206.placements.tsv
Bg1207	Data/Scene/Save/Bg1207/Bg1207.npc	2	14	8607a9e93f1d7b22d7a369c1f9211e7cfe381819b8c76753d5388be95f9951b8	1594	OK	7	0x0000010E	scene/Bg1207/Bg1207.placements.tsv
Bg1208	Data/Scene/Save/Bg1208/Bg1208.npc	2	21	3a8aedc86fd1847835281fb366bbefab371a6fa8156c6f1f94f086bbbd68c454	2149	OK	5	0x000000C2	scene/Bg1208/Bg1208.placements.tsv
Bg1209	Data/Scene/Save/Bg1209/Bg1209.npc	2	18	ec6cd360d722be22386c0983832218e88e3e47ad581093b80aee7e41bae0aad0	1946	OK	7	0x0000010E	scene/Bg1209/Bg1209.placements.tsv
Bg1210	Data/Scene/Save/Bg1210/Bg1210.npc	2	14	e9c3fdb93b7e7d3e04c0c5112674e211009316571d7e6362b19aa79ee8ee1248	1460	OK	4	0x0000009C	scene/Bg1210/Bg1210.placements.tsv
Bg1211	Data/Scene/Save/Bg1211/Bg1211.npc	2	19	933afa8d7678a444346b996f1b4ab05edc82d0f156c1b88558c351593f537475	2129	OK	7	0x0000011C	scene/Bg1211/Bg1211.placements.tsv
bg2001	Data/Scene/Save/bg2001/bg2001.npc	2	41	9fd72b153ee99d230f4cb018c00e75bef0fcfdba6497d9f7bf0eb5ad2a61c91a	5583	OK	20	0x000002FC	scene/bg2001/bg2001.placements.tsv
Bg2002	Data/Scene/Save/Bg2002/Bg2002.npc	2	67	0813cd6aafe999f289439c52b1f0eaf6a7873c882eb3490e6c5454740833fec3	7761	OK	22	0x00000354	scene/Bg2002/Bg2002.placements.tsv
bg2003	Data/Scene/Save/bg2003/bg2003.npc	2	18	b9c5efa00045663d92c97a71e5d198c487b6cb2855c9308144228226996e76f0	1946	OK	7	0x0000010E	scene/bg2003/bg2003.placements.tsv
bg2004	Data/Scene/Save/bg2004/bg2004.npc	2	64	48c1bd802226b3fd847c1d1ec95602356b2836cf389b0958c57dd223621035ff	8078	OK	28	0x00000464	scene/bg2004/bg2004.placements.tsv
Bg2006	Data/Scene/Save/Bg2006/Bg2006.npc	2	227	c3d194ba9c9caaa73cc218f4fb53ad20bf5e89eb1c4f654edc1e6a66ed037746	23351	OK	28	0x0000042C	scene/Bg2006/Bg2006.placements.tsv
bg2007	Data/Scene/Save/bg2007/bg2007.npc	2	72	c4ef8ec69d351ad9f60497d21ced8318cdd2d1708c140de73f99644f1aa11dc3	8302	OK	28	0x00000464	scene/bg2007/bg2007.placements.tsv
